,topic_0,topic_1,topic_2,topic_3
CMTM4,0.0002017564,3.1831597e-09,3.576928e-10,2.5344343e-10
TMEM50A,3.7177057e-11,0.0022809347,5.6599968e-11,2.8448747e-11
TBK1,3.9585282e-10,0.0007446518,6.793075e-10,4.5559947e-10
CBX6,1.2089996e-10,1.6507457e-10,0.0005735751,7.497463e-11
MACC1,1.3258714e-08,0.00070950657,1.9462486e-10,1.6442159e-10
KREMEN1,3.8446655e-05,7.1895e-08,1.9281733e-06,1.5618403e-09
CHEK2,1.4752557e-09,2.3426024e-05,1.3803032e-05,7.1039044e-06
KCTD16,0.00017343015,2.4954508e-10,1.5866286e-10,8.801256e-11
B3GALT5,8.250432e-06,1.0138662e-06,5.544833e-10,3.4246463e-09
C9orf66,4.5541187e-06,7.5577256e-10,4.5848667e-10,2.847725e-07
FAM162B,1.3797706e-10,3.7790124e-10,2.3221897e-05,1.0158725e-06
RBM12B,4.142946e-05,5.2616146e-05,1.4556879e-06,1.2101678e-05
LIN9,3.37749e-05,5.017547e-05,1.4863613e-09,1.0955406e-05
BTBD9,0.00048334175,0.00026691266,0.00011647436,0.0002165992
GPR39,0.00013518326,0.00010733795,2.416193e-10,2.2589844e-10
FAM3B,4.4387796e-11,8.068357e-11,0.00054416875,3.0656873e-11
KIRREL,3.7917507e-05,4.7349877e-06,7.89657e-05,1.117701e-09
TOB2,0.00013050543,1.6631479e-05,4.47073e-06,5.2026535e-06
UTY,0.0001434223,1.7410101e-09,1.4409558e-08,4.9024842e-05
DNAH2,0.00011887587,0.00015302515,4.104696e-05,7.618372e-05
SDR42E2,3.9580004e-06,5.7052983e-07,1.4869908e-09,6.987205e-07
PRKX,0.00021638449,5.806525e-10,1.2840685e-09,3.6175206e-05
KMT5A,1.5946027e-05,2.1376738e-05,3.253129e-05,8.972421e-06
KCNH8,9.144331e-05,3.3367505e-05,2.126248e-10,1.6037492e-10
SMTN,7.468675e-07,2.2199893e-06,5.0959466e-06,4.2721376e-07
NPW,1.8057285e-06,3.8592107e-06,7.1998124e-10,3.5691713e-07
ST6GALNAC3,9.132886e-11,2.596492e-10,0.0011510608,1.2708545e-10
PTP4A2,4.4054885e-11,8.558959e-11,6.565235e-11,0.00027303185
TMPRSS2,7.5347645e-11,0.0003294194,8.780699e-11,5.0672053e-11
DENND5A,1.8170582e-05,0.000941822,0.00011930904,2.628803e-10
ADAP2,1.1614717e-09,1.7956351e-09,6.4173444e-05,1.720361e-05
FAM120C,3.9598825e-05,1.3952704e-05,6.043627e-06,6.968097e-06
NIPSNAP1,6.0424085e-05,2.0759453e-05,2.5478855e-09,1.4494272e-05
KCNQ3,1.8172512e-10,9.670019e-10,0.000106850166,1.2029325e-05
CRELD2,7.840313e-07,1.5530484e-06,1.0244916e-06,2.0843117e-06
SCFD2,7.158368e-05,4.6849123e-05,6.537291e-05,4.0127856e-05
PPP1R2,4.1277937e-05,5.3874196e-08,2.1270605e-05,0.0001428765
C22orf46,1.8046611e-06,2.589536e-06,1.460945e-06,1.0050661e-06
SNRNP35,3.562931e-05,1.0056478e-05,2.430119e-06,9.738235e-06
IRAK1,3.6927253e-10,1.9905606e-06,1.9990272e-05,1.3867525e-05
CMSS1,1.10519595e-05,1.2292326e-08,2.0542779e-05,6.535205e-06
PCDH9,0.00041627578,3.5928596e-10,2.6200528e-10,1.7586983e-10
OAF,3.8970834e-06,5.9672187e-05,2.495976e-05,4.7873716e-10
POU6F1,3.8458447e-06,2.6703446e-09,2.9260282e-05,8.861785e-06
TM2D3,3.4322404e-06,6.2697e-06,8.401507e-06,7.007401e-06
CLECL1,9.798792e-11,2.3688904e-10,2.3240204e-10,8.243448e-06
PRKD1,7.06188e-05,2.0561552e-09,0.0002894998,1.4758974e-09
CCSER1,0.0001744242,0.00073559856,4.5861434e-10,5.1838266e-05
ZDHHC23,3.8901912e-06,1.8561869e-06,3.2245895e-10,7.2488116e-10
RPL23AP82,3.1132156e-06,2.564047e-07,4.8389677e-07,5.167932e-07
SLIT3,1.0802821e-05,3.8607711e-10,0.00049377105,2.5479424e-10
EFNA5,1.6613524e-10,0.0013470285,2.6807537e-10,3.2077568e-10
MAP7D2,1.3838381e-05,1.813326e-05,1.3562362e-09,5.7997795e-06
CSF1,2.8629074e-06,4.6967665e-09,1.4205939e-06,1.7657426e-07
PLA2G6,1.4272186e-05,1.3820773e-05,1.4222509e-09,5.0977596e-06
MAML2,0.002399899,2.392554e-09,8.859507e-09,0.00030217232
SS18L1,3.284239e-05,6.855217e-05,6.653245e-05,2.1924261e-05
KCND2,1.7542258e-10,8.4141905e-10,0.0002759535,2.7662802e-06
TOP1MT,2.398812e-05,1.3680082e-05,1.683677e-09,1.8250322e-06
COPB2,0.00035711649,1.6753729e-10,1.2094216e-10,6.98322e-11
KNTC1,1.6686989e-05,2.7294243e-05,2.6657965e-06,1.6664375e-05
NCMAP,0.00029854453,2.3769828e-10,1.2582954e-10,7.058021e-11
TXNRD2,4.7776324e-05,8.302067e-06,1.1055147e-08,5.5394107e-06
TMEM255B,1.1182934e-10,3.2198694e-10,9.848325e-05,1.5892213e-10
PROS1,1.0362719e-07,2.5102512e-05,8.8156645e-05,4.6521673e-10
BEX5,1.0860999e-05,3.948848e-09,2.8077158e-08,1.8922735e-06
ZFP1,2.4422106e-05,7.976249e-06,1.6315225e-05,5.590934e-06
LPAR5,7.6334624e-07,8.322797e-06,7.0783e-10,4.4737326e-06
XPOT,1.1162812e-05,5.2933727e-05,3.0625815e-05,1.7862994e-05
TMEM173,1.6854465e-10,1.4667544e-09,2.4430097e-05,9.491961e-06
PDE4B,1.6378275e-10,6.0785504e-10,5.7986046e-05,9.4234805e-05
NELL2,1.762846e-10,3.4413156e-10,2.8017963e-10,3.4689103e-05
KRBA2,1.329832e-05,2.4541784e-09,5.501914e-06,9.413351e-10
MED12,3.5393648e-06,3.354503e-07,4.0304567e-06,3.7945704e-06
ZNF93,9.586371e-06,3.6813963e-06,3.1507034e-06,2.3488603e-06
SEPT9,5.52448e-10,1.0982111e-09,1.9078623e-10,0.0007122529
CDCA2,5.338245e-10,9.241834e-06,3.2328802e-09,1.0259346e-06
OR7E14P,5.06959e-05,3.448085e-05,2.3216012e-10,1.6885258e-10
RALYL,0.000972406,2.8125582e-10,1.4385595e-10,7.634393e-11
ZBTB40,1.9706571e-05,2.8526683e-06,2.2934582e-06,6.2777467e-06
RNLS,0.00014609701,1.5173779e-09,6.277896e-10,2.0254895e-06
ATL3,5.7795926e-08,2.5383786e-05,6.0548162e-05,1.6900542e-05
NDUFA12,3.7767983e-11,7.249527e-11,0.0015473117,2.8452652e-11
SMIM10,1.1139171e-09,7.3583584e-10,5.752854e-05,3.8561807e-09
UBE2G2,3.6808713e-05,2.044794e-05,4.5919543e-05,1.3643288e-05
OSBP2,8.416155e-05,5.572604e-05,1.1012251e-09,3.4388108e-09
APOO,3.913655e-05,2.1808215e-05,1.1791151e-06,1.0173602e-05
PRR16,1.1333674e-10,3.9365877e-10,0.00011461437,3.1856214e-06
TMED9,0.00023340892,8.163215e-11,6.3707734e-11,3.2300045e-11
RBM33,0.0002712742,1.4975275e-09,1.7290701e-09,4.7730282e-05
RBM43,6.049169e-06,7.327572e-07,3.8427906e-06,1.4850119e-06
SUMO3,3.5619348e-11,6.8897894e-11,0.00055482774,2.6985744e-11
IMMP2L,0.0020878462,7.3368606e-10,4.6725135e-10,3.7337178e-10
FMNL1,1.3651791e-10,4.2412146e-10,1.939483e-09,1.0794345e-05
WT1,2.0146891e-10,6.916758e-10,8.148831e-06,7.800661e-08
ZFP90,9.228399e-05,8.353941e-09,2.5921898e-08,2.577101e-05
FAM227A,3.3022254e-05,2.5903182e-05,1.137791e-09,9.502502e-10
MUC6,3.676987e-11,0.0021005191,5.4831795e-11,2.7361396e-11
USP18,4.729053e-06,1.6406393e-05,6.3097474e-07,2.598271e-06
NDUFA6,3.6197458e-11,6.9648634e-11,0.0012386099,2.7342304e-11
SORCS2,2.709859e-06,1.1552502e-05,5.1599243e-05,8.103263e-06
TMEM106A,1.892123e-05,1.9652613e-05,1.2471189e-05,8.515934e-06
SIVA1,0.00062454294,6.8724644e-11,5.415888e-11,2.7010253e-11
BRI3BP,8.901289e-06,4.4834607e-05,8.9091867e-10,9.920934e-06
ROBO2,5.112446e-05,1.6154463e-06,6.757947e-05,6.2890067e-06
AP3M1,7.330361e-05,1.4707045e-05,1.40328375e-05,2.1521913e-05
F8,2.7441392e-05,3.1992213e-06,5.7354286e-05,7.309839e-08
CA13,1.7888531e-05,4.2958793e-05,7.591851e-10,4.944184e-10
BRF1,4.3358406e-05,1.606383e-05,3.641775e-05,1.2108859e-05
SEMA4B,0.0003599718,0.00017434321,2.3345495e-10,3.0546224e-10
SPDYE16,2.5079158e-05,1.9094143e-05,9.986155e-10,4.6481208e-07
ANKS1B,0.00012794122,5.2844644e-09,2.7803126e-05,2.8080453e-06
NELFA,5.9919792e-05,3.426718e-05,1.6208758e-09,1.0017356e-05
SLC24A3,4.550454e-10,1.1840727e-05,7.358799e-05,1.9638055e-05
FLRT2,0.0022338415,1.9833105e-10,1.2997145e-10,6.676794e-11
RPS27L,3.6597118e-11,7.068016e-11,5.5501416e-11,0.0016621102
ANO9,3.3741048e-06,1.7717175e-05,3.6882344e-10,1.3546304e-06
FAF1,0.0009004506,7.970748e-05,3.9845017e-05,0.00012608555
FAM43A,1.5929298e-10,4.4626272e-10,5.8521706e-05,2.85046e-10
HSF1,1.5239156e-05,4.750713e-05,6.447181e-05,8.980014e-06
PURA,0.00014124495,4.5576187e-05,3.9550967e-05,8.951737e-06
INPP5J,3.64818e-06,1.16633686e-07,3.1682212e-10,6.776867e-08
LRRC37B,3.084036e-05,7.610584e-06,1.2454573e-05,1.6042199e-05
DDX51,9.2535465e-06,8.135863e-06,2.8406284e-06,1.5922434e-06
IFITM2,3.512958e-11,6.810716e-11,5.3635627e-11,0.0014139084
TNFAIP2,7.2931033e-07,2.0771315e-05,4.727818e-06,5.99291e-07
ZNF445,1.706838e-05,1.1976651e-08,8.943596e-06,5.33709e-06
RAB11B,3.7641626e-11,7.195883e-11,0.00074789615,2.821277e-11
PRMT3,5.913429e-05,5.7686764e-05,1.4094722e-05,3.619391e-05
PRPF39,0.00026566169,1.131838e-10,8.9822094e-11,4.891597e-11
PPIL6,4.129345e-05,9.562129e-06,1.0444741e-09,4.8269794e-07
ZNF74,1.99923e-06,2.4073315e-06,6.138935e-08,9.669573e-07
KIAA0825,0.00042346053,1.6511315e-08,1.046821e-06,3.2257973e-05
UBALD2,4.819702e-11,9.6457724e-11,7.252237e-11,0.00024309398
CDNF,6.257573e-06,3.0778172e-06,2.508566e-09,3.0409487e-07
ZBTB37,1.6356184e-05,1.5131128e-08,4.6469445e-06,6.92863e-06
CCDC137,4.7413905e-06,1.8632982e-05,3.4301333e-06,9.944112e-06
ARL15,0.00022562075,1.5024197e-09,0.0026230048,2.3934439e-09
CDK10,6.654162e-06,9.852134e-06,9.812811e-07,2.3404684e-06
TMEM105,3.1626665e-10,7.2349576e-06,4.0376968e-10,2.8129756e-07
TCN2,4.6586496e-10,2.506982e-06,1.8614084e-05,4.187614e-07
GAS2L1,3.2407288e-06,1.3787633e-06,9.044138e-06,4.4987694e-10
ATP6V0A2,1.1646242e-05,2.2294933e-05,2.3580345e-05,1.3850053e-05
PARK2,0.0004691442,5.5388316e-09,0.0002011495,3.506412e-05
HGS,2.8426716e-06,4.604445e-06,6.505553e-07,3.3008902e-07
SP140L,6.733568e-06,2.1744687e-05,2.8368596e-08,2.840375e-05
TARSL2,2.4039718e-05,3.6033343e-09,5.1600026e-09,5.2968975e-05
SMYD3,0.00074938656,0.0004303894,0.00018808455,0.00028904513
METTL7A,5.7251863e-11,9.2363485e-11,7.047259e-11,0.0003719281
IFNLR1,7.325846e-05,1.4192294e-09,3.143626e-10,6.0943156e-10
FAM174B,0.000118236145,9.461725e-05,5.312043e-05,1.911291e-05
C19orf68,7.1657278e-06,1.896067e-06,1.8860604e-09,2.559604e-06
KPNA7,1.2667823e-05,4.6938654e-05,3.2722397e-05,1.695737e-05
GPRIN3,5.755101e-06,5.939172e-09,1.0068741e-05,4.8976104e-05
PARPBP,4.2849033e-06,2.733261e-05,9.953088e-06,5.8913884e-06
STAC3,7.6054175e-06,3.579242e-06,1.1962497e-06,1.433717e-06
ROR1,0.00033601237,4.9095255e-05,8.6487606e-10,2.5696718e-09
SDHAP1,3.9057097e-05,0.00011071196,7.719047e-09,7.1019804e-06
RP11-504P24.3,1.5938933e-06,7.4939717e-06,6.9669963e-09,8.0964617e-07
FAAP100,1.4835488e-05,1.7793836e-06,1.123755e-05,1.23313985e-05
SV2B,0.00026953072,1.703042e-10,1.3282493e-10,5.796121e-11
PRKG1,0.00036937083,1.2664784e-08,0.0017653842,8.087364e-05
NR2F2,1.0217688e-05,5.9649856e-06,8.219999e-06,1.0015679e-06
TLCD2,9.53933e-10,1.9837204e-05,3.469395e-06,4.2238682e-07
LSAMP,2.855515e-10,0.0017653909,0.00013352718,5.6014458e-05
AHNAK2,1.5160319e-10,4.120541e-05,3.3452746e-10,1.5022564e-09
OLFML2A,6.150168e-10,9.545973e-10,4.0707648e-05,7.402829e-10
SP1,5.0309773e-05,8.5067986e-05,1.1259981e-05,7.5304156e-06
PCGF3,2.6560307e-05,4.5554735e-10,0.000618655,1.8351723e-10
LMLN,2.559088e-05,1.5236861e-05,1.1880587e-09,1.3549313e-06
P4HB,3.9333963e-11,7.615371e-11,5.892002e-11,0.0007861225
PSMD13,6.1296687e-06,2.0052843e-05,1.18946e-05,1.3899222e-05
PBX1,0.002126722,2.460927e-10,1.7974058e-10,8.956104e-11
ZFP36L1,4.384523e-11,8.291135e-11,0.0030471003,3.278693e-11
UBE2L3,0.000110803114,3.3826993e-05,5.8998306e-05,4.656973e-05
BRWD1,1.10397295e-05,0.0013504648,3.6854636e-10,5.118184e-10
PMEL,6.288173e-06,3.5593698e-06,2.5095485e-06,8.693561e-07
EP400NL,7.913173e-06,3.6489107e-06,1.1953504e-05,6.2591735e-06
MYBL1,1.5665505e-10,3.1197925e-10,2.8057856e-10,2.5640076e-05
SMG1P4,3.1922664e-06,2.5761146e-06,3.365351e-06,2.646078e-06
C16orf52,0.00012588514,9.408017e-05,0.00014846679,2.7449743e-05
DRG1,7.650471e-11,0.00056893437,9.697128e-11,5.2111912e-11
ANKFY1,7.1055074e-05,4.5833047e-05,6.484228e-05,2.6406646e-05
YTHDF3,5.2362055e-05,3.6121357e-05,5.154755e-05,3.1338965e-05
ADARB2,7.900965e-06,4.1276735e-06,1.3172439e-05,1.540479e-06
NRG3,2.9400343e-10,0.0013707397,2.4834473e-10,1.7668955e-10
SRL,3.6991264e-06,3.9408565e-09,2.4039671e-05,3.8097273e-06
CXorf38,1.7426274e-06,2.3501345e-05,1.3098686e-06,1.0392955e-05
MORF4L1,5.74937e-11,0.0014495013,8.737296e-11,4.5308958e-11
WDR53,6.3640255e-06,8.011394e-06,1.6937919e-06,4.653268e-06
PIGP,7.3656474e-06,5.3332888e-06,1.4542966e-09,1.4721885e-06
IKZF1,9.161185e-11,2.1437256e-10,2.0713047e-10,0.00013502696
BCAP31,3.7300642e-11,7.2040124e-11,0.0014383803,2.8178996e-11
ARL17A,2.4048477e-05,2.2362276e-06,1.8129704e-08,5.3349168e-06
GNB1L,3.7679506e-06,2.0990743e-05,2.692368e-06,1.2885284e-06
DNAH14,0.00030323694,4.1434436e-05,4.4149287e-10,3.4454928e-10
NPIPB4,2.315277e-05,8.79992e-06,3.1855714e-05,3.8772632e-05
TRIM69,4.0928535e-06,8.45129e-06,2.5757017e-06,4.7458193e-06
LAMP1,3.7113784e-11,0.0019660261,5.6424705e-11,2.8231558e-11
SETD4,4.4425837e-05,1.2098666e-05,1.3982609e-05,1.1467389e-05
PTCH1,3.2931996e-05,1.1564627e-09,7.6290696e-10,2.322825e-09
RTN4RL1,3.7112553e-05,1.0337913e-09,6.3468124e-06,2.9408026e-10
RNPC3,0.00013111047,1.3813188e-10,1.07212204e-10,5.9376025e-11
ZNF267,3.414477e-06,1.3415613e-05,7.4977106e-06,4.489208e-06
C7orf61,5.335232e-06,4.0880045e-06,8.0942306e-07,6.223825e-07
FAM186A,4.219456e-05,4.561101e-09,1.0716591e-06,4.4605025e-07
BICD2,1.08279255e-05,3.3427634e-09,4.956743e-06,2.7225465e-06
TMLHE,5.328149e-06,2.1626482e-08,1.4454917e-05,3.6271633e-10
SDHAP3,2.0389503e-05,2.6360096e-05,2.5174238e-09,3.524618e-06
RASA3,1.3611179e-10,1.3095068e-09,8.035228e-06,1.3013117e-05
LRCH3,0.00015385322,0.00021116262,9.251566e-05,7.154737e-05
LEMD1,2.0811336e-10,4.831028e-05,2.841167e-10,2.4231714e-10
ZNF566,4.4868524e-05,2.9147832e-06,2.1630949e-05,2.22074e-05
ZNF529,2.6281428e-05,2.5171167e-09,1.2920556e-05,8.315141e-06
ZNF284,1.5890245e-06,8.290021e-07,3.6422284e-06,8.4106574e-07
AIDA,1.4985428e-06,8.724645e-06,5.0104386e-06,6.0724797e-06
C15orf41,7.627474e-05,0.00015620231,1.5804378e-09,9.089334e-06
GSAP,0.0002740581,6.127651e-10,3.3801015e-10,5.8980306e-05
AGBL4,0.0002356442,7.5091017e-10,3.6334782e-10,1.9835904e-10
CYP2R1,2.2495438e-05,1.324784e-05,1.63271e-09,1.2584378e-05
ANKRD46,7.109859e-05,2.032429e-09,1.0375167e-09,9.826357e-06
PIP5K1C,5.787398e-06,2.7369454e-06,5.376659e-05,4.803545e-09
C2orf76,1.4889634e-05,5.4070974e-06,2.0866359e-05,7.012723e-06
POLR3C,2.663488e-05,2.7407026e-05,3.9046594e-05,1.2290001e-05
WWOX,0.002479478,2.3018842e-09,0.00074418966,0.00024990665
CIDECP,3.4056573e-06,1.8289515e-07,1.7496582e-06,1.6918497e-06
CCDC84,2.5729436e-05,8.057558e-06,9.498299e-06,1.1109212e-05
BCL9L,6.8415115e-06,1.9720144e-05,1.0287652e-06,8.297689e-06
POLR1D,3.8529423e-11,7.392567e-11,5.757447e-11,0.00037293325
ZNRF1,7.889495e-05,0.00013537897,0.0001649594,2.3314007e-05
EDARADD,4.180842e-05,1.2825436e-09,4.4381747e-09,1.2810169e-05
SLC51B,1.5578083e-10,5.0555854e-10,4.2726533e-06,6.312275e-07
CYP4F12,1.4249246e-10,2.560113e-05,3.1047503e-10,2.6582486e-10
KLHL32,3.7983053e-05,4.259049e-10,2.2152875e-10,2.6507047e-10
MKL2,1.1006237e-05,3.9649814e-10,0.0013163111,1.10071646e-10
BTLA,1.0068293e-10,2.0834291e-10,1.6102134e-10,1.5303178e-05
PPP1CC,0.00047422844,7.274736e-11,5.7130998e-11,2.8834369e-11
CA5BP1,5.4968796e-06,4.706387e-06,2.4157857e-06,3.6641825e-07
PRELID2,5.0113647e-10,0.0006591621,5.460534e-10,1.25575e-09
BACE1,1.410061e-05,1.2006149e-09,3.7257364e-06,6.3812664e-08
RXRA,3.5200294e-06,2.6211128e-06,7.2932215e-07,5.5075833e-10
ANKRD37,6.29552e-11,0.00037684574,9.483703e-11,5.743189e-11
ZNF75D,1.0679327e-05,1.3513639e-05,7.64839e-06,4.894101e-06
CYP4X1,2.900096e-06,7.5810863e-06,9.2425e-07,8.0457246e-10
CCDC30,0.00021445706,1.5972902e-09,2.4665863e-09,2.3401439e-05
NKRF,5.3412596e-06,1.6408154e-06,7.0130236e-06,1.1847211e-05
GLDN,1.6346037e-10,1.4018506e-06,1.5711283e-05,3.5272208e-06
KPNA4,4.65819e-05,0.00013833295,0.000102821985,2.901879e-05
RPS23,3.5109485e-11,6.804587e-11,5.3586136e-11,0.009173689
GNG2,1.219184e-10,3.0255834e-10,5.5410904e-10,9.400071e-05
BTN3A2,2.5349323e-10,1.945667e-09,4.613511e-05,6.309459e-05
PCLO,0.00016137694,4.5959103e-05,2.920874e-10,3.9551698e-10
INSIG1,1.6403692e-10,1.741781e-05,4.1694944e-05,8.991163e-06
ANKRD20A5P,4.5012034e-06,1.6385942e-05,3.5844816e-10,1.1507974e-06
MYT1L,5.766581e-05,3.833782e-06,5.252517e-06,4.7316607e-06
TMEM222,3.8409844e-06,5.887653e-06,2.5203271e-06,3.9769643e-06
ARHGAP30,3.2893618e-10,9.472229e-06,6.072942e-10,1.6169051e-05
SEPT10,0.00051598676,2.5229793e-10,1.9345608e-10,8.130584e-11
CYP4F3,1.2644208e-10,3.940444e-05,2.0701119e-10,3.451057e-10
SMYD4,2.8180533e-05,3.4841943e-09,5.4039505e-05,1.592147e-05
GPATCH8,0.0007266134,1.5038944e-08,3.9394386e-06,8.051947e-05
NF2,8.4070736e-05,2.2033884e-09,4.040049e-05,2.0453128e-05
UBE2H,0.00015597651,0.0021184105,8.53425e-10,1.1550805e-09
KTN1-AS1,6.901769e-06,4.250123e-06,4.6430728e-06,6.52797e-07
KATNA1,2.811348e-05,1.120971e-05,2.8286768e-06,9.9376275e-06
ARAP1,2.2188411e-05,6.2607755e-09,1.40052425e-05,2.4931902e-05
PDE2A,1.5251592e-10,3.6848732e-10,1.867315e-05,1.2343886e-10
PRR5,1.1416206e-10,3.627717e-10,1.6703007e-05,4.9360247e-06
LYRM7,2.265536e-05,1.5708989e-05,1.10044e-05,2.1108479e-05
CCDC73,8.88077e-06,5.4497764e-06,8.9151746e-07,3.175121e-06
BCR,4.731853e-05,0.0001273864,0.00010248883,7.792906e-10
ZNF397,4.5278473e-05,1.4392494e-05,1.2938029e-05,2.1282089e-05
ZSCAN30,2.6668824e-06,1.9502343e-06,9.718034e-07,4.4641922e-07
TPCN1,3.3223154e-05,9.3934395e-05,5.6449608e-06,2.4092828e-05
LILRB4,1.6901336e-10,6.8028255e-10,3.934006e-06,1.612002e-06
HEXIM1,5.4406242e-05,6.2689346e-06,2.7537443e-09,3.745662e-06
TRABD2A,1.8477773e-07,8.883659e-06,2.0310724e-09,1.0905651e-05
POFUT2,1.03571365e-05,1.0009611e-05,9.852736e-06,3.4962837e-09
MAPT,9.955937e-06,1.3423399e-06,2.2447573e-06,5.928022e-06
RTN4RL2,1.992156e-06,8.9419797e-07,1.6789478e-06,2.0146133e-07
ZDHHC17,7.45726e-05,6.2932446e-09,4.985408e-05,1.6103464e-05
ZNF395,5.7232137e-06,6.762657e-06,8.413613e-10,6.409998e-07
PPARA,9.7909295e-05,0.00024212638,1.1314328e-09,1.419897e-05
TMEM232,0.00010112049,1.2496951e-09,3.9060274e-10,3.3085468e-10
EFCAB6,0.0001676316,7.499998e-10,3.2590175e-10,2.0761776e-10
KANK3,8.565704e-11,2.2879723e-10,0.00024001152,9.074232e-11
EMID1,1.7327977e-05,9.258188e-10,4.260571e-05,2.7807562e-10
ESPN,6.418809e-10,1.0501073e-05,4.1358614e-10,5.647639e-07
PNLIPRP1,3.9977542e-11,7.647539e-11,0.00090845814,3.4797543e-11
PTRH1,3.2468693e-06,7.8622213e-07,2.043027e-06,4.8534935e-07
TMEM216,3.1329894e-06,1.2101972e-06,4.820746e-07,7.592384e-07
TEAD1,0.0012307179,4.1888296e-10,3.3350303e-10,1.1581242e-10
PLCD1,1.6237198e-05,3.72024e-06,5.225669e-09,1.0943131e-06
ENTPD5,2.0107862e-05,3.8246257e-05,2.8560028e-06,1.3716006e-05
MITF,6.403772e-07,1.3435138e-05,0.0004261166,4.386582e-05
HEATR4,1.9647103e-05,2.1067372e-05,7.218459e-06,1.5725178e-05
NAP1L1,4.0258366e-11,0.003357699,6.1571956e-11,3.0760075e-11
CMC1,8.873992e-11,1.3731441e-10,0.00079665834,6.074109e-11
LYPD6,4.4973352e-05,2.1396756e-06,2.1336906e-10,1.4044584e-10
AKR1C1,4.554805e-06,6.7136168e-09,5.0702437e-10,3.930578e-10
SPATA21,5.735781e-06,6.299208e-07,1.8081599e-06,9.621739e-07
RNF220,2.1456033e-10,5.2508774e-05,6.946139e-05,3.0291983e-10
SHTN1,0.00016401334,1.6781682e-10,1.1338951e-10,6.3628075e-11
ZNF546,3.6471727e-05,2.4113515e-05,7.5674197e-06,1.2811563e-05
GCNT1,6.299743e-05,0.0002262605,2.3162975e-05,6.90457e-05
SESTD1,0.00010893537,0.0007349688,4.376632e-09,9.083571e-06
FNBP1,6.4880706e-10,5.448923e-10,1.5620728e-09,0.0005211165
DYNC2H1,0.00027661325,0.00010622937,4.5877357e-10,2.7936425e-10
RSBN1L,5.348159e-05,7.450947e-05,2.5906822e-08,4.4608772e-05
WDR86,1.13966475e-10,3.5815703e-10,6.4300402e-06,1.2962736e-06
EPOR,2.816362e-06,6.216582e-07,2.1980923e-06,1.2152003e-06
TAF9B,3.3398146e-06,5.0254388e-05,1.6367161e-06,4.7566036e-06
MAGI2,5.8662186e-05,0.00012891786,0.00060340017,5.8576145e-05
LHFPL3,0.0002606389,6.827003e-10,3.3815328e-10,4.3762458e-10
CHP1,7.296498e-11,0.0015826288,1.03686344e-10,5.6311813e-11
COL4A1,5.6846534e-11,1.2169653e-10,1.8461117e-10,0.0005812693
PLEKHG7,2.045902e-05,6.40071e-06,4.2468487e-10,4.2093975e-06
HSPA14,7.2531893e-06,8.4279245e-06,2.5939976e-06,4.14588e-06
SIRT7,6.7379497e-06,7.680716e-05,6.65163e-10,9.065796e-06
IFT140,2.1483771e-05,2.0708092e-06,1.1806611e-06,8.1185164e-10
AGMO,2.0878886e-10,0.00019427089,5.1282883e-10,5.5252597e-10
TLR5,1.6869897e-05,1.3818533e-05,7.1505446e-10,1.1713693e-06
USP7,3.449756e-05,3.365799e-05,3.8208265e-05,3.4687186e-05
NANOS3,1.0808427e-05,5.237359e-07,1.1207223e-06,4.9754967e-10
ZNF385C,3.147505e-06,4.365071e-06,2.5962557e-09,1.0814339e-06
TET3,6.964732e-05,0.0001517399,4.7988204e-05,4.7119443e-05
ISG15,3.5377493e-11,6.835494e-11,5.379854e-11,0.0009759922
EXD3,8.654995e-05,2.3364222e-05,1.8896435e-05,1.1919985e-06
TCL6,7.435461e-06,7.3413964e-10,3.3591366e-10,1.0379617e-06
C17orf97,5.986162e-06,5.5546803e-09,1.6628005e-07,3.0986672e-07
RGPD1,4.8784673e-06,2.5069686e-09,6.023568e-10,4.1035273e-06
B3GLCT,7.8676225e-05,3.0976469e-06,6.4259266e-06,6.5611775e-06
SPRY4,2.3303187e-10,3.5714338e-06,2.7594151e-05,2.2475911e-10
TRPV2,1.9928777e-10,6.773228e-10,2.12154e-05,1.7706263e-05
C2orf88,4.3374162e-05,5.3817486e-05,5.861781e-06,3.0496324e-07
THSD4,0.001767409,2.6683284e-09,2.6176453e-10,1.5205176e-10
DNAJB13,8.300345e-07,1.7965947e-05,4.447146e-10,4.56478e-10
TCEA1,5.520053e-11,9.8995964e-11,7.461242e-11,0.000416172
FANCA,4.7622134e-06,2.2480126e-05,2.6330563e-06,5.6610315e-06
SECISBP2,4.0460945e-05,5.0819204e-10,4.1714962e-10,0.00022774405
SEMA4D,3.8478058e-05,2.532778e-09,6.8553707e-10,0.00013367995
MCRS1,1.27913945e-05,3.8219946e-06,2.0290822e-09,2.0826903e-06
FANCM,2.483989e-05,7.9861975e-06,1.0406443e-05,7.7790655e-06
ZNF70,8.637004e-07,1.1187254e-08,1.900999e-06,7.4283565e-07
CARD9,1.7982634e-06,1.4911838e-06,2.2903587e-06,5.6815765e-07
ZFP69,2.9409337e-05,1.5625973e-09,3.434215e-06,4.075319e-06
TMEM220,7.481158e-05,1.6334919e-09,1.2279854e-09,4.301567e-06
EIF4EBP1,0.0004147154,7.167965e-11,5.636511e-11,2.8255584e-11
C1orf168,2.9044484e-05,6.2008754e-10,2.7627708e-10,4.5370815e-10
DMBT1,1.8679729e-10,2.199486e-05,2.1695662e-10,3.3457978e-10
