,topic_0,topic_1,topic_2,topic_3
PHLPP1,0.00019083556,6.0548973e-05,0.00017066988,7.758328e-06
ATP8B1,3.697842e-10,6.7695866e-10,0.0005612723,1.3950553e-10
SMARCD3,1.4172265e-05,5.159252e-10,4.1429984e-10,3.3259212e-10
WDR70,0.00049603556,8.540992e-10,5.149679e-09,2.6535266e-05
FYB,6.61129e-11,1.4603778e-10,1.2370308e-10,0.00024289999
STRADB,2.7230024e-05,8.581163e-06,9.193362e-10,1.4175192e-06
BZW1,1.9971055e-06,4.0364364e-05,4.1873904e-05,1.4977019e-05
PGR,1.1277244e-06,2.6971465e-09,1.4931468e-05,2.0188322e-06
ME2,2.9522133e-05,1.1282956e-08,2.2603133e-05,2.2020022e-05
C5orf22,9.186983e-06,1.6405174e-05,5.2797272e-06,7.1838326e-06
CCNT2,0.00045136738,2.6446221e-08,1.2636642e-09,5.382385e-05
FAM135A,5.696781e-10,0.0010805443,3.5550676e-10,3.083893e-10
EPB41L3,1.2656586e-10,5.7357913e-10,0.00016680204,7.050436e-06
COBLL1,0.0003598666,2.23964e-10,1.4960765e-10,9.6735744e-11
DLG3,4.9215218e-05,5.5278982e-05,3.5813794e-10,1.3627288e-06
SERTAD4,7.144666e-07,1.9790492e-05,2.295489e-06,1.1700027e-06
TRAF5,2.874285e-10,6.503875e-06,8.652708e-09,3.5765173e-05
MRPL22,3.654557e-11,7.0638655e-11,0.00050293445,2.775657e-11
GEMIN5,1.5451027e-05,8.36123e-06,7.804977e-06,4.019065e-06
SEMA5B,1.6400481e-05,8.97218e-10,4.137353e-06,1.0099769e-08
GSK3B,0.00033324113,0.00013929285,0.00020339832,8.94106e-05
ITGB5,0.00039548177,2.0306996e-10,1.8453865e-10,7.762668e-11
ERC1,0.00085558026,3.9068118e-09,0.00047833702,7.497893e-05
XPO1,4.80698e-10,3.2887154e-10,0.0009331613,1.270445e-10
DOPEY1,0.000108189925,1.774213e-05,1.7530594e-09,1.1667831e-05
LYRM2,2.6459786e-05,1.0001787e-05,4.0539835e-06,9.640389e-06
BCKDHB,0.0002220974,8.781847e-09,1.5219169e-09,5.3562417e-06
KAT6A,1.1824746e-09,0.0010237215,0.00014619916,2.099777e-05
ZCCHC6,0.00036534044,8.566655e-10,1.3707845e-09,1.1248904e-05
ULK2,0.00014564753,2.4254847e-09,1.630594e-05,4.8610978e-06
GRHL2,0.00076612027,5.1192128e-05,3.6182773e-10,7.644582e-10
TNPO1,9.318668e-05,0.00013935131,6.490402e-05,4.676957e-05
PLOD1,2.8495494e-06,6.7119495e-06,1.69747e-05,1.2567414e-06
ITGAE,6.239228e-11,1.236191e-10,0.0003476027,7.92118e-11
DIS3,7.127826e-06,4.1667994e-05,1.4999448e-05,9.687022e-06
PIBF1,0.0005859875,9.8623386e-05,4.5696004e-05,7.8735146e-05
TDRD3,0.00039087373,5.8355254e-10,3.2069631e-09,1.2423362e-05
NUFIP1,9.076367e-06,7.847244e-06,6.617104e-06,2.4577564e-06
PDS5B,0.00012785083,7.079e-05,0.0001845107,6.0221013e-05
OXCT1,2.3277362e-06,6.140604e-06,3.371945e-05,2.4337614e-05
RRAGB,6.367592e-05,2.2729806e-05,2.983204e-05,1.3349324e-05
CYLD,3.966082e-06,2.2433861e-09,3.8460444e-09,2.4784898e-05
SLC27A5,3.4983655e-05,6.2100967e-06,1.9688189e-06,3.5473702e-06
ZNF586,0.00022067629,0.00010251132,1.3439019e-09,9.742444e-06
ZNF446,4.815157e-06,9.7051825e-06,5.9659437e-09,5.541426e-07
ZNF264,4.0695148e-05,5.3263793e-05,3.6258687e-05,1.647213e-05
RPS5,3.5219012e-11,6.8283275e-11,5.3658956e-11,0.0048917895
FAT1,8.185552e-05,0.0002588892,1.5251367e-09,1.3073008e-09
YTHDC1,0.0004322441,8.19129e-11,6.459631e-11,3.3009685e-11
CHMP2B,3.7229213e-11,0.0006797165,5.6446448e-11,2.8303426e-11
SMAP2,1.07039745e-10,2.1514428e-10,0.00066121237,0.00017942379
PPIE,3.195905e-05,3.8214683e-05,7.702065e-06,3.581661e-05
ZMPSTE24,1.6465508e-10,0.00052133296,1.0337671e-10,5.3508923e-11
STARD7,4.3161766e-11,0.00049526815,6.439112e-11,3.290389e-11
NOA1,5.2570576e-06,7.50926e-06,1.0875121e-06,3.335085e-06
REST,4.055111e-05,7.1433615e-06,5.274594e-06,6.6439848e-06
SSH1,1.2937646e-05,2.637352e-09,0.0002366599,1.1283962e-09
APLP2,3.9741335e-11,7.529722e-11,5.8683156e-11,0.0009790472
FAM234B,9.626112e-06,3.5357293e-09,1.4126346e-05,1.8831498e-06
WBP11,4.5103516e-06,3.6983154e-06,1.5892488e-06,6.376236e-06
EIF3I,0.00030372202,7.6311325e-11,6.192505e-11,3.006013e-11
COL16A1,1.4295988e-10,4.4060125e-06,1.8444127e-05,4.6338293e-09
NCOA1,0.00071032374,1.1518859e-09,0.00022955371,6.5225504e-05
AGBL5,6.325002e-05,8.184891e-06,6.565277e-06,2.5464042e-05
EFR3B,3.244263e-06,1.6306124e-09,2.5748359e-05,3.2319616e-07
KIF3C,2.4723047e-05,7.1312593e-06,1.3475455e-05,3.0648212e-06
RAB10,0.0011495322,2.3839844e-10,1.8002123e-10,1.0603268e-10
GCKR,1.2941823e-06,1.12675325e-05,1.0630652e-09,1.2997167e-07
HADHA,0.0004102463,8.529982e-11,6.700319e-11,3.3886914e-11
CAD,6.058712e-06,5.71112e-06,4.686885e-06,4.5109323e-06
CD59,3.609246e-11,6.991403e-11,5.5323218e-11,0.0015627816
CD82,6.1419474e-11,1.3994313e-10,0.00039829232,5.987757e-11
BCORL1,3.8760543e-05,4.1817275e-05,2.485259e-05,1.9484263e-05
ATRX,3.5803205e-10,3.4270364e-10,0.0022222495,1.5535859e-10
AK6,0.00023247898,7.500395e-11,5.9039496e-11,2.9476577e-11
MYNN,1.4142872e-05,1.1621223e-05,9.767646e-06,7.0314536e-06
MECOM,2.3623342e-10,0.0042864606,1.7766967e-09,0.00030059923
SCAMP1,6.404578e-05,4.3477616e-05,2.2065471e-05,1.4876207e-05
PREP,2.4480614e-05,0.00016936981,7.460082e-09,2.1858916e-05
HACE1,2.8502713e-05,3.845201e-09,3.416876e-05,2.2704012e-06
SEH1L,5.0811333e-05,2.5702262e-05,4.0060026e-05,1.6510474e-05
WDR47,1.8800554e-05,7.4955938e-06,1.7378055e-05,1.0821958e-05
SLC25A24,1.9248562e-05,4.991188e-05,6.1903593e-06,5.190997e-06
MAP3K4,5.565211e-05,7.5269404e-06,4.881686e-05,2.6835614e-05
PILRA,3.513523e-06,6.09232e-09,1.6900121e-05,7.4006484e-06
ABCB1,2.1094479e-10,6.0936184e-10,0.00012111243,7.357223e-06
ZNF213,5.8282462e-06,8.0435764e-10,3.3734288e-10,1.8117277e-10
CPNE3,0.0003059308,8.897635e-11,6.971057e-11,3.5750163e-11
CTTN,0.001044654,2.4541022e-10,2.0018953e-10,8.9577776e-11
MTIF2,1.4389502e-05,9.995131e-06,8.909157e-09,2.7497756e-06
DDHD2,5.722551e-05,6.442955e-06,1.5399879e-05,1.3343648e-05
TTC39A,9.292254e-06,5.2960033e-05,3.65543e-10,4.1046774e-10
EPS15,7.640309e-05,0.00085797184,1.0997277e-05,0.00012858046
MGST2,4.312416e-11,0.0020871444,6.3110045e-11,3.1107474e-11
ATG16L1,1.7508775e-05,3.5675344e-05,9.323544e-06,2.0651361e-05
USP40,0.0002577616,8.723315e-06,7.748132e-06,7.86164e-06
POMGNT1,1.6291275e-06,1.9277128e-05,4.795231e-10,1.06091115e-07
RAD54L,2.1532185e-06,4.6158148e-06,1.597781e-07,4.227503e-07
MAST2,2.1512114e-06,0.00033114673,0.00012792573,3.0073328e-05
DNAJA1,6.8060925e-11,1.1907259e-10,0.000475028,4.7735645e-11
B4GALT1,0.00012157092,1.8120577e-08,0.00019355411,6.763854e-05
CHMP5,8.64797e-06,1.3149671e-05,5.114438e-06,3.029505e-06
NFX1,0.00012931103,9.394694e-05,4.8355083e-05,3.86716e-05
IPO11,4.1348736e-05,2.2988594e-05,5.135741e-05,9.541242e-06
EIF2AK1,2.0865164e-05,4.67298e-05,2.1110307e-09,1.3495376e-05
EPDR1,1.6172155e-10,4.2123527e-10,9.606501e-07,2.202039e-06
SNX10,5.4664153e-05,8.528718e-10,6.4793276e-10,3.667542e-05
SEPHS1,2.2013472e-05,3.3501087e-06,5.7350703e-06,3.1079117e-06
ITPKC,1.4808199e-10,0.0005718271,3.145581e-10,8.3593354e-11
TMED2,2.9011042e-05,0.00025207503,0.00035408506,0.00033368505
ERO1B,0.00033086326,2.1304782e-10,1.9588363e-10,5.483496e-10
ZFAND6,3.482598e-10,3.045907e-10,1.7802033e-10,0.0006097084
HSD17B2,0.00022767174,7.543752e-11,5.7784375e-11,2.914773e-11
TXLNG,2.8483963e-05,3.947086e-05,2.4168632e-05,1.7862143e-05
LAT2,6.7473366e-10,1.297585e-09,1.4000276e-05,3.5879653e-05
HUWE1,0.00034229376,0.000104441504,8.484315e-05,8.596508e-05
ZW10,1.08499535e-05,1.681992e-05,4.732859e-07,6.866154e-06
NOX4,7.921044e-11,2.4402674e-10,0.000100066005,1.9518956e-10
ACOX3,1.9968207e-05,1.5571499e-05,1.3023272e-05,6.91159e-06
MTMR2,5.0026774e-05,3.7557547e-05,9.5948824e-05,1.5079738e-05
PPP1R15A,3.8187675e-11,7.41768e-11,0.00081325823,2.9119502e-11
HSD17B14,5.6517156e-06,8.97599e-06,7.461567e-06,1.2650564e-06
TRIP6,3.603699e-05,2.5317664e-05,3.6023656e-07,1.7298701e-07
ACHE,1.6787251e-10,2.7958404e-05,2.6531732e-10,1.1282995e-09
SRRT,1.1033446e-05,6.4153705e-06,2.6962425e-08,1.6665115e-06
BAX,4.032338e-11,7.712107e-11,0.00035060392,3.0176976e-11
NLK,0.00011003136,0.000203033,0.00021250302,6.0156377e-05
ADAMTS2,1.1296598e-10,3.7433298e-10,8.77562e-05,1.133167e-09
TMPRSS11E,1.2643407e-05,3.076039e-06,6.822368e-10,2.833838e-07
PGS1,6.871878e-10,2.0893036e-09,0.00013282268,1.4043494e-05
UIMC1,0.00027835055,1.8092732e-09,1.1944479e-05,5.1476713e-05
CETP,1.5563339e-08,1.0446879e-06,1.9568406e-06,1.3750575e-06
MMP2,3.5578134e-11,6.9096874e-11,5.462344e-11,0.00018301985
LPCAT2,2.0317742e-05,8.079358e-06,3.974202e-05,1.9461988e-06
GNAO1,5.5862034e-07,6.7224415e-10,1.0239328e-06,6.2883823e-06
OGFOD1,1.6502272e-05,6.529704e-06,1.1887161e-05,9.8820765e-06
SH3BP2,1.193241e-09,1.0638027e-05,6.076795e-06,2.4047708e-06
ADD1,1.1725494e-10,0.0013212619,1.6546545e-10,7.766014e-11
L2HGDH,4.2054195e-05,5.2039017e-05,7.4403267e-10,6.1071923e-06
TXNDC16,7.570224e-05,2.9847291e-09,1.0895794e-09,6.582223e-06
NID2,2.3083109e-10,7.6814877e-10,2.775062e-05,4.1347434e-07
GMCL1,4.3184547e-05,0.00089928607,1.6039234e-10,9.84792e-11
SF3B2,4.4977203e-11,8.480795e-11,0.0008688954,3.3242575e-11
KLHL42,3.1289153e-05,3.6155372e-05,1.5824075e-05,8.33875e-06
GNAS,4.8439305e-11,8.680752e-11,0.005096173,3.404869e-11
DNM1L,1.3295429e-05,4.596179e-10,0.00066556694,1.5257644e-10
PHACTR3,3.450412e-10,1.2227537e-05,3.2476219e-06,1.6746397e-06
ERGIC2,2.1719277e-05,4.4112196e-05,2.298559e-05,1.4397025e-05
AURKA,6.918484e-07,7.4941786e-06,1.5606672e-09,7.4884167e-07
CASS4,2.3374905e-10,1.1598822e-09,5.907738e-06,1.7364504e-05
PIR,2.1857113e-06,1.973192e-05,3.0458046e-05,8.467432e-10
AAMDC,5.080706e-11,8.756549e-11,0.00072515925,3.3149376e-11
RFX2,0.00012704464,5.8587044e-05,0.0005618132,3.4051567e-10
METTL2A,1.1168978e-05,2.6878388e-05,3.3929978e-06,3.623333e-06
ALG6,1.4612996e-05,4.861242e-06,1.3112484e-06,1.4585833e-05
PTPN4,0.0003091196,3.3849226e-09,1.053148e-09,9.0652815e-05
DDX18,2.0140055e-06,6.9164986e-07,1.42584995e-05,1.0581455e-05
KHSRP,1.4076229e-10,1.8288127e-10,0.00037578348,6.266767e-11
GNA11,3.9275997e-06,1.3254802e-05,1.127203e-06,4.5447293e-10
ASAP3,6.0317227e-05,7.661124e-09,5.9984086e-06,4.4209875e-10
EDEM2,1.9193845e-05,1.2247272e-05,1.2570206e-06,1.587612e-05
DNMT3B,1.5209393e-05,5.3995122e-06,2.606011e-06,1.4570531e-06
TPX2,5.2615742e-05,6.6731254e-06,7.73934e-07,1.4665525e-06
FER1L4,4.784295e-10,9.1177455e-05,4.1199727e-10,2.0763798e-06
EPB41L1,9.113964e-05,0.0011091635,1.3929707e-10,7.4595774e-11
SLC15A1,0.00018440338,1.4505346e-09,1.8986923e-10,1.3852396e-10
DOCK9,1.093176e-10,2.6522218e-10,0.0013226783,9.441073e-11
ANKRD10,4.3725829e-10,3.98594e-10,3.1139072e-10,0.0008730081
TGDS,1.5102808e-05,2.5304897e-05,1.406779e-06,1.22475985e-05
DOCK3,0.00013645794,1.7649167e-08,1.0814108e-05,1.7196016e-05
COQ9,2.4977477e-05,6.529231e-06,1.0619344e-09,1.1170846e-06
TMEM40,6.559632e-10,5.855216e-06,6.3344424e-07,3.349717e-07
KIF9,1.7635533e-05,2.2940299e-09,1.118648e-09,3.1499459e-10
ARHGAP28,3.860947e-05,4.360731e-10,8.122961e-10,2.3669844e-10
PPP1R13B,0.00048630132,1.9177613e-09,3.12484e-06,2.3956898e-10
ATRN,0.0002608622,2.7617817e-09,9.402065e-06,3.419888e-05
SMOX,1.2956686e-05,7.48926e-05,3.9272063e-06,3.5684989e-06
SIGLEC1,1.2307892e-10,8.2499346e-10,6.041132e-06,9.576818e-07
NSFL1C,3.6717665e-05,0.00016170756,6.989351e-05,6.2409374e-05
C20orf194,0.0005880863,5.666776e-09,0.00013726063,1.3899114e-09
ZNF343,4.5136558e-10,7.413384e-10,1.1791595e-05,2.9270422e-10
EBF4,2.7061387e-05,2.4259983e-09,2.390383e-05,4.5513743e-10
MAVS,0.00010111288,3.6967867e-05,9.552914e-06,1.0090822e-05
LZTS3,1.1704453e-05,2.4808721e-06,4.7091786e-10,3.3655434e-10
F11,2.5892634e-05,2.3811758e-10,1.3981347e-10,8.4160005e-11
XRN2,1.3849119e-10,0.0006795049,2.2012701e-10,1.1021113e-10
KIZ,3.2060612e-05,4.3002445e-05,1.2566891e-09,1.4184691e-05
DYNLL1,3.661995e-11,7.009268e-11,0.00389242,2.7447225e-11
TESC,5.7586987e-11,9.732037e-11,0.00084986165,3.4987083e-11
SNX5,4.2365552e-11,8.349918e-11,0.00043353875,3.2924042e-11
RPL6,3.5202154e-11,6.822443e-11,5.369029e-11,0.0040896037
MAPKAPK5,2.16398e-05,8.417258e-06,6.0872767e-06,8.523432e-06
P2RX7,1.5750935e-05,1.4221749e-09,7.629231e-06,4.1762733e-06
ESF1,2.8773695e-05,5.131217e-05,1.5491454e-05,1.4912826e-05
RBBP9,4.85339e-06,1.8811431e-06,1.2539984e-06,7.40907e-07
ANAPC5,2.9391052e-09,3.8813117e-10,2.6339925e-10,0.00027066746
SLC23A2,6.715584e-05,9.84215e-08,0.00010199118,5.9163616e-05
SLC8B1,5.9116746e-07,2.9923161e-05,2.6244685e-05,1.5757965e-05
TMEM230,3.8190374e-11,0.0018037003,5.782892e-11,2.8987502e-11
DZANK1,2.4703177e-05,1.9360865e-05,1.2024484e-09,1.0823511e-06
KDM2B,0.00013935597,1.5061096e-09,2.7982088e-09,5.4969398e-05
TASP1,0.00036386267,2.8588476e-08,2.8667313e-05,2.3296448e-05
GCN1,2.308854e-05,4.40567e-05,1.319346e-05,1.3033225e-05
RPLP0,3.5330832e-11,6.848074e-11,5.3830558e-11,0.003999252
PXN,7.5549254e-11,0.0008820681,1.6429055e-10,5.763435e-11
SIRT4,1.2817196e-05,4.0664028e-09,7.6765955e-10,6.527043e-07
KIF16B,5.122436e-05,0.00024076486,2.539434e-09,2.3773087e-05
PEBP1,5.098481e-11,8.672411e-11,0.0032281163,3.3717674e-11
BRAP,5.8379897e-05,3.6494203e-05,1.5823367e-05,1.8752171e-05
ERP29,3.5799908e-11,6.916755e-11,5.429541e-11,0.0005276028
FUS,5.118504e-11,9.6817145e-11,0.00093906233,3.794655e-11
IGBP1,0.00045450748,1.0357605e-10,7.9929965e-11,4.1415506e-11
FXYD5,3.540652e-11,6.887109e-11,5.4173756e-11,0.0008847586
ZNF302,3.1190903e-10,0.00091413845,1.8878231e-10,1.0533343e-10
GRAMD1A,2.2692191e-10,3.418778e-06,4.2271244e-05,6.1604385e-07
HEPH,1.879502e-10,5.7380767e-05,3.4965753e-10,6.228429e-08
CDIP1,2.1970855e-05,1.2180341e-09,3.1346106e-05,6.200675e-06
GANAB,0.0004084299,1.0295168e-10,8.219147e-11,4.335666e-11
GMIP,5.768637e-07,1.4450609e-06,1.0240885e-09,8.2042725e-06
RBM41,4.0109873e-05,7.1723356e-05,7.816724e-10,4.5222605e-06
BIRC5,1.09971754e-10,4.589831e-05,2.822523e-09,1.2238911e-05
MLF2,0.0005627261,7.200303e-11,5.6760832e-11,2.8294951e-11
DDX24,3.6320905e-11,0.0013542158,5.507097e-11,2.7537521e-11
ZBTB25,2.0893121e-05,2.0335388e-08,7.887959e-09,4.6278146e-05
ARHGAP4,3.0910713e-10,7.6204015e-10,9.857633e-06,1.7920069e-05
DHX32,6.363719e-05,0.0001182834,1.5890886e-09,3.935451e-06
RCOR1,0.00032567343,0.00038964773,7.609977e-09,4.847305e-05
GPATCH2L,3.4905468e-05,7.960493e-05,3.4690624e-05,2.1236128e-05
LTBP4,3.5478198e-10,1.1816665e-05,5.471698e-07,1.9429644e-06
BLVRB,5.0763668e-11,9.602415e-11,6.954404e-11,0.00041035685
SLC9A1,4.86963e-10,0.0004939611,2.3619334e-10,1.4848643e-10
SPTLC1,0.0003798539,1.8239775e-10,1.7711199e-10,1.0453984e-10
PAPOLA,4.359099e-11,8.309182e-11,0.0011762176,3.3263378e-11
CCNK,1.645318e-05,5.5045937e-05,6.5816644e-06,1.343082e-05
MRPS33,3.6741617e-11,7.0333475e-11,0.0005558714,2.7572366e-11
NDUFB2,3.5725693e-11,6.895468e-11,5.41936e-11,0.0009993707
NUDC,5.580266e-11,0.00070938654,7.6033825e-11,3.914737e-11
MAEA,1.2634295e-05,1.7166883e-05,2.8281563e-06,1.23642285e-05
STRN4,8.432846e-06,7.168557e-06,1.0635561e-05,4.6474674e-06
IRAK3,1.3519638e-10,2.2419233e-09,0.00041498858,1.2397949e-09
LYZ,3.557094e-11,6.928797e-11,5.4235377e-11,0.00053525367
SI,2.0860574e-10,1.5403388e-05,2.3023135e-10,1.4162501e-08
MUL1,1.1834625e-06,3.9912125e-06,1.7515954e-09,1.1110753e-06
TFAP4,2.8505062e-06,4.9258836e-07,1.0659164e-08,1.4746588e-06
PDCD7,1.5198257e-05,5.707908e-06,3.963409e-06,4.178931e-06
SPG21,0.00040490302,8.4173654e-11,6.7503454e-11,3.377464e-11
P3H2,0.0001623911,8.510604e-05,8.4683527e-10,3.3286246e-10
RAB11FIP3,0.0001339482,3.6840513e-06,8.0984e-05,9.18241e-06
GNPTG,1.1278713e-05,7.426348e-06,3.6804977e-06,3.7888678e-06
ZNF268,3.1458094e-06,1.3333171e-08,6.9995497e-07,3.106206e-07
GOLGA3,7.783533e-06,5.406605e-05,6.083943e-05,4.068859e-05
CERS4,5.1372645e-05,5.015592e-10,4.3106504e-10,1.7939683e-05
MCOLN1,6.8468507e-06,4.4198414e-06,1.29666e-05,4.534621e-06
USP48,0.0006568234,5.158248e-10,5.0433535e-10,3.4720015e-05
PDPR,3.221066e-05,5.696827e-09,2.2979935e-05,1.6325219e-05
AARS,3.157455e-05,5.5547232e-05,8.139496e-06,1.941008e-05
GLG1,0.00084109436,3.2708866e-10,3.1140973e-10,2.843531e-10
KIF4A,1.1906244e-05,1.7789756e-05,1.3257146e-06,6.1269475e-07
TNRC6A,0.00024079952,0.0010261377,8.305194e-10,3.8048365e-06
PLEKHG2,2.7423275e-06,3.613388e-06,3.791588e-05,8.6823593e-07
PITPNM2,4.74015e-05,1.2577921e-09,0.000107632455,2.462918e-10
EXOC1,0.00022746493,5.3695026e-10,2.7768446e-10,2.2794218e-10
OSBPL8,4.2136142e-10,4.934386e-10,6.2141126e-10,0.00040798163
DTX2,1.8813253e-05,4.4838325e-05,1.0150032e-09,3.811399e-06
NLRC4,1.4614619e-06,8.326719e-06,5.5183095e-06,4.3341142e-06
PUS7,2.2633849e-05,5.1630155e-05,2.345484e-05,9.2993105e-06
NRCAM,2.15323e-05,2.1075028e-05,9.173369e-06,1.4777115e-05
LAMB1,0.00043221298,2.3612307e-10,4.2243115e-05,1.04711455e-10
SLC26A3,0.0005292856,3.291819e-08,9.343824e-09,0.00043935253
DLD,1.5727548e-05,1.1507244e-05,4.442314e-06,5.6256513e-06
WDR7,0.000112994545,4.034512e-09,8.994297e-05,5.0210747e-05
TXNL1,0.00047746606,8.845888e-11,7.140156e-11,3.561636e-11
ABCC6,3.0481351e-05,4.4593266e-06,3.809102e-10,4.9727833e-10
CMTM6,1.1019054e-10,1.6532917e-10,0.000733774,7.4216994e-11
ITGA6,6.03891e-11,1.4904371e-10,0.0009682792,4.8194355e-11
RAPGEF4,8.259614e-11,2.1183867e-10,0.0005099233,8.0026985e-11
AC013461.1,0.00030198216,4.0130663e-10,2.8899852e-10,1.5253686e-10
FH,3.295859e-06,6.798987e-06,2.0816437e-08,1.5492835e-06
SEL1L3,1.5572179e-09,0.0014714012,1.5274357e-10,1.3359631e-10
CDV3,0.0004359547,9.55947e-11,7.692686e-11,3.9937453e-11
ALKBH5,1.9963334e-05,6.9770076e-06,2.0005853e-05,6.4115848e-06
APOH,5.0556723e-06,5.057729e-07,2.3528241e-06,1.2631432e-06
NLRP1,1.5130247e-10,1.0770128e-09,9.500062e-05,2.887012e-05
PITPNM3,1.6120983e-05,1.4760088e-05,4.775279e-10,3.1326725e-10
SPAG7,3.910871e-11,0.00088580005,5.806057e-11,2.8940543e-11
ORC6,5.617258e-07,1.1151299e-05,4.437675e-09,1.8985243e-06
ZFHX4,1.061375e-10,3.999358e-10,4.9581828e-05,5.329729e-10
ZC3HC1,4.8998947e-05,3.325593e-09,1.0508637e-05,1.2208288e-05
ESR1,6.512397e-06,4.280533e-06,2.4586698e-05,1.1885143e-05
RGS17,5.7558067e-05,1.7870762e-09,1.6427177e-06,7.827784e-09
CD200,1.15791654e-10,4.4423645e-10,2.0507505e-05,1.4598264e-10
CCDC80,3.8681326e-11,0.0010084809,6.445649e-11,3.062987e-11
PPP2R3C,1.0026904e-05,1.2424563e-08,6.7650567e-06,4.017436e-06
SLC7A8,1.0909521e-05,8.509954e-09,4.260977e-05,1.0205563e-05
OSGEP,1.5002852e-05,1.7411216e-05,8.881942e-09,7.974181e-06
SCFD1,9.369327e-09,6.271577e-10,0.0010532431,2.5877014e-10
G2E3,9.624754e-06,1.3344335e-05,4.8162037e-06,7.945569e-06
HECTD1,4.5303135e-05,3.9462273e-09,3.5605915e-10,0.00040301398
HNRNPC,1.3274717e-10,1.5920125e-10,1.1545931e-10,0.001741561
SUPT16H,3.148104e-05,2.5184134e-05,1.4646257e-05,1.4379406e-05
TOX4,0.00039856893,4.6819526e-10,3.7092718e-10,1.1999831e-09
GEMIN2,1.4187789e-05,3.1149695e-05,1.2710613e-09,5.750405e-06
SEMA6A,0.0004550837,1.784126e-10,1.5879607e-10,6.2139904e-11
TRPM7,0.0003756079,8.486221e-06,0.00012077346,0.0001371948
TYRO3,2.396363e-05,1.6135376e-09,7.747584e-10,2.6781882e-10
WDR76,1.0003085e-05,1.654463e-05,4.3414116e-06,1.0249084e-05
SNAP23,7.764716e-06,3.755475e-05,1.975101e-05,1.0497868e-05
TBX15,1.803842e-10,7.970266e-06,3.1792734e-07,4.822245e-07
PHGDH,1.0941529e-05,5.807766e-10,3.0033326e-10,2.9160868e-10
EZR,1.4245932e-10,0.0015640325,1.5870825e-10,1.4521034e-10
MYL6,3.5476486e-11,6.858322e-11,5.3903097e-11,0.0046264473
AGO1,4.6510704e-05,1.5041346e-05,1.345115e-05,1.8705125e-05
TEKT2,1.3338635e-05,2.5677405e-10,1.5374849e-10,7.997876e-11
RFFL,1.3734285e-06,1.4574076e-06,1.0135098e-09,9.4027155e-07
UNC13D,1.6527125e-05,2.3555758e-05,5.897447e-10,1.5904807e-05
MFSD11,6.332052e-05,4.6001504e-05,6.961651e-05,2.928404e-05
DPYSL2,0.00034693867,1.2281628e-10,1.1228116e-10,4.9464075e-11
TGFB2,0.0001517373,5.0742294e-10,2.930662e-10,1.284629e-10
GPATCH2,0.00012211486,8.770859e-05,9.241314e-06,5.4998263e-06
NUP50,2.8785607e-05,2.3526996e-05,2.4138295e-05,1.7195147e-05
CDC45,1.09647694e-07,4.418758e-06,4.6865002e-06,3.519249e-07
COMT,5.0586403e-11,0.001761979,6.8299165e-11,3.4311484e-11
CECR1,1.2698425e-05,8.5191904e-10,1.3754987e-09,2.1898706e-05
VNN3,1.7984962e-10,9.957759e-06,1.0145116e-09,8.5016234e-07
ECHDC1,6.308092e-11,0.0007125353,9.144391e-11,5.124609e-11
LRRFIP2,0.00080647087,9.51803e-10,9.681166e-10,8.8853785e-06
SEC22C,8.176091e-06,3.6390688e-06,8.095385e-06,5.1929674e-06
XYLB,3.072707e-05,8.122997e-05,1.4094935e-09,1.8335246e-06
HDAC6,1.9742329e-05,3.5075807e-06,5.7859847e-06,3.7465231e-06
GABRP,1.6874956e-10,3.5752182e-05,2.4457472e-10,2.6157487e-10
CDC6,2.592386e-09,7.3272404e-06,1.7292152e-09,6.4239384e-07
UPRT,1.6869848e-05,1.532377e-05,2.9978742e-09,1.2512139e-06
CDC23,1.714066e-05,3.1072802e-06,5.864459e-06,4.40303e-06
AAAS,2.7971353e-06,1.0178916e-06,1.383458e-07,1.2333203e-06
CBX5,0.00050489657,1.6980987e-10,1.6118666e-10,9.2484416e-11
SUCO,2.1140671e-05,8.30836e-05,1.68415e-06,2.7274311e-05
MSH2,6.8073336e-05,3.2769836e-05,9.465168e-06,1.6885413e-05
MAP3K1,7.2461065e-05,1.898248e-09,5.8715877e-10,1.8188526e-05
HOOK2,1.2648574e-10,1.5315725e-10,0.0010520926,5.1853924e-11
ARCN1,6.826673e-11,1.1916074e-10,0.00036911626,4.6975857e-11
EPB41L4B,0.00010817311,2.573692e-05,2.504998e-10,8.7761755e-06
TMEM38B,8.340662e-09,3.9843684e-09,9.28398e-06,6.9240327e-06
PSMD5,1.47774535e-05,1.9813437e-05,2.0098889e-05,8.970606e-06
PTGS1,3.0947544e-07,5.40362e-07,1.7710762e-06,1.3279341e-06
NUP188,1.4590646e-05,1.4087035e-05,1.4254693e-05,6.7272845e-06
SH2D3C,1.1128908e-10,3.262911e-10,0.00012287675,4.951789e-07
NANS,8.467949e-10,2.1451995e-05,1.7625378e-05,8.154264e-06
TBC1D2,2.106963e-10,1.7482113e-05,4.704549e-05,7.922182e-06
WHRN,1.1104954e-05,4.1936746e-06,4.18386e-06,4.281088e-06
PDE6C,3.5388416e-06,3.3075895e-09,1.2061311e-06,1.6545599e-06
CWF19L1,2.8171344e-05,4.509904e-06,3.0469027e-05,2.2080038e-05
BTAF1,7.000438e-05,9.283003e-05,6.754752e-05,4.4179305e-05
IKZF5,4.40282e-06,2.8034806e-06,5.961286e-07,3.0509575e-06
