topic_0,topic_1,topic_2,topic_3
1.4836782e-10,1.4921296e-10,1.0711102e-10,3.233056e-11
1.4833924e-10,1.4918222e-10,1.0709182e-10,3.2329507e-11
1.4833612e-10,1.4917995e-10,1.070861e-10,3.2329386e-11
1.4827135e-10,1.491572e-10,1.07085896e-10,3.232914e-11
1.4826372e-10,1.4913784e-10,1.070812e-10,3.2328643e-11
1.4826117e-10,1.49135e-10,1.0707998e-10,3.23284e-11
1.482442e-10,1.4912901e-10,1.07065884e-10,3.2328275e-11
1.4824364e-10,1.4912648e-10,1.07065676e-10,3.232815e-11
1.4822187e-10,1.4912532e-10,1.0706527e-10,3.2327658e-11
1.4820603e-10,1.4911111e-10,1.07064864e-10,3.2327287e-11
1.4820603e-10,1.4910713e-10,1.0705731e-10,3.2325562e-11
1.481481e-10,1.4909973e-10,1.0705547e-10,3.232544e-11
1.4814612e-10,1.4909632e-10,1.0705262e-10,3.232519e-11
1.4813398e-10,1.490912e-10,1.0704893e-10,3.2324823e-11
1.4812776e-10,1.4908295e-10,1.0704689e-10,3.2324206e-11
1.4807691e-10,1.490787e-10,1.0704648e-10,3.2323772e-11
1.4806674e-10,1.4907811e-10,1.07041986e-10,3.2323467e-11
1.4803568e-10,1.4906759e-10,1.0704097e-10,3.232322e-11
1.4796848e-10,1.490622e-10,1.0702158e-10,3.2323096e-11
1.479208e-10,1.490565e-10,1.0702035e-10,3.232297e-11
1.4786919e-10,1.4905481e-10,1.0701198e-10,3.2322724e-11
1.4784324e-10,1.4905197e-10,1.0700933e-10,3.2322724e-11
1.477564e-10,1.4904458e-10,1.0700872e-10,3.232174e-11
1.4773556e-10,1.4904031e-10,1.0700627e-10,3.232088e-11
1.477305e-10,1.4903775e-10,1.07005245e-10,3.2320566e-11
1.4771809e-10,1.4903548e-10,1.06998924e-10,3.2320382e-11
1.4770739e-10,1.4902865e-10,1.06995864e-10,3.231989e-11
1.4769048e-10,1.4902694e-10,1.06993824e-10,3.2319643e-11
1.4768936e-10,1.490133e-10,1.06991374e-10,3.2319643e-11
1.4764823e-10,1.4900875e-10,1.0698586e-10,3.2318596e-11
1.4760994e-10,1.4900164e-10,1.06982395e-10,3.2318533e-11
1.4760487e-10,1.4899283e-10,1.06981174e-10,3.2318533e-11
1.4748949e-10,1.4898376e-10,1.0697505e-10,3.2318166e-11
1.4748723e-10,1.4897096e-10,1.0696852e-10,3.2317114e-11
1.4745236e-10,1.4896784e-10,1.0696505e-10,3.2316684e-11
1.4744336e-10,1.489454e-10,1.0696179e-10,3.2316563e-11
1.4743717e-10,1.4893488e-10,1.0695791e-10,3.231508e-11
1.474203e-10,1.489184e-10,1.0695383e-10,3.231496e-11
1.4727218e-10,1.489184e-10,1.0694098e-10,3.2314835e-11
1.4725926e-10,1.4891385e-10,1.06940776e-10,3.231459e-11
1.4725449e-10,1.4890932e-10,1.0693914e-10,3.2313728e-11
1.4713938e-10,1.4889681e-10,1.0693894e-10,3.2313482e-11
1.4712731e-10,1.4889681e-10,1.06938736e-10,3.2313357e-11
1.4710459e-10,1.488778e-10,1.0693466e-10,3.2313294e-11
1.4706138e-10,1.4887466e-10,1.06933025e-10,3.2312802e-11
1.4702548e-10,1.4887183e-10,1.06928334e-10,3.2312247e-11
1.4700417e-10,1.4886217e-10,1.0692752e-10,3.231077e-11
1.4697389e-10,1.4882329e-10,1.06924254e-10,3.2310644e-11
1.4692708e-10,1.4881789e-10,1.06924046e-10,3.2310644e-11
1.4688366e-10,1.4880654e-10,1.06921395e-10,3.230966e-11
1.4679459e-10,1.488054e-10,1.0690509e-10,3.2309412e-11
1.4678675e-10,1.4879063e-10,1.0689978e-10,3.2308305e-11
1.467554e-10,1.4878439e-10,1.0689469e-10,3.2307563e-11
1.4672964e-10,1.4877788e-10,1.0689265e-10,3.2307438e-11
1.4672069e-10,1.4877305e-10,1.068849e-10,3.2305776e-11
1.4671285e-10,1.4877134e-10,1.0688225e-10,3.2305714e-11
1.4669159e-10,1.4877077e-10,1.0687329e-10,3.230442e-11
1.4658502e-10,1.4876908e-10,1.0687084e-10,3.2303188e-11
1.4656071e-10,1.4875773e-10,1.068686e-10,3.230288e-11
1.4651375e-10,1.4875005e-10,1.0686818e-10,3.2302758e-11
1.4648664e-10,1.4872141e-10,1.06860035e-10,3.2302633e-11
1.4647883e-10,1.4871687e-10,1.06857384e-10,3.2302633e-11
1.464629e-10,1.4871177e-10,1.06855545e-10,3.230239e-11
1.4644223e-10,1.4871177e-10,1.06855344e-10,3.2300662e-11
1.4635622e-10,1.4870723e-10,1.068474e-10,3.2300537e-11
1.4632497e-10,1.486953e-10,1.068474e-10,3.2300045e-11
1.463032e-10,1.4869361e-10,1.0684597e-10,3.2299798e-11
1.4627809e-10,1.4868597e-10,1.0684414e-10,3.2299184e-11
1.4612583e-10,1.4868481e-10,1.0682947e-10,3.229906e-11
1.461013e-10,1.4865931e-10,1.06827026e-10,3.2298938e-11
1.4600325e-10,1.4865846e-10,1.06826e-10,3.2298938e-11
1.4595229e-10,1.4865391e-10,1.0681989e-10,3.2298015e-11
1.45893e-10,1.4865306e-10,1.06818256e-10,3.229758e-11
1.4587576e-10,1.4865165e-10,1.06805426e-10,3.2296225e-11
1.458599e-10,1.4865165e-10,1.0679686e-10,3.2295736e-11
1.4576507e-10,1.4864172e-10,1.0679605e-10,3.2295243e-11
1.4575005e-10,1.4864031e-10,1.0679361e-10,3.229444e-11
1.4571946e-10,1.486267e-10,1.06789945e-10,3.2294258e-11
1.4570002e-10,1.4862613e-10,1.06789536e-10,3.2294008e-11
1.4569836e-10,1.4861763e-10,1.0678017e-10,3.2293456e-11
1.4567779e-10,1.4861365e-10,1.06774665e-10,3.229253e-11
1.4562167e-10,1.4860572e-10,1.067708e-10,3.229204e-11
1.45615e-10,1.4859779e-10,1.0677018e-10,3.229179e-11
1.4559001e-10,1.4859551e-10,1.0676856e-10,3.2290805e-11
1.4541683e-10,1.4858303e-10,1.0676265e-10,3.2290434e-11
1.454135e-10,1.4858163e-10,1.0675532e-10,3.2289945e-11
1.4540823e-10,1.4856803e-10,1.0674473e-10,3.2289452e-11
1.453622e-10,1.4856576e-10,1.0674432e-10,3.228859e-11
1.453439e-10,1.4856094e-10,1.0674148e-10,3.2288346e-11
1.4534363e-10,1.4856094e-10,1.06735364e-10,3.2288217e-11
1.4530621e-10,1.4855754e-10,1.0671949e-10,3.2287235e-11
1.4528072e-10,1.4855527e-10,1.06716844e-10,3.2287235e-11
1.4524304e-10,1.4855187e-10,1.0671501e-10,3.228711e-11
1.4520675e-10,1.4854394e-10,1.067146e-10,3.228699e-11
1.4519733e-10,1.4853374e-10,1.06700156e-10,3.2286868e-11
1.4518375e-10,1.4853146e-10,1.0669263e-10,3.228613e-11
1.451785e-10,1.4851505e-10,1.0668692e-10,3.2285633e-11
1.4513807e-10,1.4851051e-10,1.0667431e-10,3.228551e-11
1.451129e-10,1.4850654e-10,1.0666292e-10,3.228502e-11
1.4502075e-10,1.4849862e-10,1.0664217e-10,3.2284588e-11
1.4499917e-10,1.4849182e-10,1.06640544e-10,3.2284155e-11
1.449776e-10,1.484788e-10,1.06639926e-10,3.2283783e-11
1.449693e-10,1.4846548e-10,1.0663769e-10,3.2282677e-11
1.4496654e-10,1.484584e-10,1.0663444e-10,3.2282555e-11
1.4489025e-10,1.4845444e-10,1.0661471e-10,3.2282305e-11
1.4486455e-10,1.4844538e-10,1.06612476e-10,3.2282305e-11
1.4479742e-10,1.4844481e-10,1.066084e-10,3.2282184e-11
1.4477643e-10,1.484366e-10,1.0660759e-10,3.2281445e-11
1.447215e-10,1.4843235e-10,1.0660658e-10,3.2281323e-11
1.4467044e-10,1.48425e-10,1.06604746e-10,3.22812e-11
1.4455846e-10,1.4842443e-10,1.0659296e-10,3.2280706e-11
1.4452095e-10,1.4840972e-10,1.06591326e-10,3.228046e-11
1.4450195e-10,1.4840093e-10,1.065897e-10,3.2280217e-11
1.4437135e-10,1.4839273e-10,1.0658686e-10,3.2280092e-11
1.4420101e-10,1.4838678e-10,1.06584006e-10,3.22796e-11
1.4418615e-10,1.4836668e-10,1.0658279e-10,3.2279228e-11
1.441702e-10,1.4836131e-10,1.0658076e-10,3.2279106e-11
1.4416361e-10,1.4835565e-10,1.0656999e-10,3.2279106e-11
1.4409597e-10,1.4834575e-10,1.06566124e-10,3.2278923e-11
1.4409048e-10,1.4832481e-10,1.0656328e-10,3.227701e-11
1.4407454e-10,1.4832141e-10,1.065584e-10,3.227689e-11
1.4406108e-10,1.4831802e-10,1.0655677e-10,3.2276768e-11
1.4404816e-10,1.4831716e-10,1.0655352e-10,3.2276643e-11
1.4404816e-10,1.4830613e-10,1.0655271e-10,3.227652e-11
1.440119e-10,1.4830275e-10,1.0654946e-10,3.2276272e-11
1.440097e-10,1.4830218e-10,1.06548846e-10,3.227603e-11
1.439902e-10,1.4830077e-10,1.0654661e-10,3.227529e-11
1.4398965e-10,1.4829397e-10,1.06541734e-10,3.227443e-11
1.4396906e-10,1.4828691e-10,1.0654153e-10,3.2274305e-11
1.4396247e-10,1.4828465e-10,1.06535225e-10,3.227406e-11
1.4393693e-10,1.4827926e-10,1.06535225e-10,3.2273996e-11
1.4393446e-10,1.4825664e-10,1.0653462e-10,3.227369e-11
1.4392458e-10,1.4825297e-10,1.06530354e-10,3.2273628e-11
1.4390152e-10,1.4825183e-10,1.06514506e-10,3.227338e-11
1.4390097e-10,1.4824958e-10,1.06510856e-10,3.227332e-11
1.4389906e-10,1.4824675e-10,1.06510856e-10,3.2273136e-11
1.4388478e-10,1.482442e-10,1.065076e-10,3.227295e-11
1.437989e-10,1.4824336e-10,1.0650598e-10,3.2272705e-11
1.437797e-10,1.4823855e-10,1.0650496e-10,3.227258e-11
1.4377423e-10,1.4823374e-10,1.06504354e-10,3.227246e-11
1.4371992e-10,1.48223e-10,1.0650151e-10,3.2272334e-11
1.436654e-10,1.4822187e-10,1.0649663e-10,3.227215e-11
1.4361225e-10,1.4820717e-10,1.0649643e-10,3.227184e-11
1.4354734e-10,1.4820434e-10,1.0649338e-10,3.227178e-11
1.4352489e-10,1.482015e-10,1.0647063e-10,3.227172e-11
1.434904e-10,1.4819133e-10,1.0646901e-10,3.2271102e-11
1.4343568e-10,1.4817776e-10,1.0645682e-10,3.227098e-11
1.434209e-10,1.4817579e-10,1.06453374e-10,3.2270117e-11
1.4339191e-10,1.4815742e-10,1.0645236e-10,3.2269503e-11
1.4335581e-10,1.4815572e-10,1.06445255e-10,3.226938e-11
1.433517e-10,1.4813821e-10,1.0643612e-10,3.2268518e-11
1.4331179e-10,1.4813538e-10,1.06434896e-10,3.2268275e-11
1.4315471e-10,1.4813312e-10,1.0642597e-10,3.2267963e-11
1.4314351e-10,1.4812719e-10,1.0642556e-10,3.2266547e-11
1.4313205e-10,1.481252e-10,1.06421504e-10,3.2266304e-11
1.4307554e-10,1.4811871e-10,1.0641764e-10,3.2265933e-11
1.430439e-10,1.4811616e-10,1.06416834e-10,3.226581e-11
1.4303625e-10,1.4810317e-10,1.064008e-10,3.2265687e-11
1.4300243e-10,1.4809894e-10,1.0639877e-10,3.2265565e-11
1.429896e-10,1.4808961e-10,1.06396746e-10,3.2265565e-11
1.429528e-10,1.4808849e-10,1.0639309e-10,3.2265565e-11
1.4287566e-10,1.4808736e-10,1.0638862e-10,3.226538e-11
1.4286258e-10,1.4808707e-10,1.063868e-10,3.2264705e-11
1.4281272e-10,1.4807747e-10,1.06386185e-10,3.2264642e-11
1.4280999e-10,1.480721e-10,1.0638375e-10,3.226458e-11
1.4279421e-10,1.4805854e-10,1.0637666e-10,3.2264334e-11
1.4279229e-10,1.480546e-10,1.0637644e-10,3.226421e-11
1.4277023e-10,1.4805403e-10,1.063726e-10,3.2264025e-11
1.4274465e-10,1.4805007e-10,1.0636813e-10,3.226378e-11
1.4271578e-10,1.4800094e-10,1.0636022e-10,3.2262366e-11
1.4265808e-10,1.4799417e-10,1.0635008e-10,3.226089e-11
1.4263304e-10,1.4798514e-10,1.0634683e-10,3.2260517e-11
1.4260232e-10,1.4796539e-10,1.06342775e-10,3.2260396e-11
1.4260204e-10,1.4795411e-10,1.06335274e-10,3.2259903e-11
1.4257702e-10,1.4794732e-10,1.06334656e-10,3.2259903e-11
1.4256724e-10,1.4794675e-10,1.0633344e-10,3.2259286e-11
1.4256124e-10,1.4792588e-10,1.06326954e-10,3.2259164e-11
1.4255555e-10,1.479208e-10,1.0632574e-10,3.225861e-11
1.4243134e-10,1.4789597e-10,1.0632452e-10,3.225855e-11
1.4238082e-10,1.4788751e-10,1.06322284e-10,3.2258488e-11
1.423781e-10,1.47883e-10,1.0632128e-10,3.225824e-11
1.4229502e-10,1.4788103e-10,1.06319856e-10,3.2257995e-11
1.4228797e-10,1.4786888e-10,1.0631844e-10,3.2257936e-11
1.4228307e-10,1.4786664e-10,1.0631641e-10,3.225781e-11
1.4224781e-10,1.4785112e-10,1.06304444e-10,3.225726e-11
1.422299e-10,1.4784521e-10,1.0629898e-10,3.2257072e-11
1.422223e-10,1.4783731e-10,1.0629552e-10,3.2257072e-11
1.4220114e-10,1.4783562e-10,1.0629005e-10,3.2256826e-11
1.422006e-10,1.478249e-10,1.06287215e-10,3.225572e-11
1.4218812e-10,1.4781476e-10,1.0628579e-10,3.2255226e-11
1.4216373e-10,1.4780037e-10,1.06283975e-10,3.2254734e-11
1.421602e-10,1.4779615e-10,1.0628194e-10,3.2254057e-11
1.4211872e-10,1.4779108e-10,1.0628113e-10,3.2253995e-11
1.420927e-10,1.4778712e-10,1.0628092e-10,3.2253873e-11
1.4199138e-10,1.4776261e-10,1.0627829e-10,3.225381e-11
1.4195399e-10,1.477488e-10,1.0627019e-10,3.2253197e-11
1.4193262e-10,1.4773527e-10,1.0625924e-10,3.2252766e-11
1.418858e-10,1.4773471e-10,1.06248094e-10,3.2252458e-11
1.4187117e-10,1.4772625e-10,1.0624627e-10,3.2252395e-11
1.417692e-10,1.4771499e-10,1.06244444e-10,3.2252027e-11
1.4171539e-10,1.4770879e-10,1.0623938e-10,3.2251903e-11
1.4169214e-10,1.4768907e-10,1.0623654e-10,3.2251844e-11
1.4165838e-10,1.4768767e-10,1.0623411e-10,3.2251535e-11
1.4156032e-10,1.476854e-10,1.062329e-10,3.22508e-11
1.4153576e-10,1.4767274e-10,1.06223176e-10,3.2250674e-11
1.4145399e-10,1.4767217e-10,1.0621831e-10,3.2250307e-11
1.4142701e-10,1.4766062e-10,1.0621466e-10,3.2249814e-11
1.4140543e-10,1.476485e-10,1.06208785e-10,3.2249814e-11
1.41379e-10,1.4762795e-10,1.0620028e-10,3.224895e-11
1.413577e-10,1.4762627e-10,1.0619886e-10,3.224889e-11
1.4129435e-10,1.4762035e-10,1.06196434e-10,3.224883e-11
1.4129274e-10,1.476153e-10,1.0619238e-10,3.2248707e-11
1.4123616e-10,1.4761191e-10,1.0619035e-10,3.2248523e-11
1.412305e-10,1.4761022e-10,1.0618428e-10,3.224834e-11
1.412216e-10,1.476046e-10,1.0618063e-10,3.2248215e-11
1.4121514e-10,1.4760401e-10,1.061782e-10,3.2247847e-11
1.4119737e-10,1.4760346e-10,1.06169296e-10,3.2247722e-11
1.4115213e-10,1.4759333e-10,1.0616787e-10,3.224723e-11
1.4114675e-10,1.4757587e-10,1.0615998e-10,3.2246986e-11
1.4112117e-10,1.4757419e-10,1.0615046e-10,3.2246674e-11
1.4108349e-10,1.4757137e-10,1.06148035e-10,3.224643e-11
1.4108108e-10,1.475663e-10,1.0614014e-10,3.2246247e-11
1.4107543e-10,1.4755616e-10,1.06128197e-10,3.2246122e-11
1.4105256e-10,1.4753872e-10,1.0611766e-10,3.2245998e-11
1.4100145e-10,1.4752971e-10,1.0611463e-10,3.2245876e-11
1.4098048e-10,1.4752494e-10,1.0611099e-10,3.2245137e-11
1.409759e-10,1.4751396e-10,1.06109774e-10,3.2244894e-11
1.4097536e-10,1.4750243e-10,1.06109364e-10,3.2244648e-11
1.4093449e-10,1.4750103e-10,1.0610471e-10,3.2244523e-11
1.4091595e-10,1.4749876e-10,1.0610249e-10,3.224446e-11
1.408622e-10,1.4749708e-10,1.0610188e-10,3.224391e-11
1.4085924e-10,1.4749062e-10,1.0609965e-10,3.2243357e-11
1.4081411e-10,1.4748582e-10,1.06098845e-10,3.2243173e-11
1.4076418e-10,1.474847e-10,1.0609682e-10,3.2243045e-11
1.4076362e-10,1.4748386e-10,1.0609277e-10,3.2242924e-11
1.4074887e-10,1.4748301e-10,1.0609217e-10,3.224231e-11
1.4070994e-10,1.4746783e-10,1.06085286e-10,3.224231e-11
1.4070672e-10,1.4745825e-10,1.0608448e-10,3.2242063e-11
1.4067264e-10,1.4745376e-10,1.0607537e-10,3.2241695e-11
1.4065225e-10,1.4742395e-10,1.0607517e-10,3.2241203e-11
1.4065119e-10,1.4742395e-10,1.06063436e-10,3.2240526e-11
1.4063187e-10,1.4739922e-10,1.0606283e-10,3.2240405e-11
1.4060343e-10,1.47395e-10,1.0605838e-10,3.223985e-11
1.4057153e-10,1.4738936e-10,1.06055144e-10,3.2239357e-11
1.4056536e-10,1.4738319e-10,1.06055144e-10,3.2239295e-11
1.4055544e-10,1.4738151e-10,1.06049274e-10,3.2238743e-11
1.4054069e-10,1.4737842e-10,1.06047046e-10,3.2238007e-11
1.4053426e-10,1.4737223e-10,1.0604361e-10,3.223782e-11
1.4051148e-10,1.4736604e-10,1.06034105e-10,3.2237636e-11
1.404678e-10,1.4736294e-10,1.06026424e-10,3.2237636e-11
1.4046754e-10,1.4735592e-10,1.0602076e-10,3.2237144e-11
1.4044825e-10,1.4735142e-10,1.06018735e-10,3.2236592e-11
1.4043726e-10,1.4734805e-10,1.06018735e-10,3.2236405e-11
1.4039521e-10,1.4731967e-10,1.06010645e-10,3.223616e-11
1.403904e-10,1.473104e-10,1.0600984e-10,3.223616e-11
1.4037675e-10,1.4727725e-10,1.0600863e-10,3.2235794e-11
1.4036443e-10,1.4727275e-10,1.0600216e-10,3.2235794e-11
1.4035317e-10,1.4726208e-10,1.06001756e-10,3.2235544e-11
1.4032694e-10,1.4725814e-10,1.0600114e-10,3.2235544e-11
1.4032213e-10,1.4724522e-10,1.0600094e-10,3.2235423e-11
1.4028788e-10,1.4723484e-10,1.06000535e-10,3.2235176e-11
1.40282e-10,1.4723343e-10,1.0599933e-10,3.223493e-11
1.4028093e-10,1.4723006e-10,1.0599225e-10,3.223481e-11
1.4026755e-10,1.4720787e-10,1.059876e-10,3.2234684e-11
1.4021538e-10,1.4719974e-10,1.0598275e-10,3.2234132e-11
1.4015762e-10,1.4719075e-10,1.0598173e-10,3.2233948e-11
1.4011539e-10,1.4718009e-10,1.059783e-10,3.2233948e-11
1.4007238e-10,1.4717841e-10,1.0597304e-10,3.2233455e-11
1.4006729e-10,1.4717531e-10,1.0597244e-10,3.223327e-11
1.4005688e-10,1.4717194e-10,1.05969816e-10,3.2233088e-11
1.4000774e-10,1.4717054e-10,1.05968394e-10,3.223284e-11
1.3996555e-10,1.4716604e-10,1.0596739e-10,3.223272e-11
1.3989429e-10,1.4715959e-10,1.0596698e-10,3.2232595e-11
1.3989349e-10,1.4713854e-10,1.0596678e-10,3.223247e-11
1.3977561e-10,1.4713741e-10,1.05957486e-10,3.223235e-11
1.3977294e-10,1.4713321e-10,1.0595243e-10,3.2232102e-11
1.3976494e-10,1.4713125e-10,1.0594899e-10,3.2231794e-11
1.3975641e-10,1.4712619e-10,1.05944746e-10,3.2231367e-11
1.3975641e-10,1.4712451e-10,1.0594334e-10,3.223075e-11
1.3975641e-10,1.471231e-10,1.0593949e-10,3.2230014e-11
1.3975561e-10,1.4710431e-10,1.05931416e-10,3.222952e-11
1.3974388e-10,1.4710122e-10,1.0592859e-10,3.2229275e-11
1.3974041e-10,1.4710094e-10,1.0592737e-10,3.2229153e-11
1.3972283e-10,1.47097e-10,1.0592697e-10,3.2229153e-11
1.3972123e-10,1.4709364e-10,1.0592535e-10,3.2228598e-11
1.3971617e-10,1.4708411e-10,1.0592455e-10,3.222854e-11
1.3970525e-10,1.4708298e-10,1.0592333e-10,3.2228047e-11
1.3969352e-10,1.4706082e-10,1.0592333e-10,3.2228047e-11
1.3967114e-10,1.4704539e-10,1.05923124e-10,3.2227738e-11
1.396541e-10,1.4703082e-10,1.05919495e-10,3.2227554e-11
1.3965248e-10,1.4702745e-10,1.0591889e-10,3.2227308e-11
1.396333e-10,1.4702184e-10,1.0591788e-10,3.2227308e-11
1.3950234e-10,1.4701959e-10,1.0591788e-10,3.2227186e-11
1.3949249e-10,1.4701904e-10,1.0591768e-10,3.2226694e-11
1.3942679e-10,1.4701708e-10,1.0591323e-10,3.2226694e-11
1.3939276e-10,1.4700276e-10,1.05912425e-10,3.2226694e-11
1.3937575e-10,1.470022e-10,1.0591162e-10,3.2226447e-11
1.3937175e-10,1.4699324e-10,1.059092e-10,3.2226142e-11
1.3934544e-10,1.4698034e-10,1.0590515e-10,3.222608e-11
1.3930186e-10,1.4697642e-10,1.0589909e-10,3.2226017e-11
1.3929655e-10,1.4697081e-10,1.05898686e-10,3.2225833e-11
1.3928911e-10,1.469666e-10,1.0589424e-10,3.2225587e-11
1.3928327e-10,1.4696633e-10,1.05891816e-10,3.2225094e-11
1.3927344e-10,1.4695568e-10,1.0588899e-10,3.2224605e-11
1.3925723e-10,1.4695371e-10,1.0588475e-10,3.2224418e-11
1.3924925e-10,1.469467e-10,1.0588414e-10,3.2223498e-11
1.3924341e-10,1.4694025e-10,1.0588213e-10,3.2223436e-11
1.3921207e-10,1.469383e-10,1.05878896e-10,3.2223373e-11
1.3921023e-10,1.4693437e-10,1.0587526e-10,3.222276e-11
1.3914757e-10,1.4691755e-10,1.0587486e-10,3.222276e-11
1.3913404e-10,1.4691419e-10,1.058684e-10,3.2222516e-11
1.3909796e-10,1.4690354e-10,1.05864754e-10,3.222239e-11
1.3908946e-10,1.4689906e-10,1.058585e-10,3.2221656e-11
1.3908097e-10,1.4689093e-10,1.058579e-10,3.222153e-11
1.3906612e-10,1.4688617e-10,1.058579e-10,3.222153e-11
1.3906214e-10,1.4688281e-10,1.0585386e-10,3.2220792e-11
1.3904913e-10,1.4686992e-10,1.0585264e-10,3.2220792e-11
1.3904065e-10,1.4686517e-10,1.0584901e-10,3.2220487e-11
1.39038e-10,1.4686431e-10,1.0584861e-10,3.2220303e-11
1.3900697e-10,1.4685649e-10,1.05828415e-10,3.221895e-11
1.3898445e-10,1.4684584e-10,1.05824786e-10,3.2218887e-11
1.3896642e-10,1.4684136e-10,1.0582156e-10,3.2218273e-11
1.3895952e-10,1.4683911e-10,1.058153e-10,3.221809e-11
1.3894257e-10,1.4683575e-10,1.0581348e-10,3.2217843e-11
1.3893037e-10,1.4683323e-10,1.0581308e-10,3.221723e-11
1.3891978e-10,1.4683015e-10,1.05812276e-10,3.2216983e-11
1.3890919e-10,1.4681671e-10,1.05810055e-10,3.221686e-11
1.3889752e-10,1.4681223e-10,1.05799765e-10,3.22168e-11
1.388954e-10,1.4681055e-10,1.0579714e-10,3.2216736e-11
1.3889011e-10,1.4680354e-10,1.05793305e-10,3.2216493e-11
1.3885568e-10,1.4678507e-10,1.0579088e-10,3.221637e-11
1.388488e-10,1.4677416e-10,1.0578604e-10,3.2216306e-11
1.3882866e-10,1.4676967e-10,1.0578362e-10,3.2216185e-11
1.3882866e-10,1.4676575e-10,1.057816e-10,3.2215754e-11
1.3882866e-10,1.4675931e-10,1.057814e-10,3.2215387e-11
1.3879635e-10,1.4675904e-10,1.0577918e-10,3.2214526e-11
1.3873708e-10,1.4675483e-10,1.0577696e-10,3.2214405e-11
1.3869368e-10,1.467484e-10,1.05758804e-10,3.221428e-11
1.3861408e-10,1.4674252e-10,1.0575779e-10,3.2214155e-11
1.3858975e-10,1.4674001e-10,1.0575739e-10,3.221397e-11
1.3855407e-10,1.4674001e-10,1.05748924e-10,3.221391e-11
1.3854588e-10,1.4673832e-10,1.05748514e-10,3.221348e-11
1.3853346e-10,1.4673832e-10,1.0574569e-10,3.221342e-11
1.3851074e-10,1.4672936e-10,1.05742866e-10,3.221268e-11
1.385073e-10,1.4672796e-10,1.0573803e-10,3.2211515e-11
1.3850388e-10,1.4670726e-10,1.0573117e-10,3.2211515e-11
1.3846979e-10,1.4669635e-10,1.05729966e-10,3.2211452e-11
1.3846636e-10,1.4669299e-10,1.05729564e-10,3.2211206e-11
1.3845793e-10,1.4669131e-10,1.05727746e-10,3.2211022e-11
1.3844816e-10,1.4669019e-10,1.0572714e-10,3.2210103e-11
1.3844735e-10,1.466857e-10,1.0572653e-10,3.2209978e-11
1.3842517e-10,1.4667172e-10,1.0572452e-10,3.2209426e-11
1.3842333e-10,1.4664431e-10,1.05723104e-10,3.2209426e-11
1.3840853e-10,1.4664431e-10,1.057229e-10,3.2209364e-11
1.38327e-10,1.4663369e-10,1.0571968e-10,3.2208812e-11
1.3824787e-10,1.4662362e-10,1.0571101e-10,3.2208135e-11
1.3824787e-10,1.4659733e-10,1.0570637e-10,3.220666e-11
1.3821833e-10,1.4659678e-10,1.05704556e-10,3.220666e-11
1.3821806e-10,1.4659174e-10,1.0570133e-10,3.2206172e-11
1.382025e-10,1.4658336e-10,1.0569911e-10,3.2205922e-11
1.3815034e-10,1.4658279e-10,1.05696896e-10,3.2205863e-11
1.3812583e-10,1.4658e-10,1.0569387e-10,3.2205558e-11
1.3807025e-10,1.465716e-10,1.05693065e-10,3.220482e-11
1.3805287e-10,1.465635e-10,1.05692656e-10,3.2204572e-11
1.3799233e-10,1.4656239e-10,1.05691254e-10,3.2204447e-11
1.379889e-10,1.4655875e-10,1.0569085e-10,3.2203958e-11
1.3794232e-10,1.4655707e-10,1.0568782e-10,3.220359e-11
1.3793496e-10,1.4655316e-10,1.0568601e-10,3.2203466e-11
1.3790812e-10,1.4655316e-10,1.0568278e-10,3.2203466e-11
1.3790707e-10,1.465526e-10,1.0567916e-10,3.2203035e-11
1.3787814e-10,1.4655148e-10,1.05664845e-10,3.2202668e-11
1.3785342e-10,1.4654646e-10,1.0565457e-10,3.2202546e-11
1.3783553e-10,1.4654254e-10,1.0564933e-10,3.2201748e-11
1.3783186e-10,1.4654254e-10,1.0564772e-10,3.2201197e-11
1.3781977e-10,1.4653695e-10,1.0564449e-10,3.2201013e-11
1.3779217e-10,1.4652633e-10,1.05640864e-10,3.2199538e-11
1.377609e-10,1.4652436e-10,1.05640864e-10,3.219929e-11
1.3774881e-10,1.465157e-10,1.0563925e-10,3.2198615e-11
1.3774802e-10,1.4651402e-10,1.05638845e-10,3.2198553e-11
1.3774251e-10,1.4651066e-10,1.0563724e-10,3.219843e-11
1.3767475e-10,1.4650844e-10,1.0563483e-10,3.2198e-11
1.3766949e-10,1.4650732e-10,1.0563441e-10,3.219794e-11
1.37649e-10,1.4649977e-10,1.05615884e-10,3.219794e-11
1.375645e-10,1.4649335e-10,1.0561447e-10,3.219757e-11
1.375485e-10,1.464914e-10,1.0561266e-10,3.21972e-11
1.375477e-10,1.4649028e-10,1.0561185e-10,3.2196957e-11
1.3754403e-10,1.4648832e-10,1.0561145e-10,3.2196894e-11
1.3751937e-10,1.464872e-10,1.0561045e-10,3.219671e-11
1.3749052e-10,1.4648134e-10,1.0560924e-10,3.219659e-11
1.3748475e-10,1.464777e-10,1.056044e-10,3.2196218e-11
1.3742969e-10,1.4647658e-10,1.05599966e-10,3.2196218e-11
1.3741501e-10,1.4646877e-10,1.05597746e-10,3.2196038e-11
1.3741135e-10,1.4646596e-10,1.05597746e-10,3.219579e-11
1.3740978e-10,1.4646066e-10,1.0559331e-10,3.219536e-11
1.3737597e-10,1.464319e-10,1.05592514e-10,3.2194806e-11
