topic_0,topic_1,topic_2,topic_3
0.0012567841,0.0016533416,0.0014991475,0.00089294504
0.0012514951,0.0016532833,0.0014906884,0.0008919986
0.0012468229,0.001652373,0.0014691864,0.0008646808
0.0012434837,0.0016510222,0.0014648661,0.0008542216
0.0012424026,0.0016439144,0.0014484359,0.0008496465
0.0012382993,0.0016434559,0.0014418426,0.0008479652
0.0012320678,0.0016368786,0.0014388894,0.00083115185
0.001229604,0.0016332594,0.0014335482,0.0008311486
0.0012226325,0.0016271835,0.0014313086,0.000826259
0.0012058385,0.001597296,0.0014306754,0.00081428577
0.0012052729,0.0015881769,0.0014279416,0.00081295194
0.0012031735,0.0015605044,0.0014220518,0.0008069648
0.001200653,0.0015572999,0.0014123586,0.00077066285
0.001200377,0.0015555789,0.0014032332,0.00074071594
0.0011992385,0.001553593,0.001400608,0.0007374532
0.0011965528,0.0015494728,0.0013965492,0.00073032005
0.0011903826,0.0015479885,0.0013930323,0.00072954525
0.0011876205,0.0015477538,0.001391733,0.0007252118
0.0011863164,0.0015447603,0.0013889703,0.00072293996
0.0011862055,0.0015387011,0.00138125,0.0007217819
0.0011856061,0.0015346454,0.0013745561,0.00072030287
0.0011837499,0.0015291121,0.0013721208,0.0007192409
0.0011817884,0.0015279227,0.0013707356,0.0007097262
0.0011703505,0.0015244093,0.0013703475,0.00070695725
0.0011689194,0.0015228342,0.0013645715,0.00069460436
0.0011680991,0.0015180049,0.0013603948,0.000691903
0.0011643566,0.0015130267,0.0013405472,0.00068942766
0.0011634286,0.0015082458,0.001338463,0.0006862442
0.0011573422,0.0015069037,0.0013379524,0.000668127
0.0011437519,0.0015049942,0.0013287425,0.0006634721
0.001141297,0.0015049268,0.001325036,0.0006514062
0.0011388094,0.0015045586,0.0013198432,0.00064731156
0.0011331824,0.0015042208,0.0013068012,0.000644416
0.0011321239,0.0014911349,0.0012985863,0.00064350956
0.0011312971,0.001490355,0.0012934859,0.00063911645
0.0011272907,0.0014854801,0.0012800602,0.0006381042
0.0011145442,0.0014730305,0.0012787175,0.00063444464
0.0011123769,0.0014728942,0.0012765389,0.00061819825
0.0011107571,0.0014646915,0.0012675226,0.0006160025
0.001104172,0.0014633385,0.0012551096,0.0006135763
0.0010992759,0.0014631557,0.0012458494,0.0006072943
0.0010984553,0.0014472043,0.0012426213,0.0006052551
0.0010956577,0.0014382103,0.0012373342,0.00060500286
0.0010955333,0.0014313699,0.0012372581,0.00060443656
0.0010931465,0.0014308937,0.0012351507,0.00060187856
0.001091053,0.0014271282,0.0012284465,0.0005974858
0.0010867362,0.0014205336,0.0012246589,0.00059663283
0.0010849106,0.0014185722,0.0012244792,0.0005904832
0.0010838909,0.0014109066,0.001205278,0.00058926246
0.001080481,0.0014039767,0.0012043141,0.000579492
0.0010701043,0.0014017317,0.001203049,0.0005753861
0.001069127,0.0013903175,0.0012007176,0.0005753131
0.0010674704,0.0013898507,0.0012001556,0.00056755624
0.0010658999,0.001388191,0.001198452,0.0005590177
0.0010611521,0.001373162,0.0011969237,0.00055480865
0.0010604683,0.0013726581,0.00119039,0.00055201515
0.0010587585,0.0013623799,0.0011838148,0.00054595043
0.0010570524,0.0013617921,0.0011829745,0.00053917995
0.0010561334,0.0013557691,0.0011799312,0.0005327357
0.0010560356,0.0013526727,0.0011789663,0.00053217914
0.0010540787,0.0013526528,0.0011761609,0.0005300351
0.0010532918,0.0013445085,0.0011729993,0.0005292275
0.0010515064,0.0013438464,0.0011599693,0.0005260573
0.0010420257,0.0013437888,0.001158978,0.0005236218
0.0010398597,0.0013396986,0.0011556762,0.00051819906
0.001035,0.0013371796,0.0011518741,0.00051590364
0.001031981,0.0013342262,0.0011489509,0.0005158525
0.0010297847,0.0013266216,0.0011431624,0.00051529
0.0010242381,0.0012948164,0.0011361603,0.00050696696
0.0010229193,0.0012796868,0.0011261104,0.00050271
0.0010165002,0.0012717217,0.0011187042,0.0004973448
0.0010112228,0.0012601024,0.0011126114,0.0004862582
0.0010105624,0.001251895,0.0011047696,0.00047609472
0.001010413,0.001246163,0.0011040603,0.00047166497
0.0010067772,0.0012436166,0.0011019524,0.00047102713
0.0010012123,0.001239768,0.0010962273,0.00046986825
0.0009998059,0.001236476,0.0010932934,0.0004646289
0.0009919354,0.0012316079,0.0010932033,0.00046276493
0.000991523,0.0012267261,0.0010927202,0.00046275527
0.0009860407,0.0012245942,0.0010907784,0.00045723704
0.0009845776,0.0012196343,0.0010740538,0.00044818682
0.0009844903,0.0012170561,0.0010715114,0.0004462288
0.0009839468,0.0012154392,0.0010702232,0.000443913
0.0009830886,0.0012085579,0.0010634963,0.00043930858
0.0009821983,0.0012028121,0.0010597701,0.00043732053
0.0009821964,0.0011989629,0.0010560609,0.00043624706
0.0009818283,0.001198816,0.0010541063,0.0004246833
0.0009815204,0.0011987496,0.0010537596,0.0004215456
0.0009773627,0.0011952401,0.0010513895,0.00040791684
0.0009772566,0.0011830045,0.0010505335,0.00040272065
0.0009768773,0.00118241,0.0010443631,0.0004014629
0.0009751126,0.001178307,0.0010385109,0.0003952821
0.0009619607,0.0011694874,0.0010357336,0.00038981688
0.00096170657,0.0011662958,0.001032042,0.00038832935
0.0009575115,0.0011644693,0.0010268921,0.00038651854
0.0009534093,0.001158035,0.0010242381,0.00038650268
0.0009530984,0.0011550703,0.0010221695,0.00038265245
0.0009495311,0.0011507152,0.0010203253,0.00038146498
0.00094844506,0.0011424737,0.0010189688,0.0003791666
0.00094319094,0.0011405658,0.0010159356,0.00037497617
0.0009423368,0.0011350861,0.0010150025,0.00037355526
0.0009376609,0.001131398,0.0010095567,0.00037148054
0.00093344785,0.0011135975,0.0010051611,0.00037140475
0.0009334051,0.0011131591,0.0010041498,0.00037086708
0.0009293548,0.0011128719,0.0009970346,0.00036786482
0.000928368,0.0011116117,0.0009921928,0.00036304136
0.0009272009,0.0011115726,0.000991803,0.00036151393
0.0009243774,0.0011074538,0.0009902746,0.00036087187
0.000924002,0.0011064747,0.0009831467,0.00036074556
0.0009189753,0.0011005105,0.0009816664,0.00035970844
0.00091723027,0.0010997781,0.0009776308,0.00035782013
0.00091432285,0.0010962392,0.0009768344,0.00035014946
0.0009127477,0.0010958551,0.0009712587,0.00034954655
0.0009082983,0.001093937,0.00096489524,0.00034475312
0.00090658397,0.0010915041,0.0009529393,0.00034307092
0.0009056455,0.0010898497,0.0009511711,0.0003398432
0.00090535963,0.0010895651,0.00094626006,0.0003391804
0.0009041129,0.0010890207,0.00093825936,0.00033660285
0.0008990957,0.001080039,0.00092874834,0.0003363003
0.0008990014,0.0010796286,0.00092469,0.00032931322
0.0008977959,0.0010715262,0.0009205629,0.0003286744
0.0008964407,0.001068248,0.0009175408,0.00031950808
0.00089563325,0.0010664347,0.00091172586,0.0003189555
0.00089150015,0.0010545849,0.0009086912,0.0003172639
0.0008898175,0.001054427,0.00090052455,0.00031544137
0.00088800257,0.0010535755,0.00089847087,0.00031543235
0.000886652,0.0010524739,0.00089515676,0.00031358295
0.00088486535,0.0010480884,0.00088867353,0.00030940984
0.00088464684,0.001045984,0.00088771636,0.00030436862
0.0008837699,0.001045089,0.0008860611,0.0003042215
0.0008783118,0.0010421053,0.0008851422,0.0003024067
0.0008782355,0.0010411557,0.0008851392,0.000302015
0.00087778,0.0010399088,0.00088208495,0.00029954326
0.0008758359,0.0010391113,0.00088052417,0.00029887812
0.0008745589,0.0010380301,0.00087830593,0.00029859037
0.0008694229,0.0010379307,0.0008714422,0.00029593153
0.000866758,0.0010371213,0.0008708146,0.00029334784
0.00086459174,0.0010331961,0.0008672012,0.00028847868
0.00086349493,0.00103304,0.00086672325,0.0002877297
0.0008586893,0.001028727,0.00086272776,0.00028562426
0.0008568953,0.0010237689,0.00086175784,0.00028307064
0.0008539764,0.0010215769,0.00085941475,0.0002818267
0.00085197855,0.0010206567,0.0008582071,0.00028119824
0.0008505148,0.0010199347,0.00085224264,0.0002810111
0.0008495363,0.0010162287,0.0008446243,0.00027629134
0.0008489014,0.00101575,0.0008311709,0.00027430497
0.0008475497,0.0010113217,0.00082583516,0.00027034702
0.0008471602,0.0010039076,0.0008176708,0.00026652325
0.00084561686,0.0009973779,0.0008096852,0.00026430946
0.0008451396,0.000997367,0.00080810883,0.0002642855
0.0008428175,0.0009949036,0.000807677,0.00026219708
0.0008421434,0.0009932636,0.0008057982,0.00025719096
0.00084128365,0.0009924208,0.0008013419,0.0002563689
0.0008400194,0.0009865834,0.000796462,0.00025565008
0.0008389442,0.000981548,0.0007944074,0.00025398305
0.0008367939,0.00096922944,0.000794371,0.00025182994
0.00083581056,0.0009690617,0.0007936801,0.00024963345
0.0008349461,0.0009684325,0.0007887294,0.00024692967
0.00083377084,0.00096664106,0.0007848004,0.00024598552
0.00082873856,0.0009651958,0.0007826184,0.00024462282
0.00082778203,0.0009651907,0.0007825449,0.00024043123
0.0008275483,0.0009643801,0.0007824206,0.00023642258
0.00082746235,0.0009640247,0.00078143965,0.00023636149
0.0008274229,0.0009598937,0.00077848363,0.00023601709
0.00082721224,0.00095887855,0.000776005,0.00023333081
0.0008268881,0.0009505495,0.00077324576,0.00022718526
0.0008264355,0.000935743,0.0007724199,0.00022680772
0.00082634174,0.00093263504,0.00077160157,0.00022511395
0.0008261652,0.0009322913,0.0007706926,0.000223491
0.0008248254,0.0009304651,0.00076702016,0.00022327392
0.0008244872,0.000929509,0.00075733697,0.00022199131
0.0008241436,0.0009224185,0.0007501831,0.00021788788
0.0008237861,0.0009221467,0.0007475521,0.00021642762
0.0008218032,0.00092188996,0.0007471073,0.00021548293
0.00082171935,0.0009200271,0.00074639125,0.00021277882
0.0008184221,0.0009176817,0.00074495224,0.00021272361
0.00081821217,0.0009138621,0.0007429756,0.00021004089
0.0008174197,0.0009120763,0.0007419224,0.00020948338
0.0008156388,0.0009078047,0.00074167695,0.00020924816
0.0008150223,0.0009072529,0.00073887664,0.00020753781
0.0008134762,0.0009043043,0.0007352829,0.0002066956
0.00080718496,0.0009040965,0.00073118694,0.0002060695
0.0008066332,0.00090094283,0.0007308509,0.00020585225
0.00080273784,0.0009003377,0.0007210347,0.0002055586
0.0008016056,0.00089720404,0.00071911677,0.00020447599
0.0008015506,0.0008947637,0.0007182234,0.00019771696
0.0008000949,0.0008935511,0.00071757706,0.00019758934
0.0007996776,0.0008932103,0.00071554986,0.00019343564
0.00079802214,0.0008917183,0.00071540347,0.00018343887
0.0007973839,0.00089170516,0.0007073517,0.00017464308
0.00079031894,0.0008818974,0.00070677587,0.00017048394
0.00078984647,0.0008735619,0.00069613993,0.00016797647
0.00078941876,0.00087299565,0.000692573,0.00016336612
0.000789001,0.0008666076,0.0006869845,0.00016001744
0.000785438,0.0008662977,0.00067680544,0.00015786265
0.0007844416,0.00086489436,0.0006738483,0.00015682024
0.00078398315,0.0008645389,0.0006697068,0.00015072586
0.0007835908,0.00086302235,0.0006685677,0.00014734681
0.0007830715,0.0008617752,0.00066781935,0.00014356352
0.00078039884,0.00086111133,0.00066100055,0.00014158791
0.0007742563,0.0008610494,0.00066089904,0.000139517
0.0007722166,0.00085813546,0.00066074595,0.0001388794
0.0007698907,0.000853774,0.00065926806,0.00013609377
0.0007688173,0.0008513921,0.00065177033,0.00013552571
0.0007682918,0.0008512399,0.0006506016,0.00013521613
0.00076504477,0.00084148423,0.00064844993,0.00013503559
0.00076386955,0.0008414241,0.0006472387,0.00013163265
0.00075907377,0.00083910424,0.00064709736,0.00013002964
0.00075874163,0.00083121564,0.00064689625,0.00012968882
0.00075703586,0.0008292014,0.00064500014,0.00012303388
0.0007566352,0.0008282321,0.0006446397,0.00012018197
0.00075655297,0.000828189,0.00064314785,0.00011697194
0.00075588736,0.00082705246,0.0006375261,0.0001147849
0.00075532234,0.0008218757,0.0006352238,0.000112833026
0.00075449806,0.0008204751,0.0006297667,0.00011139847
0.0007520979,0.00081907294,0.00062963524,0.00011127107
0.00075143116,0.00081783737,0.00062842766,0.000110947454
0.0007467227,0.00081756356,0.0006246311,0.00010990687
0.0007408388,0.0008135883,0.00062237395,0.00010925331
0.0007385913,0.00080822286,0.0006218634,0.00010239163
0.0007366385,0.00080795627,0.0006209102,0.000101538724
0.0007321101,0.0007987138,0.0006205923,0.000100712336
0.00072997814,0.0007973021,0.00061981863,9.278117e-05
0.00072780653,0.0007956671,0.00061330956,9.262115e-05
0.0007262285,0.00079560035,0.00061172794,9.039081e-05
0.00072538195,0.000785238,0.0006115052,8.730076e-05
0.00072533765,0.0007844319,0.0006104896,8.722845e-05
0.00072351104,0.0007817642,0.000605611,8.4545754e-05
0.00072271243,0.00078148616,0.00060536474,8.3054605e-05
0.00072195404,0.0007799286,0.00060531276,7.75555e-05
0.0007217564,0.0007784766,0.0006030242,7.603703e-05
0.00072101003,0.0007770766,0.0006014838,6.877364e-05
0.00072021835,0.00077374553,0.00060124806,6.6544504e-05
0.0007171136,0.00077335525,0.00060098263,5.634803e-05
0.0007160926,0.00077120686,0.0005963018,5.3844382e-05
0.0007152108,0.00076733076,0.0005903171,4.2891043e-05
0.0007145106,0.00076455355,0.00058817776,3.8565897e-05
0.0007138697,0.0007624769,0.0005847755,2.2937984e-05
0.0007136396,0.0007534522,0.00058421394,1.824384e-05
0.0007128873,0.0007529637,0.0005836971,1.5718251e-05
0.000712021,0.00075203617,0.00058219436,1.0384028e-05
0.0007113864,0.00074889074,0.0005810077,8.892507e-06
0.0007102754,0.0007487911,0.00057999487,7.523453e-06
0.0007092647,0.0007389478,0.0005753189,4.5117537e-10
0.00070667546,0.00073884736,0.00057435816,4.3073056e-10
0.00070664444,0.0007380396,0.00057430967,3.8928555e-10
0.0007056457,0.00073664763,0.0005729194,1.4558611e-10
0.00070068747,0.0007357297,0.0005727637,1.1963808e-10
0.0006987702,0.00073411874,0.00057245156,1.0722713e-10
0.0006983931,0.0007320085,0.00057002675,9.6243805e-11
0.000697589,0.0007257608,0.0005674104,7.6793016e-11
0.0006952804,0.00072258327,0.0005604283,7.3002285e-11
0.0006927342,0.00071845256,0.0005595047,6.583945e-11
0.0006920706,0.0007183405,0.00055877044,6.4506546e-11
0.00069166214,0.0007177841,0.0005578759,6.30701e-11
0.00068829773,0.0007169279,0.000554163,6.0722906e-11
0.0006880142,0.00071633334,0.00055285863,6.0589166e-11
0.00068489346,0.0007153148,0.0005517715,5.9893326e-11
0.0006838486,0.00070846296,0.0005505715,5.96505e-11
0.0006836073,0.0007057289,0.0005485772,5.9462615e-11
0.000683544,0.0007055203,0.0005466856,5.587679e-11
0.00068161,0.00070294697,0.0005455934,5.5274178e-11
0.00068081875,0.00070290343,0.0005451255,5.4782345e-11
0.0006808129,0.00069947663,0.0005438243,5.4517894e-11
0.0006800887,0.0006971764,0.00054229464,5.4277808e-11
0.00067863613,0.0006968114,0.00054060796,5.2524037e-11
0.00067828415,0.0006961784,0.00053967565,5.1967194e-11
0.0006775032,0.00069557916,0.0005387369,5.1797976e-11
0.00067730877,0.00069466827,0.00053824746,4.9980655e-11
0.0006751226,0.0006919759,0.00053623004,4.9869525e-11
0.0006745074,0.0006865365,0.0005332786,4.9351745e-11
0.0006732869,0.00067867397,0.0005327827,4.861906e-11
0.00067137106,0.0006773704,0.00053096353,4.8088755e-11
0.00067075796,0.00067491113,0.0005274914,4.754319e-11
0.000670653,0.00067339547,0.00052470225,4.747967e-11
0.0006696254,0.00067303714,0.00052395347,4.745568e-11
0.00066945044,0.0006727012,0.00051649264,4.7222542e-11
0.00066903234,0.0006726823,0.00051567785,4.718437e-11
0.0006689584,0.0006700713,0.0005135347,4.654721e-11
0.0006661203,0.00066779606,0.00051234476,4.6430346e-11
0.0006653928,0.00066729693,0.0005118405,4.624104e-11
0.0006619566,0.0006669865,0.000511132,4.5830808e-11
0.0006614814,0.00066426705,0.00050918834,4.5651954e-11
0.00066031853,0.0006588052,0.00050525495,4.5503473e-11
0.00065830396,0.0006505594,0.00050503766,4.530844e-11
0.00065717427,0.0006479159,0.00049869274,4.4610936e-11
0.0006568823,0.0006436931,0.00049223925,4.458303e-11
0.00065414346,0.000637021,0.0004922024,4.453102e-11
0.00064759864,0.00063544983,0.00049079297,4.4468977e-11
0.0006472813,0.00063532224,0.0004889742,4.445515e-11
0.000646689,0.0006236133,0.00048715982,4.425735e-11
0.0006457707,0.00062350003,0.0004807556,4.4249587e-11
0.00064517424,0.00062304205,0.00047612016,4.3831605e-11
0.00064506044,0.0006191015,0.00047596078,4.3728392e-11
0.0006445789,0.00061192695,0.0004752321,4.3715215e-11
0.0006439743,0.0006114824,0.00047410792,4.370938e-11
0.0006424659,0.00060513645,0.0004734365,4.3632247e-11
0.00064049783,0.00059823046,0.0004633209,4.359814e-11
0.0006383915,0.00059787714,0.00046255713,4.3585253e-11
0.0006374182,0.00059175724,0.00046123675,4.354761e-11
0.0006366308,0.0005874252,0.000460537,4.328213e-11
0.0006355322,0.00058216025,0.00045893388,4.325465e-11
0.0006353989,0.00057960674,0.0004580716,4.321284e-11
0.00063489913,0.0005788411,0.00045792767,4.2898317e-11
0.00063422864,0.00057226134,0.00045556785,4.2893817e-11
0.00063323445,0.0005684848,0.00045550292,4.280808e-11
0.00063251687,0.00056834216,0.00045521368,4.2782288e-11
0.00063245953,0.0005658905,0.0004501133,4.2759934e-11
0.0006316434,0.00056333473,0.0004497979,4.2473164e-11
0.0006301008,0.0005631352,0.00044451733,4.239142e-11
0.000629499,0.00055698736,0.00044398327,4.236927e-11
0.00062866387,0.0005565631,0.00044392503,4.223678e-11
0.0006282281,0.0005548917,0.0004436565,4.221455e-11
0.0006280508,0.0005548518,0.00044309773,4.217721e-11
0.0006277113,0.0005537686,0.00043808983,4.216273e-11
0.0006267966,0.00055011746,0.00043623665,4.211547e-11
0.00062609406,0.00054717273,0.0004344636,4.2033217e-11
0.0006259018,0.0005444327,0.00043124706,4.1980256e-11
0.00062567805,0.00054003723,0.0004287282,4.176279e-11
