topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
0.002810851,0.005247901,0.004016009,0.005418943,0.0052373046,0.0027045368,0.00544121,0.0058873254
0.002807873,0.0051791393,0.0039967946,0.0052522123,0.005215085,0.0027013686,0.0053621223,0.0057839965
0.0027794524,0.005019112,0.0039879424,0.005233807,0.005166656,0.0026323446,0.0052159433,0.005782866
0.0027660788,0.004932456,0.0039740014,0.004950904,0.005141774,0.0026254351,0.0050967736,0.0055706464
0.0027327752,0.004857275,0.0039106854,0.004839282,0.004810698,0.0026152292,0.004870881,0.0055541405
0.0027105259,0.0047355485,0.0038619079,0.0046908674,0.004701105,0.0026107738,0.004837748,0.005418824
0.002664179,0.004704913,0.003855424,0.0044263294,0.004694967,0.0026090287,0.004802161,0.0053705303
0.0026615115,0.0046835747,0.0038530163,0.004370347,0.0046502855,0.0025950035,0.0047032083,0.0053202594
0.0026483277,0.0046697035,0.0038042872,0.00432467,0.0046231393,0.0025945113,0.0046798014,0.005302718
0.0026437235,0.0045498866,0.0038036122,0.0043183127,0.0046225176,0.0025798283,0.0046290113,0.0052084723
0.0026404117,0.0045111976,0.0038005775,0.004241723,0.004621874,0.0025281282,0.004564844,0.0050240685
0.0026137668,0.0044839205,0.003786609,0.004022921,0.004599019,0.0024340842,0.004461535,0.004946942
0.0025794914,0.004474804,0.0037751968,0.0039695,0.004558362,0.0024338798,0.0044532134,0.004796883
0.0025595163,0.004435611,0.0037712061,0.0037705193,0.0045396686,0.0024212028,0.004404721,0.004647687
0.0025531994,0.0043669264,0.0037473685,0.003637166,0.004525318,0.0024047699,0.004344338,0.0046100896
0.0025432918,0.0043466506,0.0037249748,0.0036140364,0.0045145717,0.0023932823,0.0042798496,0.0045136674
0.0025177663,0.00433795,0.0036468634,0.003513716,0.004377459,0.0023597174,0.004238539,0.00435606
0.0025089935,0.00424659,0.0036015895,0.0034936494,0.0042568264,0.0023539523,0.004218414,0.0043140235
0.002479712,0.0042304154,0.003591937,0.0033204248,0.004205965,0.0023496035,0.00412982,0.0042341794
0.0024785867,0.0042284555,0.0035878427,0.003242949,0.0040573548,0.0023449135,0.0040058824,0.004231963
0.0024771548,0.0042176014,0.0035426393,0.003225748,0.004041428,0.0023434428,0.0039969264,0.0041074487
0.0024751155,0.00420887,0.0035362663,0.003030693,0.004030824,0.0023397044,0.003951896,0.0040457435
0.0024172137,0.004199246,0.0035020008,0.0030279253,0.0040121125,0.0023152397,0.003908693,0.0040222113
0.0024007575,0.004187201,0.0034357465,0.0028481504,0.0039794096,0.0023070714,0.003908357,0.00400985
0.0023765084,0.004149993,0.003422832,0.0028120386,0.003950728,0.002292821,0.0038446896,0.0039815735
0.0023735177,0.0041228486,0.0034048378,0.0027611514,0.003930101,0.0022595634,0.0038385259,0.00396128
0.002350427,0.004114302,0.0033940224,0.002737265,0.0038691482,0.0022525173,0.0038266524,0.0038584918
0.0023502824,0.004066553,0.0033723763,0.0027018327,0.003779624,0.0022452273,0.0038251493,0.0038265958
0.002337063,0.0039982037,0.003325479,0.002678158,0.0037765868,0.0022392378,0.0038039226,0.0038013095
0.0023349153,0.003969969,0.0033159154,0.0026219457,0.003761336,0.0022248738,0.0037796926,0.0036953152
0.0023295807,0.003740531,0.0033145559,0.0025782678,0.0037185645,0.0021938633,0.0037707258,0.0036837093
0.0023023644,0.0037172383,0.003301728,0.0025573496,0.0036682142,0.002188453,0.0037081654,0.003681137
0.0022785093,0.0036613797,0.0032690086,0.0024752289,0.0036455803,0.002158047,0.003679696,0.0035984619
0.0022712222,0.0036034996,0.0032094114,0.0024383417,0.0036413271,0.0021389343,0.0036784995,0.003582982
0.0022443915,0.0036023005,0.003202129,0.0024049887,0.003635193,0.0021285564,0.0036693178,0.0035719469
0.0022330068,0.0035956644,0.0031979936,0.002402355,0.0036299825,0.0020742614,0.0036369683,0.0034329707
0.0021965576,0.0035315766,0.00316952,0.0023793161,0.003609801,0.0020715452,0.003584573,0.0033501394
0.0021950414,0.0035188752,0.0031459222,0.0023732428,0.003585144,0.0020712982,0.0035616027,0.0033189477
0.0021925475,0.0035169427,0.00313277,0.0023710597,0.0035663443,0.0020638152,0.0035421627,0.003314036
0.0021877936,0.0034796507,0.00311041,0.0023430984,0.003547697,0.0020552264,0.0035082265,0.0032483127
0.0021699714,0.0034733894,0.0031085773,0.0023158072,0.0035223518,0.0020389408,0.0034973482,0.0032038183
0.0021678263,0.0034267919,0.0030927013,0.0022540288,0.0034823613,0.002006088,0.003492257,0.0031987866
0.0021671597,0.0034102418,0.0030760614,0.002207987,0.0034466684,0.0019976571,0.003468512,0.0031453823
0.002158793,0.0034023982,0.0030751433,0.0022045479,0.0034329265,0.00199233,0.003459632,0.0031399473
0.0021555477,0.003401344,0.0030375347,0.002173428,0.003428039,0.0019861055,0.0034199066,0.00309877
0.002154325,0.0033164355,0.0030064096,0.002168946,0.0034071049,0.0019835632,0.0033802374,0.0030847848
0.0021508166,0.0032740738,0.00295514,0.0021636963,0.0034014492,0.0019660543,0.0033800441,0.0030497531
0.0021462883,0.0032717611,0.0029468157,0.0021615082,0.0033925145,0.0019553641,0.0033704517,0.0030443312
0.0021278034,0.0032620155,0.002945436,0.0021417502,0.0033924463,0.001950001,0.0033366566,0.0030420106
0.0021271438,0.0032462785,0.0029264414,0.0021167223,0.0033255648,0.0019484583,0.0032794192,0.0030293926
0.0021190087,0.0032296928,0.002925314,0.002101942,0.0033218754,0.0019469443,0.003278298,0.0030172814
0.0021095853,0.0032176415,0.0029233564,0.0020757227,0.003314297,0.0019455301,0.0032682107,0.002976892
0.0020983377,0.0031695638,0.002919567,0.0020533162,0.0032870246,0.001945352,0.0032341203,0.0029372505
0.002084973,0.003165288,0.0029146762,0.0020423522,0.00325582,0.0019308372,0.003231483,0.0029237994
0.002082633,0.0031621335,0.002914451,0.0020383876,0.0032369562,0.0019120967,0.0032082533,0.0028719197
0.0020819926,0.0031595337,0.0029074,0.0019760837,0.0032130035,0.0018833952,0.0031961217,0.0027878985
0.0020509423,0.0031449804,0.002904612,0.0019508065,0.003206606,0.001878998,0.0031531625,0.0027810235
0.0020368912,0.0031277952,0.0028578243,0.0019469704,0.0031860666,0.0018779357,0.0031060542,0.0027548522
0.0020254257,0.0030352774,0.0028539023,0.0019381657,0.0031722868,0.0018777924,0.0030808393,0.0027048953
0.002017442,0.00299507,0.0028529938,0.001932495,0.0031716153,0.0018587176,0.0030746476,0.0026182712
0.002015585,0.0029909285,0.0028519707,0.0019192097,0.0031358458,0.0018553457,0.0030657055,0.0025332144
0.0020117308,0.0029880458,0.0028469488,0.0019070231,0.0030859427,0.0018501809,0.0030513753,0.0025285345
0.0020030548,0.0029698878,0.0028161057,0.0018979107,0.0030494174,0.0018460231,0.003035797,0.002516085
0.0019833392,0.0028949082,0.002793743,0.0018813354,0.0030320587,0.0018414112,0.003022239,0.002496206
0.001982734,0.0028924588,0.0027716293,0.001864885,0.0030254556,0.0018375447,0.0030077316,0.0024740642
0.0019678646,0.0028892225,0.0027689554,0.001817567,0.0030212952,0.0018347605,0.0029879692,0.0024735322
0.001966045,0.002880574,0.0027681978,0.0018146478,0.0029791414,0.0018230518,0.002975375,0.0024455402
0.0019571795,0.0028203726,0.002724852,0.0017536692,0.0029476334,0.0018222331,0.0029166033,0.0024388349
0.0019571441,0.002806509,0.0027164947,0.001710047,0.0029277168,0.0018213696,0.002877105,0.0023921824
0.0019570824,0.0028051964,0.0027126346,0.0016939924,0.0029144345,0.0018180636,0.0028605608,0.0023591728
0.0019392715,0.0027889872,0.0026703908,0.0016839865,0.0029108485,0.0018178001,0.0028553698,0.0023390227
0.001938519,0.0027350732,0.0026420099,0.0016389271,0.0029103295,0.0018076368,0.0028362852,0.002326031
0.0019384542,0.0027001968,0.0026336603,0.0016210794,0.0028924383,0.0018058604,0.00282829,0.0022841215
0.0019324583,0.0026962277,0.0026251746,0.0016077341,0.0028741637,0.0018041958,0.0028064582,0.0022735726
0.001917,0.0026946557,0.0026082974,0.0016072174,0.0028362852,0.0018033287,0.0027247027,0.0022549417
0.0019040919,0.0026758935,0.002607698,0.0015826938,0.0028228443,0.0017944423,0.0027166125,0.0022330068
0.0018989183,0.002666618,0.0025989886,0.001578592,0.002820379,0.0017901623,0.002664132,0.0021612362
0.0018931292,0.002659082,0.002591991,0.0015774664,0.002803664,0.0017875453,0.0026608794,0.0021435176
0.0018902149,0.0026398136,0.0025904935,0.0015575502,0.0027552634,0.0017695881,0.0026486786,0.0021344554
0.0018892912,0.002636744,0.002584379,0.0015541131,0.0027518154,0.0017619396,0.002625559,0.002110506
0.001858286,0.0026188556,0.0025423155,0.0015498851,0.0027448933,0.0017541836,0.0026119417,0.0020976935
0.0018498994,0.0026004391,0.0025265953,0.0014942233,0.0027392996,0.0017529376,0.002602116,0.0020098563
0.0018475582,0.0025965236,0.0025240353,0.0014856473,0.0027389938,0.0017263979,0.0025993146,0.0020087815
0.0018355113,0.002582291,0.002519144,0.0014846707,0.0027251975,0.0017262794,0.0025543917,0.002000681
0.0018219065,0.002581854,0.0024748573,0.0014820903,0.0027243712,0.0017171779,0.002547076,0.0019903718
0.0018213289,0.0025617995,0.0024637936,0.0014794383,0.002721842,0.0017157914,0.002520486,0.0019349293
0.0018203339,0.0025311473,0.002461525,0.0014785561,0.0027197322,0.0017105519,0.0025162844,0.0019280108
0.0018161618,0.0025169766,0.0024453455,0.0014500301,0.002712389,0.0017071198,0.0025112606,0.0019138929
0.0018131651,0.0025116534,0.0024350316,0.001446564,0.0027054732,0.0017065402,0.0025096578,0.001911446
0.0018090183,0.0024975645,0.0024298725,0.0014435913,0.0026926443,0.0016924478,0.0025074054,0.0019093944
0.0017984743,0.0024817418,0.0024214615,0.0014266056,0.0026778348,0.0016882453,0.0025037029,0.0018992823
0.0017905575,0.0024779509,0.0024213481,0.001391577,0.002626224,0.0016872247,0.0024940192,0.0018765527
0.001789768,0.00246201,0.0024200946,0.0012807238,0.0026053688,0.0016814389,0.0024889663,0.0018268616
0.0017864708,0.0024580448,0.0024169486,0.0012646206,0.0025850197,0.0016796791,0.0024865984,0.0018242615
0.0017852752,0.0024478561,0.0024111308,0.0012527184,0.0025800006,0.0016633638,0.0024640944,0.0017924267
0.0017812023,0.0024470743,0.0024100663,0.0012378795,0.002577212,0.0016507421,0.0024544527,0.0017920302
0.0017557475,0.0024386162,0.0024025782,0.0012276537,0.0025720727,0.001629837,0.002428274,0.0017891127
0.0017464183,0.002436862,0.0024007712,0.0012255878,0.0025544404,0.0016276469,0.0024205411,0.0017628137
0.0017372704,0.0024064973,0.0023828472,0.0012236865,0.002513828,0.0016215409,0.0023702332,0.0017610895
0.0017363238,0.0024002767,0.0023649237,0.0012228383,0.0024073145,0.0016201668,0.002361274,0.0017449949
0.0017246231,0.0023457098,0.0023612818,0.0012170374,0.0023831152,0.0016113189,0.0023611672,0.0017371272
0.001723861,0.0023451943,0.0023405168,0.0011905557,0.0023540778,0.0016107536,0.0023539902,0.0017248674
0.0017148459,0.0023402267,0.0023344667,0.0011828139,0.0023383326,0.0016052116,0.0023365146,0.0017177127
0.0017111605,0.0023245174,0.0023236254,0.001165487,0.0023258245,0.001594592,0.0023364201,0.0017100193
0.001696283,0.0023224866,0.0023094553,0.0011504419,0.0023195117,0.0015878635,0.002315593,0.0017065061
0.0016919404,0.002318168,0.0023075554,0.0011321416,0.0022959388,0.0015856707,0.0023059517,0.001688676
0.0016741673,0.002313561,0.0022993374,0.0011182893,0.0022694846,0.001575786,0.0023050073,0.001685442
0.0016667952,0.0023008534,0.002284091,0.001106444,0.0022595676,0.0015744206,0.0022979565,0.0016850516
0.0016665449,0.0022952415,0.0022659812,0.0011046801,0.002251744,0.001573625,0.0022936508,0.0016326465
0.0016593047,0.0022625672,0.0022262873,0.001068034,0.0022411265,0.0015720726,0.0022897343,0.0015931777
0.0016583966,0.0022529694,0.0022240994,0.0010671025,0.002215249,0.0015638947,0.0022864055,0.0015914768
0.0016439575,0.0022493359,0.0022214963,0.001063505,0.0022144038,0.0015631445,0.0022691675,0.0015884027
0.0016437592,0.0022451428,0.0022041579,0.0010597595,0.0022143954,0.0015621029,0.002253541,0.0015833995
0.0016380834,0.0022432925,0.00219242,0.0010583121,0.0022010491,0.0015598342,0.002244886,0.0015669961
0.0016209503,0.0022296337,0.0021738424,0.0010420621,0.0021916926,0.0015483495,0.0022265709,0.0015545748
0.0016187158,0.002194019,0.0021731583,0.0010118589,0.002156841,0.0015453077,0.002214952,0.0015212063
0.0016097463,0.0021921033,0.0021651238,0.0009974826,0.00215276,0.0015394418,0.002205573,0.0015129913
0.0016065539,0.002185508,0.0021525628,0.0009900372,0.002147865,0.0015332191,0.0021857792,0.0014965606
0.0016051887,0.0021768545,0.002141408,0.000984611,0.0021050945,0.0015270129,0.0021777372,0.0014947242
0.0016001731,0.0021462452,0.002135058,0.0009657546,0.00210236,0.001526288,0.0021735409,0.0014830971
0.0015993683,0.002143728,0.002113086,0.0009469881,0.002078945,0.0015187421,0.0021715735,0.0014819102
0.0015976524,0.0021096778,0.0021078447,0.00094326335,0.0020612897,0.001518519,0.0021618556,0.0014758928
0.0015945374,0.0020961897,0.0020922492,0.00093951693,0.0020369836,0.0015184031,0.0021610477,0.0014667505
0.0015866313,0.0020947729,0.0020913335,0.00093425607,0.0020126356,0.0015080301,0.0021574202,0.0014646545
0.0015693831,0.0020940457,0.0020863255,0.0009320211,0.0019973847,0.0015068196,0.0021514178,0.0014494784
0.0015634778,0.0020875814,0.0020797164,0.0009250534,0.0019968627,0.0015062693,0.002136878,0.0014346513
0.0015587397,0.0020635054,0.0020726025,0.0009220201,0.0019965009,0.0015055239,0.0021025885,0.001423873
0.0015582135,0.0020540429,0.0020713515,0.00092015346,0.0019663281,0.0014976822,0.0020732882,0.0014225666
0.0015400319,0.002053984,0.002068499,0.0009140774,0.0019633132,0.0014944107,0.0020715767,0.0014222179
0.0015347443,0.0020480212,0.0020630457,0.0009139349,0.0019612676,0.0014883119,0.0020698707,0.0014172827
0.0015275417,0.0020410477,0.0020289298,0.00090238015,0.00196,0.0014813464,0.0020665647,0.0014148336
0.0015198468,0.0020349293,0.0020130964,0.00089481054,0.0019397107,0.0014750549,0.0020655096,0.0014078716
0.0015172039,0.0020241763,0.0019958175,0.00089431065,0.0019327531,0.0014576308,0.00205337,0.0014016469
0.0015161488,0.002007664,0.0019903586,0.00088561885,0.0019247222,0.001455536,0.0020470223,0.0013969309
0.0015159694,0.0020071815,0.0019882943,0.00088033144,0.0019162095,0.001454842,0.0020464016,0.0013906099
0.0015102543,0.001989739,0.001986153,0.0008456447,0.0019096329,0.00145175,0.0020332725,0.001385806
0.0015075419,0.0019514586,0.0019840836,0.0008299926,0.0019072687,0.0014484517,0.0020017305,0.0013786752
0.001505244,0.0019318224,0.0019827653,0.0008269807,0.0019055215,0.0014442117,0.001995218,0.0013714267
0.0015050258,0.0019243672,0.001976654,0.00081499584,0.0019044133,0.0014424196,0.0019950734,0.0013675928
0.0015007512,0.0019211756,0.0019260941,0.00081037777,0.0018961404,0.001442399,0.0019860761,0.0013422511
0.0014979457,0.0019046649,0.0019198239,0.000794751,0.0018935618,0.0014401516,0.0019608142,0.0013278525
0.0014965492,0.001854278,0.0019148705,0.00079245516,0.0018766609,0.0014304304,0.0019600515,0.0013264426
0.0014919328,0.001853637,0.001912301,0.00079083274,0.001869694,0.0014244679,0.0019403603,0.0013143654
0.0014890757,0.0018477016,0.0018972403,0.00078019046,0.0018642475,0.0014175308,0.0019307691,0.0013028596
0.0014837718,0.0018439989,0.0018957697,0.0007704247,0.00185926,0.0014166348,0.0019061477,0.0013005141
0.0014790631,0.0018300962,0.0018845936,0.0007598064,0.0018544027,0.0014165145,0.0018923513,0.0012976256
0.0014741548,0.0017812558,0.001875126,0.00075268483,0.001853471,0.0014081906,0.0018912463,0.0012910956
0.0014717808,0.0017476196,0.0018682395,0.00075220433,0.0018499144,0.0014065397,0.001883353,0.0012870983
0.00147175,0.0017459138,0.0018655654,0.00074937975,0.0018445643,0.0014064218,0.0018829552,0.0012861664
0.001470666,0.0017409349,0.0018614387,0.00074710016,0.001812199,0.0014054684,0.001864612,0.0012630416
0.0014661772,0.0017408852,0.0018562482,0.0007423166,0.0018028577,0.0014004497,0.0018506813,0.0012605309
0.0014640554,0.0017408645,0.0018553969,0.0007275342,0.0017819677,0.0013987612,0.0018424494,0.0012475407
0.0014632499,0.0017358264,0.0018313079,0.00070550037,0.0017646014,0.0013959401,0.0018386403,0.0012461197
0.0014624994,0.0017318709,0.0018201732,0.0006983322,0.0017624403,0.0013955034,0.0018302132,0.0012448416
0.0014579095,0.0017081563,0.0018200292,0.00069821667,0.0017594427,0.0013941174,0.0018201091,0.0012417766
0.0014518746,0.0017062596,0.0018154717,0.00067147444,0.0017559862,0.001383928,0.0018102954,0.0012401026
0.0014459206,0.00170583,0.0018067752,0.0006708146,0.0017471447,0.00138256,0.001809963,0.001229244
0.0014410556,0.0016936354,0.0018041219,0.0006632409,0.0017446504,0.0013764569,0.0018048594,0.00122818
0.0014386183,0.0016841984,0.0017857001,0.00066292536,0.0017273712,0.0013730429,0.0017979222,0.0012211992
0.0014344694,0.0016816121,0.0017709708,0.00066259666,0.0017262596,0.0013707075,0.0017976745,0.0012206152
0.0014343612,0.0016786631,0.0017680936,0.00065791456,0.0016895594,0.0013703259,0.001791351,0.0012138574
0.001433141,0.0016754523,0.0017644905,0.00065692334,0.0016816731,0.0013673926,0.0017902033,0.0012130948
0.0014239836,0.0016716457,0.0017360713,0.00065155036,0.0016254768,0.0013640843,0.001789756,0.0012114716
0.001423471,0.0016583316,0.0017231625,0.00065058575,0.0016186981,0.0013597488,0.0017895136,0.0012084979
0.0014233517,0.0016499645,0.0017187165,0.00063543284,0.0016047294,0.0013591045,0.0017892995,0.0012047638
0.0014225211,0.0016492227,0.0017170045,0.0006038624,0.0016022461,0.0013588725,0.0017823126,0.0011970961
0.0014222158,0.001646066,0.0017076116,0.00059598713,0.0015974628,0.0013579862,0.0017788927,0.0011899122
0.001419969,0.0016407741,0.0017019798,0.0005956774,0.0015960085,0.0013510637,0.0017784516,0.0011737187
0.0014042719,0.0016386646,0.0017016081,0.0005903084,0.0015850312,0.0013487787,0.0017779387,0.0011590399
0.0014042412,0.0016379147,0.0017010565,0.0005902932,0.0015756208,0.0013448688,0.0017662667,0.0011586106
0.0014038763,0.0015970309,0.001698965,0.000571612,0.00157214,0.0013339081,0.0017644593,0.0011413536
0.0013857156,0.0015947358,0.0016942548,0.00057128613,0.0015593182,0.0013336982,0.0017526292,0.0011356262
0.0013832286,0.0015897955,0.001690209,0.00057011243,0.0015561583,0.0013334655,0.0017522207,0.0011350319
0.001373813,0.0015798857,0.0016889779,0.0005658951,0.0015551731,0.0013293984,0.0017495055,0.0011230881
0.0013721659,0.0015790957,0.0016878444,0.0005580515,0.0015337748,0.0013205508,0.0017360556,0.0011175073
0.0013718315,0.0015745701,0.0016844128,0.0005505733,0.0015200664,0.0013151454,0.0016977713,0.0011050431
0.0013715104,0.001567748,0.0016429395,0.0005486779,0.0015135036,0.001314388,0.0016934867,0.0011044921
0.0013714987,0.0015558467,0.001635266,0.00054486824,0.0015095451,0.0013128095,0.0016891713,0.0011000172
0.0013647127,0.0015551576,0.0016339315,0.0005446771,0.0015092314,0.0013116419,0.0016798786,0.001099874
0.0013636245,0.0015498807,0.0016322512,0.0005446293,0.0014970296,0.0013078535,0.0016740388,0.001098571
0.0013619779,0.0015471671,0.0016297251,0.00053111167,0.0014965427,0.0013067577,0.0016665973,0.0010972737
0.0013594136,0.0015343337,0.0016281125,0.0005297961,0.0014959064,0.0013024291,0.0016510214,0.001093062
0.001356188,0.0015332709,0.0016242432,0.0005173115,0.00149066,0.0013015562,0.0016386434,0.001073049
0.0013556869,0.0015288022,0.0016236902,0.00051675277,0.0014863204,0.0013005253,0.0016332375,0.001065542
0.0013548888,0.0015217025,0.0016131424,0.00051545096,0.001471893,0.0012940313,0.0016317165,0.0010629807
0.0013535528,0.0015210257,0.0015833225,0.00049929117,0.0014520284,0.0012907393,0.0016291137,0.0010563126
0.0013498223,0.001518976,0.0015808255,0.00049866753,0.0014339667,0.0012891596,0.0016264303,0.0010538978
0.0013425711,0.0015169283,0.001569086,0.0004968118,0.0014314526,0.0012857157,0.0016221195,0.0010443169
0.0013410528,0.0015052382,0.0015688646,0.0004856189,0.0014077623,0.0012803552,0.001604868,0.0010356077
0.0013391875,0.0014917813,0.0015622801,0.00048516988,0.0014065866,0.0012745963,0.0015914192,0.0010325233
0.0013370061,0.0014816374,0.0015522926,0.00047841689,0.0014058357,0.0012709524,0.0015725584,0.0010298648
0.001336906,0.0014610859,0.0015505424,0.00046532,0.0013815319,0.0012594633,0.0015653406,0.0010279027
0.0013232006,0.0014604366,0.0015454624,0.000463648,0.0013726868,0.0012568139,0.0015602693,0.0010262538
0.0013219273,0.0014541943,0.0015304404,0.0004630066,0.0013725559,0.0012546524,0.0015474166,0.0010166368
0.0013212411,0.0014474065,0.00152738,0.0004594175,0.0013684048,0.001248853,0.001546875,0.0010084853
0.0013208846,0.0014425908,0.0015251166,0.00045855675,0.001362832,0.0012455988,0.0015424005,0.0010046728
0.0013204381,0.0014232723,0.0015148653,0.00045197218,0.0013469058,0.001243262,0.0015220959,0.001002428
0.0013123244,0.0014154153,0.0015058356,0.00045135512,0.0013371329,0.0012427901,0.001520418,0.0010009578
0.00130978,0.001413299,0.001504469,0.00044802422,0.001329685,0.0012416528,0.0015194084,0.0009999693
0.0013094372,0.0014109059,0.0015008993,0.00044495313,0.0013216354,0.0012413806,0.0015193346,0.0009981577
0.0013049567,0.0014070488,0.0014892702,0.00043271985,0.0013208014,0.0012407165,0.0015190346,0.0009880187
0.0013033679,0.0014049866,0.0014601533,0.00043044664,0.0013027944,0.0012399808,0.0015109206,0.0009785085
0.001294699,0.00140271,0.0014490114,0.00041662468,0.0013023695,0.001239956,0.0015001331,0.0009782029
0.0012851616,0.0013997066,0.0014389312,0.0004118125,0.0013001891,0.001235295,0.0014917372,0.0009737177
0.0012821152,0.0013968509,0.0014363194,0.0004083674,0.0012969222,0.0012338633,0.0014855581,0.00096883305
0.0012807379,0.0013773137,0.0014362304,0.0004053493,0.001296503,0.0012333422,0.001481304,0.0009630952
0.0012806329,0.0013724387,0.001418361,0.00040506234,0.0012910088,0.0012330305,0.0014806275,0.0009566412
0.0012780969,0.0013698079,0.0014143735,0.00040399833,0.0012903183,0.0012262069,0.0014756506,0.0009532257
0.0012768988,0.0013654281,0.0014076281,0.00039698064,0.0012880831,0.0012239228,0.0014750822,0.0009520641
0.0012748984,0.0013645364,0.0014011282,0.0003951361,0.0012878767,0.0012228716,0.0014741977,0.000949719
0.0012725757,0.0013578224,0.001394152,0.00039411976,0.0012862284,0.0012148637,0.0014710475,0.0009469579
0.0012693794,0.0013314501,0.0013916891,0.00039261673,0.0012847853,0.0012116542,0.0014650275,0.00094444747
0.0012670446,0.0013303033,0.0013901703,0.0003822813,0.001271932,0.0012035901,0.001447931,0.0009418189
0.0012635248,0.0013287545,0.0013878058,0.00037840926,0.001271584,0.001200937,0.0014314642,0.0009395649
0.0012623679,0.0013266818,0.0013806086,0.00037716195,0.0012700229,0.0011898685,0.0014265206,0.0009347922
0.001261208,0.001326158,0.0013697732,0.00037195292,0.0012696767,0.0011880894,0.0014260698,0.0009329459
0.001260097,0.001323378,0.0013694062,0.00037189756,0.0012662921,0.001186123,0.0014244325,0.00093142083
0.0012583048,0.0013077138,0.0013586443,0.00036486966,0.0012652286,0.0011849415,0.001420422,0.0009307443
0.0012570705,0.0013028969,0.0013534625,0.00036416572,0.0012639405,0.0011832962,0.0014195485,0.00093069236
0.001254927,0.001302179,0.0013524947,0.00036362608,0.0012582208,0.0011817073,0.0014188718,0.00093017763
