,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
DPM1,6.935448e-11,1.5458237e-10,1.11344066e-10,3.6165643e-11,1.3792653e-10,6.0718965e-11,1.5955234e-10,0.00078415213
SCYL3,5.5828036e-06,3.926983e-09,2.6269e-05,1.9516082e-07,3.0534124e-09,8.497673e-06,4.213697e-09,8.50883e-10
C1orf112,2.9954368e-05,4.378513e-08,3.05203e-05,1.8503721e-06,2.3714199e-08,2.1376514e-05,4.6153875e-08,3.4163676e-09
FGR,0.00014991475,2.3343003e-10,1.422535e-10,5.7986532e-11,2.0504674e-10,6.709897e-11,2.4162347e-10,1.3703393e-10
CFH,6.6670336e-11,1.5239175e-10,1.0749149e-10,3.5316347e-11,1.3620684e-10,5.6892747e-11,1.5703468e-10,0.000930128
GCLC,5.709016e-05,2.1599706e-06,0.00013331977,7.394751e-06,1.11092646e-07,1.8581804e-05,1.3834501e-05,1.2302711e-09
STPG1,5.3659555e-08,4.201601e-06,1.7698665e-05,3.578206e-07,2.8028444e-06,3.3955956e-05,2.918775e-06,1.784063e-08
NIPAL3,5.384844e-05,2.3817687e-08,3.6258996e-05,5.9448535e-06,1.4802481e-08,4.9167415e-05,2.077582e-08,2.0369113e-09
LAS1L,2.3302717e-05,2.5720199e-06,4.229905e-06,4.4117137e-06,2.0502193e-06,9.040611e-06,1.9320094e-06,4.53546e-06
SEMA3F,1.645999e-09,2.222653e-09,3.6063343e-06,2.0690342e-10,1.6554413e-09,1.8953888e-10,2.9472842e-09,2.6515207e-05
CFTR,8.542665e-11,2.3202779e-10,1.5195145e-10,5.0683655e-11,2.0838146e-10,0.012069482,2.3853033e-10,1.1279976e-10
ANKIB1,0.0001915463,1.5287394e-09,0.0015036672,7.501901e-10,1.3090824e-09,2.1748563e-05,1.5748078e-09,7.72626e-10
RAD52,6.9954534e-05,4.954736e-07,2.3332046e-05,3.4349255e-06,4.5639055e-08,8.971904e-05,1.3038233e-07,1.9835727e-05
LAP3,6.7572115e-11,1.4680523e-10,1.0159053e-10,3.453485e-11,1.3102808e-10,0.0004090817,1.5148671e-10,7.86267e-11
HS3ST1,4.9325705e-10,2.5477545e-09,0.00043299003,6.6919442e-06,2.818795e-09,1.1496553e-10,2.5983165e-09,1.5732736e-09
AOC1,4.490394e-10,1.1648706e-09,2.133688e-05,4.82932e-10,1.0596339e-09,2.119183e-10,1.2459371e-09,3.93255e-10
LASP1,7.353718e-07,3.4820732e-10,2.398616e-10,1.1405389e-10,3.0238007e-10,0.0006245847,3.616594e-10,1.8565248e-10
SNX11,2.6233525e-05,1.0768485e-09,1.471765e-09,2.9069767e-08,8.5307994e-10,4.8422055e-10,1.1577405e-09,3.7630085e-10
M6PR,7.168225e-11,0.0017920943,1.0770822e-10,3.6440326e-11,1.3756003e-10,5.921893e-11,1.588191e-10,8.183091e-11
KLHL13,4.3111686e-06,5.7881536e-08,3.944572e-09,4.8752904e-06,8.2009e-08,2.6245913e-05,3.535954e-08,2.1815411e-05
ICA1,2.544535e-05,9.624311e-10,0.00022221309,2.9858832e-10,7.879158e-10,0.00050522556,1.0517749e-09,6.9266604e-10
DBNDD1,3.6288172e-10,1.2075714e-09,4.3964715e-08,3.171395e-10,1.0426786e-09,1.0788561e-05,1.2089726e-09,3.2772254e-10
ALS2,1.800059e-05,8.014389e-06,9.1216854e-05,1.0860985e-06,9.87893e-06,9.968586e-05,5.6543145e-06,2.3773313e-05
CASP10,2.4421177e-05,1.085957e-09,0.00044804794,3.224374e-10,9.030811e-10,4.6089343e-10,1.119931e-09,7.4040435e-10
CFLAR,2.761238e-10,4.0031967e-10,2.9400343e-10,0.0007208756,3.489626e-10,4.9702514e-10,4.1621182e-10,1.9960009e-10
NDUFAF7,2.5360945e-05,2.1007052e-08,1.7629227e-05,2.9079697e-06,9.960707e-09,8.002589e-06,3.9707068e-08,1.2650993e-07
RBM5,2.2051277e-10,2.9083214e-10,0.0013355578,7.56932e-11,2.5514196e-10,1.3634487e-10,3.0014202e-10,1.547352e-10
SLC7A2,3.7395975e-10,2.621584e-09,5.489335e-10,9.548306e-06,2.1579623e-09,2.1108639e-05,2.8128548e-09,6.0926228e-05
SARM1,1.1145994e-05,7.049659e-09,2.8186527e-05,1.677106e-06,4.999491e-09,2.6990305e-05,7.69927e-09,1.5201647e-09
POLDIP2,2.8108841e-05,8.29269e-06,2.5148303e-05,5.8488476e-06,1.4661784e-05,3.7072477e-05,9.253811e-06,2.0117643e-05
AK2,6.0864716e-11,1.3859795e-10,9.635879e-11,3.2209548e-11,0.001102408,5.307672e-11,1.4260912e-10,7.378016e-11
CD38,8.503213e-05,3.3173428e-10,1.8962314e-10,1.4644054e-10,2.8159508e-10,8.01067e-11,3.4270886e-10,1.641546e-10
RBM6,0.0006744826,1.0400707e-09,9.202695e-10,3.1441535e-10,0.0043908176,0.00023681748,1.1077558e-09,5.286962e-10
CAMKK1,3.668046e-05,2.6362657e-09,3.1198537e-09,4.193354e-10,1.8375934e-09,2.826886e-10,2.8199725e-09,5.206016e-05
RECQL,1.7504768e-05,9.071551e-07,3.6915776e-06,4.8709103e-07,5.82829e-08,7.641518e-07,2.146451e-06,8.656568e-06
VPS50,8.132811e-05,1.584734e-08,9.562444e-05,5.9308945e-06,8.641229e-09,8.055288e-05,1.6558811e-08,1.9981006e-09
NDUFAB1,6.432373e-11,0.0027299253,1.0153436e-10,3.384312e-11,1.2980225e-10,5.6742434e-11,1.4986697e-10,7.7303546e-11
SLC25A13,0.0001056159,2.1944089e-09,0.0011401449,2.122558e-09,1.881002e-09,1.5577921e-08,2.2418594e-09,1.907823e-09
ST7,6.4162764e-06,6.031314e-07,9.55224e-06,7.028252e-07,1.9582856e-06,1.568263e-05,1.9932238e-06,1.499906e-05
CDC27,2.5501613e-05,0.0015704355,5.2578286e-10,1.6779408e-10,5.4031074e-10,2.4699134e-10,6.724186e-10,4.1853238e-10
DVL2,4.4736175e-06,1.7048126e-07,3.7066428e-07,7.6212496e-07,4.406842e-07,5.32974e-06,1.68312e-07,6.6966073e-09
PRSS22,6.42992e-11,1.4943626e-10,0.00064109854,3.4514305e-11,1.3451296e-10,6.017317e-11,1.5497857e-10,7.891246e-11
UPF1,3.7070073e-05,9.208416e-07,1.7470836e-06,2.4731144e-06,1.14912545e-07,2.5267253e-05,2.1573933e-06,6.4356414e-06
SKAP2,1.493765e-05,0.0021064952,5.2260946e-10,1.9026403e-10,4.68373e-10,9.9380955e-11,5.678566e-10,3.7951203e-10
MCUB,0.00072659814,2.9247318e-10,1.912701e-10,8.658643e-11,2.6099928e-10,7.903628e-11,3.0429922e-10,1.7709037e-10
DHX33,1.13013775e-05,8.9044384e-08,1.17147265e-05,3.0310784e-07,5.4040715e-08,1.0956858e-05,3.3410668e-06,9.649689e-06
MEOX1,1.601576e-06,1.4991051e-09,1.0756517e-09,2.7620067e-10,1.199379e-09,1.8933005e-10,1.8234148e-09,2.2400152e-05
THSD7A,7.9432116e-10,3.1864642e-09,1.702709e-08,2.1203556e-10,2.1652844e-09,2.8197981e-05,3.5041547e-09,0.0003208314
LIG3,1.7585133e-05,1.2594842e-06,1.5057579e-05,3.018736e-06,1.814806e-06,9.248068e-06,3.0573624e-06,4.965162e-07
RPAP3,0.00029644562,8.0726253e-10,6.8712885e-10,2.1757697e-10,7.259493e-10,3.7477937e-05,8.270606e-10,3.5993003e-10
ACSM3,6.771378e-11,1.5371358e-10,1.0663322e-10,3.612118e-11,1.3726073e-10,0.0003526518,1.5843395e-10,8.11314e-11
CIAPIN1,1.6551068e-05,8.9691827e-07,2.1809732e-05,2.5250376e-06,2.800923e-06,2.6028529e-05,1.1136765e-06,6.48333e-07
FAM214B,7.0773153e-06,8.472623e-09,7.130967e-06,9.2778096e-10,6.4982917e-09,3.0901223e-10,1.0289741e-08,4.0110813e-06
COPZ2,4.9074117e-10,1.5729376e-09,5.949214e-10,2.58383e-10,1.5065635e-09,1.9608036e-05,1.5277513e-09,1.5045792e-09
PRKAR2B,7.167787e-11,1.566192e-10,1.0684841e-10,3.6705965e-11,1.3976494e-10,0.00028988603,1.617234e-10,8.2960694e-11
CREBBP,0.00048356445,5.1135816e-09,4.374545e-09,2.7212656e-05,4.104038e-09,0.0008416207,5.6248006e-09,3.45368e-05
TSPOAP1,1.5148231e-07,8.412939e-10,4.1859943e-10,3.372007e-10,7.3664613e-10,9.0231384e-05,8.586629e-10,3.3059416e-10
GCFC2,3.7478403e-05,1.927447e-08,3.74366e-09,7.1173176e-06,3.69664e-08,5.901204e-05,1.5038541e-08,5.6501635e-06
WDR54,1.4983291e-05,6.75735e-08,4.877918e-06,8.0159515e-07,4.0326614e-07,7.752448e-06,4.707127e-08,1.1577512e-06
CROT,1.5770578e-05,1.7595004e-06,2.0697282e-05,2.9360226e-06,9.961402e-07,1.3661399e-05,3.2523033e-07,9.783704e-07
ABCB4,1.0438698e-05,4.8456145e-10,3.0713895e-10,3.1128738e-10,4.0420656e-10,1.1997421e-10,5.052577e-10,3.1591213e-10
KMT2E,3.390341e-05,6.173073e-10,6.225739e-10,0.0015418784,5.1964744e-10,6.084803e-10,6.619458e-10,3.2829997e-10
RHBDD2,7.011635e-11,1.5226972e-10,1.0750133e-10,3.5605966e-11,1.3578896e-10,5.8974554e-11,1.570892e-10,0.00048767604
IBTK,5.8951457e-05,1.7768254e-09,0.00019422255,1.0148369e-05,1.5107243e-09,0.00033878084,1.9479875e-09,1.03106e-09
ZNF195,6.1893556e-06,8.350153e-08,1.35782175e-05,1.8249625e-06,4.892566e-08,2.507043e-05,1.9391817e-07,4.576796e-09
MYCBP2,0.0004373203,5.682965e-10,0.001225468,2.336425e-10,4.844349e-10,1.8673174e-10,5.9033556e-10,3.748617e-10
ITGAL,0.000119050696,3.623457e-10,2.1864113e-10,1.6233594e-10,3.064479e-10,1.0415512e-10,3.7792e-10,1.727856e-10
ITGA3,1.0620048e-10,3.0844047e-10,5.776369e-10,7.326355e-11,2.816375e-10,0.0005584045,3.25241e-10,1.5211675e-10
ZFX,0.0006306322,9.661851e-10,5.240298e-10,2.4130106e-10,8.679796e-10,0.00019614874,9.681609e-10,4.735651e-10
LAMP2,7.8023754e-11,1.7349595e-10,1.2305239e-10,4.0238635e-11,1.5496586e-10,7.564399e-11,1.7897839e-10,0.0013601703
GDE1,4.5078827e-10,2.2380866e-09,0.00011708221,2.6172273e-09,2.2911395e-09,3.9611642e-10,2.3074318e-09,5.264773e-10
CRLF1,1.0903253e-06,1.136823e-06,3.1858067e-06,2.7329847e-07,1.5935666e-06,1.3607989e-06,1.4230264e-06,1.426256e-06
OSBPL7,1.9012401e-06,4.0968895e-09,4.7882422e-05,4.738981e-08,2.9021334e-09,5.914948e-08,5.266433e-09,6.322562e-10
MAP3K14,7.323304e-05,1.3515339e-09,9.979301e-10,5.7860394e-10,1.1411313e-09,0.00035419755,1.4319028e-09,5.5560756e-10
ABCC8,1.5719441e-10,3.7143405e-10,2.8395417e-10,9.6168386e-11,3.2945607e-10,0.00015633226,3.829477e-10,1.8342064e-10
AP2B1,1.2947908e-10,2.2155579e-10,0.002127992,5.5474958e-11,1.9637743e-10,8.568318e-11,2.294475e-10,1.1930243e-10
ZNF263,9.300246e-05,7.3716095e-09,1.4832234e-09,1.9114266e-06,5.68991e-09,5.496903e-05,6.5711303e-09,2.5809799e-05
CX3CL1,4.0136558e-10,8.343128e-09,2.1617934e-09,2.094254e-10,1.0970539e-08,9.942718e-06,6.9092336e-09,3.1720687e-05
MAP3K9,6.5708773e-06,2.0938078e-09,8.706821e-05,3.1768488e-07,1.8116973e-09,9.098844e-05,2.352843e-09,4.1017506e-10
RALA,3.1411404e-05,8.5616897e-10,2.4019318e-09,0.00033339942,7.122355e-10,1.967461e-05,9.2629926e-10,3.783361e-10
BAIAP2L1,1.3742418e-10,4.6072998e-10,0.0016718099,1.01257794e-10,4.1698178e-10,2.0821064e-10,4.886648e-10,2.1272542e-10
KDM7A,4.438175e-05,7.4612455e-10,0.00054996635,3.5269512e-10,6.4010447e-10,2.2053466e-10,7.9568135e-10,3.8743517e-10
ETV1,4.55474e-06,8.2287395e-09,3.227462e-05,1.2921992e-06,1.2482427e-08,1.5306565e-05,7.543112e-09,8.889692e-06
AGK,9.127281e-05,4.4789193e-08,9.116002e-06,7.1246386e-06,2.0056275e-08,5.2701267e-05,8.1670585e-08,2.5063498e-05
ALDH3B1,2.9364662e-07,4.51408e-09,1.1220149e-05,2.4983715e-09,3.566888e-09,3.1507154e-06,4.5314708e-09,5.657237e-10
TTC22,8.970568e-07,2.5778604e-09,1.193241e-05,5.5465597e-09,2.2369728e-09,9.63645e-07,2.6189901e-09,3.8778636e-10
PHTF2,0.0006352362,8.5113133e-10,4.5783474e-10,3.25706e-10,7.3783857e-10,2.2102055e-05,8.66438e-10,3.96511e-10
CCL26,3.1436743e-06,2.0358995e-07,5.1311954e-06,4.889583e-07,1.6816279e-07,1.4135759e-06,6.7658146e-07,1.7122924e-06
FARP2,6.9445455e-10,9.2538455e-10,0.00019743205,2.3849847e-10,0.0012698916,0.000116942276,1.0054365e-09,3.5412348e-10
USH1C,7.621881e-11,1.9027237e-10,0.0005060511,4.3806448e-11,1.7101119e-10,7.716389e-11,1.9710691e-10,9.684891e-11
DBF4,3.4519508e-05,3.409025e-09,1.174325e-05,2.2359438e-06,2.8697782e-09,2.5034455e-10,4.087632e-09,2.65562e-09
TBXA2R,9.699867e-07,2.004181e-09,5.183042e-10,1.8769226e-10,1.466732e-09,2.440961e-10,1.8740907e-09,1.0529021e-05
IFRD1,4.9358954e-05,7.948533e-06,3.354679e-05,1.192993e-05,4.866947e-06,7.2394096e-06,2.838807e-05,1.9949686e-05
COX10,7.292395e-05,7.257683e-09,2.502029e-07,4.9760197e-06,5.6624865e-09,5.49521e-05,7.779113e-09,2.3030393e-09
GTF2IRD1,3.432839e-10,1.958729e-09,0.0009049315,4.0386133e-10,1.8523556e-09,0.00014656338,2.165177e-09,7.1196654e-10
VPS41,7.582518e-06,5.152673e-10,4.4359127e-10,2.0265402e-10,4.41979e-10,0.00046937022,5.3981114e-10,2.5131816e-10
ARHGAP44,6.761921e-10,1.088965e-08,9.836132e-05,3.6161598e-06,4.4122228e-08,0.00015299246,9.278204e-09,7.225632e-05
ELAC2,9.591739e-06,1.1246882e-08,3.046317e-08,5.858357e-07,7.1238397e-09,1.898231e-06,1.3209114e-08,2.7425693e-07
SCIN,2.1086324e-09,1.6781048e-09,5.328711e-05,6.088609e-07,1.4636272e-09,2.1209136e-10,1.8663497e-09,6.9472084e-10
ARSD,0.0003569735,2.3209593e-10,1.6276037e-10,5.5276176e-11,2.0792093e-10,1.286517e-10,2.3846483e-10,1.1634468e-10
ADIPOR2,4.355112e-10,5.047867e-10,3.9736348e-10,1.14988775e-10,4.332824e-10,1.6033087e-10,0.0018337731,3.572401e-10
MARK4,3.690453e-05,4.868425e-09,1.7671562e-05,2.1137263e-09,3.9698946e-09,0.0001778812,5.7231286e-09,5.5260084e-06
PROM1,1.01214544e-10,2.6931407e-10,2.594665e-10,5.8155113e-11,0.0015594639,2.484442e-10,2.8030897e-10,1.2596281e-10
CCDC124,6.061541e-11,1.3827528e-10,0.0010744719,3.2148294e-11,1.2347443e-10,5.2892895e-11,1.4235312e-10,7.366893e-11
CEACAM21,2.5364887e-05,2.495289e-10,1.4944196e-10,1.06138515e-10,2.1331413e-10,6.9461575e-11,2.5940963e-10,1.24767e-10
PAFAH1B1,7.0500704e-05,5.967853e-10,4.4783766e-10,1.558037e-10,0.0032815028,1.927626e-09,6.329258e-10,2.9653097e-10
DNAH9,4.6795067e-06,3.0241833e-09,1.798782e-09,2.1573983e-09,2.4495348e-09,5.4032964e-05,3.165722e-09,1.2476327e-09
KIAA0100,2.4792935e-05,2.0225207e-06,4.8407408e-05,1.0940512e-06,1.7568284e-07,8.811609e-06,4.8418556e-06,8.639812e-09
GAS7,0.00033184636,3.634922e-09,5.004125e-10,1.1629149e-09,4.847947e-09,2.2935446e-05,3.5666632e-09,0.00022699467
MATK,8.327616e-06,9.596761e-10,6.110588e-10,4.1989967e-10,8.1162244e-10,3.1737674e-10,1.0063824e-09,4.6144055e-10
ST7L,0.00010316645,2.4039164e-09,1.2953645e-09,4.930202e-09,2.0329678e-09,0.00029115024,2.4329723e-09,3.5659526e-05
LUC7L,3.5314207e-10,3.5611689e-10,2.654322e-10,9.238797e-11,3.104774e-10,1.5513e-10,0.0013432461,1.9246459e-10
CACNA2D2,8.070779e-06,6.9784076e-09,1.3808719e-07,8.113141e-07,4.922094e-09,3.6874574e-06,1.1496609e-08,5.1004656e-07
PIGQ,4.5611232e-05,2.284753e-07,2.3524223e-08,3.508042e-06,2.5904228e-06,5.5657634e-05,2.4754954e-08,7.0279e-06
TEAD3,2.8816627e-10,1.0880411e-08,7.76629e-05,9.658756e-10,7.813468e-06,1.756698e-05,1.2901821e-08,1.9031097e-05
DNAJC11,4.655841e-05,1.8455556e-06,5.673417e-05,6.1970104e-06,1.0760021e-06,4.725769e-05,1.9032466e-06,4.3424384e-06
MYLIP,3.200136e-10,0.0013720148,3.181932e-10,1.3836472e-10,4.8496557e-10,9.5496944e-05,5.6515637e-10,2.7529973e-10
NOX1,3.7996256e-06,3.4180752e-09,7.5658827e-06,9.1548804e-07,2.6712565e-09,1.8168173e-05,3.845604e-09,9.195115e-10
PSMB1,6.194407e-11,1.3989776e-10,0.0036689208,3.2636126e-11,1.2490964e-10,5.340279e-11,1.4412842e-10,7.459051e-11
JARID2,0.0012052603,3.253895e-09,8.4299656e-10,6.826724e-06,2.602557e-09,8.27267e-05,3.5601182e-09,3.4520922e-09
CDKL5,1.9478504e-05,7.703351e-06,7.071915e-05,1.4756512e-05,1.8481986e-05,0.00035492654,6.874694e-07,4.998524e-05
NADK,3.454757e-05,2.4986946e-06,6.20082e-05,4.853718e-06,2.4647395e-06,1.2165945e-09,2.929964e-06,1.0034911e-05
CYTH3,0.00047318937,1.5947028e-09,7.221694e-10,3.7540765e-10,1.64264e-09,3.4562805e-10,1.5978753e-09,0.00019419476
ADAM22,2.536259e-05,1.1769176e-08,1.1585684e-06,1.1494855e-06,1.3412113e-08,1.4075378e-05,1.14292025e-08,3.1773823e-05
SYPL1,1.9233366e-09,0.0005400682,0.0012272715,0.0014499465,0.0015481598,0.0052956147,1.7780681e-07,0.00040835785
CYB561,5.0811355e-10,9.32422e-06,6.253788e-05,4.886641e-09,2.205024e-05,2.0382737e-05,6.0381717e-06,2.5138386e-06
SPAG9,7.3264615e-05,0.0037785228,2.4866051e-09,3.026034e-10,1.0424938e-09,2.5404806e-05,1.411837e-09,7.1153483e-10
AASS,2.8167364e-09,4.7532158e-06,6.4124857e-09,1.43860725e-05,1.5318751e-06,5.472497e-05,2.4650744e-05,0.00022644462
PLEKHG6,1.8025659e-10,1.1846599e-09,0.00012239478,2.0408614e-10,1.1796364e-09,3.8063805e-05,1.2749607e-09,3.631123e-10
MPND,3.8285393e-06,2.0348631e-07,2.6863895e-06,3.2477687e-09,2.0152743e-07,2.4117803e-06,6.8983894e-07,1.6909472e-07
MGST1,6.6919144e-11,1.56572e-10,0.0017949062,3.663616e-11,1.402935e-10,5.748712e-11,1.6168424e-10,8.2815726e-11
CRY1,7.3402174e-05,2.7946458e-09,1.2158314e-09,1.6416564e-09,2.66784e-09,0.0003758103,3.9413233e-09,0.00010154821
NFIX,1.2927105e-10,3.7991757e-10,3.35092e-10,7.856539e-11,3.408308e-10,2.7514112e-05,3.947791e-10,0.000581179
ST3GAL1,9.117902e-05,6.4440664e-10,5.1403537e-10,1.6413676e-10,5.47314e-10,8.704548e-10,0.0020809297,3.019991e-10
PKD1,1.6024536e-05,4.211879e-06,1.938272e-05,1.1792174e-06,3.1054851e-06,4.1739742e-05,3.6206388e-06,1.6748962e-05
MED24,3.13343e-05,1.35989975e-08,7.625837e-05,2.240734e-06,1.0666424e-08,3.322721e-05,1.5062367e-08,4.2807224e-09
HEATR5B,0.00044417492,3.874982e-09,9.008199e-06,1.3051551e-06,3.2702023e-09,9.040193e-05,4.007133e-09,1.8659119e-09
SEC62,6.864329e-11,1.5054741e-10,1.05379844e-10,3.5349505e-11,1.3421157e-10,5.890149e-11,1.5507674e-10,0.004382505
RPS20,5.9937555e-11,1.3674673e-10,9.501011e-11,3.177109e-11,1.2221175e-10,5.235001e-11,1.4083561e-10,0.02181961
CSDE1,7.330534e-11,0.0030670026,1.1270191e-10,3.771011e-11,1.4283043e-10,6.22817e-11,1.6509724e-10,8.499774e-11
UBE3C,0.00045649073,2.3588733e-09,0.00016840329,2.3437622e-05,2.0399011e-09,0.00091967225,2.5818312e-09,2.0229611e-09
REV3L,0.0008177258,1.4958119e-09,6.2908173e-10,4.0286732e-10,1.375525e-09,0.00037383253,1.5111163e-09,2.7166005e-09
IYD,1.4558363e-10,5.1107024e-10,2.3850886e-05,1.2455562e-10,4.6428772e-10,1.0746299e-10,5.3775584e-10,2.1043083e-10
FAM76A,2.8363254e-05,9.8764895e-06,2.6949201e-05,5.129855e-06,1.1120301e-05,1.6295182e-05,1.100331e-05,1.356917e-05
TRAF3IP3,0.0001387035,1.7168084e-10,1.1388412e-10,4.662354e-11,1.5153757e-10,5.8540284e-11,1.7794226e-10,8.929767e-11
POMT2,3.6040904e-09,3.4549894e-06,1.0063519e-05,1.2729118e-06,4.7521507e-06,9.041025e-06,2.3111836e-06,3.947483e-06
VTA1,9.2046146e-05,8.316008e-09,4.0512645e-05,5.7447646e-06,5.6043357e-09,6.926605e-05,9.866148e-09,3.3376222e-09
MLXIPL,2.1888481e-10,8.9941116e-10,1.8999324e-05,1.9941629e-10,8.200032e-10,5.4697994e-05,9.735848e-10,2.9380445e-10
BAZ1B,0.0001825095,2.5623061e-09,3.6516272e-09,1.3209941e-05,2.2018634e-09,0.0002899748,2.7076255e-09,2.796363e-09
RANBP9,0.0010295436,4.985151e-09,2.5650688e-09,8.680592e-06,5.6144356e-09,0.00023317288,4.920977e-09,2.9061026e-05
ETV7,1.6775715e-06,7.133915e-09,7.661998e-06,1.1765304e-06,1.1349262e-08,2.8661662e-10,1.1383363e-08,3.6545523e-06
SPRTN,1.4576127e-05,2.1567885e-06,1.233802e-05,1.0209598e-06,2.6712476e-06,1.0267368e-05,2.6226633e-06,2.6235814e-06
ZNF207,3.234698e-10,3.1324093e-10,2.7026037e-10,8.3384584e-11,2.7286623e-10,1.350724e-10,3.2816852e-10,0.0014298521
UQCRC1,6.611315e-11,1.491885e-10,1.04490396e-10,3.465084e-11,1.3313564e-10,5.93971e-11,1.5369804e-10,0.001091358
STARD3NL,1.09550334e-10,2.1074333e-10,1.4804866e-10,5.0622406e-11,1.8738608e-10,8.568809e-11,0.0010812932,1.13465876e-10
CD9,6.8414815e-11,1.5681768e-10,1.11097145e-10,0.0014965113,1.4013865e-10,5.974968e-11,1.618845e-10,8.532716e-11
NCAPD2,3.9500985e-05,1.7163592e-07,4.9318114e-05,5.7489024e-06,1.7276205e-08,1.99632e-05,4.3619272e-07,2.0208286e-09
IFFO1,2.7199956e-06,1.3015928e-06,9.9004986e-08,3.2203351e-07,1.455377e-06,2.0070472e-06,7.5784516e-07,1.9114793e-06
GIPR,2.6644318e-06,1.6374879e-09,5.9268827e-05,5.369288e-10,1.359147e-09,4.425711e-05,1.7575691e-09,3.608539e-10
PHF7,9.742611e-06,3.9790207e-06,4.7081103e-06,3.582623e-06,2.7216015e-06,1.028187e-05,9.94813e-07,3.415664e-07
NISCH,1.01468535e-10,1.996233e-10,0.00053950143,4.830838e-11,1.7789474e-10,8.72464e-11,2.0600874e-10,1.06992595e-10
STAB1,1.9874413e-05,9.10145e-10,3.020429e-10,2.4747895e-10,7.100611e-10,1.0712532e-10,9.424526e-10,1.5337534e-06
FUZ,6.2034082e-06,2.5073092e-08,7.0139204e-06,3.1246136e-06,3.0178175e-08,3.723149e-05,1.1289005e-08,2.0711635e-09
PRSS3,6.363511e-11,1.4638414e-10,1.0891862e-10,3.3959384e-11,1.3059145e-10,5.5196424e-11,1.513475e-10,0.0015165393
ZNF200,3.1553102e-06,3.153648e-07,1.8279237e-06,2.4241274e-07,2.5923628e-08,3.816404e-06,4.3909426e-07,6.666544e-09
CD4,0.00016856735,1.8143731e-10,1.2082643e-10,4.5812014e-11,1.6155692e-10,6.3399355e-11,1.8751908e-10,9.9102136e-11
LRRC23,1.1840468e-05,3.7528453e-06,4.1398926e-05,5.175001e-06,4.730222e-06,3.0500774e-05,3.960247e-06,1.0132571e-08
BTK,8.7715825e-06,2.4420939e-09,6.1212413e-09,1.0818053e-06,1.8729578e-09,6.4559543e-07,2.6845466e-09,6.002339e-10
HFE,7.071135e-10,8.352049e-06,6.731312e-05,2.655444e-06,2.2098788e-05,1.8662664e-05,8.207677e-06,2.884997e-09
SCMH1,9.943416e-05,5.015996e-09,0.00024824223,3.371276e-05,4.952596e-09,0.0010568901,5.7189604e-09,5.6710685e-09
FYN,0.0017641202,3.5105752e-10,1.9260266e-10,1.0051235e-10,3.0616393e-10,1.0330516e-10,3.6182082e-10,2.2928127e-10
HIVEP2,0.00024203426,1.745096e-09,8.576841e-10,3.000191e-09,1.5272384e-09,0.00046284968,1.9973727e-09,2.6641688e-05
FMO1,5.59993e-10,2.5590084e-06,4.177159e-09,1.0012681e-06,6.4513233e-06,2.57234e-05,9.476363e-07,1.02536205e-05
CLCN6,5.780318e-05,9.322237e-06,7.50993e-05,8.701461e-06,1.2241807e-05,3.39648e-05,9.802761e-06,2.4247935e-05
MRC2,1.2520525e-05,1.7687543e-09,4.2093973e-10,1.0342153e-09,2.0015374e-09,1.3182395e-10,1.7726416e-09,9.349549e-05
TSPAN9,4.224324e-05,4.4496002e-09,1.6394629e-09,2.0876665e-09,3.5253724e-09,9.512265e-05,4.717092e-09,0.00047779857
BTBD7,1.6014238e-09,8.3726e-10,1.1928906e-09,1.9655917e-10,0.0017894726,0.00011320735,9.045033e-10,3.8324147e-10
MKS1,7.509016e-06,2.8698755e-06,2.5664247e-05,1.5783751e-06,4.7383483e-06,1.8525148e-05,9.604119e-07,3.2036603e-06
ABHD5,4.453396e-05,1.3743634e-05,1.42648105e-05,5.4799884e-06,6.4394108e-06,1.046648e-05,1.906321e-05,5.7446987e-06
ANOS1,2.2175507e-05,7.0072547e-06,1.4771543e-06,6.405635e-07,5.0425797e-06,1.4957777e-09,5.9833305e-06,1.8117771e-05
AKAP8L,1.3852133e-06,4.1688158e-10,2.7655808e-10,1.3752173e-10,3.5802591e-10,0.00039844846,4.3603152e-10,2.3943833e-10
MBTD1,0.00015238975,1.2347212e-09,0.0007027098,5.310318e-10,1.0291776e-09,0.0001472423,1.2552254e-09,5.9360544e-10
UTP18,5.891296e-05,3.915835e-07,2.8521148e-05,5.9549534e-06,1.199962e-06,6.6784605e-06,5.528623e-06,6.1230025e-06
RNF216,0.0007230172,3.259529e-09,2.9376928e-09,9.2020905e-08,3.077531e-09,7.572557e-05,3.4155268e-09,3.777717e-09
TTC19,0.00015429212,1.532279e-07,7.290676e-09,4.270531e-06,2.083002e-08,0.00010863544,1.0633939e-05,5.945945e-05
SYT7,4.3658577e-10,1.8548977e-09,4.711331e-06,4.706018e-10,1.7643031e-09,1.4173941e-05,1.9385102e-09,1.4392821e-09
LARS2,7.809449e-05,3.0194212e-06,3.750425e-05,6.8857603e-06,4.480468e-07,6.0974126e-05,3.0607698e-06,8.036263e-06
PIK3C2A,0.00021850882,2.7213976e-09,8.4766885e-05,9.361231e-10,2.1077597e-09,0.0006960493,3.151949e-09,0.000385268
PLAUR,1.0878823e-10,2.0931118e-10,1.8754913e-10,5.1115577e-11,1.8553002e-10,6.723246e-11,2.1982326e-10,0.0012508305
