,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
TXNDC15,1.3659422e-10,1.975601e-10,1.3318162e-10,5.2107638e-11,1.7483935e-10,0.00027969887,2.0462285e-10,1.067142e-10
TTC33,8.2830906e-05,1.3693765e-08,5.5384044e-05,1.14226705e-05,7.756726e-09,1.6972806e-05,2.1307036e-08,2.4351077e-09
RARS,1.8509878e-10,3.1014535e-10,2.421702e-10,7.769793e-11,2.7447236e-10,1.3179957e-10,0.0017469239,1.632323e-10
WWC1,1.1540801e-10,3.799727e-10,3.4943884e-10,8.15167e-11,3.4569664e-10,0.0019218224,3.933473e-10,1.679135e-10
H2AFY,6.0313934e-11,1.3752881e-10,9.570671e-11,0.0004542923,1.2288447e-10,5.2579566e-11,1.415506e-10,7.325823e-11
TCERG1,1.3423668e-10,0.0012537534,1.960264e-10,6.0066764e-11,2.1936379e-10,1.05108054e-10,2.5791969e-10,1.2851901e-10
DPYSL3,2.1398162e-10,5.3755583e-10,0.0005375293,1.1794984e-10,4.991418e-10,1.0134571e-10,5.5985633e-10,0.00016065476
SMAD5,2.2844228e-10,3.9775172e-10,3.2928457e-10,1.1357154e-10,3.5140119e-10,0.0004000381,4.1231327e-10,2.3471852e-10
CSNK1A1,1.9853277e-10,3.8187478e-10,3.7892325e-10,0.0004658719,3.358502e-10,1.9520593e-10,4.0359718e-10,2.096816e-10
HMGXB3,3.2727985e-05,3.237081e-06,2.2428432e-05,1.7566451e-06,4.3048913e-06,5.3463054e-06,4.6530995e-06,2.3018627e-05
ERGIC1,7.282477e-05,5.932127e-10,4.5640228e-10,2.3148936e-10,5.099767e-10,0.0011837961,6.237315e-10,2.999251e-10
PDGFRB,1.1392301e-10,2.6455124e-10,1.520564e-10,6.928705e-11,2.4042637e-10,7.573855e-11,2.6999142e-10,0.00090884854
ATP6V0E1,6.862968e-11,1.4963904e-10,1.0472784e-10,3.512998e-11,1.3346108e-10,5.7996156e-11,1.544212e-10,0.004394894
BNIP1,7.5337634e-06,1.2591695e-06,9.8603405e-06,9.297425e-07,7.478625e-07,1.730347e-05,1.7182598e-06,2.4233725e-06
STC2,2.893664e-10,8.3949225e-10,3.1560138e-10,1.7263244e-10,6.606503e-10,1.2496111e-10,9.63298e-10,1.32014775e-05
CPEB4,1.3947422e-05,7.590635e-10,4.5253534e-10,3.8415482e-10,6.327798e-10,0.00060599495,8.001863e-10,4.1433382e-10
HRH2,4.043749e-05,8.887462e-10,2.8072683e-10,3.7892546e-06,7.9597434e-10,1.01082004e-10,8.813355e-10,1.0506252e-05
DBN1,5.6775157e-10,1.016323e-08,6.3185544e-06,4.1677503e-10,1.2596966e-08,1.8351532e-06,2.3878048e-08,3.6016115e-06
ZNF346,0.0001691095,2.6394253e-09,1.5413937e-09,3.6716842e-06,2.2227291e-09,0.00021826576,2.6331448e-09,2.1634845e-09
EHHADH,7.567798e-09,0.000113278096,0.00021592808,4.2514017e-05,0.00012391148,2.5346028e-05,0.0001163559,1.8681558e-05
CNTN3,2.7100783e-10,2.7496716e-09,8.092209e-05,7.6213297e-07,2.5384994e-09,3.342024e-05,2.664072e-09,5.79776e-10
TBCCD1,9.719725e-06,2.0867121e-08,2.6562586e-05,2.8255088e-06,1.6847538e-08,6.477382e-06,2.2097067e-08,1.7651314e-09
TIMMDC1,0.000555511,1.6067281e-10,1.1277416e-10,3.738911e-11,1.4354379e-10,6.404143e-11,1.6552415e-10,8.541623e-11
CRBN,2.1497078e-10,2.9605002e-10,2.0547623e-10,7.7744776e-11,2.6018512e-10,1.2796449e-10,3.068626e-10,0.0004929613
BCL6,1.1644565e-05,1.1337963e-05,4.053885e-05,7.5187477e-06,1.4250968e-05,7.0975184e-06,2.5436058e-05,4.1156083e-05
HGD,2.1159961e-10,1.0740587e-09,3.398683e-05,2.5664915e-10,9.972164e-10,1.080245e-05,1.1223646e-09,3.1276096e-10
CLDN16,3.205659e-10,2.0246096e-09,8.433979e-06,8.441228e-10,1.7626551e-09,9.747461e-06,2.2292506e-09,4.9091897e-10
ARL6,1.0524066e-06,6.696477e-06,1.2377065e-05,2.3178475e-06,7.363035e-06,2.2392356e-05,4.0814994e-06,1.3343202e-05
CD86,0.00013949425,2.0527684e-10,1.3165259e-10,5.354272e-11,1.7999927e-10,6.4289504e-11,2.1237676e-10,1.07925585e-10
NIT2,1.2693957e-05,3.7491126e-09,1.7552049e-08,8.1441806e-07,3.3741898e-09,1.923269e-05,3.603891e-09,1.0336709e-09
FAM162A,6.4814876e-11,1.46142e-10,1.03843094e-10,3.417472e-11,1.304371e-10,5.6198185e-11,1.507474e-10,0.0012357205
OGG1,1.4412342e-05,3.514701e-07,5.8766045e-07,8.8181866e-07,4.1426532e-07,1.2037978e-05,7.956158e-07,5.1475604e-06
KPNA1,0.0005066593,3.236508e-09,6.0087976e-05,1.3291497e-09,3.1210323e-09,6.868214e-05,3.6531735e-09,2.5519464e-09
PCCB,4.2507978e-05,1.97106e-08,2.3696264e-05,4.1160224e-06,1.2327686e-08,2.3031473e-05,2.8428232e-08,1.0879312e-08
UBE3A,0.00043898754,1.7309403e-10,1.2248222e-10,4.0703482e-11,1.5475733e-10,6.962858e-11,1.7888693e-10,9.213299e-11
ARMC8,9.273579e-05,7.8141743e-10,5.07362e-10,2.395315e-10,6.5816885e-10,6.6955734e-05,0.0020589419,3.8808826e-10
CEP70,1.4254031e-10,3.9428996e-10,3.507744e-10,9.883767e-11,3.5672532e-10,0.00049763615,4.0819736e-10,1.8955082e-10
SLC25A36,1.4544069e-10,2.9480138e-10,2.2679643e-10,7.1770076e-11,2.6175204e-10,1.4583765e-10,0.0012908131,1.5255054e-10
TFDP2,8.958574e-05,8.5212865e-10,7.287433e-10,4.634578e-10,7.2781403e-10,0.00087921513,8.904837e-10,5.0823273e-10
XRN1,0.00019828966,1.2306443e-09,1.1207543e-08,1.5280804e-09,1.0244264e-09,0.0005577631,1.3470405e-09,7.3158013e-10
KAT2B,0.0004464178,5.5054095e-10,3.140701e-10,1.5732639e-10,4.727619e-10,5.8034788e-05,5.652448e-10,2.352577e-10
SERPINI2,5.342635e-10,1.0240357e-09,1.0240846e-09,1.7251996e-05,6.6411204e-10,6.3719017e-06,1.3050835e-09,2.6113123e-10
PDCD10,5.5688586e-05,2.7224416e-05,4.088455e-05,1.5738682e-05,3.488234e-05,3.1631073e-06,2.5478423e-05,1.1707221e-05
LRRC31,4.6318277e-07,1.5105112e-09,2.0016101e-05,3.9066236e-10,1.2207251e-09,9.200909e-09,1.6410742e-09,4.543819e-10
WNT5A,6.92715e-06,1.6063582e-09,3.7817238e-10,1.5604121e-06,1.5536844e-09,1.00190606e-10,1.4619754e-09,1.6215563e-05
PFKFB4,3.0775414e-06,4.551064e-09,7.695843e-05,3.7425698e-06,4.2089656e-09,2.4525723e-10,7.1841235e-09,1.1829867e-09
FGF12,7.224271e-06,1.9549352e-05,1.9737756e-05,1.3675536e-06,4.717873e-06,5.8096393e-06,1.7736598e-05,5.624758e-05
PRKAR2A,0.00020890261,2.3110611e-09,1.0187154e-09,6.1819253e-07,1.9379853e-09,0.00038527683,2.387849e-09,0.00013670188
HES1,1.394478e-10,5.389346e-10,3.6603282e-10,1.224988e-10,4.9650595e-10,0.0034051395,5.540752e-10,4.06668e-10
USP4,0.0008018633,1.8519776e-09,1.953189e-09,5.2469096e-10,1.6231496e-09,5.2901632e-05,1.9341264e-09,1.0309499e-09
ACAP2,0.0002186812,6.1800826e-10,5.784484e-10,1.8556186e-10,5.2362914e-10,2.6678434e-10,0.0034405058,3.1239966e-10
ECT2,1.290333e-05,4.930722e-08,8.946433e-05,6.786768e-10,7.829475e-08,2.13411e-10,1.3460383e-06,8.828028e-06
GNAI2,6.9369566e-11,1.5572735e-10,1.0910846e-10,0.00040210143,1.3874844e-10,6.112205e-11,1.6040153e-10,8.359128e-11
TFG,8.0127946e-11,1.7615821e-10,1.348752e-10,4.146807e-11,1.5699785e-10,7.053351e-11,1.8230036e-10,0.0009658399
USP9Y,0.00017273225,1.786272e-09,5.922856e-10,1.1520377e-05,1.5290368e-09,0.00011974413,1.7937457e-09,1.4305297e-09
HYAL1,1.3829753e-05,2.3254282e-08,1.0390976e-08,3.71814e-10,5.898069e-09,4.5424854e-06,3.2943376e-08,4.1525695e-05
NPRL2,6.128693e-06,1.7560899e-07,1.5200341e-09,6.2632904e-07,6.434506e-08,8.298635e-07,1.9995849e-08,1.5707769e-06
RPL24,6.0353986e-11,1.3774303e-10,9.577136e-11,0.006074901,1.23066e-10,5.2874937e-11,1.420423e-10,7.3457344e-11
FXR1,9.6162155e-11,0.0019439433,1.4075155e-10,4.7001042e-11,1.7534765e-10,8.273962e-11,2.0392465e-10,1.0363059e-10
CBLB,0.0026998944,2.9211484e-09,1.3504335e-09,1.6235181e-09,2.647306e-09,7.8369217e-10,3.749456e-09,0.00042261026
BBX,6.2426756e-05,4.203789e-10,3.2472652e-10,1.3243308e-10,0.003951108,2.1490845e-10,4.406785e-10,2.0561894e-10
IFT57,2.3145463e-05,3.4324021e-09,2.5875996e-05,6.114792e-06,3.0567515e-09,4.8292175e-05,4.0577794e-09,1.0347796e-09
GNB4,0.00039058158,6.420266e-10,3.5288353e-10,1.3137341e-10,5.723191e-10,2.0906701e-10,6.569222e-10,9.031673e-10
HHLA2,1.7426173e-10,5.5481547e-10,0.00014625426,1.5831976e-10,5.052915e-10,1.1993395e-10,6.051378e-10,2.2648129e-10
IQCG,2.0457459e-05,4.2149254e-06,4.0632865e-05,3.4397442e-06,2.878949e-06,3.5595855e-05,2.5128222e-06,2.2634194e-07
GBE1,5.4119708e-05,1.4005536e-05,0.000109315326,7.2828693e-06,1.1571335e-05,2.3203302e-05,7.4614494e-05,0.0001273037
UMPS,3.6132742e-06,6.4597234e-09,6.781347e-06,1.2179802e-06,5.1506417e-09,4.733403e-06,7.105045e-09,1.0929472e-09
NCBP2,6.384069e-11,1.4195861e-10,9.9172094e-11,3.332682e-11,1.2673011e-10,0.00030594246,1.462658e-10,7.559524e-11
SNX4,9.04952e-10,5.330613e-10,0.0013429284,1.5708651e-10,4.5782428e-10,6.212406e-10,5.5041804e-10,2.6748548e-10
C3orf52,1.3997596e-10,6.090504e-10,0.00024474508,1.8440179e-10,5.5316396e-10,2.032114e-10,6.537349e-10,2.4175575e-10
FRMD4B,0.00030708365,4.508169e-09,9.074914e-06,6.953014e-10,2.9055007e-09,0.0006137455,5.147047e-09,0.00011315447
SLC41A3,4.0628897e-06,3.8365087e-07,2.2725285e-06,7.836157e-07,1.515936e-07,1.1381296e-05,5.2600836e-07,3.3908693e-06
ATP6V1A,3.6959313e-10,4.416032e-10,3.101489e-10,1.1555029e-10,3.87515e-10,2.6335104e-10,0.0014077602,2.239307e-10
ABTB1,4.8605693e-06,7.0034627e-09,2.2048127e-06,2.9817502e-07,5.837187e-09,1.1351811e-07,7.508905e-09,3.3817398e-06
UPK1B,3.3742975e-10,1.435017e-09,1.568468e-05,3.3436864e-10,1.2798116e-09,1.2778793e-06,1.5342514e-09,3.7571135e-10
KLHL18,8.457559e-05,4.963287e-07,2.1300973e-05,4.3965265e-06,1.0217658e-07,5.4283824e-05,1.2761067e-05,3.21692e-06
SCAP,2.2298633e-05,4.852496e-10,3.4738543e-10,1.9737592e-10,4.1547818e-10,0.00022937862,5.048994e-10,2.579408e-10
KIAA1257,1.1940767e-05,3.1170273e-06,2.0736243e-05,5.600847e-07,3.166204e-06,7.0267786e-05,2.0758966e-06,4.311144e-06
NEK11,5.82505e-10,2.7169167e-09,0.00010768841,5.482795e-10,2.5641835e-09,0.0001279495,2.8904332e-09,8.2738244e-10
MRPL3,8.849905e-11,0.0017097185,1.308967e-10,4.3478974e-11,1.6230188e-10,7.288778e-11,1.8855019e-10,9.6362654e-11
PLSCR4,0.00029490827,3.1313582e-10,1.945473e-10,6.970565e-11,2.8479002e-10,2.1873957e-10,3.2094702e-10,1.8451647e-10
HEMK1,5.9983513e-06,5.8795985e-07,1.7823125e-07,1.0264113e-06,1.964032e-07,8.727008e-06,1.1745187e-07,2.3175721e-07
MAPKAPK3,1.5792628e-05,1.9481893e-08,8.913624e-06,8.3656204e-07,1.1261284e-08,7.6279066e-06,3.5716006e-08,1.2218269e-09
ACVR2B,1.2547869e-06,2.2055181e-07,3.6106818e-09,6.093175e-07,5.595812e-07,7.871304e-06,8.544651e-08,2.5419579e-06
WDR48,7.062991e-05,2.3827572e-06,5.0573053e-05,7.799539e-06,1.3575847e-07,2.9922534e-05,3.378845e-06,1.1732168e-05
COMMD2,1.2596361e-05,7.190903e-07,3.9400175e-06,9.643602e-07,5.1476192e-08,9.820418e-06,5.100125e-07,2.661067e-06
ABCC5,1.8976509e-05,1.7823693e-08,0.00014811903,1.9944598e-06,1.0400513e-08,1.39603435e-05,3.9781586e-08,1.7210156e-09
ARHGEF26,6.198629e-10,3.7529777e-08,1.4992368e-05,2.021437e-06,4.646794e-06,0.000105389314,3.1831245e-08,1.478539e-05
KLHL24,5.208123e-10,0.0015920264,3.0440836e-10,1.08869185e-10,3.485409e-10,2.2903389e-10,4.18139e-10,1.9294055e-10
PLCH1,2.4528624e-10,1.0522404e-09,0.0002785003,2.5379557e-10,9.520535e-10,0.00012247161,1.1140657e-09,3.27128e-10
VIPR1,5.196958e-07,1.830501e-07,7.1804216e-06,5.11179e-08,1.15076276e-07,8.818792e-07,9.08235e-08,1.7318865e-06
DNAH1,1.3837959e-05,4.192343e-08,2.8914217e-06,1.4366912e-06,1.5752322e-08,3.3771423e-07,1.0841948e-07,1.2940613e-06
SSR3,6.070774e-11,1.3868337e-10,9.6483856e-11,3.2271536e-11,1.2387708e-10,5.3013285e-11,1.4269239e-10,0.0013940004
CLCN2,2.4433683e-07,1.05987354e-07,2.7624155e-06,8.574011e-10,1.4520641e-07,5.70387e-06,4.584751e-07,8.202414e-07
FOXP1,7.350896e-10,2.4711775e-09,3.0745814e-06,4.721904e-05,0.0047514536,9.2142844e-05,2.8599314e-09,9.069738e-10
EIF4G1,6.16955e-11,1.4075907e-10,9.8069816e-11,3.2688584e-11,0.0013884658,5.4060523e-11,1.4485654e-10,7.505089e-11
SPCS1,2.9891098e-09,4.9849964e-06,1.4327771e-09,2.5952693e-06,6.097625e-06,5.1499245e-07,1.8325456e-06,2.6569412e-06
NEK4,5.8956295e-05,9.735153e-06,3.6285703e-05,8.830857e-06,9.410965e-06,0.000120633136,2.978205e-06,2.1166856e-05
INO80D,0.00014475535,1.5982229e-09,6.541306e-09,1.1466608e-06,1.3257772e-09,0.00038978562,1.7436654e-09,9.2419744e-10
EEF1B2,6.094732e-11,1.3889222e-10,9.678318e-11,0.001944202,1.2411122e-10,5.3311192e-11,1.4311677e-10,7.40459e-11
ADAM23,4.6085068e-05,2.887441e-09,1.2986496e-09,7.977873e-07,2.2605846e-09,3.9394816e-09,3.3746468e-09,2.2495802e-05
DGUOK,6.5730414e-11,1.461314e-10,1.01842354e-10,3.417576e-11,1.3051774e-10,5.6266186e-11,0.0024109457,7.771542e-11
MOB1A,1.0745685e-10,1.9763585e-10,1.3824311e-10,4.8517624e-11,1.7527743e-10,7.735015e-11,2.0445082e-10,0.0006759601
KANSL3,0.00029094843,6.893421e-10,5.6620947e-10,1.5712218e-10,6.195355e-10,3.5197594e-05,7.140541e-10,3.313934e-10
LMAN2L,1.15216735e-05,5.130248e-09,2.0404617e-05,7.988174e-07,4.209712e-09,3.9772352e-05,5.85256e-09,1.3353448e-09
RTKN,2.1634464e-10,1.4407544e-09,4.3142067e-05,2.5598426e-10,1.4259586e-09,4.1796782e-05,1.5513955e-09,5.267827e-10
TTL,3.903252e-05,4.5298184e-06,6.4621913e-06,3.9374387e-07,4.889935e-06,9.191496e-06,1.0566219e-05,2.9254144e-05
CCL20,6.1879474e-11,1.3887606e-10,9.646343e-11,0.00033647125,1.2394563e-10,5.2668998e-11,1.4298497e-10,7.387112e-11
PIKFYVE,8.10098e-05,2.8483322e-08,5.0238144e-05,9.310394e-06,1.06759295e-08,3.523625e-05,9.224812e-08,2.3496311e-06
FAHD2A,1.9910078e-05,1.3593358e-06,1.7949968e-05,3.8086228e-06,2.300898e-06,1.5940645e-05,2.3099396e-07,4.0416e-06
NCL,8.458969e-11,0.0049650273,1.3382177e-10,4.700696e-11,1.746897e-10,7.153774e-11,2.0030066e-10,1.0471106e-10
ACTR1B,7.0294444e-11,1.5528483e-10,1.1044219e-10,3.6532256e-11,1.3908362e-10,0.00018235395,1.6075313e-10,8.374593e-11
SLC35F5,1.0581348e-10,0.0017849247,1.7628493e-10,5.44543e-11,2.0695869e-10,1.05601375e-10,2.4018482e-10,1.2063345e-10
ZAP70,1.5864829e-05,2.6818225e-10,1.5829771e-10,1.01945945e-10,2.2889239e-10,7.711005e-11,2.7876756e-10,1.308011e-10
ACTR3,1.1508532e-10,2.183136e-10,1.607614e-10,5.243945e-11,0.0038596825,8.658478e-11,2.266174e-10,1.1553421e-10
EPB41L5,3.5497894e-10,1.1580762e-09,8.033715e-05,4.2874698e-10,1.0556518e-09,0.0008995769,1.2259282e-09,4.4875428e-10
TFCP2L1,1.7433054e-10,6.2838024e-10,0.0013483954,1.3835734e-10,5.810414e-10,1.4938162e-09,6.695608e-10,2.3863725e-10
SF3B6,6.0877955e-11,1.3903641e-10,9.7116766e-11,3.2339065e-11,1.2414862e-10,5.3188707e-11,0.005384811,7.400058e-11
DNAJC27,1.7129662e-05,1.421851e-07,1.4302004e-06,6.0873112e-06,6.445632e-07,5.2700863e-05,1.654134e-06,1.3610708e-05
STAM2,6.046057e-05,1.176999e-07,0.00016174457,7.357054e-06,1.91841e-08,6.8226065e-05,2.7909746e-06,3.8698413e-09
GPD2,6.5074586e-05,1.1860322e-09,0.0011572506,3.8782186e-10,9.953314e-10,4.15719e-05,1.2225634e-09,5.536569e-10
CENPA,1.6792192e-05,9.834299e-06,7.6151505e-06,9.4313015e-07,9.540987e-06,1.8115092e-07,8.020766e-06,7.08861e-06
CYTIP,0.0004447355,2.1200118e-10,1.4284186e-10,6.308321e-11,1.8539063e-10,6.552188e-11,2.1981486e-10,1.0843275e-10
ACVR1,8.5621626e-10,9.635075e-10,3.970459e-05,3.1213102e-10,0.0012176128,1.5927056e-09,1.0584906e-09,3.8236167e-10
TANC1,3.927408e-10,3.6573569e-09,0.00034535202,3.6842618e-10,3.6782182e-09,0.00083454966,4.162414e-09,0.0005653722
MPV17,7.936081e-06,7.8219664e-08,4.1280437e-06,3.582563e-07,1.93799e-08,4.903749e-06,6.8765395e-08,8.689511e-08
GTF3C2,3.9631956e-05,2.0092036e-08,5.729754e-05,5.694777e-06,9.586283e-09,3.6348945e-05,3.157926e-08,4.367567e-09
NRBP1,2.9088706e-10,2.637592e-10,1.7887976e-10,7.6559745e-11,2.3155824e-10,0.00050277996,2.7417413e-10,1.4118876e-10
ITGB6,7.77089e-11,1.8806927e-10,1.7577191e-10,4.325861e-11,1.688265e-10,7.071563e-11,0.0009480065,9.601699e-11
FNDC4,2.6790617e-10,1.0932125e-08,1.8614022e-06,8.536122e-10,6.290611e-07,3.958393e-06,3.8178413e-08,1.8663686e-06
ITGA4,0.00016442429,2.1371936e-10,1.3661637e-10,6.6337616e-11,1.8594591e-10,6.5270914e-11,2.218738e-10,1.09975536e-10
PSMD14,1.1684906e-10,2.416668e-10,1.6796571e-10,5.7396074e-11,0.0017550336,1.084282e-10,2.5006397e-10,1.3031551e-10
ASB3,9.331884e-05,2.0661208e-09,1.0307198e-09,5.4993016e-06,1.71603e-09,0.00024281477,2.0904398e-09,2.160227e-09
PPM1G,8.357247e-11,1.7700562e-10,1.2733853e-10,4.1677165e-11,0.0012829544,7.058276e-11,1.8305647e-10,9.3776306e-11
PDE1A,6.5540784e-10,3.7293564e-09,6.603744e-10,2.7654137e-09,5.036262e-09,1.9905378e-06,3.2192693e-09,0.00018623273
IFIH1,8.903751e-06,4.223858e-06,1.4995056e-05,1.8482046e-06,2.8538057e-06,4.865968e-06,8.199283e-06,4.9710553e-07
GCA,6.327071e-11,1.4469417e-10,1.0127325e-10,3.351129e-11,1.2931298e-10,5.6820954e-11,0.0009853874,7.676446e-11
MOGS,9.989699e-06,2.4788003e-06,3.392951e-05,3.4722648e-06,4.724037e-06,1.8944993e-05,1.2800259e-06,4.0667287e-09
TTC31,1.2934944e-05,5.4198206e-09,1.0181445e-05,6.358732e-07,4.0724415e-09,7.960337e-06,6.325943e-09,1.8489176e-09
NDUFS7,6.0364574e-11,0.0026558116,9.564266e-11,3.199091e-11,1.22986e-10,5.2923974e-11,1.4162163e-10,7.329779e-11
PCGF1,1.0681011e-06,1.2050044e-08,7.804084e-06,3.0198171e-07,7.487124e-09,1.833848e-06,1.545342e-08,1.0176648e-09
GRB14,9.403531e-11,2.6457797e-10,1.7593828e-10,5.7468592e-11,2.37609e-10,0.0011864895,2.7183716e-10,1.26153e-10
CLIP4,0.0007097394,2.2861153e-09,0.00034655264,1.5054032e-05,2.3122428e-09,7.2967654e-10,2.429902e-09,6.036541e-10
SPTBN1,1.3658302e-10,3.4872377e-10,3.033824e-10,7.2268996e-11,3.1007674e-10,3.7885967e-10,3.634629e-10,0.0038702071
RTN4,9.22684e-11,2.1177364e-10,1.5241966e-10,0.0013632084,1.8899379e-10,1.11080825e-10,2.1926966e-10,1.1077256e-10
LOXL3,6.6604666e-06,2.9963594e-09,6.058896e-10,4.6670428e-07,2.7073053e-09,2.0452219e-10,2.638006e-09,3.2910818e-06
GALNT3,1.3034882e-10,2.899642e-10,3.512417e-10,6.6899625e-11,2.5741395e-10,1.5793851e-10,3.0451114e-10,0.0007424628
TACR1,2.263398e-05,2.3390358e-08,1.7164002e-05,1.2844392e-06,7.626047e-09,2.5625559e-05,6.581143e-08,4.8156733e-05
CCDC88A,0.00039046837,2.541846e-10,1.7326414e-10,6.337095e-11,2.2718089e-10,8.103629e-11,2.6175956e-10,1.4478582e-10
EVA1A,3.0584993e-10,3.9580925e-09,1.5408529e-09,1.0579375e-09,6.9837203e-09,1.3962967e-05,3.4781455e-09,7.459791e-07
MRPL19,3.690346e-06,4.49824e-09,8.4511566e-07,3.4153936e-07,4.107444e-09,5.424938e-06,4.3179185e-09,9.020517e-10
LANCL1,2.3316386e-05,3.4156897e-09,1.5859314e-08,2.099802e-06,2.7949336e-09,1.6765118e-05,3.3644025e-09,1.0520197e-09
WDR75,6.606306e-05,1.9723849e-07,8.507715e-05,1.1196258e-05,2.2190536e-06,2.2549489e-06,3.4851303e-06,1.7704353e-05
EFEMP1,0.00039158337,1.5632463e-10,1.0875483e-10,3.6370473e-11,1.4024053e-10,6.263481e-11,1.6124815e-10,8.387252e-11
REG1A,6.003527e-11,1.3707523e-10,9.5343775e-11,0.005738028,1.224745e-10,5.240226e-11,1.4143726e-10,7.29949e-11
FANCL,1.4369829e-10,2.978733e-10,0.00067606196,6.937551e-11,2.6300465e-10,2.3113024e-10,3.069129e-10,1.5097183e-10
FN1,7.61524e-11,1.7739328e-10,1.1737175e-10,4.2167478e-11,0.009020425,6.066953e-11,1.8272367e-10,1.0524266e-10
STAT1,8.4618416e-11,1.8349552e-10,1.3549532e-10,4.268065e-11,0.0021312905,7.805829e-11,1.8962748e-10,9.490524e-11
GLS,2.7107194e-10,3.2626e-10,2.358557e-10,8.421059e-11,0.0026499052,1.9602005e-10,3.3974626e-10,1.6318935e-10
PAPOLG,0.0002524814,2.256531e-09,1.2927037e-09,2.1928022e-09,1.8686794e-09,6.176987e-09,2.3323212e-09,1.062451e-09
DNAH6,8.157305e-10,1.9156994e-09,1.729123e-09,7.088987e-10,1.6421042e-09,9.9726465e-05,1.9728605e-09,7.0389333e-10
PECR,1.7136066e-05,2.1233069e-09,1.4602005e-05,1.7005565e-09,1.7715126e-09,5.338345e-05,2.221335e-09,4.9639703e-10
UNC50,1.6074833e-07,5.445116e-06,3.903838e-06,1.2787509e-06,6.591954e-06,4.3081154e-06,4.792717e-06,1.4021341e-06
IGFBP2,6.1912885e-11,1.4171242e-10,9.926672e-11,3.2968975e-11,1.2671295e-10,5.3622842e-11,0.005195789,7.583077e-11
ELMOD3,0.00010207242,4.0675573e-06,7.284061e-05,1.2912956e-05,6.41148e-06,7.046327e-05,4.3706217e-07,6.2125782e-06
IGFBP5,2.488948e-10,7.712979e-10,2.746185e-10,3.0074485e-10,7.8982676e-10,1.0367982e-10,7.5455114e-10,0.00020687387
USP34,0.0022443873,3.887174e-09,0.00061913277,2.05003e-06,3.8784425e-09,0.00023208468,4.0701273e-09,1.7842425e-09
EFHD1,3.4535924e-06,3.738772e-09,1.0186688e-09,3.5546663e-07,3.626183e-09,4.1832804e-10,3.6782042e-09,6.405244e-05
CCT4,6.193225e-11,0.001909815,9.770816e-11,3.2716403e-11,1.2519442e-10,5.3483006e-11,1.4431822e-10,7.4668084e-11
GGCX,1.2293399e-09,1.6605742e-05,2.2890781e-05,5.535186e-06,1.840512e-05,1.1159715e-05,1.8167637e-05,5.0482386e-06
EHBP1,0.0007675737,1.3993919e-09,0.0004761551,3.0873298e-10,1.3784428e-09,0.00013670359,1.4300933e-09,5.5422317e-10
TXNDC9,9.004334e-06,8.656076e-09,1.2795957e-05,5.6718636e-07,6.951082e-09,1.9229967e-06,1.1297384e-08,2.0924185e-09
COQ10B,2.7410477e-05,2.5811078e-05,4.02616e-05,6.9235043e-06,3.238849e-05,3.1228607e-05,2.0135609e-05,2.0026602e-07
GNLY,6.238764e-11,1.3990097e-10,9.7071205e-11,0.00020264034,1.24792e-10,5.3040794e-11,1.4408828e-10,7.4716094e-11
SF3B1,8.716357e-11,1.8178266e-10,1.2791837e-10,4.3306657e-11,1.6171908e-10,7.359436e-11,0.0018211455,9.578854e-11
ST3GAL5,0.00026884658,8.156574e-10,4.2361376e-10,3.5664982e-10,7.0958595e-10,8.8117585e-10,8.204005e-10,4.010067e-10
KDM3A,7.64645e-06,8.330872e-08,6.1604565e-05,2.5628183e-06,1.7521376e-08,2.0448e-05,4.75158e-06,2.8854206e-09
ZNF142,1.6584629e-05,1.4549926e-06,9.2581895e-06,8.460665e-07,6.957028e-08,1.1907493e-05,3.6065762e-07,2.1400838e-06
IL1R2,6.464014e-05,1.0399537e-09,1.213965e-05,2.4046697e-08,8.0362e-10,9.584153e-11,1.1498971e-09,3.8238063e-10
IL1R1,1.5499484e-10,3.8315448e-10,2.3014003e-10,8.07795e-11,3.4576655e-10,2.096649e-09,3.9793915e-10,0.0015194141
IL1RL2,1.4286355e-06,2.0102366e-06,1.0914516e-05,4.546687e-07,2.1488718e-06,5.4015436e-07,2.8296697e-06,2.5884817e-06
IL18R1,7.381065e-05,8.269628e-10,4.036203e-10,8.5629304e-10,7.037014e-10,1.3856623e-10,8.6430546e-10,6.7015105e-10
IL18RAP,6.200959e-06,4.2184392e-10,2.8813768e-10,1.8186382e-10,3.604769e-10,1.05849815e-10,4.449233e-10,2.0978322e-10
SLC9A2,1.6168022e-10,5.948352e-10,4.831263e-05,1.4536164e-10,5.4037774e-10,1.1783156e-10,6.318355e-10,2.4071956e-10
FHL2,8.952739e-11,2.4007718e-10,3.9352213e-10,5.6076553e-11,0.002593592,7.300883e-11,2.538251e-10,1.2074718e-10
MLPH,9.5918884e-11,2.43428e-10,4.8678567e-10,5.6099448e-11,2.1733226e-10,8.144242e-11,2.5694205e-10,0.00043649052
UXS1,0.00030301322,2.0198489e-10,1.4556335e-10,4.88033e-11,1.8100975e-10,8.1060714e-11,2.0892589e-10,1.0545987e-10
HDLBP,1.3115209e-10,2.7523409e-10,2.3555988e-10,0.00059246167,2.440193e-10,1.5343969e-10,2.8665326e-10,1.3747872e-10
