topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
PCGF3,COLGALT1,CTSZ,GGT7,TMEM5,TOX2,ARID5A,SYF2
RP11-544M22.13,C1orf159,MAP1LC3A,MGAT1,ZMIZ2,RP11-597D13.9,LASP1,PKD2
LAMA5,UBAC2,ATAD1,NDFIP1,PPCS,PAG1,DCBLD2,PTK2B
DCUN1D5,SRPK2,RAB8B,STARD3,POLN,IL12RB1,PTPRU,SLC35B1
ACOX1,NPL,EIF4EBP1,PPP1R1B,HACL1,USP16,ERBB3,MTERF4
FKBP9P1,TFAP2A,DBNDD1,DLG4,SRPK2,PHAX,RORA,THEMIS2
EXOC3L4,IFT172,TTC19,BTBD3,TIGD7,REEP3,TGFBR3,STARD3
LINC00910,MMAB,ELOVL5,ARHGEF11,KSR1,NUDT5,MLLT10,TESMIN
CLTCL1,SAE1,ERBB3,FCRL2,TRIM65,SPRY4,CPNE3,ZCCHC11
CNDP2,NVL,DDX3Y,ALDH3B2,LBR,NISCH,WAC,RNFT2
SUGP2,DIS3L2,SMARCA2,RBM38,SETD7,NTRK3,TLE4,AGAP2
TM9SF2,USP53,GSR,VSTM2L,LATS2,PBX4,KPNB1,AOAH
RDX,MARCH6,POU6F2,MYH10,TMEM267,SF3B3,PRDX1,POLR1E
ANP32A,MTDH,RPA2,EPSTI1,CAST,LINC00944,TREM1,LRRC1
TRPV3,GPR180,GOT1,TRPC4,ANKRD23,HERC2P2,RNFT2,PDE5A
AGAP12P,N6AMT1,MOCS1,SLF1,GHITM,TM9SF3,CDR2,DOPEY2
ARHGAP44,USP16,CD164,FAM83F,NOD2,RBBP7,PPIP5K2,SYTL1
DDX5,FUK,ZNF454,ARNTL,MGAT5B,ZFAND2A,USF1,DEPTOR
RSPH3,SLC25A45,PDXDC1,SARAF,TNIP2,DNAJC7,UBR1,USP16
GRTP1,CAPN13,PTAR1,LOXL2,HDAC3,PLA2G16,KCNT2,CCT8
CGGBP1,ALDH7A1,RP13-735L24.1,PTGFRN,OLR1,PELI1,PDHB,PSMD4
GATA6-AS1,LRRC28,PIK3C3,LPIN1,PAK2,DDX60L,CTNND2,ZYX
COPZ2,ONECUT1,CSTA,DDB2,ADI1,TBPL1,KCMF1,ITGB2
XPA,SLC16A5,DENND2D,PUM1,RUVBL2,LYRM1,ZNF322,ZNF382
ANKRD22,STAT2,PELI3,PHC2,SIRT7,FAM110A,PRR16,BRWD3
ILF2,CHD7,TAPBP,TCN1,SYCP2,MPPE1,C15orf52,LARGE2
HMGA2,TRAPPC12,AC098617.1,UBQLN1,HSBP1L1,CAPN13,MFAP3L,NDUFV1
GFRA1,ISG20,MPP6,ADAM19,RP4-669L17.10,MSR1,SATB1-AS1,CTNND2
ADGRF1,PSMD1,CAV2,MRAP2,PWRN1,SEC31B,TRIM26,ATP6V0E2
NOSTRIN,C11orf80,NOD1,ATP5G2,PPP1R3F,ELK3,GJA5,AGR3
ARHGAP12,SGF29,BVES,ACVR1B,AAK1,DEK,SGK2,KBTBD11
DPM1,OVOS2,SEPT6,MDM2,HMGA2,ADAM12,HMGCS1,PAK2
PRKAR1A,ST6GALNAC3,CD63,DYNC1LI2,RAB3C,PRELP,GALNT3,SLC8A1
SLC19A2,TMPRSS2,RNF144B,STX6,LEMD3,SERTAD4-AS1,NT5C3A,SETD3
ZFHX3,ARHGAP30,SFXN2,SLC19A3,DPP3,TCF7,ATXN1,TARSL2
FAM135A,SECISBP2,TMEM223,RNASEH2B,RAD54L,ITGB1BP1,IFI44L,MAPT
VAT1L,RALGAPA2,MAP6,VPS45,REC8,SLF1,AEBP2,FANCA
C6orf89,MDS2,STAT5B,TINAG,MANBAL,PSMA5,COA6,S100A13
CTD-2135D7.5,DNM3,LARP7,UQCC2,INTS6,STIP1,GXYLT2,TLE1
ACSM3,MFAP3L,ZBTB8OS,MMP7,GPD2,RP4-595K12.2,DENND6A,ZNF257
NOVA2,RP11-441O15.3,NF2,TRIM29,GNA13,CCDC61,EPHA10,SIRPA
AP5S1,LINC00687,SRGAP3,LRRC49,RALY,C15orf53,TBK1,GK
RP3-473L9.4,KRTAP5-AS1,SNX2,TACC2,RAF1,TCP1,GSAP,URAHP
RP11-539G18.3,RP11-693N9.2,MIR503HG,CIR1,IRAK2,CTDSP1,KLHL32,CTC-338M12.4
PSMA1,RP11-89K11.1,SEPP1,FAM13A,VTCN1,RPE,CBWD3,TRNP1
CDS1,CTD-2020K17.1,RAD51C,USO1,KCTD3,TNFSF10,RP11-390F4.3,RP11-267M23.4
LIMS1,RP11-47L3.1,VCL,ANXA3,SACS,DNTTIP2,ITGA3,CD4
IL20RA,TDP1,CD84,KLRG1,ABCA1,AAMDC,PAFAH1B1,CALCOCO1
REPS2,PDE4A,ZNF184,GLIPR1,HGSNAT,C5orf15,RNF216,DDX11
RPL23AP7,AK6,RIN3,TDG,FAM192A,DAZAP1,PRKACA,KIF2A
RP11-10A14.5,CBFA2T3,RHOT1,MMAB,MOB1B,CD37,TXN2,KCNAB2
CDIPT,WDR33,CWC27,ESD,PAAF1,KCNK1,KMT5B,EXOSC7
GOLM1,PTGIR,ABCA6,UBE2Q2,CTC1,EBAG9,ERGIC1,ANKRD10
ABCA12,PTAFR,SLC39A10,CCDC40,GINS3,KCNN4,NIT2,NTSR1
ZNF454,RP11-159D12.5,AC018816.3,TBCD,PROX1-AS1,ATP8A1,NENF,TTI1
PDE2A,PPP4R3B,DCP1A,EFHD2,U95743.1,TRMT10C,PMS2P3,TSC2
PTENP1,GALC,FOXO3,SLC44A3,MSMB,ENPP1,REV1,PIAS4
CCT8,PSD,CREB5,DCAF6,LMAN1,FAS,USP3,CARD8
IQUB,STYK1,TCF7,UCK2,MCCC1,NOVA2,AMN1,PLEKHA1
FBXL7,WAPL,DIDO1,RFWD2,ME2,PRDX4,RUNX1,LHPP
CHPT1,PRKCZ,SPG11,TUFT1,STX12,PRMT1,ABR,MLX
NDUFA2,TNS1,GLT8D2,PIP5K1A,ZNF132,SHFM1,CHTOP,MANBA
SLC41A2,DZANK1,NPL,DYRK3,RNF122,JAML,KIAA1522,UBE4A
SLC25A27,TOX4,LCP1,SNAPIN,MUM1,RP11-548H18.2,PRSS12,C11orf58
AKR1C1,DDHD1,RGL1,RP5-862P8.2,ELOVL7,RHOBTB1,ROR2,PARP11
C8orf34-AS1,NUFIP2,PCDH1,ITPKB,ZNF608,SCAMP1,SKA2,MAN2A1
SH3GLB1,B9D1,MALSU1,PDIA6,PDE7B,SRGN,RXRA,ST3GAL5
MIR4500HG,EZH1,FMC1,ST6GAL2,SH2B1,CHD1,SRC,AAK1
CYP4F23P,ASB3,BRD7,RALB,EDARADD,GALNT2,COPS8,SFPQ
WFS1,TXNDC9,EFNA1,SLC20A1,CH17-385C13.2,CHST1,ZNF425,PAIP2B
TTR,TSPAN1,COPRS,PKP4,TNFRSF1A,INTS10,LBH,PZP
ZNF385D,NDUFA8,GPRIN3,HSPD1,SLC38A1,TIGIT,TMEM242,SHFM1
RAB3C,CKS2,PTCH1,VGLL4,FAM120B,CLRN3,EPHA1-AS1,TST
PQLC3,MTRR,IARS,PHLDB2,DPH5,MYBL1,AC034220.3,ICE2
AC010967.2,FRMD8,ERO1A,NCEH1,TBC1D14,FAM177A1,LINC01296,EMILIN2
KLC3,RAP1GAP2,MAP3K3,PLAC8,KDELC1,CD22,ALG11,PER2
STX1A,AP3B1,GMNC,SETD7,RGS5,RAD51,EXOC1,ZFC3H1
DDR1,E2F5,RP1-101K10.6,CYP4V2,STEAP2,IGDCC4,PTPN12,ENTPD1
PIN4,CDK5RAP2,LINC00261,ROPN1L,ICOS,TSPAN1,ACTN4,BARD1
ADCYAP1,SLC5A6,GRAMD1A,PIK3R1,SLC3A2,WIPI2,TRAF3,FAM117B
GAS2L1,UBE2Q2,PHF14,IQGAP2,TCAIM,PLCG1,RCAN2,COPS4
LDLRAD2,PRPSAP2,NUPL2,COMMD10,UTS2B,GABRP,FNBP1,GIT2
SERPINB5,SPAG16,SETD3,TNIP1,ZNF257,CRTAM,ZRANB2-AS2,CRTC3
POU6F2,ZCCHC7,RGL3,GFRA3,RP11-359J6.1,SLC9B2,TOB1-AS1,CTDSPL
DNAH6,HSPB8,TNFRSF9,SLC17A4,RP3-414A15.10,KLF9,TCL1A,ENOPH1
STXBP1,THEM4,TOP2B,SCML4,PARP16,MRPS7,KPNA3,EXT2
ACTR2,ADAR,REST,AIG1,RTTN,P4HA3,ITGA4,FAM168B
ANAPC16,C1orf52,HIF1A,CREB5,PKN2,TNFAIP2,CNN1,DCLRE1C
HRASLS5,MST1R,KLF3,CCT6A,SGK2,RARRES3,LRRC1,MIA3
CPT1C,TMEM184A,NPC2,DENND2A,DYRK1B,IRAK2,ZNF610,SH3RF1
GCNT4,ANTXR1,ELF1,MSN,APOBEC1,RPS6KA3,GRIN2A,SPAG17
PYCR1,METTL7B,RNF114,DOCK11,STXBP3,PTCSC2,ACSL5,GART
SERTAD4,ELOVL6,PLXNC1,HMBOX1,BBS9,ARL1,ARHGEF28,LRRC36
RFFL,DCDC1,TOM1L1,TATDN1,CHD6,KCND3,RP11-77P16.4,SFXN1
ANPEP,MFN1,ABL2,AK3,HSPD1,AC131056.3,GVINP1,KLHL26
CTD-2288F12.1,DENND6A,PPP1R9A,PLIN2,TBCK,VPS29,RP11-122G18.12,RASSF6
CYP1B1,BASP1,BROX,NR6A1,G3BP1,PFDN1,KNSTRN,CNBP
TWIST2,TIGD5,FAM96B,GLUD1,SMC6,BTF3L4,RSPH3,ONECUT1
RP11-277P12.20,ADAM32,ANO6,EIF3M,ATRIP,N4BP2L1,BEND6,TMEM126B
ITGB5,INPP5B,CLECL1,NPAT,SEC11C,UBAC2-AS1,MRPS35,CFAP53
SPCS2,TBC1D8,YTHDF3,ITGB1,SLC38A9,DOK3,TUBD1,VEGFB
EEPD1,ATP6V0E2-AS1,RP11-356N1.2,ARID5B,SLC9A9,SAR1A,LIFR,DPY19L1
TMEM261,AKR7L,DUSP16,VEGFC,THSD4,CTTN,MAN1C1,SHMT1
AK5,TSSC2,PHAX,MTMR12,EPHB4,MED31,RGS16,COPG1
BMPER,TRIM26,DDRGK1,TRIM36,GABBR1,SSR1,UBAP1,CALN1
KCND2,RP11-166B2.1,AC002117.1,STK32B,RP11-480I12.5,LLPH,NDUFB6,MX2
ATP8B3,CASC9,TIMM21,ADGRA3,RP11-410L14.2,EVPL,LIPA,TMEM173
ATP6V0D1,RP11-37B2.1,LPCAT2,CWC27,RP11-114G22.1,CMAHP,GOLT1B,CA13
NRXN3,RP11-291B21.2,PSMD7,ADGRF4,CPNE3,NADK,TC2N,NDUFA4
EHD2,RP13-20L14.1,PRKCSH,DNAAF1,IFFO2,ELMO1,GRID1,ZNF429
ACOX2,ZNF793-AS1,UHRF2,UBASH3B,USP32,CTD-2516F10.2,ZNF563,MPZL1
PLEKHG5,RP11-297D21.4,PSMD4,MIA3,L3MBTL3,BTN2A2,RPAP3,ZNF84
SHISA2,RP11-438J1.1,FIGN,ATP5J,CDK13,HECTD1,C16orf62,HLA-DRB5
LINC00885,LINC01578,RP11-277P12.20,SPAG17,EHD1,CENPT,SMAD9,FAM19A2
PLAUR,CLDND1,CD200,ELMO1,MCM9,ITGB7,RMND5B,PPP1R10
ESRP1,RIOK3,PRPF6,CLIC2,IGSF21,SACS,SPPL3,DENND6B
SCRN1,MEST,MBD4,VPS37A,PSMF1,ADA,FBLN2,LINC01588
TSEN34,XPNPEP1,CAPRIN1,DPY19L4,CASK,EMP2,CMAHP,OSER1-AS1
NR1H4,ST8SIA4,RCBTB1,HK1,CNKSR2,BLVRB,ARNT2,LINC01550
GGT5,PRDM2,CENPO,UBE2L6,DISC1,SLC35D2,LRIG2,CTD-2297D10.2
TENM3,TMOD2,NFIC,TMEM171,PSIP1,VIMP,CTA-204B4.2,VPS50
SRRM2,HIGD1B,HMGCLL1,MYO1E,GOLGA2,ZYX,ATP6V0A1,EXTL3
ZNF350-AS1,KIAA0907,ITGA6,TMEM164,TXNRD2,CMPK1,CNTLN,ZMYND11
RP11-370I10.12,THNSL2,ROCK2,CABP1,TMLHE,GBP2,PTPN23,PRKCH
FLOT1,PKP4,STRBP,HPD,RP11-428J1.5,MFAP3L,ABCC5,RETSAT
TOM1L1,SLC25A26,SIGLEC1,XDH,UXS1,BIRC3,UBL3,HDAC9
AKNAD1,PGAP2,EBI3,FAM46B,ATF2,ZNF710,GYPC,NEDD4L
NKX6-1,FBXL13,RNF167,GPR153,MXI1,BTK,ZNF575,METTL22
HN1,FLYWCH2,PPM1G,HIST1H2BD,ZWILCH,IQGAP1,INF2,ZFY
MTCP1,UBTD1,CCDC88A,ZC3H18,UBE2G1,TAF4B,MIR34A,WDR62
LINC01296,BRD7,FLOT2,CACHD1,ITGB4,LARS,RP11-532F12.5,EPB41L2
DHX32,CATSPER2,SLCO2B1,MRPL10,CYP39A1,NLRP3,FRYL,HEPH
COL1A1,PKIG,MRRF,RCAN1,FAM173B,FMC1,WDR7,ITGA6
PDE10A,LRRC8E,SLC25A27,CLIC6,KIN,FAM204A,MCM5,SRPK1
IVNS1ABP,ZNF596,ORAI2,TUBBP5,RP9,GPRIN3,MRPS25,PRTFDC1
A4GNT,UCP2,CCND2-AS2,RSPRY1,PDE3A,NPC1L1,BORA,BCL2L13
PTGFRN,LINC01091,PWRN1,GPBP1L1,SPRY4,WDFY4,FRA10AC1,XBP1
CLRN3,MARCKS,FERMT1,SPON2,MAFB,TCERG1,PTPN14,PAK5
FAM92A1,PLAUR,ZNF207,KALRN,MIRLET7DHG,SMYD2,EMSY,SALL1
IGF2BP2,HSD17B6,ST3GAL6,UBASH3A,SEMA3B,PLA2R1,GTPBP8,SPAG1
NOTCH3,PSMA4,ANKRD12,SH2B2,AGFG2,TNIP3,FARSA,LIG1
TGFB2,MAP4,UBN1,SQSTM1,ABTB1,PRRX1,TCAIM,SPOCK2
GDA,LIMCH1,RTF1,EMC10,VPS4B,TMCO1,LINC00174,MED31
PRDX4,TGFBR3,CDAN1,SPC24,UBE2E3,DNASE1L1,ZNF888,DCUN1D4
APOL2,UBE2D1,POGZ,SHANK2,MIR7-3HG,PLEKHO1,AP000320.7,DCPS
CAP1,ACAP1,ABCA1,STX5,CD44,GRN,SYAP1,VPS29
MORC4,PICALM,SNX10,FBLIM1,DSG2,CHORDC1,SOCS6,ING4
NEXN,MYDGF,FCHSD2,PDPN,CLIC5,INHBA,KLHL23,HSPA9
TIPARP,CST7,PDE4B,PEF1,C3orf52,IL20RB,RP11-111A21.1,EIF4G1
SPSB1,COL5A3,TIE1,MEGF6,SF3B1,ALPK3,KMT2E,DHDDS
EFNA5,SEH1L,PKN1,VANGL2,HDHD3,SPCS2,DCUN1D1,TMEM5
DNER,PHGDH,RRBP1,OLFML2B,DNMT3A,RNF128,MGST2,C1orf198
TTC25,SMARCB1,IQSEC1,WDR26,YPEL5,PCMTD1,MSH3,MAPKAP1
BIK,IFT52,CELF1,NOSTRIN,MMP19,AHR,ZCCHC17,ZBTB45
VSTM2L,SALL4,HIST1H2AC,FZD5,HAUS8,CALCOCO1,ARGLU1,PPP1R3C
CD2AP,HM13,AC092580.4,CGGBP1,PIP5K1A,THEM7P,THSD1,ATXN1
NEURL1B,MXRA5,FCGBP,ARPC2,PHF6,CYP4F3,RB1,ASPHD2
CXCL12,ATG4A,NUP160,NUAK2,COX18,PGR,IQGAP1,SGO1
ACTR1B,STAG2,ZDHHC15,SLMAP,PAPD4,UBE3A,ARSG,PGPEP1
AGPAT2,PLS3,ELL2,RBM47,RNF187,MS4A4A,AK4,TAF4
CRAT37,ZNF106,SMAP1,CDCP1,MED14,RAB1A,SYK,CLIP1
SYPL1,VRK3,SS18,LIPH,MKL1,RP11-363E7.4,CUL5,ZNF236
FAM136A,TLE4,RBP7,HEYL,HDAC2,WDR62,GRIK1,IL13RA1
ABCC6,SORCS1,CERCAM,MST1R,LINC00926,IL18R1,SDR42E2,UNK
THOC6,RAD51C,SLC41A1,IL15,COMMD9,DYNC1H1,OSBPL6,ROCK2
SFTPD,CRTAM,VPS41,ZNF704,CAND1,ADD2,CHKB,HNF1A
ATP5A1,PPFIBP1,AC013461.1,DLC1,ZNF384,BUB3,NUP98,TBC1D4
BRD7,TPD52L1,METTL16,NUDT2,EFL1,AC005592.2,NDUFA5,GATA4
PPP1R26,TBP,NXPE3,RNF183,EIF3J-AS1,CECR7,FCN3,BCAR3
C5orf66,ACVR1,GPR174,SUGT1,MEIG1,LINC01290,FOXO1,SLC40A1
VPS35,GNLY,PLA2G16,PCF11,ATP2C2,MEOX1,CLDN12,FAM60A
SSBP1,TNR,PLCG1,PKNOX2,TBC1D1,SUCO,TMPRSS3,BRCA2
CD164,RALGPS2,PLEKHA2,AKR1E2,CRKL,DOCK10,MAPKAPK5-AS1,PSTPIP1
UBE2J2,LYPLA1,BTK,NUDT5,USP10,TMEM41B,RP11-742B18.1,SEC11A
SMAD3,ZSCAN18,SEC63,BTNL9,CCDC34,CDC27,SEMA3B,NOL3
MRPL22,SSPN,C19orf53,TRUB1,CCL20,EZR,ZMYND8,TPM3
CALB1,MOCS1,CDC37L1,TAF1D,SOX4,RBM41,CTSC,SYBU
PCSK7,FBXL16,OLFM1,CEP57,SH2D3A,BBX,ZBTB16,SIGMAR1
MAP6,ASPHD2,LRRC4C,GABRB3,AGAP3,UBE2L6,SLC16A10,KLRF1
DNAJA2,SERGEF,ABCA10,USP54,CKAP2,KBTBD8,PSMD14,SPEF2
DNTTIP1,USHBP1,AHCYL2,KIAA0355,PARD3,C5AR1,RSRP1,AGPAT3
PLEKHA1,PGLS,CDYL2,SERPINB8,CARHSP1,BMP7,DLL4,C21orf2
UGT2A3,ZC3H4,CSF1R,CLEC4E,RSPRY1,PPP1R16B,PRPF38B,VAV2
TRAC,KIF3A,FLNA,SEC11C,PEX13,STAG2,ARHGAP17,ZSWIM5
RAB11FIP1,PPARG,STX12,NDEL1,PCF11,ABI3,IRF8,ANTXR2
CLIC6,LARGE1,SFXN4,SLFN5,SIMC1,ESD,CD109,PHAX
LARP6,STX11,MYO3A,ANPEP,CKAP5,FAIM,STOX1,ZNF592
TMEM37,PHF11,FBXO9,TSC22D4,ZDHHC13,CMTM8,IDH2,ZNF131
ISG20,IGF2BP3,GALNT3,MS4A8,ZNF649,GPR35,RNPS1,ARV1
AC002454.1,PIM1,ABCC4,CA4,LINC00671,NUP50,LINC00278,PSMD1
AMY2B,CYP2C9,C14orf159,DDB1,ERICH6-AS1,DNAJC5,CTC-338M12.4,PDZK1
PTOV1,LGR5,DZIP1L,SF1,ZFP30,BET1,NUP107,B3GNTL1
KDELR1,RBM26,NFASC,SLC20A2,TRIM5,ONECUT2,SLCO1B3,RP11-111M22.2
RTN4,GREB1L,GLB1,ZNF608,MIATNB,GIMAP6,AMOT,MRPL14
STAT1,RNF157,PCP4,MFF,GEMIN8,IL18RAP,MAGED1,CDNF
CRIM1,RFWD2,BBIP1,UPF3A,GOLPH3,KMT2E,MAST2,TLR5
C1orf106,MRPL9,SLC26A3,NSMCE1,CLIP4,IFNGR1,KLF8,DNAJB13
ZNF608,GALM,MANBAL,UGP2,MARK1,ZBP1,SFPQ,DMBT1
MCC,NFKBIZ,USF2,REPS2,ALG5,MINOS1,KIAA1109,CLDN4
FUT2,GSDMC,C3,ZFPM2,USP45,AE000661.37,DUS3L,ZKSCAN3
NUP62CL,ALAD,HOXD3,ALCAM,WNT2B,IL15RA,CD53,TLK1
BCAS1,FAM124A,ONECUT1,USP47,IL2RA,PARP1,FAM46B,COLGALT2
TSC22D4,MBIP,KDM5D,METTL7B,SECISBP2L,SGO1,TCEA2,EHMT2
CCDC149,MIA3,SMARCD3,EMB,B3GAT3,ABCA8,SP3,RP11-497E19.1
DBNDD1,ITGB2,HNRNPM,USP32,CCDC191,ITGAM,LINC01135,TRIM16
MRPL9,BDH1,RASIP1,SRGAP2C,BUB1,GRK6,AC092580.4,NSUN5P1
MAGI1,KIAA1522,P3H1,SYNPO,LONRF2,BRD4,FAM135A,LINC01272
JAM2,DAPL1,LRRIQ1,ZNF131,FBXL7,CD109,DAPK3,RP4-595K12.2
NPM2,STT3B,ISG20,SPTLC3,SDR42E2,SLC5A1,RP11-430B1.2,AL035610.1
RGS17,LIPH,ZBTB21,SUCLG2,SMOC1,MRPL9,PIBF1,MCTS1
LGALS1,TKT,KCNMB2-AS1,RCAN2,ZNF783,LAPTM4B,FAM83E,RP11-30K9.6
RP3-335N17.2,EBF1,RP11-210M15.2,KLHL6,ZSCAN16-AS1,ICAM2,MBD4,HIST1H2BE
ALOX12P2,TRA2A,CDKN1B,MRPL52,PIGU,SLC35F5,APPL2,ZNF280B
MAP4,COL1A2,RNF123,EVC2,AP3B2,YWHAB,RHBDD1,RP11-900F13.3
DOCK9,TTC8,SACM1L,MOB1B,MEIS3,AOC1,CCDC25,ANKIB1
CREM,CASC4,ACACB,STAT5B,ETFA,NECTIN1,ADGRG5,ZNF195
CDC37,NXN,ZNF831,SELP,ZNF337-AS1,CTSK,FAF1,MYLIP
NPR3,TMC8,TXLNGY,ZBTB4,SEC63,KCND2,RP13-20L14.1,SPAG9
EPHX2,HEXIM2,P4HA3,ZHX3,PTCD2,MIR222HG,AOC1,STARD3NL
SLC35B1,THEMIS,IFIT5,IQCK,YBX3,FOSL2,TSSC1,ACPP
KCNK5,GRK2,MMP16,PSMD2,PLA2G15,PEBP1,YPEL1,YAF2
ABTB2,CYSLTR1,EFCAB14,ARHGAP1,LNPEP,SELT,RBM42,BTN3A1
COL4A5,NABP1,APBB2,PTPN2,CASP8AP2,SASH3,FAM89A,ANK1
LINC01057,NRXN1,GXYLT2,SART1,WDFY4,OXR1,RP11-498P14.5,CUL3
VDAC3,MRPL14,EIF1AX,TMEM70,RGS16,VIM-AS1,RENBP,MCF2L2
UAP1,METTL23,SGSH,ZNF135,PIH1D2,HMGB2,PPP1R13L,CYFIP2
MRPS36,SLC2A4,SKA2,RP11-404O13.5,COQ2,BAIAP2,KIF21B,ANKRD44
PREPL,FAM3B,RFX3-AS1,HSD11B2,FAM101B,SLC12A2,MFSD9,IPCEF1
SCAMP2,NELL2,SPON1,RNPEP,ADARB2,SDHAF3,TRA2B,CACNG4
PAWR,CCDC30,PCMTD1,RMDN1,ZNF471,GLB1,RBP5,SNRPA
PCGF5,HEPACAM2,LYRM2,FUT2,ARRDC5,MLKL,C14orf79,AAMDC
MGST1,FSIP2,CHCHD3,TGIF1,LINC00853,PARP10,HYDIN,LZTS3
IFT52,ZNF100,WDR60,NR2C2,ATE1-AS1,RP11-400K9.4,GLB1L,MISP
WWC1,NOL4L,THOC6,C18orf32,RP11-182J1.12,RPS6KL1,MEAF6,TXN2
RSPH1,FAM177B,PER2,AP3S1,RP11-327F22.1,KLF5,RNF168,PLEK2
TTYH1,MYO5A,TMX1,MLF1,KCTD12,EEF1D,ARL9,PYGB
CCDC14,DNAJC19,HMG20A,ZC3H12D,FAM104B,KIF5C,GIGYF2,CD40LG
ARSJ,RP13-188A5.1,DTL,GALNT11,LINC00959,MYADM,RP11-703M24.5,SUPT20H
SAMD13,GABPB1-AS1,CYP3A5,ZBTB7A,ZZEF1,MIR193BHG,ELP2,HMOX2
CDH3,RP11-1277A3.2,CXCL12,PTPN11,BAZ2A,AP2S1,ACTR2,RAB2A
TTC28,RP11-148L24.1,GCC2,SHARPIN,HNRNPLL,IARS2,PMM2,CCDC114
LGMN,CEP95,MAL2,FGD6,MOV10,CSGALNACT1,ZNF711,CDK6
RARS,RP11-522B15.3,SYNPO,HIST1H2AC,CARNMT1,HBEGF,MAP2K4,PTN
SMAD5,CTD-2135D7.5,ZNF793,CLRN3,MTMR14,SGCD,NEO1,TSPAN12
GNAI2,PIK3R6,ZNF676,D2HGDH,CA4,KLHL25,CYLD,C1GALT1
SSBP3,B4GALT1,RP11-550I24.2,MUC16,FPR1,TBX21,DNAJA1,MICU1
SPTBN2,FAM83D,VPS35,NPM1,NAA16,SDS,PXN,NUP88
NRSN2-AS1,GGA2,AUH,DDX60L,DNAJB13,CLIC2,ZMAT5,ERBIN
SMC5-AS1,SLC25A36,CEP128,LSM10,RP11-544M22.13,ADAMTS15,MAP1LC3A,SMAD5
MRPS14,POPDC2,RBBP7,ATP6AP2,CBX1,FAR2,ELF4,CSNK1A1
HMGB2,GIPC1,TBC1D19,BACE2,CSNK1A1,COPZ1,ANKMY2,CYTIP
ONECUT1,MTCH1,AGTPBP1,MX2,PRDM2,APOL2,PHYH,RALGPS2
RP3-331H24.5,LRRC49,THEM4,ST6GALNAC3,PSD4,KIF20B,SOD3,KMO
PFKFB2,DYM,NQO1,CRELD2,AK3,DMBT1,F3,CCDC181
BRD2,CENPC,PCDH9,PCDH9,ABHD3,RP11-146I2.1,MAU2,ACYP1
RP11-24F11.2,C21orf2,RP11-166B2.1,PDE4B,MSX1,GPCPD1,ARL8B,RBM25
DDR2,SGMS2,NCBP2,CA13,PLD3,SPINK5,SLC38A2,CCDC53
BOLA3,ANKRD11,KLHL36,HSF1,CHCHD3,SH3KBP1,MBOAT2,SORBS3
NEMF,CCDC88B,AP2S1,P4HB,PEX14,TGFB1,CDC123,PYROXD1
FUBP3,CCSER1,CELF2,BRWD1,NBAS,TUBGCP2,SACS,TBC1D15
NEBL,CCDC84,UNKL,RTN4RL1,GATAD1,TDG,TMEM143,MORF4L2
ZNHIT1,QRICH1,FYB,C7orf61,ZDHHC1,CAV1,USP24,PARD6B
ABCD4,GFPT1,KHSRP,PRELID2,RP11-423H2.1,SNCA,CLASP2,EFNB2
SERBP1,VDAC1,NUDC,SEPT10,TRABD,MFAP5,TRA2A,VASP
MYO10,BBIP1,DSP,DYNC2H1,SDR16C5,UBASH3A,HSPBAP1,REEP5
ERLIN2,SEC14L6,SLC6A4,SBK1,EXOC7,PSMD13,TVP23B,MRPS25
NR6A1,ATP6V1E2,MTIF3,CHM,SPNS3,FNDC3B,NBEA,DPF2
RP11-467L13.7,CTD-2005H7.1,FBXL16,C22orf34,RTN4RL2,ZNF330,SLC26A9,MDFIC
RORA,VTA1,COQ3,C15orf52,ADA,FGFR1OP2,TMEM173,EPRS
DDX24,EXTL3,TTLL7,NBR1,RAB40C,LDB3,MBP,MYO7A
VAPA,AGA,FUBP1,CFAP54,RP11-1000B6.8,PAK4,BHLHE40-AS1,SQRDL
PMEPA1,COL9A2,NCSTN,PARVB,GMEB2,FLOT2,CTD-2005H7.1,NAA30
STARD13,BCAS1,HMGB2,TMEM120A,FAM83D,FCHSD2,DTX2P1-UPK3BP1-PMS2P11,TCF25
CTDSP1,PIGB,MBD3L1,GTF2IRD2,ZNF141,MRPL48,MYOM2,SKAP1
CPA2,MARK2,ATG13,ZBTB44,PARN,RPL36A-HNRNPH2,AMDHD1,RAB40B
DAPL1,DLG1,SRGAP2B,MKL1,OSBP2,PNKD,CFTR,ETNK2
HAS2,TNPO1,PIK3R6,TCF4,ZFP69,DESI1,AFF4,CAMKMT
IRAK1,RAB10,TGFBR3,TLR7,AFAP1,GFPT2,RSBN1,CTDSP1
XIST,GSTZ1,DYNLL1,SLC25A29,C8orf37-AS1,IL13RA1,DNAJC3,OCIAD2
NID2,STS,WFDC2,SRC,PLEKHH1,MICB,PDE10A,PRIM2
SLC15A1,KPNA3,NME4,SLC22A4,OSBPL3,CASC9,WLS,PURB
OLFM4,LEPROTL1,IL27RA,VEPH1,FBXW11,VCAN,LRRFIP1,GPR174
UBA1,KCNN4,COMMD9,CFAP43,KAT6A,BIN1,SDF2,MRRF
SRPRB,C14orf159,PDGFRB,ZNF790,CBX7,C9orf78,TGS1,A1CF
TTC3,FOXP4,SERPINF1,SULT1C4,PRPF6,RNF149,TMCO1,IMMP1L
