topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15
0.010210544,0.007418233,0.003645464,0.00540274,0.007896703,0.007522808,0.0063378033,0.00692984,0.003797715,0.006875249,0.0077240337,0.007079804,0.0046554743,0.004244534,0.008381089,0.0074572675
0.009850815,0.0073582097,0.0036360163,0.005390327,0.007818261,0.0068751536,0.0063189254,0.006843731,0.0037854933,0.006857065,0.0075864135,0.006875252,0.004560523,0.0041559,0.008254159,0.0072685382
0.009054028,0.007348805,0.0036354444,0.005295746,0.007786429,0.006750608,0.0062919734,0.0067167203,0.0037468397,0.006775795,0.0075293216,0.006865202,0.00451875,0.004099831,0.0082162805,0.0068166438
0.008027823,0.0073275096,0.003597815,0.005098487,0.007777234,0.006734057,0.0062705227,0.00667669,0.0037386625,0.006643554,0.0075107613,0.006745173,0.0044470513,0.004078741,0.00785538,0.006772484
0.007436725,0.007267145,0.0035886588,0.00498201,0.007772718,0.0065676915,0.006268448,0.00664652,0.003698243,0.006619566,0.0073271254,0.0067400546,0.0044457964,0.0038978937,0.007816692,0.0067618806
0.007053154,0.0071889358,0.0035786997,0.0049275146,0.0077627106,0.006551802,0.0062302393,0.0066399565,0.0036725195,0.006575278,0.007133018,0.00657673,0.0043854467,0.0038868466,0.007281307,0.0067444593
0.006912167,0.0071236775,0.0035144852,0.0049273125,0.007707356,0.006522463,0.006072906,0.0065692356,0.0036528714,0.0064556384,0.007076861,0.006505318,0.0042724153,0.0038762968,0.007255826,0.0067054788
0.006395594,0.006927405,0.0034896005,0.0049209776,0.0076573747,0.0065217544,0.005999642,0.006568002,0.0036483419,0.00641698,0.0069777034,0.0064584,0.004213137,0.0038170049,0.006838913,0.0065957555
0.0062537948,0.006835848,0.003484273,0.0048333644,0.0075127487,0.0064656595,0.0059553487,0.006485963,0.0036356954,0.006400265,0.006795756,0.0063695055,0.004146421,0.0038020655,0.0068066623,0.0064918566
0.0062424554,0.0067341053,0.0034644424,0.0047931084,0.0074712443,0.0064353747,0.005847652,0.006352432,0.0036324274,0.0063928957,0.0067057987,0.006298397,0.0041076527,0.0037366038,0.0068027847,0.006449217
0.0059734993,0.0064990055,0.0034359088,0.0047568334,0.0073502315,0.0059791617,0.005824521,0.006270711,0.0035967326,0.006388806,0.006463884,0.006015128,0.003922386,0.003721912,0.006788786,0.006316871
0.005963854,0.0064715263,0.0034324569,0.004690979,0.007347274,0.005881472,0.005687198,0.006198287,0.0035778584,0.0062496657,0.0064586033,0.005906187,0.0037617574,0.00368493,0.006653547,0.005993597
0.005918628,0.006444717,0.0034011004,0.004684716,0.0072269593,0.0057850974,0.00548578,0.006157094,0.0035433655,0.0061607594,0.0063975216,0.0058330647,0.0037380883,0.0035969093,0.006494535,0.0059804707
0.005763895,0.0063723433,0.0033882577,0.004569927,0.007186855,0.005671889,0.0054807756,0.0061508906,0.0035083753,0.0060799494,0.0059493766,0.0055718394,0.003729777,0.0035879163,0.0064925593,0.0059444313
0.0056744344,0.0063362624,0.003364055,0.0045543383,0.007163077,0.005474917,0.0054622674,0.005960863,0.0035070374,0.0059917998,0.005918701,0.005474319,0.0035522524,0.0035343664,0.0062540695,0.0059141736
0.0050288243,0.0062322123,0.0033108485,0.004519974,0.007133552,0.0054484564,0.0053896946,0.0059228963,0.0034890631,0.0059576067,0.0058837305,0.005463882,0.0035211295,0.0035108873,0.0062088296,0.0058752047
0.0050106086,0.0062116403,0.0032968116,0.004502481,0.0070531606,0.0054111658,0.005184232,0.005824996,0.0034884443,0.005945608,0.005725335,0.0054267985,0.0035025785,0.0034592426,0.00601822,0.0058578053
0.004723334,0.00620508,0.003225679,0.0043848087,0.007006988,0.005373323,0.0051117684,0.005795285,0.0034579216,0.005885301,0.0056465496,0.005399794,0.0034282482,0.003456466,0.00593152,0.005749306
0.0046583037,0.006202802,0.0032040305,0.004348968,0.0069972514,0.0053708535,0.0050626663,0.005603725,0.0034567378,0.0058579757,0.005644848,0.0053825956,0.0034183152,0.0034493005,0.0057612024,0.0057057613
0.0046007102,0.00614124,0.0031989927,0.0043470776,0.006940627,0.005320186,0.005033747,0.005482284,0.003455459,0.0057507292,0.0055712257,0.0053461655,0.0033813918,0.0034116358,0.0056466684,0.0055288053
0.004430278,0.0061223693,0.0031882687,0.004337238,0.0068749473,0.005315031,0.0049504437,0.0053753243,0.0034069878,0.005730686,0.005411788,0.0053381925,0.0033627062,0.0034042157,0.005536995,0.0053793266
0.004402027,0.0061068577,0.003163301,0.0041668355,0.0068241726,0.005234698,0.0049179657,0.0053554196,0.0033978927,0.0057165045,0.0053979093,0.005333368,0.0032534811,0.0033940207,0.005348996,0.0053632623
0.00434135,0.0060295206,0.0031553735,0.0041539567,0.0067473766,0.004875005,0.004901358,0.0053121373,0.0033893518,0.005698923,0.0053734328,0.0052992576,0.0032129867,0.0033015627,0.0053086025,0.005302488
0.0042289575,0.005944063,0.003152806,0.0041429107,0.0066346712,0.004736262,0.004893054,0.0053051403,0.0033664315,0.0056954455,0.0052679614,0.0051786383,0.003099194,0.00327095,0.005249268,0.005166794
0.0042271307,0.005926646,0.0031354183,0.0041047195,0.0065348255,0.004716971,0.00488082,0.005279904,0.0033636042,0.005631653,0.0051833517,0.0050913007,0.0030900612,0.003253382,0.005188624,0.005145772
0.004109508,0.005708804,0.003083742,0.0039608157,0.0064094635,0.0047067055,0.0048391717,0.0052215224,0.003351459,0.0055706464,0.005132652,0.005059428,0.00296096,0.0032273375,0.0051398426,0.0051298914
0.0040575406,0.0057051843,0.003083016,0.0039540296,0.0063718413,0.004659499,0.004793163,0.005202267,0.0032543764,0.005552475,0.005113619,0.0050431844,0.0029451735,0.0032217375,0.005134713,0.005120966
0.004047114,0.005686054,0.0030576396,0.003937755,0.006336556,0.00463404,0.0047918335,0.0051948996,0.003252273,0.0055467165,0.0049838442,0.0050009512,0.0028328563,0.0031696695,0.0050727795,0.00511388
0.003957021,0.005504673,0.003045928,0.0037786437,0.0062381555,0.004508019,0.00478643,0.0051803347,0.003242425,0.0055429623,0.004948806,0.0048928536,0.0026599204,0.003116014,0.0050283996,0.005095726
0.003908236,0.005414273,0.0029955697,0.0037475259,0.0062372335,0.004440059,0.0047707353,0.0051212176,0.003230757,0.0055382913,0.0048114983,0.004845905,0.0026295932,0.0030746257,0.0048882244,0.0050810953
0.0038747997,0.0052842232,0.0029832937,0.0037424543,0.0061035594,0.004432182,0.004754883,0.0050626737,0.0031927463,0.005514601,0.004742354,0.0048093814,0.002618249,0.003073573,0.0045338534,0.004998062
0.003830601,0.005240417,0.0029831615,0.0037338093,0.0060709226,0.0043987934,0.004743949,0.005043504,0.0031513332,0.005443642,0.004690995,0.004680817,0.002563636,0.0030621453,0.00453131,0.0049890135
0.003785154,0.0052330056,0.0029507568,0.0037124946,0.006058667,0.004384489,0.0047155092,0.0049415594,0.00310224,0.00540911,0.004600719,0.004674621,0.002541026,0.0030155107,0.0044971383,0.004988043
0.0037229273,0.0051661143,0.002950519,0.0036477712,0.005989806,0.0043106223,0.0046822545,0.0048897746,0.0030996432,0.005369166,0.004474215,0.004646606,0.0025363413,0.0029843722,0.004211432,0.004907967
0.0036659795,0.005106093,0.0029410557,0.0035993438,0.005975713,0.0042766486,0.0046731676,0.0048867674,0.0030749848,0.00533709,0.004468855,0.0046368362,0.002525138,0.0029591997,0.004182073,0.004828283
0.0035912849,0.0050831595,0.0029299445,0.0035926085,0.00596146,0.0042678034,0.004657964,0.004834676,0.0029787123,0.005273805,0.0044067963,0.004579875,0.0024056896,0.0029013548,0.0041802567,0.0047820867
0.003462761,0.0049744043,0.002925184,0.0035786843,0.005906995,0.0042498554,0.0045009614,0.004788409,0.0029705365,0.005264293,0.0042913835,0.004530863,0.002401393,0.002897387,0.0040759644,0.0047755465
0.003386993,0.0049515204,0.0029223138,0.0035661676,0.005743538,0.0042315414,0.0044761123,0.0047566197,0.0029397253,0.00523923,0.0042799436,0.00441609,0.0023747708,0.0028912758,0.0040180245,0.0047540665
0.0033586966,0.00490574,0.0028800822,0.0035580383,0.0056961193,0.004157357,0.0044653723,0.0047298362,0.0029119037,0.005177549,0.0042608883,0.0043887873,0.00233683,0.0028210774,0.004014231,0.004742135
0.0033101414,0.004861949,0.0028673303,0.0035513903,0.005672662,0.004136018,0.004437769,0.004675836,0.002853527,0.005176172,0.004242413,0.0043437206,0.002272415,0.002815221,0.00395176,0.0046626218
0.0031687734,0.00482861,0.0028552336,0.0035422845,0.0056393603,0.0040547303,0.0044367155,0.0046600457,0.0028469923,0.005170937,0.004226659,0.004323095,0.002165953,0.0028032535,0.003911659,0.0046606697
0.0031556354,0.0047990773,0.0028344085,0.0035233835,0.005594962,0.003985836,0.0044366433,0.004626471,0.0028029287,0.0050808988,0.0042004776,0.0043014837,0.0021454636,0.002790714,0.0038084579,0.004656276
0.003148418,0.0047096177,0.0028168003,0.003520253,0.005512813,0.003942914,0.00442172,0.0045964895,0.0027919319,0.005075557,0.004111164,0.0042789723,0.0021317701,0.0027732274,0.0037487145,0.004605932
0.003141719,0.0047055813,0.002808639,0.0033553895,0.005443684,0.0039336164,0.0044183563,0.0045825336,0.0027901006,0.00506878,0.0040927446,0.0042073173,0.0021202255,0.0027505495,0.0037483713,0.0046054185
0.0031095278,0.0046865926,0.0027925763,0.0033145938,0.0054271114,0.0038330148,0.0044013113,0.0045592706,0.0027595283,0.005009866,0.0040299594,0.004179742,0.002064968,0.0027082444,0.0036439432,0.004540093
0.0030555408,0.0046183052,0.002787578,0.003278162,0.005381464,0.0037888682,0.0043745628,0.0043907026,0.0027490507,0.004997354,0.0040222188,0.004163713,0.0020120733,0.002694832,0.0036118482,0.004529523
0.0030538016,0.0045691165,0.0027652849,0.003249272,0.005360509,0.0036172862,0.0043549156,0.004352578,0.0027406088,0.0047773346,0.0040194886,0.004104473,0.0020080593,0.00269022,0.003560898,0.0045291213
0.0030279194,0.004538911,0.002752486,0.0032076472,0.005360458,0.0036164082,0.0043450426,0.004345223,0.0027366988,0.0047732675,0.0040098443,0.004012101,0.0019300658,0.002678641,0.0035034572,0.0044958564
0.0029996224,0.004457633,0.0027362958,0.0031826987,0.0053182403,0.0036063602,0.004335183,0.0042205025,0.0027096951,0.004760489,0.0040066387,0.003983423,0.0019040864,0.0026648005,0.003457112,0.00447185
0.0029559715,0.0044386494,0.00273228,0.0031806023,0.0053121676,0.0035792526,0.004334861,0.004162784,0.0026985493,0.004644105,0.0039807153,0.0039563193,0.0018738254,0.0026550086,0.0033654491,0.0043942486
0.002920791,0.0043820413,0.0027280618,0.003174876,0.00527856,0.0035121012,0.0043319636,0.0041609425,0.002663051,0.0046212985,0.003962765,0.0038758253,0.0017970231,0.002648363,0.003344194,0.004393025
0.0029205529,0.004367843,0.0026974855,0.003140759,0.0052444492,0.0034908522,0.0042912033,0.0041562943,0.002638769,0.0046144067,0.0039307196,0.003873346,0.001776448,0.002617731,0.0033326861,0.00438498
0.0028185695,0.0043348772,0.0026410262,0.0031216906,0.005200521,0.003474569,0.004225799,0.0041343104,0.0026374406,0.004561526,0.0039158566,0.003844677,0.0017600872,0.0026124835,0.0033241047,0.004373824
0.0027417603,0.0042512156,0.0026330627,0.0030963137,0.0051543056,0.0034400742,0.0042210985,0.004097015,0.0026264242,0.0045442446,0.0039084447,0.0038273584,0.0017450748,0.0026047514,0.003254718,0.0042941836
0.0026676306,0.004245815,0.0026283134,0.0030934284,0.0051393104,0.0034378015,0.004201628,0.004096425,0.0026244612,0.0044790353,0.003890379,0.003823969,0.001723726,0.0025891585,0.0032486056,0.0042531868
0.0026101612,0.004233378,0.0026252572,0.0030427347,0.0051093874,0.003402572,0.0041442383,0.004004639,0.0026232752,0.0044280733,0.0037924072,0.0038168388,0.0016458596,0.0025813112,0.0031921524,0.0042279954
0.002591425,0.004221199,0.0025999802,0.0030282023,0.0050870515,0.0033359614,0.004131425,0.003972435,0.002622267,0.004425789,0.0037642533,0.0037584137,0.0016309425,0.0025785111,0.0030987551,0.004198067
0.0025349096,0.004193921,0.002561422,0.00302604,0.0050793337,0.003335031,0.004124064,0.0039575947,0.0025968181,0.0043956465,0.003663187,0.0037473936,0.0016153301,0.0025695486,0.003081962,0.0041683814
0.0025181926,0.0041747503,0.002551755,0.0030212302,0.0050107166,0.0033108531,0.0041135643,0.0039423443,0.002584024,0.0043878057,0.0036414731,0.0037127777,0.0015941832,0.0025551093,0.0030297465,0.0041454476
0.002507776,0.004174472,0.0025517086,0.0029992047,0.004982635,0.003228598,0.004096734,0.0039258176,0.002581172,0.0043627163,0.003631198,0.0037002575,0.0015611975,0.002550649,0.0030025947,0.004121917
0.0025074508,0.004091818,0.002533305,0.0029761952,0.0049380595,0.0032171353,0.0040888847,0.0038534172,0.0025725805,0.004360441,0.003591754,0.0036918367,0.0015432929,0.0025250788,0.0029983125,0.0040858635
0.0024616376,0.004082039,0.0025127784,0.0029526514,0.0049355403,0.0032165414,0.0040589916,0.003851176,0.002571668,0.004331491,0.0035804508,0.003682192,0.0015359177,0.0025213612,0.0029912493,0.0040851035
0.0024501192,0.0039980984,0.002492393,0.0029040568,0.004929952,0.0032104768,0.004031251,0.0037562386,0.0025549084,0.0042709634,0.0035053354,0.003674005,0.0015252396,0.0025145486,0.0029770269,0.0040839626
0.0022418543,0.003969721,0.0024816035,0.0028954064,0.0049204356,0.0031300094,0.004016059,0.0036187647,0.00254845,0.004253302,0.0034794186,0.003652119,0.0015072271,0.002512377,0.002973415,0.004020673
0.002241339,0.0039350553,0.0024480019,0.002856394,0.004857275,0.0031223113,0.0039850227,0.0035734612,0.0025372752,0.0042176717,0.0034785592,0.003640435,0.0015067118,0.0025092617,0.0029074082,0.004013544
0.0022251455,0.0039325305,0.002446128,0.0028551861,0.0047791847,0.0031137224,0.003923581,0.0035649245,0.0025195451,0.004200508,0.0034591437,0.0035898723,0.0014442861,0.0024854026,0.0028928851,0.0040080855
0.0022182795,0.0039032372,0.0024385895,0.0027872561,0.004633594,0.0030658576,0.0038913884,0.0035548245,0.0025126871,0.0041796844,0.0034359759,0.003572601,0.0014206374,0.002475975,0.0028272802,0.003945528
0.002207607,0.003899632,0.0024348283,0.0027869812,0.004630788,0.003058099,0.0038909283,0.0035442377,0.0025071483,0.0041647395,0.0034218477,0.003565392,0.0013871123,0.0024618972,0.0028024141,0.0039300113
0.002146406,0.0038733792,0.0024293452,0.0027642737,0.004578344,0.0030142944,0.0038698015,0.0035346157,0.002498422,0.004144596,0.0034095247,0.0035555416,0.0013461431,0.0024599372,0.0027907686,0.003923772
0.0021361934,0.0037849445,0.0024257326,0.002753195,0.0045490493,0.0030128388,0.0038631235,0.0035316593,0.0024879933,0.004081391,0.0034060879,0.003554711,0.00134242,0.0024503306,0.0027520058,0.0038734714
0.0021284781,0.0037838835,0.0024203786,0.002750375,0.0044657537,0.0030057044,0.0038406055,0.0035189542,0.0024810082,0.004057504,0.0033668007,0.0035395862,0.0013183287,0.0024481982,0.0027491648,0.0038560713
0.002040954,0.0037590372,0.002396352,0.002730945,0.004428964,0.0029911436,0.0038295786,0.0035152358,0.002436639,0.004033772,0.0033662566,0.0035339436,0.0013098294,0.002438907,0.0027090516,0.003851264
0.0020279724,0.003743443,0.0023593775,0.0027196999,0.004314797,0.0029819568,0.0038046716,0.0035018586,0.002434646,0.004022723,0.0033451796,0.0035318544,0.0012918408,0.002434682,0.0026865473,0.0038495087
0.0020098574,0.0036320812,0.002348602,0.002717189,0.004295697,0.002961608,0.0037867858,0.0034979768,0.0024189823,0.003968406,0.0033329308,0.003520804,0.001240299,0.002419175,0.002659649,0.0038435147
0.0019917067,0.0036002845,0.002346371,0.0026997216,0.0042862645,0.0029466539,0.0037635393,0.003466908,0.002408194,0.003966382,0.0033145496,0.0035020406,0.0012059011,0.0023872221,0.0026527385,0.0038236664
0.0019515945,0.0035848601,0.0023423298,0.0026920808,0.0042335456,0.0029421668,0.0036585783,0.0034456216,0.0024007277,0.0039298935,0.0032992319,0.0034978117,0.0011999307,0.0023680055,0.0026293339,0.0038203094
0.0019201362,0.0035428284,0.0023374364,0.0026801815,0.0040452364,0.002935859,0.003630367,0.0034197518,0.0023934718,0.0038641535,0.003248474,0.0034797918,0.0011788278,0.0023646338,0.002526322,0.003806221
0.0018726545,0.003529565,0.0023005612,0.0026682615,0.0040280903,0.0029290686,0.0036220846,0.0033852782,0.00239021,0.0038541502,0.0031828156,0.003476866,0.0011751048,0.0023449282,0.0024854334,0.0037690706
0.0018603544,0.0035245833,0.0022970666,0.0026645144,0.0039696097,0.0029081933,0.0035964993,0.0033692305,0.002379518,0.003849709,0.003153009,0.0034750362,0.001167319,0.0023244,0.0024479448,0.0037673095
0.0018509239,0.0035063652,0.002266795,0.0026637854,0.0039397846,0.002897763,0.0035939175,0.0033607553,0.0023781138,0.0038267656,0.0031086456,0.0034050227,0.0011667998,0.0022924063,0.0023919852,0.0037208595
0.0018228407,0.003495541,0.0022662967,0.0026539126,0.0039328886,0.002896485,0.0035874457,0.0033468325,0.0023776784,0.0037826118,0.0031051522,0.0033948317,0.0011519575,0.0022914032,0.0023890499,0.003700208
0.0018159393,0.0034744663,0.002242035,0.0026494276,0.003929376,0.0028747683,0.0035537009,0.0033277334,0.0023562633,0.0037614848,0.0030978909,0.0033674878,0.001147798,0.0022885315,0.0022929444,0.0036993152
0.0018049135,0.00344561,0.0022277602,0.0026272272,0.003923179,0.0028718663,0.0035496939,0.0033237005,0.0023555646,0.0037410145,0.003080349,0.0033612824,0.0010753411,0.0022642412,0.002241617,0.0036915832
0.0017868781,0.0034345344,0.002218126,0.0026090327,0.003910904,0.0028341154,0.003547176,0.0032584523,0.0023519774,0.0037229236,0.0030514654,0.0033402368,0.0010448833,0.0022526472,0.0022022722,0.003622112
0.001772178,0.003391492,0.0022174988,0.0025931222,0.0039104265,0.002828712,0.003534506,0.0031932683,0.0023248887,0.0036769896,0.0030097258,0.0033400203,0.0010348863,0.0022509033,0.0021869529,0.0035976383
0.0017437481,0.003376022,0.0022116601,0.0025782885,0.003905693,0.002811611,0.0035340749,0.0031847393,0.0023194011,0.0036436843,0.0029887885,0.0033041222,0.0010240863,0.0021905964,0.0021463977,0.003571487
0.0017422711,0.0033567976,0.0021859969,0.0025619913,0.003902335,0.0027971982,0.0035195113,0.0031814897,0.0023141932,0.0036252965,0.0029797223,0.0032912374,0.0009660116,0.0021884278,0.0021336798,0.003570908
0.001672924,0.0033369127,0.0021846152,0.0025552846,0.0038901619,0.0027757902,0.003517676,0.003172004,0.0023077007,0.0036224315,0.0029744457,0.0032877144,0.00095863896,0.002187416,0.002109344,0.00356461
0.0016482997,0.0032443886,0.002146199,0.0025452499,0.0038372464,0.002763616,0.0034954175,0.0031698402,0.0023016431,0.0035848755,0.002947188,0.00328673,0.0009456673,0.0021742405,0.0020909007,0.0035572203
0.0016089404,0.0032346942,0.0021433807,0.002542535,0.0038128789,0.0027571179,0.0034419775,0.0031514836,0.002293886,0.0035795632,0.0029107847,0.0032842327,0.0009445988,0.0021722415,0.0020554457,0.003533893
0.00157352,0.0032083676,0.002127773,0.0025223508,0.003789356,0.0027509048,0.0034383489,0.0031124945,0.0022894035,0.0035129504,0.002873798,0.0032380058,0.00094344554,0.002142228,0.0020487225,0.003523511
0.0015266403,0.0031861728,0.0021241223,0.0024974537,0.0037803901,0.0027290403,0.0033702091,0.0030991894,0.0022849583,0.0035084875,0.0028207828,0.003230671,0.0009257616,0.002131886,0.001958789,0.0034831986
0.0014895174,0.0031842957,0.0021129113,0.0024916632,0.0037733268,0.0027053275,0.0033507848,0.0030856647,0.0022814677,0.0034993181,0.0027817488,0.0032199882,0.0008973726,0.0021274837,0.0019448667,0.0034043344
0.0014830157,0.0031660064,0.0020974365,0.0024547921,0.0037683353,0.0026989302,0.0033119333,0.0030763678,0.002280293,0.0034951125,0.0027430549,0.0031682053,0.00088742096,0.0021247212,0.0019410634,0.0034037759
0.0014744978,0.003152154,0.0020718286,0.0024535025,0.0037639034,0.0026955064,0.0032813149,0.0030723144,0.002279232,0.0034635172,0.0027197802,0.003122417,0.0008638788,0.002113277,0.0019302223,0.0033975493
0.0014578699,0.0031472757,0.002065947,0.0024336826,0.0037066801,0.0026655844,0.0032813058,0.0030646853,0.00227873,0.0034524763,0.002709332,0.0031138558,0.00084571925,0.002088377,0.0019022044,0.0033630268
0.001444696,0.0031161848,0.0020543993,0.0023878359,0.0036771474,0.0026328205,0.003259492,0.0029995248,0.0022781694,0.0033957723,0.0026731452,0.0030876826,0.00083880103,0.0020775914,0.001902188,0.0033601352
0.0013909945,0.0031061387,0.002054367,0.0023579875,0.003645822,0.0026283937,0.003253402,0.00299319,0.0022755486,0.0033945646,0.002655067,0.0030730823,0.00083215075,0.002067089,0.0018672732,0.0033006608
0.0013511649,0.0030506449,0.0020459802,0.0023531744,0.0036326614,0.0025975502,0.0032129118,0.0029661278,0.0022628112,0.0033805084,0.002617536,0.0030614838,0.0008286058,0.0020622758,0.0018548237,0.0032921415
0.0013273411,0.0030408476,0.0020017533,0.002348669,0.003612513,0.0025946684,0.0032016314,0.0029337946,0.0022571234,0.0033798283,0.002609682,0.0030605553,0.0007968259,0.002055336,0.0018530345,0.0032773307
0.0013075903,0.0030050336,0.0019978562,0.0023328355,0.003603876,0.0025688934,0.0031910324,0.0028960374,0.002251001,0.003348978,0.0026018939,0.0030500486,0.0007960724,0.0020441215,0.0018513008,0.0032306956
0.0012853871,0.0030000885,0.001996641,0.002323786,0.0035913188,0.0025614442,0.0031394665,0.0028791868,0.0022337434,0.0033332948,0.0025971439,0.0030431307,0.00078420783,0.0020340793,0.0018117584,0.0032302148
0.0012781176,0.0029839922,0.0019919707,0.0023008015,0.00354308,0.0025360475,0.0031108756,0.0028687196,0.0022334007,0.0032951238,0.0025890104,0.0030409722,0.00078309025,0.002033927,0.0018110742,0.0031643463
0.0012554094,0.0029604433,0.0019878708,0.0022741333,0.0035049792,0.002531087,0.0031068197,0.0028564977,0.0022121053,0.0032908812,0.0025695744,0.003029137,0.00077377766,0.0020175122,0.0017845383,0.0030816873
0.0012259906,0.0029532271,0.001970051,0.0022732865,0.0034947626,0.0024636986,0.0030857162,0.002855423,0.0021883007,0.0032430107,0.0025523573,0.0030113366,0.00074386294,0.0020143196,0.0017708365,0.0030792195
0.0011930102,0.002951186,0.0019595746,0.0022681183,0.0034854696,0.0024400947,0.0030847685,0.0028522129,0.0021858353,0.003227916,0.0025514166,0.0029970114,0.00073381915,0.001981188,0.0017447138,0.0030791431
0.0011689785,0.0029125784,0.0019538961,0.0022680773,0.0034159592,0.0024060416,0.003063613,0.0027668015,0.0021837726,0.003219649,0.002551161,0.0029930384,0.00073250604,0.0019579495,0.0016942759,0.003023307
