topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15
6.2115264e-11,3.4319095e-10,4.2761913e-10,4.671569e-10,9.07917e-10,1.507198e-10,3.0410194e-10,3.598099e-10,5.0243815e-10,9.122271e-10,2.630147e-10,3.4456307e-10,5.7216818e-11,4.0839596e-10,1.4699969e-10,6.538758e-10
6.2115264e-11,3.4319095e-10,4.2749598e-10,4.671186e-10,9.079153e-10,1.507198e-10,3.0410194e-10,3.598099e-10,5.023998e-10,9.122097e-10,2.630147e-10,3.445624e-10,5.7216818e-11,4.0838738e-10,1.4699969e-10,6.5381467e-10
6.2115264e-11,3.4319095e-10,4.2748374e-10,4.671097e-10,9.0775254e-10,1.507198e-10,3.0410194e-10,3.598092e-10,5.0235e-10,9.1216096e-10,2.630147e-10,3.4456174e-10,5.7216818e-11,4.0825812e-10,1.4699969e-10,6.5381095e-10
6.2115264e-11,3.4319095e-10,4.2741688e-10,4.670955e-10,9.0775254e-10,1.507198e-10,3.0410194e-10,3.598092e-10,5.022647e-10,9.121366e-10,2.630147e-10,3.4456107e-10,5.7216818e-11,4.0785805e-10,1.4699969e-10,6.5379974e-10
6.2115264e-11,3.431903e-10,4.2697687e-10,4.6701526e-10,9.0774044e-10,1.507198e-10,3.0410194e-10,3.598092e-10,5.0217275e-10,9.12114e-10,2.630147e-10,3.4455977e-10,5.7216384e-11,4.0783785e-10,1.4699969e-10,6.5377354e-10
6.2115264e-11,3.431903e-10,4.2688975e-10,4.6700993e-10,9.07737e-10,1.507198e-10,3.0410194e-10,3.598092e-10,5.0212007e-10,9.1201136e-10,2.630147e-10,3.4455977e-10,5.7216166e-11,4.078363e-10,1.4699969e-10,6.537648e-10
6.2115264e-11,3.431903e-10,4.2682055e-10,4.6700455e-10,9.0765034e-10,1.507198e-10,3.0410194e-10,3.5980785e-10,5.020128e-10,9.119313e-10,2.630147e-10,3.4455977e-10,5.7215944e-11,4.0782852e-10,1.4699969e-10,6.537199e-10
6.2115264e-11,3.431903e-10,4.267652e-10,4.669921e-10,9.0764174e-10,1.507198e-10,3.0410194e-10,3.5980785e-10,5.019448e-10,9.119313e-10,2.630147e-10,3.4455847e-10,5.7215836e-11,4.077585e-10,1.4699969e-10,6.537024e-10
6.2115264e-11,3.431903e-10,4.2674567e-10,4.6695203e-10,9.076071e-10,1.507198e-10,3.0410194e-10,3.5980716e-10,5.017534e-10,9.118252e-10,2.630147e-10,3.4455847e-10,5.7215725e-11,4.0773596e-10,1.4699969e-10,6.536975e-10
6.2115264e-11,3.431903e-10,4.2664067e-10,4.668808e-10,9.075933e-10,1.507198e-10,3.0410194e-10,3.5980716e-10,5.0174576e-10,9.117974e-10,2.630147e-10,3.4455847e-10,5.7215618e-11,4.0768616e-10,1.4699969e-10,6.5366007e-10
6.2115264e-11,3.4318964e-10,4.2652026e-10,4.668496e-10,9.075725e-10,1.507198e-10,3.0410194e-10,3.5980646e-10,5.0173904e-10,9.117835e-10,2.630147e-10,3.445578e-10,5.721551e-11,4.075703e-10,1.4699969e-10,6.536438e-10
6.2115264e-11,3.4318964e-10,4.2647066e-10,4.667855e-10,9.075154e-10,1.507198e-10,3.0410194e-10,3.598051e-10,5.0162324e-10,9.117731e-10,2.630147e-10,3.445578e-10,5.721529e-11,4.0719117e-10,1.4699969e-10,6.5363387e-10
6.2115264e-11,3.4318964e-10,4.2645437e-10,4.666306e-10,9.0747554e-10,1.507198e-10,3.0410194e-10,3.598051e-10,5.0145776e-10,9.1167046e-10,2.630147e-10,3.4455716e-10,5.7215073e-11,4.0706688e-10,1.4699969e-10,6.536052e-10
6.2115264e-11,3.4318898e-10,4.263958e-10,4.664847e-10,9.0741326e-10,1.507198e-10,3.0410194e-10,3.5980444e-10,5.013191e-10,9.1148444e-10,2.630147e-10,3.4455716e-10,5.7215073e-11,4.0704207e-10,1.4699969e-10,6.5351047e-10
6.2115264e-11,3.4318898e-10,4.2638768e-10,4.664731e-10,9.074029e-10,1.507198e-10,3.0410194e-10,3.5980374e-10,5.0098453e-10,9.1146357e-10,2.630147e-10,3.445565e-10,5.7215073e-11,4.0699935e-10,1.4699969e-10,6.5349803e-10
6.2115264e-11,3.4318898e-10,4.263031e-10,4.664162e-10,9.072869e-10,1.507198e-10,3.0410194e-10,3.5980374e-10,5.0092913e-10,9.1146013e-10,2.630147e-10,3.445565e-10,5.7214965e-11,4.0683326e-10,1.4699969e-10,6.5349554e-10
6.2115264e-11,3.4318898e-10,4.2629253e-10,4.6638676e-10,9.071191e-10,1.507198e-10,3.0410194e-10,3.5980374e-10,5.008441e-10,9.114219e-10,2.630147e-10,3.4455586e-10,5.7214417e-11,4.067774e-10,1.4699969e-10,6.534444e-10
6.2115264e-11,3.4318898e-10,4.2614456e-10,4.6637344e-10,9.0708446e-10,1.507198e-10,3.0410194e-10,3.5980305e-10,5.007448e-10,9.1139235e-10,2.630147e-10,3.4455586e-10,5.721398e-11,4.0673007e-10,1.4699969e-10,6.534369e-10
6.2115264e-11,3.4318898e-10,4.261153e-10,4.663459e-10,9.070516e-10,1.507198e-10,3.0410194e-10,3.5980238e-10,5.0062443e-10,9.1128805e-10,2.630147e-10,3.4455586e-10,5.7213873e-11,4.067006e-10,1.4699969e-10,6.534033e-10
6.2115264e-11,3.431883e-10,4.2604947e-10,4.663405e-10,9.0696683e-10,1.507195e-10,3.0410194e-10,3.5980238e-10,5.0061105e-10,9.1128455e-10,2.630147e-10,3.4455586e-10,5.7213765e-11,4.0666337e-10,1.4699969e-10,6.5339334e-10
6.2115264e-11,3.431883e-10,4.258253e-10,4.6626936e-10,9.0696683e-10,1.507195e-10,3.0410194e-10,3.5980238e-10,5.005929e-10,9.11248e-10,2.630147e-10,3.4455386e-10,5.7213654e-11,4.065672e-10,1.4699969e-10,6.533746e-10
6.2115264e-11,3.431883e-10,4.252336e-10,4.6622495e-10,9.069513e-10,1.507195e-10,3.0410194e-10,3.5980238e-10,5.00591e-10,9.112046e-10,2.630147e-10,3.445532e-10,5.7213546e-11,4.0655398e-10,1.4699969e-10,6.533634e-10
6.2115264e-11,3.4318767e-10,4.2520115e-10,4.662214e-10,9.067921e-10,1.507195e-10,3.0410194e-10,3.5980166e-10,5.0057475e-10,9.1117325e-10,2.630147e-10,3.445532e-10,5.7213546e-11,4.0644313e-10,1.4699969e-10,6.532961e-10
6.2115264e-11,3.4318767e-10,4.2498222e-10,4.662036e-10,9.06761e-10,1.507195e-10,3.0410194e-10,3.5980097e-10,5.005137e-10,9.110933e-10,2.630147e-10,3.4455255e-10,5.7213324e-11,4.0630982e-10,1.4699969e-10,6.532961e-10
6.2115264e-11,3.4318767e-10,4.2495793e-10,4.661956e-10,9.0674024e-10,1.507195e-10,3.0410194e-10,3.5980097e-10,5.003228e-10,9.1108293e-10,2.630147e-10,3.4455255e-10,5.7212998e-11,4.0621528e-10,1.4699969e-10,6.532836e-10
6.2115264e-11,3.4318767e-10,4.2472859e-10,4.660222e-10,9.0668834e-10,1.507195e-10,3.0410194e-10,3.597996e-10,5.001434e-10,9.109909e-10,2.630147e-10,3.4455255e-10,5.721289e-11,4.0620132e-10,1.4699969e-10,6.5328115e-10
6.2115264e-11,3.4318767e-10,4.246986e-10,4.6598314e-10,9.0668145e-10,1.507195e-10,3.0410194e-10,3.597996e-10,5.001072e-10,9.1092833e-10,2.630147e-10,3.445519e-10,5.721289e-11,4.0617035e-10,1.4699969e-10,6.5327616e-10
6.2115264e-11,3.4318767e-10,4.2465975e-10,4.658783e-10,9.064376e-10,1.507195e-10,3.0410194e-10,3.597996e-10,5.001062e-10,9.108588e-10,2.630147e-10,3.445519e-10,5.7212016e-11,4.0600456e-10,1.4699969e-10,6.5325e-10
6.2115264e-11,3.4318767e-10,4.243569e-10,4.6579296e-10,9.063598e-10,1.507195e-10,3.0410194e-10,3.5979825e-10,5.0010335e-10,9.108362e-10,2.630147e-10,3.445519e-10,5.7211905e-11,4.059101e-10,1.4699969e-10,6.532313e-10
6.2115264e-11,3.4318767e-10,4.2422096e-10,4.657121e-10,9.0635466e-10,1.507195e-10,3.0410194e-10,3.5979825e-10,4.999898e-10,9.1061036e-10,2.630147e-10,3.4455125e-10,5.7211798e-11,4.0590703e-10,1.4699969e-10,6.532076e-10
6.2115264e-11,3.4318767e-10,4.2384407e-10,4.6570947e-10,9.06308e-10,1.507195e-10,3.0410194e-10,3.5979755e-10,4.9985827e-10,9.105531e-10,2.630147e-10,3.4455058e-10,5.7211798e-11,4.056524e-10,1.4699969e-10,6.531952e-10
6.2115264e-11,3.43187e-10,4.2349255e-10,4.6563306e-10,9.061662e-10,1.507195e-10,3.0410194e-10,3.5979686e-10,4.9985827e-10,9.1050617e-10,2.630147e-10,3.4455058e-10,5.7211798e-11,4.0564233e-10,1.4699969e-10,6.5318895e-10
6.2115264e-11,3.4318637e-10,4.23411e-10,4.6560997e-10,9.06085e-10,1.507195e-10,3.0410194e-10,3.5979686e-10,4.9984966e-10,9.104732e-10,2.630147e-10,3.4454992e-10,5.721158e-11,4.0557271e-10,1.4699969e-10,6.531516e-10
6.2115264e-11,3.4318637e-10,4.233601e-10,4.6554605e-10,9.0602975e-10,1.507195e-10,3.0410194e-10,3.5979686e-10,4.996619e-10,9.1041935e-10,2.630147e-10,3.4454992e-10,5.721147e-11,4.0554948e-10,1.4699969e-10,6.531354e-10
6.2115264e-11,3.4318637e-10,4.2334236e-10,4.6549453e-10,9.05907e-10,1.507195e-10,3.0410194e-10,3.5979686e-10,4.9964854e-10,9.103742e-10,2.630147e-10,3.4454992e-10,5.721147e-11,4.0554485e-10,1.4699969e-10,6.5310174e-10
6.2115264e-11,3.431857e-10,4.2311146e-10,4.6549187e-10,9.058396e-10,1.507195e-10,3.0410194e-10,3.597955e-10,4.995285e-10,9.102058e-10,2.630147e-10,3.4454992e-10,5.7211253e-11,4.0551082e-10,1.4699969e-10,6.5309924e-10
6.2115264e-11,3.4318506e-10,4.2311066e-10,4.6542709e-10,9.05812e-10,1.507195e-10,3.0410194e-10,3.597955e-10,4.995114e-10,9.10119e-10,2.630147e-10,3.4454992e-10,5.7211146e-11,4.0540335e-10,1.4699969e-10,6.5309674e-10
6.2115264e-11,3.4318506e-10,4.2310178e-10,4.6541107e-10,9.0579816e-10,1.507195e-10,3.0410194e-10,3.597955e-10,4.9949994e-10,9.100114e-10,2.630147e-10,3.4454992e-10,5.7211038e-11,4.0525414e-10,1.4699969e-10,6.5308925e-10
6.2115264e-11,3.4318506e-10,4.2308404e-10,4.653747e-10,9.0579466e-10,1.507195e-10,3.0410194e-10,3.5979414e-10,4.9947707e-10,9.099437e-10,2.630147e-10,3.4454928e-10,5.7210927e-11,4.0519926e-10,1.4699969e-10,6.5307687e-10
6.2115264e-11,3.4318506e-10,4.2302112e-10,4.6537027e-10,9.0563923e-10,1.507195e-10,3.0410194e-10,3.5979342e-10,4.994561e-10,9.097233e-10,2.630147e-10,3.4454928e-10,5.7210705e-11,4.0506015e-10,1.4699969e-10,6.530756e-10
6.2115264e-11,3.431844e-10,4.2299206e-10,4.6525667e-10,9.056237e-10,1.507195e-10,3.0410138e-10,3.5979275e-10,4.9933796e-10,9.0967994e-10,2.630147e-10,3.4454928e-10,5.721016e-11,4.047914e-10,1.4699969e-10,6.530644e-10
6.2115264e-11,3.431844e-10,4.2288797e-10,4.6515994e-10,9.056168e-10,1.507195e-10,3.0410138e-10,3.5979275e-10,4.992456e-10,9.096348e-10,2.630147e-10,3.4454928e-10,5.721016e-11,4.047219e-10,1.4699969e-10,6.529959e-10
6.2115264e-11,3.431844e-10,4.228654e-10,4.650819e-10,9.056064e-10,1.507195e-10,3.0410138e-10,3.5979275e-10,4.991209e-10,9.095879e-10,2.630147e-10,3.4454795e-10,5.7210053e-11,4.0435846e-10,1.4699969e-10,6.5297345e-10
6.2115264e-11,3.431844e-10,4.2282505e-10,4.650659e-10,9.056047e-10,1.507195e-10,3.0410138e-10,3.5979275e-10,4.990609e-10,9.0951163e-10,2.630147e-10,3.4454795e-10,5.7209727e-11,4.04323e-10,1.4699969e-10,6.529498e-10
6.2115264e-11,3.431844e-10,4.227509e-10,4.6502155e-10,9.0558566e-10,1.507195e-10,3.0410138e-10,3.5979275e-10,4.9901805e-10,9.094838e-10,2.630147e-10,3.4454795e-10,5.720962e-11,4.0427212e-10,1.4699969e-10,6.528676e-10
6.2115264e-11,3.4318376e-10,4.2266057e-10,4.650171e-10,9.055822e-10,1.507195e-10,3.0410138e-10,3.5979136e-10,4.9896287e-10,9.0935376e-10,2.630147e-10,3.4454795e-10,5.720962e-11,4.0417575e-10,1.4699969e-10,6.5279043e-10
6.2115264e-11,3.4318376e-10,4.225735e-10,4.6501533e-10,9.055598e-10,1.507195e-10,3.0410138e-10,3.597907e-10,4.9888105e-10,9.09222e-10,2.630147e-10,3.4454795e-10,5.7209504e-11,4.0393913e-10,1.4699969e-10,6.527518e-10
6.2115264e-11,3.4318376e-10,4.22505e-10,4.6493107e-10,9.0543717e-10,1.507195e-10,3.0410138e-10,3.5979e-10,4.9885623e-10,9.091613e-10,2.630147e-10,3.4454795e-10,5.7209397e-11,4.039006e-10,1.4699969e-10,6.5273437e-10
6.2115264e-11,3.431831e-10,4.223358e-10,4.6486281e-10,9.0540087e-10,1.507195e-10,3.0410138e-10,3.5979e-10,4.98842e-10,9.0911095e-10,2.630147e-10,3.445473e-10,5.7209397e-11,4.039006e-10,1.4699969e-10,6.52702e-10
6.2115264e-11,3.431831e-10,4.222553e-10,4.648353e-10,9.053594e-10,1.507195e-10,3.0410138e-10,3.5979e-10,4.9879256e-10,9.089844e-10,2.630147e-10,3.445473e-10,5.7209397e-11,4.038128e-10,1.4699969e-10,6.52702e-10
6.2115264e-11,3.4318245e-10,4.2223516e-10,4.6483442e-10,9.0518676e-10,1.507195e-10,3.0410138e-10,3.5979e-10,4.987269e-10,9.0880586e-10,2.630147e-10,3.445473e-10,5.720907e-11,4.038051e-10,1.4699969e-10,6.5267586e-10
6.2115264e-11,3.4318245e-10,4.2221096e-10,4.6476084e-10,9.051712e-10,1.507195e-10,3.0410138e-10,3.5978864e-10,4.986489e-10,9.087001e-10,2.630147e-10,3.4454598e-10,5.720896e-11,4.0377968e-10,1.4699969e-10,6.526572e-10
6.2115264e-11,3.4318245e-10,4.2211193e-10,4.647582e-10,9.0515917e-10,1.507195e-10,3.0410138e-10,3.5978864e-10,4.986337e-10,9.08603e-10,2.630147e-10,3.4454598e-10,5.720896e-11,4.0374043e-10,1.4699969e-10,6.5262107e-10
6.2115264e-11,3.4318245e-10,4.2206844e-10,4.647449e-10,9.050314e-10,1.507195e-10,3.0410138e-10,3.5978728e-10,4.985909e-10,9.0855284e-10,2.630147e-10,3.445453e-10,5.7208308e-11,4.0369805e-10,1.4699969e-10,6.5261363e-10
6.2115264e-11,3.4318245e-10,4.2202095e-10,4.6465629e-10,9.049969e-10,1.507195e-10,3.0410138e-10,3.5978728e-10,4.985614e-10,9.0849905e-10,2.630147e-10,3.445453e-10,5.7208308e-11,4.036434e-10,1.4699969e-10,6.5260863e-10
6.2115264e-11,3.431818e-10,4.2199683e-10,4.6463233e-10,9.04952e-10,1.507195e-10,3.0410138e-10,3.5978728e-10,4.985519e-10,9.0847485e-10,2.630147e-10,3.445453e-10,5.7207652e-11,4.0354023e-10,1.4699969e-10,6.525975e-10
6.2115264e-11,3.431818e-10,4.2196946e-10,4.6460752e-10,9.0494334e-10,1.507195e-10,3.0410138e-10,3.5978728e-10,4.9836457e-10,9.07898e-10,2.630147e-10,3.445453e-10,5.7207433e-11,4.034756e-10,1.4699969e-10,6.525937e-10
6.2115264e-11,3.431818e-10,4.2195253e-10,4.644374e-10,9.048225e-10,1.507195e-10,3.0410138e-10,3.5978728e-10,4.983323e-10,9.07827e-10,2.630147e-10,3.445453e-10,5.7207326e-11,4.0347406e-10,1.4699969e-10,6.525638e-10
6.2115264e-11,3.431818e-10,4.2188494e-10,4.6431872e-10,9.0480007e-10,1.507195e-10,3.0410138e-10,3.5978728e-10,4.983275e-10,9.077906e-10,2.630147e-10,3.4454467e-10,5.7207218e-11,4.034202e-10,1.4699969e-10,6.5256134e-10
6.2115264e-11,3.4318112e-10,4.2184392e-10,4.6430276e-10,9.047259e-10,1.507195e-10,3.0410138e-10,3.597866e-10,4.9827903e-10,9.077058e-10,2.630147e-10,3.4454467e-10,5.7207218e-11,4.033386e-10,1.4699969e-10,6.5253897e-10
6.2115264e-11,3.4318112e-10,4.2174816e-10,4.6423723e-10,9.047155e-10,1.507195e-10,3.0410138e-10,3.597866e-10,4.9816123e-10,9.0767466e-10,2.630147e-10,3.4454334e-10,5.7207218e-11,4.0327555e-10,1.4699969e-10,6.525315e-10
6.2115264e-11,3.4318112e-10,4.216758e-10,4.6422133e-10,9.046724e-10,1.507195e-10,3.041008e-10,3.597859e-10,4.980596e-10,9.0766594e-10,2.630147e-10,3.4454334e-10,5.7207e-11,4.0312176e-10,1.4699969e-10,6.5251404e-10
6.2115264e-11,3.4318112e-10,4.216412e-10,4.6419296e-10,9.0466895e-10,1.507195e-10,3.041008e-10,3.597859e-10,4.9800825e-10,9.0755864e-10,2.630147e-10,3.445427e-10,5.7207e-11,4.0308945e-10,1.4699969e-10,6.525091e-10
6.2115264e-11,3.4318112e-10,4.2143858e-10,4.6415935e-10,9.0466895e-10,1.507195e-10,3.041008e-10,3.597859e-10,4.9787624e-10,9.075569e-10,2.630147e-10,3.4454203e-10,5.720667e-11,4.0306022e-10,1.4699969e-10,6.5242445e-10
6.2115264e-11,3.4318112e-10,4.2135423e-10,4.6414872e-10,9.0456886e-10,1.507195e-10,3.041008e-10,3.597859e-10,4.9763416e-10,9.07479e-10,2.630147e-10,3.445414e-10,5.720656e-11,4.0302486e-10,1.4699969e-10,6.5240824e-10
6.2115264e-11,3.4318046e-10,4.2128187e-10,4.6414872e-10,9.0455854e-10,1.507195e-10,3.041008e-10,3.597852e-10,4.9762844e-10,9.0745994e-10,2.630147e-10,3.445414e-10,5.720656e-11,4.0294648e-10,1.4699969e-10,6.524045e-10
6.2115264e-11,3.4317982e-10,4.2120796e-10,4.6412305e-10,9.045447e-10,1.507195e-10,3.041008e-10,3.597845e-10,4.9758103e-10,9.0742713e-10,2.630147e-10,3.445414e-10,5.7206125e-11,4.0292186e-10,1.4699969e-10,6.523995e-10
6.2115264e-11,3.4317982e-10,4.2120796e-10,4.6407084e-10,9.0451374e-10,1.507195e-10,3.041008e-10,3.597845e-10,4.975772e-10,9.074064e-10,2.630147e-10,3.445414e-10,5.7206125e-11,4.0284504e-10,1.4699969e-10,6.5236966e-10
6.2115264e-11,3.4317982e-10,4.210714e-10,4.6406637e-10,9.044067e-10,1.507195e-10,3.041008e-10,3.597845e-10,4.9730964e-10,9.070896e-10,2.630147e-10,3.445414e-10,5.7205907e-11,4.0283887e-10,1.4699969e-10,6.523597e-10
6.2115264e-11,3.4317982e-10,4.2105855e-10,4.640372e-10,9.0405317e-10,1.507195e-10,3.041008e-10,3.597838e-10,4.9722526e-10,9.070481e-10,2.630147e-10,3.4454073e-10,5.7205907e-11,4.027828e-10,1.4699969e-10,6.523547e-10
6.2115264e-11,3.4317982e-10,4.2098147e-10,4.639814e-10,9.040273e-10,1.507195e-10,3.041008e-10,3.597838e-10,4.972205e-10,9.070343e-10,2.630147e-10,3.4454006e-10,5.720558e-11,4.0271902e-10,1.4699969e-10,6.523162e-10
6.2115264e-11,3.4317982e-10,4.2098067e-10,4.6395754e-10,9.039825e-10,1.507195e-10,3.041008e-10,3.5978315e-10,4.9713894e-10,9.070256e-10,2.630147e-10,3.4454006e-10,5.7205466e-11,4.0270828e-10,1.4699969e-10,6.522851e-10
6.2115264e-11,3.4317982e-10,4.207856e-10,4.6392656e-10,9.039221e-10,1.507195e-10,3.041008e-10,3.5978245e-10,4.9707444e-10,9.0670393e-10,2.630147e-10,3.4453942e-10,5.720525e-11,4.026768e-10,1.4699969e-10,6.522851e-10
6.2115264e-11,3.4317982e-10,4.2070453e-10,4.6378412e-10,9.038462e-10,1.507195e-10,3.041008e-10,3.5978176e-10,4.970005e-10,9.0665725e-10,2.630147e-10,3.4453942e-10,5.720525e-11,4.0267295e-10,1.4699969e-10,6.5225275e-10
6.2115264e-11,3.4317982e-10,4.2053927e-10,4.637558e-10,9.0379454e-10,1.507195e-10,3.041008e-10,3.5978176e-10,4.969541e-10,9.0658975e-10,2.630147e-10,3.4453942e-10,5.720525e-11,4.0259387e-10,1.4699969e-10,6.5225153e-10
6.2115264e-11,3.4317982e-10,4.204671e-10,4.637523e-10,9.037687e-10,1.507195e-10,3.041008e-10,3.597811e-10,4.9688587e-10,9.0643587e-10,2.630147e-10,3.4453942e-10,5.720525e-11,4.0239348e-10,1.4699969e-10,6.522204e-10
6.2115264e-11,3.4317915e-10,4.2041096e-10,4.6370807e-10,9.0357916e-10,1.507195e-10,3.041008e-10,3.597811e-10,4.968195e-10,9.0641e-10,2.630147e-10,3.4453942e-10,5.7205032e-11,4.0237508e-10,1.4699969e-10,6.522191e-10
6.2115264e-11,3.4317915e-10,4.2040532e-10,4.636886e-10,9.0356533e-10,1.507195e-10,3.041008e-10,3.597811e-10,4.9675314e-10,9.0636676e-10,2.630142e-10,3.4453942e-10,5.7204925e-11,4.0221929e-10,1.4699969e-10,6.521756e-10
6.2115264e-11,3.4317915e-10,4.2032033e-10,4.636665e-10,9.0356533e-10,1.507195e-10,3.041008e-10,3.597804e-10,4.9672e-10,9.063408e-10,2.630142e-10,3.4453876e-10,5.7204925e-11,4.0215334e-10,1.4699969e-10,6.521694e-10
6.2115264e-11,3.4317915e-10,4.2029147e-10,4.6363377e-10,9.035378e-10,1.507195e-10,3.041008e-10,3.597804e-10,4.967162e-10,9.060988e-10,2.630142e-10,3.445381e-10,5.7204814e-11,4.02128e-10,1.4699969e-10,6.5215694e-10
6.2115264e-11,3.431785e-10,4.2023698e-10,4.6358953e-10,9.035136e-10,1.507195e-10,3.041008e-10,3.597804e-10,4.9671056e-10,9.0609364e-10,2.630142e-10,3.445381e-10,5.72046e-11,4.0205134e-10,1.4699969e-10,6.521483e-10
6.2115264e-11,3.431785e-10,4.201809e-10,4.6354004e-10,9.0342744e-10,1.507195e-10,3.041008e-10,3.597804e-10,4.966063e-10,9.058863e-10,2.630142e-10,3.4453743e-10,5.72046e-11,4.020222e-10,1.4699969e-10,6.521445e-10
6.2115264e-11,3.431785e-10,4.2015844e-10,4.634976e-10,9.0342744e-10,1.507195e-10,3.041008e-10,3.597804e-10,4.963923e-10,9.058793e-10,2.630142e-10,3.4453743e-10,5.72046e-11,4.020061e-10,1.4699969e-10,6.520985e-10
6.2115264e-11,3.431785e-10,4.2010714e-10,4.6348342e-10,9.0337404e-10,1.507195e-10,3.041008e-10,3.597804e-10,4.963071e-10,9.057774e-10,2.630142e-10,3.4453743e-10,5.720438e-11,4.019823e-10,1.4699969e-10,6.520935e-10
6.2115264e-11,3.431785e-10,4.2006948e-10,4.6343923e-10,9.0310703e-10,1.507195e-10,3.041008e-10,3.597804e-10,4.962636e-10,9.0567726e-10,2.630142e-10,3.4453676e-10,5.720438e-11,4.0197543e-10,1.4699969e-10,6.520935e-10
6.2115264e-11,3.431785e-10,4.2005346e-10,4.6342422e-10,9.0296065e-10,1.507195e-10,3.041008e-10,3.597804e-10,4.9615e-10,9.0560814e-10,2.630142e-10,3.4453612e-10,5.7204273e-11,4.0193018e-10,1.4699969e-10,6.5208733e-10
6.2115264e-11,3.431785e-10,4.1997736e-10,4.6336676e-10,9.0294167e-10,1.507195e-10,3.041008e-10,3.597797e-10,4.9608184e-10,9.055442e-10,2.630142e-10,3.4453612e-10,5.7204158e-11,4.0186426e-10,1.4699969e-10,6.5205247e-10
6.2115264e-11,3.4317785e-10,4.19517e-10,4.632881e-10,9.027247e-10,1.507195e-10,3.041008e-10,3.597797e-10,4.9606674e-10,9.0546304e-10,2.630142e-10,3.4453612e-10,5.7204158e-11,4.0177536e-10,1.4699969e-10,6.5204875e-10
6.2115264e-11,3.4317785e-10,4.19461e-10,4.6316884e-10,9.025973e-10,1.507195e-10,3.041008e-10,3.5977904e-10,4.960355e-10,9.054233e-10,2.630142e-10,3.4453612e-10,5.720394e-11,4.0166195e-10,1.4699969e-10,6.5203504e-10
6.2115264e-11,3.4317785e-10,4.194338e-10,4.631671e-10,9.0258007e-10,1.507195e-10,3.041008e-10,3.5977904e-10,4.960251e-10,9.053681e-10,2.630142e-10,3.4453612e-10,5.720394e-11,4.015026e-10,1.4699969e-10,6.520313e-10
6.2115264e-11,3.4317785e-10,4.194266e-10,4.6315293e-10,9.0250435e-10,1.507195e-10,3.041008e-10,3.5977626e-10,4.9597215e-10,9.0531627e-10,2.630142e-10,3.4453546e-10,5.7203506e-11,4.012431e-10,1.4699969e-10,6.5200273e-10
6.2115264e-11,3.4317785e-10,4.1932421e-10,4.6314677e-10,9.024974e-10,1.507195e-10,3.041008e-10,3.5977626e-10,4.959002e-10,9.052109e-10,2.630142e-10,3.4453546e-10,5.72034e-11,4.0120027e-10,1.4699969e-10,6.519766e-10
6.2115264e-11,3.4317785e-10,4.1920906e-10,4.6299486e-10,9.024492e-10,1.507195e-10,3.041008e-10,3.5977626e-10,4.958416e-10,9.050918e-10,2.630142e-10,3.4453482e-10,5.7203287e-11,4.0110612e-10,1.4699969e-10,6.51948e-10
6.2115264e-11,3.4317785e-10,4.1920106e-10,4.6297804e-10,9.023735e-10,1.5071923e-10,3.041008e-10,3.597749e-10,4.9583404e-10,9.050849e-10,2.630142e-10,3.4453482e-10,5.7203287e-11,4.0104034e-10,1.4699969e-10,6.5188704e-10
6.2115264e-11,3.4317785e-10,4.1915632e-10,4.628995e-10,9.0232877e-10,1.5071923e-10,3.041008e-10,3.597749e-10,4.9580096e-10,9.0465513e-10,2.630142e-10,3.4453482e-10,5.720296e-11,4.008438e-10,1.4699969e-10,6.5187966e-10
6.2115264e-11,3.431772e-10,4.1911552e-10,4.6285442e-10,9.023219e-10,1.5071923e-10,3.041008e-10,3.597749e-10,4.957527e-10,9.045413e-10,2.630142e-10,3.4453415e-10,5.720274e-11,4.0082623e-10,1.4699969e-10,6.5186717e-10
6.2115264e-11,3.431772e-10,4.1909393e-10,4.6283236e-10,9.022324e-10,1.5071923e-10,3.041008e-10,3.597742e-10,4.957499e-10,9.0435154e-10,2.630142e-10,3.4453415e-10,5.720263e-11,4.007796e-10,1.4699969e-10,6.5183486e-10
6.2115264e-11,3.431772e-10,4.1907078e-10,4.6282442e-10,9.0216695e-10,1.5071923e-10,3.041008e-10,3.5977354e-10,4.9571297e-10,9.043239e-10,2.630142e-10,3.4453349e-10,5.7202524e-11,4.0074596e-10,1.4699969e-10,6.5181993e-10
6.2115264e-11,3.431772e-10,4.1889575e-10,4.6278736e-10,9.019743e-10,1.5071923e-10,3.041008e-10,3.5977285e-10,4.955419e-10,9.043239e-10,2.630142e-10,3.4453349e-10,5.7202413e-11,4.0072837e-10,1.4699969e-10,6.517889e-10
6.2115264e-11,3.431772e-10,4.1887818e-10,4.6276705e-10,9.018195e-10,1.5071923e-10,3.0410022e-10,3.5977285e-10,4.955145e-10,9.040411e-10,2.630142e-10,3.4453349e-10,5.7202413e-11,4.0055875e-10,1.4699969e-10,6.5178635e-10
6.2115264e-11,3.431772e-10,4.1886858e-10,4.6275558e-10,9.017971e-10,1.5071923e-10,3.0410022e-10,3.5977216e-10,4.955069e-10,9.0401175e-10,2.630142e-10,3.4453218e-10,5.7202413e-11,4.0047698e-10,1.4699969e-10,6.517677e-10
