,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15
MERTK,4.9085064e-10,1.370625e-09,0.00032690787,6.463052e-05,1.942263e-09,1.4882108e-09,1.6014788e-09,1.4964198e-09,4.2324547e-10,2.1202757e-09,1.9309712e-09,1.4344614e-09,2.36266e-09,2.5767086e-10,9.46004e-10,1.2937693e-09
TMEM87B,2.86005e-10,1.3579965e-09,2.197374e-09,5.3087174e-10,1.991731e-09,6.424431e-10,0.003314981,1.4010585e-09,4.646641e-05,1.9323527e-09,1.036591e-09,1.3320861e-09,3.9338932e-10,3.3035086e-10,6.9884737e-10,1.5788348e-09
PTPRR,2.817849e-05,2.6497204e-09,3.6381104e-10,7.26714e-10,2.5483862e-09,1.6239269e-09,1.8680664e-09,2.338058e-09,0.0011646098,2.0078004e-09,1.7689432e-09,2.097265e-09,4.4748671e-10,1.1972625e-09,1.5340875e-09,2.603873e-09
NR4A2,1.0485586e-08,6.9961996e-09,3.3640434e-05,2.6964974e-06,1.3081844e-08,2.4416307e-05,3.235894e-07,8.4217255e-09,2.523274e-09,1.00929e-07,1.8187677e-05,1.14598935e-08,7.6920605e-06,5.23827e-10,8.604759e-07,4.7543605e-09
CCDC148,1.066524e-09,1.3232788e-05,3.057251e-10,1.887653e-07,1.0975352e-08,2.648922e-09,5.8451306e-09,2.5970346e-08,6.828114e-05,5.872991e-09,4.5036055e-09,8.695343e-09,4.2404782e-10,0.00014755985,2.4488946e-09,6.524908e-05
PLA2R1,3.7628653e-10,1.461691e-09,2.494794e-10,3.4500456e-05,1.5849175e-09,7.553705e-10,1.2026502e-09,1.3377589e-09,0.00026371123,1.3073282e-09,9.413602e-10,1.1297207e-09,3.3973718e-10,1.4419606e-10,9.662533e-10,1.17183e-09
RBMS1,2.7406172e-10,8.894737e-10,0.00035013794,0.0025031657,1.2499025e-09,5.06832e-10,8.3632146e-10,9.103291e-10,8.999174e-10,1.1438683e-09,7.494621e-10,8.969819e-10,3.1882075e-10,1.6650385e-10,7.040706e-10,9.1989927e-10
CD96,9.6624e-11,3.20421e-10,0.0005342167,1.5351552e-10,4.2513304e-10,1.8325594e-10,2.8957123e-10,3.270787e-10,1.6777105e-10,3.8620823e-10,2.649623e-10,3.106468e-10,8.664624e-11,8.948778e-11,1.941588e-10,3.4201147e-10
SLC25A27,6.536438e-10,3.1318492e-09,3.7201686e-10,1.9155992e-05,5.086277e-09,1.2199151e-09,2.3065956e-09,3.4227072e-09,8.0082757e-10,4.715931e-09,1.898382e-09,2.430588e-09,9.300542e-10,2.8028537e-05,9.650598e-10,4.773051e-09
ADGRF1,1.5640546e-10,6.663198e-10,1.5902825e-10,1.7921341e-10,7.3187606e-10,3.444461e-10,5.3515686e-10,6.221133e-10,6.089161e-05,6.4781164e-10,4.772092e-10,5.846934e-10,1.2625048e-10,1.1647634e-10,3.7188705e-10,6.500383e-10
ADGRF4,2.24108e-10,8.2869966e-10,1.6361384e-10,2.5041905e-10,8.4573926e-10,4.6422396e-10,6.5007427e-10,7.4202305e-10,3.187951e-05,7.12635e-10,5.7203864e-10,6.8539585e-10,1.6802884e-10,1.0558285e-10,5.3401694e-10,7.0365175e-10
FAM49B,1.6260522e-10,6.262767e-10,0.0003349224,2.3111171e-10,8.8022173e-10,3.5590908e-10,0.0052171373,6.5044636e-10,4.7584675e-10,8.591839e-10,5.4549965e-10,6.3901756e-10,1.9160566e-10,1.5894275e-10,3.6396236e-10,6.9150174e-10
ASAP1,8.39702e-10,3.9370103e-09,0.0006813611,0.0057617985,9.066975e-09,2.290008e-09,4.61616e-09,4.5182493e-09,2.0057296e-09,1.01494955e-08,4.3139425e-09,4.4090234e-09,8.278138e-09,1.223639e-09,2.4826243e-09,4.726873e-09
TRAPPC8,7.542893e-10,3.1705318e-09,0.000546592,1.0615335e-05,3.871842e-09,1.304317e-09,2.3240525e-09,3.14286e-09,2.048815e-09,3.3040142e-09,1.9753834e-09,2.5334785e-09,5.9733757e-10,6.95526e-05,1.1827521e-09,4.003382e-09
FAM81B,3.4120953e-09,1.9435224e-06,6.079038e-10,5.447645e-10,3.7260398e-07,6.768157e-09,8.342635e-09,1.2127337e-07,6.7705296e-06,3.43638e-08,8.976156e-09,1.1743137e-07,7.8550594e-10,4.7308217e-06,2.4628406e-08,3.1946906e-06
LINC00467,1.2986763e-10,5.216932e-10,1.7135468e-10,0.0006277663,6.3651534e-10,2.7287142e-10,4.23819e-10,5.1703736e-10,3.0255257e-10,5.849332e-10,3.9584527e-10,4.8517185e-10,1.04847554e-10,4.5580026e-10,2.663415e-10,5.8878374e-10
LPCAT1,4.1131965e-10,1.1575131e-09,1.2584102e-05,8.643612e-07,1.6751596e-09,1.0710127e-09,1.4093053e-09,1.2421524e-09,6.014326e-10,1.578332e-09,1.4784614e-09,1.2479039e-09,2.1628286e-09,1.4315935e-10,1.0845803e-09,1.0354706e-09
NMRAL1,7.8400876e-11,2.9723143e-10,1.14002786e-10,1.4098826e-10,3.689986e-10,1.6346192e-10,0.0016987673,2.9799094e-10,1.6080128e-10,3.3836942e-10,2.348045e-10,2.764236e-10,6.5814465e-11,1.05255506e-10,1.6392526e-10,3.2119687e-10
UBALD1,1.0059314e-09,5.7259e-06,2.006541e-09,1.6662469e-05,1.6959651e-05,3.5831096e-09,2.3086436e-06,4.2028514e-06,2.0927859e-05,9.090937e-06,1.4947489e-08,2.2212155e-06,2.1631175e-09,6.787792e-06,5.278249e-09,1.6823258e-05
ING1,1.5547051e-06,5.590678e-06,9.970621e-07,6.527102e-06,1.6063645e-05,2.9965495e-08,2.0541179e-06,4.19951e-06,1.0956172e-08,1.0088176e-05,7.568422e-08,2.3513414e-06,1.6558323e-06,8.6827316e-07,2.586066e-06,5.0257286e-06
ADPRHL1,7.435518e-10,1.5605295e-06,1.3832099e-09,8.79853e-09,7.479877e-06,4.243102e-09,1.1606823e-07,1.8048091e-06,5.132952e-06,6.1805076e-06,1.5272915e-08,7.464274e-07,1.2113992e-08,3.9189267e-06,3.1038283e-09,6.0951534e-06
CMTM7,1.7128181e-10,7.924674e-10,1.5887964e-07,2.4841532e-10,1.2082119e-09,3.928614e-10,7.031929e-10,8.477985e-10,3.875416e-10,1.2913065e-09,6.4560124e-10,8.1547225e-10,2.0283424e-10,0.00018286648,0.0024452521,1.0804488e-09
FBXL2,4.7431536e-10,3.728119e-09,2.3749255e-10,1.7999182e-05,3.2162435e-09,1.2619277e-09,2.0416604e-09,3.138625e-09,0.0006144295,2.5831068e-09,1.6934033e-09,2.2488955e-09,4.5159806e-10,0.0002503131,1.1518574e-09,3.6861052e-09
UBP1,1.4661103e-10,5.9093946e-10,0.0005368052,2.3729377e-10,6.9893136e-10,3.0657415e-10,4.753669e-10,5.8517535e-10,2.824595e-10,6.323068e-10,4.41242e-10,5.3099836e-10,1.1041123e-10,1.2713716e-09,2.9213756e-10,6.593801e-10
RMND5A,6.8988526e-10,0.005544596,1.1761989e-09,7.689066e-10,3.2210752e-09,1.2318678e-09,2.1087128e-09,2.4921938e-09,4.5099404e-09,2.56301e-09,1.9061173e-09,2.3799374e-09,6.6909095e-10,6.712154e-10,1.8648765e-09,2.6585594e-09
CD8A,6.7039874e-11,2.4323493e-10,0.00032907652,1.1969171e-10,2.9929192e-10,1.3581045e-10,2.091392e-10,2.429938e-10,1.2881178e-10,2.7447866e-10,1.9258722e-10,2.2548391e-10,5.40859e-11,7.999555e-11,1.36855e-10,2.6191835e-10
RPIA,7.9283746e-11,2.957261e-10,1.1172785e-10,1.5007007e-10,0.0021560688,1.6430841e-10,2.5582955e-10,2.963229e-10,1.6156985e-10,3.3251538e-10,2.3470062e-10,2.7447972e-10,6.6453995e-11,9.656633e-11,1.6671582e-10,3.1476938e-10
PTPRD,2.371871e-09,1.6753585e-08,1.530122e-09,7.647621e-05,0.00022980757,3.400239e-09,7.725336e-09,1.8182202e-08,3.6161924e-05,0.0002880196,5.008826e-09,8.699706e-09,1.2650885e-05,0.00095392676,2.2928706e-09,0.00018129499
LURAP1L,7.067005e-11,2.7498537e-10,8.886949e-11,1.2514238e-10,3.336163e-10,1.4946076e-10,2.3169035e-10,2.7386576e-10,1.4284678e-10,3.0712782e-10,2.140261e-10,2.5267358e-10,5.7297195e-11,1.1658925e-10,1.4747936e-10,0.0025337823
CNKSR3,1.9946118e-10,8.7982227e-10,1.8336117e-10,0.00029792252,1.0521782e-09,4.273468e-10,7.3318523e-10,8.907556e-10,3.7989947e-10,9.2347496e-10,6.4035477e-10,7.7494167e-10,1.6169625e-10,0.0025959664,4.0610681e-10,9.80104e-10
GTF2E1,2.2500755e-09,1.5136209e-08,6.4730043e-06,2.122574e-09,1.1373224e-05,2.5669726e-09,1.3221541e-08,2.6437444e-08,4.6023683e-06,1.1650663e-05,7.0845165e-09,6.164137e-08,5.981839e-07,2.8398833e-06,2.263821e-09,8.150292e-06
CFDP1,0.0015248228,6.256475e-10,3.3026895e-10,3.171625e-10,9.201941e-10,2.8829325e-10,5.5049365e-10,6.6422223e-10,3.7753167e-10,9.590466e-10,4.810529e-10,6.130808e-10,1.4483581e-10,2.1405116e-05,2.6519387e-10,8.370332e-10
ZDHHC7,1.2433535e-10,4.7721743e-10,1.8970345e-10,1.9105242e-10,0.0041685426,2.6510638e-10,4.1016568e-10,4.7428733e-10,3.3314385e-10,5.297763e-10,3.786805e-10,4.4447374e-10,1.0764701e-10,1.4065736e-10,2.7320315e-10,4.9787147e-10
JAZF1,5.019879e-10,2.233907e-09,0.0018822846,5.3773225e-10,3.6666328e-09,1.074073e-09,1.891154e-09,2.3905968e-09,9.867498e-10,3.9925308e-09,1.8007008e-09,2.3356466e-09,5.7358895e-10,0.0008865564,9.628791e-10,3.3546754e-09
CMIP,3.1308625e-10,1.3209661e-09,0.0005441115,0.00039544087,2.0306619e-09,7.212526e-10,1.4284276e-09,1.4264999e-09,1.933326e-09,1.9214557e-09,1.2083893e-09,1.3739622e-09,4.899116e-10,2.1959319e-10,8.0314194e-10,0.0048775277
KCNJ16,7.059636e-11,2.7588687e-10,8.874939e-11,1.2289665e-10,3.377968e-10,1.5017401e-10,2.32788e-10,2.757201e-10,0.0005018296,3.0786917e-10,2.1550077e-10,2.5448052e-10,5.6600294e-11,1.322246e-10,1.4596872e-10,2.9943012e-10
PID1,3.343417e-05,5.0599187e-09,8.676524e-05,0.00026823167,1.208632e-08,2.1547317e-05,7.796448e-09,5.1706626e-09,0.00013733395,4.6254957e-08,7.3040796e-09,4.3974167e-09,5.634137e-05,3.0773942e-10,4.3116395e-09,3.639091e-09
TRIP12,2.34349e-10,1.2150038e-09,1.7248935e-09,6.978151e-10,1.871076e-09,5.679823e-10,0.0041895136,1.3017074e-09,9.516105e-10,1.9166715e-09,9.626038e-10,1.2187592e-09,3.1477718e-10,8.494171e-10,5.490225e-10,1.5784103e-09
FBXO36,1.4626336e-09,1.7456423e-05,3.0607582e-06,1.2779139e-09,7.8679455e-05,3.8262447e-09,1.8792424e-08,1.4947254e-05,5.0026774e-05,9.85103e-05,1.0374341e-08,1.113896e-05,7.0711997e-07,7.212112e-05,3.817344e-09,8.442562e-05
KCTD15,1.5952686e-09,1.3733988e-09,3.234445e-10,1.6378941e-05,1.5929243e-09,8.117494e-10,1.262349e-09,1.3225419e-09,2.8113948e-06,1.3258935e-09,1.0203489e-09,1.1393894e-09,3.4157532e-10,1.4153684e-10,9.697428e-10,1.1628283e-09
MCOLN2,1.432462e-10,4.511263e-10,4.549624e-05,1.963175e-10,6.4231936e-10,2.738438e-10,4.3380008e-10,4.7145887e-10,2.3043827e-10,6.0459554e-10,4.0506093e-10,4.6369653e-10,1.6200342e-10,1.0981183e-10,2.9518116e-10,4.801482e-10
DDAH1,8.20613e-11,3.0386246e-10,9.6560065e-11,1.798637e-10,3.681045e-10,1.6933152e-10,2.5971458e-10,3.0302097e-10,0.0010262367,3.3167544e-10,2.3752428e-10,2.7659555e-10,6.5333315e-11,1.0518266e-10,1.6876468e-10,3.188122e-10
SREK1,6.953966e-11,2.6245195e-10,9.189448e-11,1.3196962e-10,3.2074202e-10,1.4416827e-10,2.2434965e-10,2.618744e-10,1.415749e-10,2.956883e-10,2.0617345e-10,2.4198643e-10,0.0005072644,9.070339e-11,1.4482367e-10,2.8471017e-10
CHD1,3.9293058e-09,1.4858773e-08,0.0020164042,0.0001986777,7.0786954e-09,9.514567e-09,6.0860947e-09,8.432623e-09,6.13249e-05,4.662056e-09,6.038295e-09,5.8307217e-09,5.260821e-09,2.285884e-09,6.7785953e-07,6.3066907e-09
HS2ST1,1.0022945e-09,6.093145e-09,0.000116482915,5.393926e-05,8.954696e-05,2.3890336e-09,6.632402e-09,7.937704e-09,0.000519491,0.0001020699,4.8747997e-09,6.9175012e-09,1.6009246e-05,2.0845415e-05,2.2771807e-09,1.2157508e-08
MSI2,3.1091654e-10,1.9716568e-09,0.00037222562,4.895239e-10,3.8180796e-09,7.962917e-10,1.7227003e-09,0.005131201,1.8669515e-09,4.7264943e-09,1.4815439e-09,2.1277096e-09,7.3967316e-10,0.00049335544,7.9635704e-10,3.4425844e-09
CACNA2D1,5.1936005e-10,4.8153423e-09,3.7139794e-10,0.0006597517,1.1958846e-08,1.2627944e-09,2.9949483e-09,4.7254667e-09,0.00010659654,1.6813608e-08,2.0026294e-09,3.013962e-09,1.4900542e-09,1.6822343e-05,1.3211476e-09,7.865004e-09
ZUFSP,1.0511793e-09,5.141467e-08,3.6044243e-05,4.3177934e-06,5.8256763e-05,4.17794e-09,2.5769696e-06,2.2472268e-06,1.7440316e-05,5.5694163e-05,3.4778754e-08,2.797026e-06,3.720084e-06,2.527459e-06,5.8011485e-09,2.5201e-05
GDPD1,6.5359396e-10,8.693054e-09,2.3976661e-05,4.169947e-09,5.681614e-05,1.8477472e-09,9.913286e-09,1.4852766e-08,2.3251327e-05,6.93494e-05,5.5583893e-09,1.7211118e-08,3.5064416e-09,1.9935213e-05,1.6408644e-09,3.6573783e-05
NUS1,1.4010799e-09,8.508205e-08,1.5085536e-05,4.084716e-06,5.296766e-05,5.783174e-09,3.4689451e-06,9.032359e-07,2.2481714e-05,5.4763605e-05,2.5561752e-07,3.980531e-06,5.333538e-06,4.357855e-06,5.413849e-09,2.9019677e-05
PPP2R5E,3.7008712e-09,0.00024424613,0.0014771671,0.00018963276,0.00021616132,5.9627925e-09,1.4253257e-08,2.1434449e-05,0.00038880587,2.5395805e-08,8.955002e-09,1.8989768e-08,2.9615637e-09,0.0003364321,7.571205e-09,0.00032299422
GRAP,1.4923289e-10,5.0140614e-10,5.898202e-06,5.9148865e-06,7.636757e-10,2.7980793e-10,5.146573e-10,5.430828e-10,2.3126341e-10,6.910297e-10,4.4483844e-10,5.116935e-10,2.206268e-10,1.03590476e-10,3.2319167e-10,5.338601e-10
AK5,2.4215416e-09,7.060613e-09,1.8292635e-09,2.4221283e-09,6.751962e-09,2.690924e-09,4.5187143e-09,4.7882236e-09,0.00011857503,3.8241508e-09,3.134766e-09,4.4351536e-09,5.7551724e-06,2.9907052e-10,2.9881956e-05,3.7010335e-09
CABYR,6.238755e-10,4.7228714e-09,3.8174808e-10,4.2018437e-05,6.938498e-09,1.5237265e-09,4.005177e-09,5.5906484e-09,1.7063008e-09,5.173878e-09,3.3734047e-09,3.915323e-09,3.6545797e-10,1.7800057e-05,6.40171e-08,1.3476682e-08
IMPACT,1.8156237e-09,3.8837968e-08,2.1523542e-06,2.110426e-06,1.541232e-05,3.8677825e-09,6.79202e-08,3.085904e-07,4.8121174e-06,1.9519042e-05,1.3995582e-08,4.608203e-07,2.962784e-09,6.2443874e-06,2.2156013e-09,1.0139701e-05
ANKRD29,1.12297435e-10,4.6164392e-10,1.4042709e-10,0.00019704852,5.63112e-10,2.4415525e-10,3.948454e-10,4.6126367e-10,3.180227e-10,5.073233e-10,3.5636083e-10,4.2212642e-10,9.709917e-11,1.4698538e-10,2.4662508e-10,4.884281e-10
SDHAF4,8.152717e-10,6.8357884e-09,1.6218379e-05,1.4223159e-09,2.4458654e-05,1.7846203e-09,6.4388486e-09,9.929257e-09,1.2192178e-08,3.2208358e-05,4.444028e-09,1.11808545e-08,3.7209869e-09,2.7327294e-05,1.7131031e-09,1.1005418e-05
DNAAF1,1.1912149e-09,6.219879e-09,2.4398862e-06,1.4462719e-09,5.132876e-07,1.8745696e-09,4.830152e-09,7.946398e-09,1.5638585e-09,4.547407e-07,4.0663566e-09,8.110425e-09,1.641932e-09,2.0548558e-05,1.738067e-09,7.8376513e-07
C16orf74,6.122067e-10,1.4448162e-09,0.00031255142,4.2320615e-05,2.077795e-09,8.5177443e-10,1.540086e-09,1.4745131e-09,2.1070201e-09,1.5968944e-09,1.2331584e-09,1.4405648e-09,1.144008e-09,1.4799502e-10,1.8974262e-09,1.2351263e-09
ANKH,1.0764604e-09,1.2722764e-09,0.00025380167,0.00059343374,1.8738295e-09,9.263575e-10,1.336387e-09,1.3115716e-09,2.0021522e-09,1.7140803e-09,1.1639778e-09,1.2552278e-09,1.7373148e-09,1.5250864e-10,1.239873e-09,1.1581005e-09
OTULIN,1.2561188e-09,6.460448e-06,3.4320263e-05,4.505315e-09,6.771282e-05,7.009396e-09,5.324629e-06,6.3810176e-06,3.1036154e-05,5.722584e-05,1.3915675e-06,1.02453405e-05,4.182439e-06,2.228763e-06,1.4289461e-08,2.8693954e-05
UBASH3B,9.337655e-10,1.7242126e-09,0.00043974596,0.00019249233,2.595097e-09,1.3951544e-09,2.2401196e-09,1.87279e-09,2.1969802e-09,2.2482223e-09,2.0770896e-09,1.885215e-09,9.199308e-10,1.7144687e-10,1.8936084e-09,1.526094e-09
TBRG1,2.562168e-10,8.9742513e-10,6.739328e-05,5.484834e-10,1.2967438e-09,4.9012844e-10,8.425529e-10,9.453132e-10,4.7114607e-10,1.202368e-09,7.5403034e-10,0.005762829,3.1008737e-10,2.8149358e-10,5.3970406e-10,9.936053e-10
NRGN,5.4302585e-10,7.1438007e-09,4.5674955e-07,3.6708718e-06,5.6072417e-06,1.499577e-09,7.04474e-09,1.2638746e-08,1.00393285e-08,5.523975e-06,4.3446438e-09,1.079123e-08,3.4289803e-07,1.1752481e-05,1.6912922e-09,4.7765093e-06
FAM134B,1.2980165e-06,1.1716468e-09,8.7163506e-05,2.6857336e-10,1.5902378e-09,7.5724577e-10,9.946084e-10,1.1688991e-09,0.0007092674,1.4111047e-09,9.430927e-10,1.1538827e-09,5.3591787e-10,3.5421605e-10,9.09607e-10,1.2264172e-09
TOMM70,1.5477888e-10,5.699683e-10,2.0824917e-10,2.7023925e-10,7.05692e-10,3.1139488e-10,4.876564e-10,5.7140404e-10,3.197525e-10,0.001897499,4.4650966e-10,5.2767263e-10,1.2959496e-10,2.0928684e-10,3.196104e-10,6.033065e-10
ABI3BP,4.9820015e-10,2.0227993e-09,2.340859e-10,6.4873944e-05,2.1288706e-09,1.015997e-09,1.3971917e-09,1.8786106e-09,0.00047110885,1.7497622e-09,1.1757457e-09,1.4343465e-09,3.3540723e-10,1.2671248e-06,9.313057e-10,1.8641901e-09
ANGPT1,4.2077677e-10,1.9849804e-09,4.114562e-10,0.000101502716,2.9341707e-09,9.60731e-10,1.6046556e-09,2.121558e-09,3.9811301e-10,2.7030538e-09,1.4106176e-09,1.6437275e-09,4.8648703e-09,7.568637e-05,8.375043e-10,2.2765163e-09
PITPNC1,4.6410797e-10,1.8422679e-09,0.0016857974,0.0093579395,3.834464e-09,8.131565e-10,1.938869e-09,2.2017037e-09,7.6930273e-10,3.5952474e-09,1.5627641e-09,2.0393018e-09,6.6406647e-10,2.9127756e-05,8.5958546e-10,2.799554e-09
CC2D1B,1.0444522e-09,3.5125478e-08,1.6564174e-05,1.06056e-05,6.997775e-05,2.5562288e-09,4.8320896e-08,3.3263275e-06,5.6752538e-06,5.857151e-05,9.801942e-09,1.0400169e-06,2.5423287e-06,2.5686995e-05,2.767783e-09,4.4109085e-05
PRKCA,4.1490086e-10,2.1869169e-09,0.000207484,2.8338984e-10,3.409285e-09,9.60841e-10,1.6859006e-09,2.2207967e-09,0.0044429987,3.6881798e-09,1.6067413e-09,2.3162947e-09,6.08536e-10,0.0009792764,1.0108187e-09,3.4807537e-09
LRRK1,1.0948981e-09,4.5089902e-07,0.00032645641,4.0426232e-05,8.560078e-05,6.189157e-09,2.3183205e-08,1.3564782e-07,1.67269e-05,6.933538e-05,1.6828558e-08,2.3721347e-08,9.052292e-06,3.477048e-05,4.287341e-09,4.0157793e-05
CEP112,3.0878541e-10,1.4259532e-09,3.320166e-10,0.0005312446,1.9385953e-09,6.6318295e-10,1.2110196e-09,1.5213568e-09,4.650242e-10,1.7374142e-09,1.051486e-09,1.2683827e-09,2.9641845e-10,0.0002686392,6.126471e-10,0.0020185714
ABCA6,5.8959995e-07,4.9618336e-09,1.03094e-09,7.607162e-05,3.4047741e-06,2.7498606e-09,3.943037e-09,5.987615e-09,9.28629e-10,4.306435e-06,2.7826252e-09,3.4992458e-09,1.3043717e-09,2.2115053e-06,1.4769056e-09,6.389375e-09
ABCA10,3.0672277e-06,8.109559e-09,1.1892308e-09,5.767626e-05,3.8468224e-05,2.4113005e-09,5.3031646e-09,1.1181494e-08,2.2289828e-09,3.5100486e-05,3.0544258e-09,4.956641e-09,1.3631693e-06,2.0221454e-05,1.7730406e-09,8.4310716e-07
ABCA5,1.1796154e-10,5.1656224e-10,2.8161065e-10,2.2898801e-10,7.1311224e-10,0.0012699019,4.5014217e-10,5.3458254e-10,2.8401756e-10,6.8418504e-10,4.0244108e-10,4.9664706e-10,1.3134735e-10,3.268274e-10,2.549255e-10,6.0942695e-10
C4orf19,3.7307493e-10,1.4092488e-09,2.1605309e-10,2.3870828e-10,1.4160415e-09,6.686011e-10,9.669723e-10,1.2596048e-09,0.0003082638,1.2582745e-09,8.973104e-10,1.1619193e-09,2.183336e-10,0.0010449355,6.650234e-10,1.5023309e-09
MIA3,2.0246008e-10,6.4275935e-10,2.9329709e-05,4.0313633e-10,9.233288e-10,3.6569434e-10,6.070927e-10,6.781838e-10,0.00062476576,8.459958e-10,5.517277e-10,6.46777e-10,2.2901726e-10,2.0408653e-10,4.0314022e-10,6.9974637e-10
TNIK,6.152749e-10,3.207477e-09,0.00077598385,3.3503642e-10,7.0786546e-09,1.2185709e-09,2.3692712e-09,3.276927e-09,0.002171677,9.392892e-09,2.0912494e-09,3.4869068e-09,1.6634396e-09,0.00020639914,1.4727226e-09,6.263152e-09
TDH,2.8552295e-06,2.0358004e-09,4.124283e-09,4.949553e-10,5.072945e-09,1.1679943e-09,1.6448377e-09,2.2267688e-09,1.0779088e-09,1.5225856e-08,1.4421703e-09,2.0106057e-09,1.0175237e-08,4.450507e-06,6.586285e-10,4.8590096e-09
FAM167A,2.0035196e-09,5.711624e-09,8.474623e-06,3.8331896e-10,3.3888293e-06,1.7779916e-09,3.6792285e-09,6.074243e-09,1.1643558e-08,3.716056e-06,3.1291625e-09,8.028973e-09,1.8049244e-08,6.219283e-06,2.1634763e-09,2.2334322e-07
PGM5,1.4225378e-10,4.98822e-10,1.8416697e-10,0.0002626448,6.341269e-10,2.7792926e-10,4.4953472e-10,5.1020344e-10,2.461725e-10,5.6813393e-10,4.04468e-10,4.6236648e-10,1.2033999e-10,1.4664991e-10,2.796212e-10,5.19688e-10
OBSCN,1.1202109e-09,9.784384e-09,5.969003e-06,8.3622576e-10,1.5142181e-05,1.841748e-09,5.4219096e-09,1.2286935e-08,5.59665e-07,1.0337776e-05,3.8049937e-09,1.1194767e-08,1.8714554e-06,1.934634e-05,2.0321616e-09,7.109434e-06
LONRF1,2.6812344e-10,1.0201057e-09,3.1749298e-10,5.9457775e-06,1.3452484e-09,5.4590243e-10,8.876687e-10,1.07637e-09,0.0005232489,1.233909e-09,8.111257e-10,9.34587e-10,2.4940472e-10,2.9767243e-05,4.9276333e-10,1.1705411e-09
ENAH,3.5889165e-09,0.0003154489,2.8070113e-10,0.0015518042,1.195367e-08,5.37428e-09,5.3320703e-09,2.7763496e-08,0.00044183712,6.1957715e-09,4.032219e-09,6.3021575e-09,1.4671881e-09,0.00053515343,5.1291225e-09,4.7102077e-08
CCSAP,1.5633932e-09,6.9458865e-09,4.7775324e-05,5.3250143e-10,1.6275848e-05,2.7480411e-09,5.1032725e-09,8.098708e-09,2.4481193e-09,2.9089668e-05,5.746109e-09,1.1939883e-08,5.488922e-08,8.991142e-05,2.7275555e-09,9.507235e-06
SH3RF1,1.6615331e-10,1.0826953e-09,1.9239889e-10,2.931853e-10,1.2961652e-09,0.001580827,8.1257506e-10,1.0598825e-09,1.7704304e-05,1.2704625e-09,7.126554e-10,9.463866e-10,1.6172402e-10,0.00016636516,4.08051e-10,1.4455246e-09
BUB3,6.201499e-11,2.27612e-10,8.451277e-11,1.1504297e-10,2.783935e-10,1.2597746e-10,1.9512963e-10,0.0026864987,1.2199795e-10,2.5801264e-10,1.7950008e-10,2.1026714e-10,5.052546e-11,7.290641e-11,1.2827069e-10,2.470281e-10
CCDC173,1.1700953e-08,6.7466103e-06,6.1246024e-06,7.9138596e-10,2.8921044e-05,3.3026095e-07,4.4994886e-07,4.1551702e-06,5.8689016e-06,2.793559e-05,2.5938762e-06,1.0423905e-05,2.7197645e-08,1.2821402e-05,5.7483454e-09,1.7371047e-05
FAM69A,2.0092823e-06,6.8679373e-09,0.00054006046,7.412903e-10,3.2070318e-08,2.6664817e-09,5.140552e-09,7.0417037e-09,5.4815223e-09,1.2070331e-08,4.290556e-09,7.997137e-09,2.8060418e-05,2.4697747e-06,4.49467e-06,1.028872e-08
CNTNAP3B,2.615584e-10,2.738696e-09,2.496217e-10,0.00014055883,3.2981147e-09,7.9885654e-10,1.9946127e-09,2.6748e-09,2.8300004e-05,2.8470706e-09,1.424651e-09,2.084885e-09,2.4276217e-10,7.996715e-06,7.9556756e-10,4.1060733e-09
SRSF12,5.9585603e-10,1.2819965e-08,6.2665017e-06,1.8065666e-05,3.7574708e-05,2.3681237e-09,1.2351317e-08,2.909928e-08,2.2012165e-09,5.1119587e-05,7.049901e-09,1.3429699e-08,4.1720377e-06,2.8922064e-05,1.8438182e-09,1.713636e-05
PDLIM3,1.14836446e-10,5.244808e-10,1.2921904e-10,2.7752986e-10,6.396919e-10,2.668994e-10,0.0032220418,5.281358e-10,2.0907898e-10,5.888152e-10,3.9111417e-10,4.698807e-10,1.049566e-10,0.00021949336,2.4401417e-10,5.987314e-10
SORBS2,2.360857e-10,8.5544744e-10,1.739665e-10,7.312077e-10,1.0078827e-09,4.311366e-10,6.9450484e-10,8.5899704e-10,3.7704087e-10,8.90657e-10,6.32822e-10,7.5396706e-10,1.5789696e-10,0.009723337,5.455374e-09,9.62835e-10
TCEB1,6.373849e-11,2.3682445e-10,8.4578726e-11,1.2251657e-10,2.8905528e-10,0.0035911186,2.0273173e-10,2.3611946e-10,1.2737811e-10,2.6837157e-10,1.8630697e-10,2.1832068e-10,5.2094322e-11,7.7405936e-11,1.3230912e-10,2.5753033e-10
LY96,1.5054798e-10,4.5523896e-10,3.2415912e-06,1.7354959e-06,6.11524e-10,3.1752567e-10,4.7062154e-10,4.788221e-10,2.0741195e-10,5.6433236e-10,4.4875e-10,4.5512874e-10,1.7371647e-10,0.00038416512,3.2957861e-10,4.4377912e-10
CXADR,2.0097918e-10,0.0044974773,1.5130391e-10,1.6961921e-10,9.0969554e-10,4.2433587e-10,6.1716604e-10,8.05291e-10,7.419283e-10,8.1492957e-10,5.9072197e-10,7.4246476e-10,1.3068116e-10,0.00016496569,4.0616413e-10,9.666828e-10
