,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15
SPAG7,6.211503e-11,3.4314773e-10,3.4035205e-10,4.245415e-10,8.363374e-10,1.5069075e-10,0.005847652,3.5966788e-10,4.4008214e-10,8.2734614e-10,2.630117e-10,3.444599e-10,5.7083612e-11,3.276675e-10,1.4699857e-10,6.2938055e-10
ORC6,6.211503e-11,3.4317196e-10,3.4719996e-10,4.2454634e-10,8.3831453e-10,1.5074367e-10,3.0408628e-10,3.59672e-10,4.512485e-10,8.3134827e-10,2.6341984e-10,3.4502937e-10,5.7083727e-11,3.2770628e-10,1.4707821e-10,6.2939737e-10
ZFHX4,6.211503e-11,3.4314185e-10,3.4035205e-10,5.9246524e-10,8.364044e-10,1.5070628e-10,3.0407643e-10,3.5966718e-10,4.4008214e-10,8.2734614e-10,2.6300967e-10,3.4446124e-10,5.7083612e-11,3.2772565e-10,1.4699912e-10,6.2938055e-10
ZC3HC1,6.211503e-11,3.4315104e-10,5.0738713e-10,4.798882e-10,1.1219045e-09,1.5069537e-10,3.0408454e-10,3.596761e-10,4.4008466e-10,1.1715708e-09,2.6301117e-10,3.4446845e-10,5.7415784e-11,5.8036687e-10,1.4699912e-10,6.685246e-10
ESR1,6.211503e-11,3.4314185e-10,3.4703843e-10,4.2919043e-10,8.4761254e-10,1.5071606e-10,3.0405786e-10,3.5966854e-10,4.4008297e-10,8.4898133e-10,2.630117e-10,3.444599e-10,5.7175584e-11,3.2773817e-10,1.4699912e-10,6.293734e-10
RGS17,6.214417e-11,3.5064662e-10,3.4035205e-10,4.3330722e-10,8.7671814e-10,1.5103434e-10,3.0408454e-10,3.6263265e-10,4.4008297e-10,8.5067847e-10,2.6301067e-10,3.4446385e-10,5.7138735e-11,5.36681e-10,1.4699912e-10,6.3880795e-10
CD200,6.211503e-11,3.4315104e-10,3.4035205e-10,0.0014318437,8.3635654e-10,1.507103e-10,3.0408223e-10,3.5966788e-10,4.4008214e-10,8.2737145e-10,2.6300917e-10,3.4446188e-10,5.7083612e-11,3.2770003e-10,1.4699857e-10,6.2938177e-10
CCDC80,6.211503e-11,3.4314904e-10,3.4035205e-10,4.2454554e-10,8.3641877e-10,0.002335736,3.0408048e-10,3.5966788e-10,4.4008214e-10,8.273699e-10,2.630117e-10,3.4446124e-10,5.7083612e-11,3.2773628e-10,1.4699857e-10,6.293794e-10
PPP2R3C,6.211503e-11,3.431484e-10,3.4035205e-10,4.245415e-10,8.364156e-10,1.507175e-10,3.0407005e-10,3.596665e-10,4.4008214e-10,0.0055467165,2.6300867e-10,3.4446124e-10,5.7083612e-11,3.277269e-10,1.4699857e-10,6.29383e-10
SLC7A8,6.2115264e-11,3.4333958e-10,3.4035982e-10,5.398966e-10,1.0505379e-09,1.625612e-10,3.0411934e-10,3.597502e-10,4.4008633e-10,1.3904895e-09,2.7292504e-10,3.444724e-10,5.953581e-11,3.5518824e-10,1.5079427e-10,6.294058e-10
OSGEP,6.211503e-11,3.431484e-10,3.4035205e-10,4.2454473e-10,8.363438e-10,1.5069565e-10,3.0404743e-10,3.5966788e-10,4.4008214e-10,0.0056954455,2.6300867e-10,3.4446057e-10,5.7083612e-11,3.277513e-10,1.4699857e-10,6.2938177e-10
SCFD1,6.211503e-11,3.431484e-10,4.019547e-10,4.2454473e-10,8.363342e-10,1.5072296e-10,3.0409442e-10,3.5966788e-10,4.4008297e-10,8.27343e-10,2.6300917e-10,3.4446124e-10,5.7083612e-11,3.5706502e-10,0.00087818905,6.2938177e-10
G2E3,6.2115264e-11,3.4320666e-10,4.5649803e-10,4.4110146e-10,1.1156223e-09,1.5070974e-10,3.0451464e-10,3.613477e-10,5.020128e-10,1.0645119e-09,2.6301772e-10,3.4691794e-10,5.758578e-11,3.3931882e-10,1.4700081e-10,6.7793937e-10
HECTD1,6.211503e-11,3.431471e-10,3.4035205e-10,4.2454232e-10,8.364283e-10,0.0014404786,3.0407643e-10,3.5966788e-10,4.6350465e-10,8.273541e-10,2.6300967e-10,3.4445857e-10,5.7083612e-11,3.2770253e-10,1.4699912e-10,6.2938654e-10
HNRNPC,0.0026676306,3.4315167e-10,3.4035463e-10,4.245569e-10,8.3642354e-10,1.5073934e-10,3.0408862e-10,3.5966788e-10,4.4008297e-10,8.273446e-10,2.630117e-10,3.4446124e-10,5.7083612e-11,4.2370019e-10,1.4699912e-10,6.2938416e-10
SUPT16H,6.211503e-11,3.4314254e-10,3.4035205e-10,4.245415e-10,8.3643953e-10,1.5069192e-10,0.002259652,3.5966788e-10,4.4008297e-10,8.2738244e-10,2.6300767e-10,3.4446057e-10,5.7083612e-11,3.2774816e-10,1.4699857e-10,6.293794e-10
TOX4,6.211503e-11,3.4314904e-10,3.4035205e-10,4.245415e-10,8.363821e-10,1.5070944e-10,0.0021975485,3.5966788e-10,4.4008297e-10,8.273478e-10,2.6300967e-10,3.4446124e-10,5.7083612e-11,3.27725e-10,1.4699857e-10,6.2938055e-10
GEMIN2,6.2118574e-11,3.4590178e-10,3.4571443e-10,4.2454554e-10,8.679167e-10,1.5071548e-10,3.0408454e-10,3.6068393e-10,4.6240883e-10,8.5327684e-10,2.630137e-10,3.465357e-10,5.712936e-11,3.3308284e-10,1.4700025e-10,6.432904e-10
SEMA6A,6.211503e-11,3.431471e-10,3.4035205e-10,4.2454232e-10,8.3637564e-10,1.5071261e-10,0.0024425893,3.5966788e-10,4.4008214e-10,8.273336e-10,2.6300867e-10,3.444599e-10,5.7083612e-11,7.442058e-10,1.4699857e-10,6.29383e-10
TRPM7,6.211503e-11,3.4314904e-10,5.4996474e-10,4.418113e-10,8.363533e-10,1.5071433e-10,3.0404743e-10,3.5966788e-10,4.4008297e-10,8.541432e-10,2.6301067e-10,0.0009202013,5.7180486e-11,3.356069e-10,1.4699912e-10,6.293854e-10
TYRO3,6.211503e-11,3.4667652e-10,3.4035333e-10,4.266846e-10,8.6956203e-10,1.5071376e-10,3.0410482e-10,3.6224548e-10,4.422978e-10,8.4799096e-10,2.630157e-10,3.4498196e-10,5.7083942e-11,4.9963617e-10,1.4699969e-10,6.5744615e-10
WDR76,6.212711e-11,3.436501e-10,3.5429848e-10,4.2454393e-10,8.665421e-10,1.507129e-10,3.05238e-10,3.6040954e-10,4.4199422e-10,8.533322e-10,2.632476e-10,3.458681e-10,5.7122387e-11,3.2806902e-10,1.470339e-10,6.356842e-10
SNAP23,6.211503e-11,0.004367843,3.4035205e-10,4.2454232e-10,8.3624335e-10,1.5072296e-10,3.040538e-10,3.5966788e-10,4.4008297e-10,8.2732565e-10,2.6300967e-10,3.444599e-10,5.7083612e-11,3.2776315e-10,1.4699857e-10,6.2938416e-10
TBX15,6.211503e-11,3.431497e-10,3.4035205e-10,4.2551432e-10,8.3639806e-10,1.5071779e-10,3.0407643e-10,3.5966788e-10,4.4891352e-10,8.273446e-10,2.6300867e-10,3.4446124e-10,5.7083612e-11,3.2776817e-10,1.4699912e-10,6.2938654e-10
PHGDH,6.211503e-11,3.431484e-10,3.4035205e-10,4.2454554e-10,8.363247e-10,1.5071003e-10,3.040544e-10,3.5966788e-10,4.4008214e-10,8.273193e-10,2.6300767e-10,0.004179742,5.7083612e-11,3.277438e-10,1.4699857e-10,6.29383e-10
EZR,6.211503e-11,3.4314904e-10,3.4578304e-10,4.245415e-10,8.3635976e-10,1.5070542e-10,3.040799e-10,3.5966788e-10,0.0036725195,8.273478e-10,2.6300767e-10,3.4446057e-10,5.7083612e-11,3.277138e-10,1.4699912e-10,6.2938177e-10
MYL6,0.013318362,3.431687e-10,3.4035205e-10,4.2456175e-10,8.365081e-10,1.5074797e-10,3.0410022e-10,3.5966788e-10,4.4008297e-10,8.27414e-10,2.630117e-10,3.4446057e-10,5.7083612e-11,3.2784067e-10,1.4699857e-10,6.2939615e-10
AGO1,6.211503e-11,3.434064e-10,3.850204e-10,4.26247e-10,9.945704e-10,1.5069018e-10,3.070107e-10,3.6367162e-10,4.400855e-10,1.0052332e-09,2.6434746e-10,3.4869382e-10,5.7320152e-11,3.568349e-10,1.4699912e-10,6.686585e-10
TEKT2,6.211503e-11,3.4314773e-10,3.4035205e-10,4.2454554e-10,8.3647783e-10,1.5070888e-10,3.040544e-10,3.5966788e-10,4.4008214e-10,8.2734614e-10,2.6300967e-10,3.444599e-10,5.7083612e-11,3.588326e-10,1.4700025e-10,6.2938416e-10
RFFL,6.21155e-11,3.4322695e-10,3.4122302e-10,4.2454473e-10,8.3745155e-10,1.5071089e-10,3.0408862e-10,3.5967887e-10,4.4084578e-10,8.27695e-10,2.630147e-10,3.4455716e-10,5.7085683e-11,3.279245e-10,1.4703558e-10,6.2957384e-10
UNC13D,6.211503e-11,3.431484e-10,3.5580458e-10,4.2454554e-10,8.3635976e-10,1.5071089e-10,3.0405786e-10,3.5966788e-10,0.0013888226,8.2736035e-10,2.6300867e-10,3.4446124e-10,5.7083612e-11,3.2776565e-10,1.4699912e-10,6.29383e-10
MFSD11,6.211503e-11,0.0010612189,3.7442152e-10,4.2454634e-10,8.364283e-10,1.5070054e-10,3.0408337e-10,3.5966788e-10,4.4008297e-10,8.2731305e-10,2.6300967e-10,3.4446124e-10,5.7083612e-11,3.27705e-10,1.4699912e-10,6.293878e-10
DPYSL2,0.0003296485,3.4314054e-10,3.4035205e-10,4.2454879e-10,8.363326e-10,1.5069364e-10,3.0407643e-10,3.5966788e-10,4.4008297e-10,8.273446e-10,2.6300917e-10,3.4446254e-10,5.7083612e-11,3.277313e-10,1.4699912e-10,6.29383e-10
TGFB2,6.211503e-11,3.4317327e-10,3.4035205e-10,4.2454634e-10,8.4529095e-10,1.5071203e-10,3.0406946e-10,3.596768e-10,4.4008466e-10,9.095879e-10,2.630127e-10,3.4446318e-10,5.7083727e-11,7.0091655e-06,1.4699912e-10,6.7473366e-10
GPATCH2,6.211503e-11,3.435564e-10,3.687791e-10,4.5674972e-10,3.5682621e-09,1.5071892e-10,3.0407177e-10,3.6870737e-10,8.032722e-10,1.0097502e-07,2.630122e-10,3.4509184e-10,5.7237232e-11,1.5108339e-09,1.4699912e-10,1.1988209e-09
NUP50,6.211503e-11,3.4315104e-10,3.4035205e-10,4.2454554e-10,8.3626406e-10,1.5069163e-10,3.0408803e-10,3.5966788e-10,4.4008214e-10,0.0042176717,2.6300867e-10,3.4446124e-10,5.7083612e-11,3.277138e-10,1.4699857e-10,6.2938177e-10
CDC45,6.211503e-11,3.4314185e-10,3.4176365e-10,4.2649262e-10,8.393129e-10,1.507129e-10,3.0415878e-10,3.5967063e-10,4.418096e-10,8.294034e-10,2.6301067e-10,3.4447303e-10,5.7083727e-11,3.2776817e-10,1.4699912e-10,6.293986e-10
COMT,0.0010649253,3.4314904e-10,3.4035205e-10,4.2454634e-10,8.3646823e-10,1.507172e-10,3.040915e-10,3.5966788e-10,4.4008297e-10,8.273304e-10,2.6300767e-10,3.4446057e-10,5.7083612e-11,3.2781883e-10,1.4699912e-10,6.293794e-10
CECR1,6.211503e-11,3.4314904e-10,0.001037423,4.245415e-10,8.364491e-10,1.5070917e-10,3.040799e-10,3.5966788e-10,4.4008214e-10,8.273193e-10,2.6300867e-10,3.4446124e-10,5.7083612e-11,3.2770564e-10,1.4699857e-10,6.293878e-10
VNN3,6.211503e-11,3.431497e-10,3.4035333e-10,4.2454634e-10,8.36347e-10,1.5069104e-10,3.0408454e-10,3.5966788e-10,4.5326007e-10,8.2732093e-10,2.6300867e-10,3.4446124e-10,5.7083612e-11,3.2773817e-10,1.4699912e-10,6.2938416e-10
ECHDC1,6.211503e-11,3.431471e-10,3.4035205e-10,4.2454312e-10,8.364044e-10,1.5071376e-10,3.040567e-10,3.5966788e-10,4.4008297e-10,8.2735724e-10,0.0024481118,3.4445727e-10,5.7083612e-11,3.2771064e-10,1.4699857e-10,6.2938055e-10
LRRFIP2,6.38469e-11,3.4314054e-10,4.1879905e-10,6.8536316e-10,8.3641877e-10,1.50708e-10,3.040567e-10,3.5966788e-10,1.0130924e-09,8.2732565e-10,2.6300867e-10,3.4445924e-10,5.732212e-11,0.002815221,1.4699912e-10,6.29377e-10
SEC22C,6.2167174e-11,3.4387498e-10,4.0454826e-10,4.9586335e-10,1.1222425e-09,1.5070974e-10,3.0514546e-10,3.6423878e-10,4.4010146e-10,1.0136452e-09,2.6302874e-10,3.4783493e-10,5.7731167e-11,3.5827455e-10,1.4700305e-10,6.851096e-10
XYLB,6.2115264e-11,3.5446474e-10,3.4035205e-10,4.2454718e-10,8.8461116e-10,1.5071433e-10,3.0408512e-10,3.6374304e-10,6.3985545e-10,8.659754e-10,2.630137e-10,3.4600206e-10,5.7083727e-11,3.532384e-10,1.4700081e-10,6.7699735e-10
HDAC6,6.211503e-11,3.4316935e-10,3.807141e-10,4.5323245e-10,1.1406026e-09,1.507149e-10,3.041054e-10,3.600605e-10,4.4367335e-10,1.2373004e-09,2.630152e-10,3.4452496e-10,5.740385e-11,4.4474682e-10,1.4699969e-10,7.210284e-10
GABRP,6.211503e-11,3.4314643e-10,3.4035205e-10,4.245415e-10,8.3645546e-10,0.0014179634,3.040828e-10,3.5966788e-10,4.4008297e-10,8.2737933e-10,2.6301067e-10,3.444599e-10,5.7083612e-11,3.2769254e-10,1.4699912e-10,6.293794e-10
CDC6,6.2115736e-11,3.4314318e-10,3.409251e-10,4.245415e-10,8.3676505e-10,1.5070571e-10,3.040561e-10,3.5966924e-10,4.4513213e-10,8.2746454e-10,2.6300967e-10,3.444678e-10,5.70847e-11,3.2773753e-10,1.4701483e-10,6.2938177e-10
UPRT,6.211503e-11,3.4315364e-10,3.5195527e-10,4.286693e-10,9.2868396e-10,1.5071376e-10,3.0408223e-10,3.5967473e-10,5.13468e-10,1.0418855e-09,2.6300967e-10,3.4446646e-10,5.7251422e-11,3.7014408e-10,1.4699912e-10,6.704835e-10
CDC23,6.211503e-11,3.431654e-10,4.1811188e-10,4.5647974e-10,1.1436698e-09,1.5068215e-10,3.041054e-10,3.5971726e-10,4.4027273e-10,1.1827228e-09,2.630147e-10,3.445256e-10,5.73755e-11,4.274454e-10,1.4699969e-10,7.124841e-10
AAAS,6.2115264e-11,3.431726e-10,3.5568787e-10,4.2476828e-10,8.956775e-10,1.5070571e-10,3.041089e-10,3.5973374e-10,4.4259402e-10,8.921617e-10,2.6301772e-10,3.445243e-10,5.72226e-11,3.3922176e-10,1.4699969e-10,6.452073e-10
CBX5,6.211503e-11,3.431484e-10,4.1465165e-10,4.7444837e-10,8.363996e-10,1.5070858e-10,3.040538e-10,3.5966788e-10,4.4008297e-10,8.2734936e-10,2.6300967e-10,3.4446124e-10,5.7083727e-11,0.0037366038,1.4699912e-10,6.2938177e-10
SUCO,6.211503e-11,3.431471e-10,3.4557204e-10,4.2454473e-10,8.363677e-10,1.5070628e-10,3.0408395e-10,3.5966788e-10,0.0017746937,8.273272e-10,2.6300967e-10,3.444599e-10,5.7083612e-11,3.2771127e-10,1.4699912e-10,6.293794e-10
MSH2,6.211503e-11,3.4314904e-10,3.4035205e-10,4.245415e-10,0.0024247183,1.5070772e-10,3.0408395e-10,3.5966788e-10,4.4008214e-10,8.273525e-10,2.6301067e-10,3.4446057e-10,5.7083612e-11,3.2775063e-10,1.4699857e-10,6.2938055e-10
MAP3K1,6.211503e-11,3.431471e-10,3.4035205e-10,4.2454554e-10,8.36422e-10,1.5070427e-10,3.040828e-10,0.001331233,4.4008297e-10,8.2736507e-10,2.6300867e-10,3.444599e-10,5.7083612e-11,3.277569e-10,1.4699857e-10,6.2938416e-10
HOOK2,6.211503e-11,3.4314185e-10,3.4035205e-10,4.245415e-10,8.3613805e-10,0.0021972593,3.040544e-10,3.5966788e-10,4.4008297e-10,8.2731466e-10,2.630117e-10,3.4446124e-10,5.7083612e-11,3.2768502e-10,1.4699857e-10,6.2938654e-10
ARCN1,6.211503e-11,3.4314904e-10,3.4035205e-10,4.245407e-10,8.363454e-10,1.5070456e-10,3.0406946e-10,3.5966788e-10,4.4008297e-10,8.273162e-10,0.0020253465,3.4446124e-10,5.7083612e-11,3.276594e-10,1.4699857e-10,6.2938416e-10
EPB41L4B,6.280695e-11,3.4315104e-10,3.4035205e-10,4.2454473e-10,8.3639645e-10,1.5071462e-10,3.0406946e-10,3.5966788e-10,6.293542e-10,8.2736035e-10,2.6300867e-10,3.444599e-10,5.7083612e-11,0.0004953875,1.4699912e-10,6.2938055e-10
TMEM38B,6.211503e-11,3.4314904e-10,3.506005e-10,4.345744e-10,8.363773e-10,1.5069823e-10,3.0405553e-10,3.5966788e-10,4.4008297e-10,8.273588e-10,2.6300967e-10,3.4446124e-10,5.722391e-11,3.2775943e-10,1.4699912e-10,6.293794e-10
PSMD5,6.21155e-11,3.485522e-10,4.789125e-10,5.2628757e-10,2.3996285e-09,1.5070284e-10,3.1463612e-10,3.7154035e-10,5.172504e-10,2.0726454e-09,2.6302374e-10,3.5486997e-10,5.736007e-11,3.4566566e-10,1.4700081e-10,7.7802814e-10
PTGS1,6.211503e-11,3.4315364e-10,3.5088013e-10,4.2479986e-10,8.3857365e-10,1.5074078e-10,3.0420114e-10,3.5967337e-10,4.4008466e-10,8.3326435e-10,2.633209e-10,3.444737e-10,5.7128927e-11,3.2772815e-10,1.4700642e-10,6.293914e-10
NUP188,6.211503e-11,3.4315625e-10,4.1248002e-10,4.727709e-10,1.051807e-09,1.507195e-10,3.0409034e-10,3.5968434e-10,4.686357e-10,1.1374025e-09,2.630127e-10,3.4447634e-10,5.729184e-11,3.5087075e-10,1.4699912e-10,6.7494865e-10
SH2D3C,6.211503e-11,3.4315167e-10,3.42202e-10,0.0012225206,8.363629e-10,1.5071003e-10,3.0408223e-10,3.5966788e-10,4.4008214e-10,8.2737145e-10,2.6301067e-10,3.4445857e-10,5.7083612e-11,3.2773942e-10,1.4699857e-10,6.293794e-10
NANS,6.211503e-11,3.4314904e-10,3.4035205e-10,4.2454312e-10,8.3635493e-10,1.5067236e-10,3.040799e-10,3.5966788e-10,4.4008297e-10,8.273683e-10,2.6300817e-10,3.444599e-10,5.7083612e-11,3.2776754e-10,0.0007213405,6.2938654e-10
TBC1D2,6.211503e-11,3.4315234e-10,3.9735287e-10,4.967181e-10,8.3648577e-10,1.5148006e-10,3.0408395e-10,3.5966854e-10,5.087176e-10,8.2731777e-10,2.630137e-10,3.4446188e-10,5.7479996e-11,3.2775255e-10,1.4717587e-10,6.293854e-10
WHRN,6.2115264e-11,3.465899e-10,3.5656683e-10,4.2455203e-10,8.918997e-10,1.5077672e-10,3.0573152e-10,3.6219505e-10,4.4011153e-10,8.7545493e-10,2.6325309e-10,3.4658396e-10,5.7255686e-11,3.4325837e-10,1.4710852e-10,6.429347e-10
PDE6C,6.211503e-11,3.4314118e-10,3.4196906e-10,4.250998e-10,8.3887436e-10,1.5069335e-10,3.0407643e-10,3.5966788e-10,4.4008297e-10,8.3024065e-10,2.6300967e-10,3.4446124e-10,5.7086447e-11,3.2874925e-10,1.4699912e-10,6.29425e-10
CWF19L1,6.211503e-11,3.4315364e-10,5.568648e-10,4.9479104e-10,1.0599795e-09,1.5069938e-10,3.0407699e-10,3.5967337e-10,4.4008716e-10,1.0652776e-09,2.6301067e-10,3.4446646e-10,5.7422136e-11,3.5864992e-10,1.4699912e-10,6.5253897e-10
BTAF1,6.2115264e-11,3.5873543e-10,0.0002527799,5.479523e-10,1.0080923e-09,1.5070427e-10,3.0408454e-10,3.6118442e-10,7.186244e-10,8.769707e-10,2.630137e-10,3.444724e-10,5.7605115e-11,4.437123e-10,1.4699969e-10,7.324724e-10
IKZF5,6.211503e-11,3.4315234e-10,3.5169087e-10,4.2455203e-10,8.586711e-10,1.5071835e-10,3.0408454e-10,3.5967337e-10,4.4482404e-10,8.5870056e-10,2.6300967e-10,3.444678e-10,5.7193906e-11,3.3170516e-10,1.4699912e-10,6.3499833e-10
BLNK,6.211503e-11,3.431471e-10,3.4035205e-10,4.245415e-10,8.3632945e-10,1.5071404e-10,3.040544e-10,3.5966788e-10,4.4008297e-10,8.2735724e-10,2.6301017e-10,3.4446254e-10,5.7083612e-11,3.277144e-10,1.4699857e-10,0.0017466116
TLL2,6.211503e-11,3.4315167e-10,3.403527e-10,4.2454718e-10,8.37859e-10,1.5070888e-10,3.0408454e-10,3.5967063e-10,4.457855e-10,8.2830776e-10,2.6300867e-10,3.4446318e-10,5.7089927e-11,3.2769315e-10,1.4699912e-10,6.296723e-10
SORBS1,6.211503e-11,3.4314904e-10,3.4035205e-10,0.00073878746,8.3638846e-10,1.5072642e-10,3.040544e-10,3.5966788e-10,4.4008297e-10,8.273888e-10,2.6300767e-10,3.4446254e-10,5.7083612e-11,3.8005818e-10,1.4699912e-10,6.2938177e-10
CRTAC1,6.232698e-11,3.4734632e-10,3.4035333e-10,4.938699e-10,9.046724e-10,1.5070917e-10,3.066695e-10,3.6293088e-10,4.4714457e-10,8.7443197e-10,2.6303476e-10,3.4605288e-10,5.7098208e-11,3.4474057e-10,1.4699912e-10,6.6147626e-10
BAMBI,6.211503e-11,3.4315104e-10,3.4035205e-10,4.2454232e-10,8.364299e-10,1.5071892e-10,3.040706e-10,3.5966788e-10,4.4008297e-10,8.2737617e-10,2.6300917e-10,3.444599e-10,5.7083612e-11,0.0014060972,1.4699857e-10,6.2938416e-10
MYO3A,6.211503e-11,3.4314054e-10,3.4067546e-10,4.2607146e-10,8.486754e-10,1.507175e-10,3.0408803e-10,3.5966788e-10,4.4008297e-10,8.627671e-10,2.6300967e-10,3.4446124e-10,5.71128e-11,3.9512188e-10,1.4699912e-10,6.2980204e-10
WAC,6.211503e-11,3.431497e-10,5.111492e-10,4.2454554e-10,8.3646184e-10,1.5071865e-10,3.0408223e-10,3.5966788e-10,4.4008214e-10,8.273809e-10,0.0018722955,3.4445924e-10,5.7083612e-11,3.7483525e-10,1.4699857e-10,6.2938177e-10
CREM,6.211503e-11,3.4314185e-10,3.4035333e-10,4.2454634e-10,8.363103e-10,0.0015378736,3.0408745e-10,3.5966788e-10,4.4008214e-10,8.273635e-10,2.6300817e-10,3.4446124e-10,5.7083612e-11,3.2773378e-10,1.4699912e-10,6.293794e-10
HIVEP1,6.211503e-11,3.4315104e-10,3.4586084e-10,4.4745346e-10,8.389688e-10,1.5070686e-10,3.0408862e-10,3.5966788e-10,4.4009305e-10,0.0011876533,2.6300867e-10,3.4446124e-10,5.7083727e-11,3.2831815e-10,1.4699912e-10,6.295199e-10
FKBP5,6.211503e-11,3.431471e-10,0.0048423824,7.546663e-10,8.363199e-10,1.5069018e-10,3.0408862e-10,3.5966788e-10,4.4008214e-10,8.2737933e-10,2.6300867e-10,3.4449474e-10,5.7083612e-11,3.2777692e-10,1.4699857e-10,6.29383e-10
SRPK1,6.211503e-11,3.4315104e-10,3.5176667e-10,4.2456663e-10,8.3639645e-10,1.5071606e-10,3.0408223e-10,3.5966788e-10,0.002280293,8.273541e-10,2.6300867e-10,3.4446124e-10,5.7083612e-11,3.2772565e-10,1.4699912e-10,6.293794e-10
BRPF3,6.211503e-11,3.4451708e-10,3.4341163e-10,4.2455203e-10,8.85494e-10,1.5071261e-10,3.0416691e-10,3.6082223e-10,4.4893408e-10,8.7356844e-10,2.630147e-10,3.4558256e-10,5.711171e-11,3.5555087e-10,1.4699969e-10,6.5261363e-10
MRPS18A,6.211503e-11,3.4314904e-10,3.4035205e-10,4.2454232e-10,8.3643636e-10,1.5071606e-10,3.040799e-10,3.5966788e-10,4.4008214e-10,8.2731777e-10,2.6300867e-10,0.002951625,5.7083612e-11,3.2772943e-10,1.4699857e-10,6.29383e-10
PGC,6.211503e-11,3.4315104e-10,3.4035205e-10,4.2454879e-10,8.3648416e-10,1.5073158e-10,3.0409614e-10,3.5966924e-10,4.4008214e-10,8.273699e-10,2.6300967e-10,3.4446124e-10,5.7083612e-11,3.2775255e-10,0.0032486056,6.2938654e-10
TMEM14A,0.0005559718,3.4314118e-10,3.4035205e-10,4.2454232e-10,8.3622576e-10,1.5071779e-10,3.0408223e-10,3.5966788e-10,4.4008297e-10,8.273383e-10,2.6300867e-10,3.4446124e-10,5.7083612e-11,3.2781883e-10,1.4699912e-10,6.293794e-10
EFHC1,6.211503e-11,3.431471e-10,3.4035205e-10,4.2454312e-10,8.363693e-10,1.5070944e-10,3.040799e-10,0.0005527142,4.4008297e-10,8.273525e-10,2.6300867e-10,3.4446124e-10,5.7083612e-11,4.338406e-10,1.4699912e-10,6.2938177e-10
HSP90AB1,6.211503e-11,3.431615e-10,3.4035205e-10,4.2455123e-10,8.365416e-10,1.5069997e-10,3.0409555e-10,3.5966788e-10,4.4008214e-10,8.274172e-10,2.6300967e-10,3.4446385e-10,5.7083612e-11,3.2782319e-10,0.0082162805,6.293794e-10
ITPR3,6.211503e-11,3.4314185e-10,3.582889e-10,4.2454554e-10,8.3638846e-10,1.5070974e-10,3.0408223e-10,3.5966854e-10,1.12603615e-08,8.2736196e-10,2.6301017e-10,3.4446124e-10,5.7083727e-11,0.0010795303,1.4699912e-10,6.293854e-10
ZNF184,6.211503e-11,3.431484e-10,3.6732808e-10,4.2456175e-10,8.642445e-10,1.5071606e-10,3.0408917e-10,3.59672e-10,4.4008466e-10,8.527839e-10,2.630117e-10,3.4446712e-10,5.7171982e-11,3.312525e-10,1.4699912e-10,6.301746e-10
DSP,6.211503e-11,3.4314254e-10,3.4035205e-10,4.245415e-10,8.362991e-10,1.5072325e-10,3.0405323e-10,3.5966788e-10,4.4008297e-10,8.273888e-10,2.6300967e-10,3.4446124e-10,5.7083612e-11,0.0074336333,1.4699857e-10,6.2938177e-10
SIRT1,6.211503e-11,3.4314773e-10,3.4035205e-10,4.2454634e-10,8.3741963e-10,1.5071835e-10,3.0409092e-10,3.5966788e-10,4.400855e-10,0.0028718417,2.6300967e-10,3.444599e-10,5.7083612e-11,3.2800457e-10,1.4699857e-10,6.294274e-10
HNRNPH3,6.211503e-11,3.4314904e-10,3.4035205e-10,4.2454554e-10,8.364076e-10,1.5069478e-10,3.040741e-10,3.5966788e-10,4.4008214e-10,8.273478e-10,2.6301017e-10,3.4446057e-10,5.7083612e-11,3.2771127e-10,0.0016146039,6.293794e-10
IFT74,6.211503e-11,3.4315104e-10,3.8149986e-10,4.870457e-10,8.3647306e-10,1.5070743e-10,3.040741e-10,3.5966854e-10,4.4008383e-10,8.272688e-10,2.6300967e-10,3.4445924e-10,5.711073e-11,0.00074027845,1.4699912e-10,6.29383e-10
JAK2,6.214275e-11,3.4315364e-10,0.00011858385,6.3102734e-10,1.0291836e-09,1.5070917e-10,3.0407935e-10,3.59672e-10,5.8784233e-10,1.0261375e-09,2.630147e-10,3.4446515e-10,5.8123617e-11,3.277519e-10,1.4700025e-10,6.293914e-10
IL12RB1,6.211503e-11,3.4314185e-10,4.0258233e-10,4.2454232e-10,8.3643636e-10,1.5069478e-10,3.0405264e-10,3.5966788e-10,4.4759857e-10,8.273162e-10,2.6300867e-10,3.4445924e-10,5.7083727e-11,3.2776065e-10,1.4699912e-10,6.293794e-10
ABL1,6.211503e-11,3.4315104e-10,3.621716e-10,7.342236e-10,8.364012e-10,1.5071606e-10,3.0408048e-10,3.5966788e-10,4.4008297e-10,8.27332e-10,2.6300967e-10,0.0014002561,5.7083612e-11,3.4399242e-10,1.4699857e-10,6.2938177e-10
ACOT7,6.211503e-11,3.4879694e-10,3.975477e-10,4.436361e-10,1.1046626e-09,1.5072066e-10,3.1403838e-10,3.645543e-10,6.196229e-10,1.037592e-09,2.6309196e-10,3.5508596e-10,5.7295012e-11,3.296088e-10,1.4700137e-10,6.8353156e-10
