,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15
ITGA9,6.211503e-11,3.4314904e-10,3.4035205e-10,0.00024803044,8.364012e-10,1.5071003e-10,3.040544e-10,3.5966788e-10,4.4008214e-10,8.2737617e-10,2.6301067e-10,3.4446057e-10,5.7083612e-11,3.2766065e-10,1.4699857e-10,6.293746e-10
GOLGA4,0.0006587288,3.4314773e-10,3.4035333e-10,4.2454634e-10,8.364698e-10,1.5071404e-10,3.0408454e-10,3.5966788e-10,1.3218735e-09,8.273635e-10,2.6301067e-10,3.4446057e-10,5.7083727e-11,6.2994265e-10,1.4699912e-10,6.2938654e-10
CTDSPL,6.211503e-11,3.4314118e-10,3.4035205e-10,4.2454232e-10,8.3648577e-10,1.5070513e-10,3.0408395e-10,3.5966788e-10,4.4008214e-10,8.2734936e-10,0.0015152611,3.4446124e-10,5.7083612e-11,1.8609468e-09,1.4699857e-10,6.2938177e-10
IQSEC1,6.211503e-11,3.431497e-10,5.774078e-10,1.5045821e-09,8.3639e-10,1.5070858e-10,0.00071066426,3.5966788e-10,4.4008297e-10,8.2734936e-10,2.6300767e-10,3.444599e-10,5.7083612e-11,3.2774128e-10,1.4699912e-10,6.293734e-10
CAND2,6.211503e-11,3.4314773e-10,3.4040268e-10,4.26915e-10,8.377104e-10,1.5070743e-10,3.0408803e-10,3.5966788e-10,4.4008297e-10,8.294271e-10,2.6300917e-10,3.4445857e-10,5.709189e-11,3.3028344e-10,1.4699912e-10,6.294082e-10
PTPRG,6.211503e-11,3.4314773e-10,3.4035205e-10,0.0037424543,8.363326e-10,1.5071606e-10,3.040799e-10,3.5966788e-10,4.4008297e-10,8.2732565e-10,2.6300867e-10,3.4446124e-10,5.7083612e-11,3.8911777e-10,1.4699912e-10,6.293794e-10
IL17RD,6.211503e-11,3.43795e-10,3.4035205e-10,4.3488615e-10,8.5252855e-10,1.5070772e-10,3.0408048e-10,3.6024803e-10,4.428828e-10,8.411367e-10,2.6301067e-10,3.4446845e-10,5.7083727e-11,3.5436945e-10,1.4699912e-10,6.4210376e-10
SHQ1,6.21155e-11,3.456116e-10,4.6897997e-10,5.413071e-10,3.5698824e-09,1.5070743e-10,3.1193287e-10,3.745401e-10,4.7678345e-10,2.8067346e-09,2.6301872e-10,3.570303e-10,5.7685374e-11,5.357105e-10,1.4699969e-10,9.464806e-10
SLC25A26,6.211503e-11,3.431471e-10,4.19517e-10,4.2454634e-10,8.363853e-10,1.5069192e-10,3.0404743e-10,3.5966788e-10,0.0017504502,8.2734614e-10,2.6300967e-10,3.4446057e-10,5.7083612e-11,3.277494e-10,1.4699912e-10,6.2938177e-10
UBA3,6.211503e-11,3.4314773e-10,4.085736e-10,0.0027872561,8.36497e-10,1.5070743e-10,3.0405553e-10,3.5966788e-10,4.4010648e-10,8.273446e-10,2.6301067e-10,3.4445924e-10,5.7083612e-11,3.9749917e-10,1.4699912e-10,6.29383e-10
ARL6IP5,6.211503e-11,3.4314904e-10,3.4035205e-10,4.2454554e-10,8.363948e-10,1.5070657e-10,3.040741e-10,3.5966718e-10,4.4008214e-10,8.2732093e-10,0.0048114983,3.4445857e-10,5.7083612e-11,3.2770753e-10,1.4699857e-10,6.293914e-10
LRIG1,6.2277544e-11,3.4314773e-10,3.604329e-10,4.4590198e-10,9.249292e-10,1.5071319e-10,3.040544e-10,3.5966788e-10,4.40088e-10,9.032965e-10,2.6301067e-10,3.444599e-10,5.744317e-11,3.3559344e-10,1.4699912e-10,6.324154e-10
LIMD1,6.211503e-11,3.4315104e-10,1.0622747e-09,4.2455364e-10,1.1373288e-09,1.507037e-10,3.0408512e-10,3.5967063e-10,4.4008716e-10,1.7742923e-09,2.630117e-10,3.4446582e-10,5.7322667e-11,0.00012585465,1.4699912e-10,6.5309924e-10
NFKBIZ,6.211503e-11,3.4315104e-10,3.4035205e-10,4.245415e-10,8.363789e-10,1.5071404e-10,3.0405553e-10,3.5966788e-10,4.4008214e-10,8.2737617e-10,0.0037642533,3.4446057e-10,5.7083612e-11,3.2773817e-10,1.4699857e-10,6.293698e-10
COL8A1,6.211503e-11,3.4314773e-10,3.4035205e-10,0.001250565,8.363374e-10,1.5069823e-10,3.0405264e-10,3.5966788e-10,4.4008214e-10,8.273541e-10,2.6300967e-10,3.444599e-10,5.7083612e-11,3.2784755e-10,1.4699857e-10,6.2938177e-10
NXPE3,6.211503e-11,3.4314773e-10,7.3214274e-10,9.40558e-10,8.3641877e-10,1.5071865e-10,3.0409092e-10,3.5966924e-10,4.4008297e-10,8.273588e-10,2.6301017e-10,3.4446057e-10,5.7083727e-11,3.2775566e-10,1.4699912e-10,6.293878e-10
ADGRG7,6.211503e-11,3.431471e-10,3.4035205e-10,4.2454554e-10,8.364698e-10,1.5070944e-10,3.040741e-10,3.5966788e-10,4.9400173e-10,8.273383e-10,2.6300767e-10,3.4446188e-10,5.7083612e-11,3.277638e-10,1.4699857e-10,6.2938177e-10
PHLDB2,6.211503e-11,3.4314185e-10,3.4035205e-10,4.2454232e-10,8.363741e-10,1.507195e-10,3.0408048e-10,0.0014667917,4.4008214e-10,8.2733514e-10,2.6300967e-10,3.444599e-10,5.7083612e-11,4.1504175e-10,1.4699857e-10,6.2938177e-10
ABHD10,6.2115264e-11,3.4315298e-10,4.051977e-10,4.2456255e-10,8.8590796e-10,1.5071548e-10,3.0409614e-10,3.596816e-10,4.40088e-10,8.695239e-10,2.630127e-10,3.444783e-10,5.7351866e-11,3.3281927e-10,1.4700025e-10,6.2953787e-10
PLA1A,6.211503e-11,3.4314773e-10,3.4035205e-10,5.1718335e-10,8.364267e-10,1.5071806e-10,3.0408395e-10,3.5966788e-10,4.4008297e-10,8.2736035e-10,2.6301017e-10,3.4446124e-10,5.7083612e-11,3.2785444e-10,1.4699912e-10,6.293902e-10
RABL3,6.211503e-11,3.43755e-10,3.568356e-10,4.2455123e-10,1.0906439e-09,1.5071462e-10,3.0416517e-10,3.6326953e-10,5.3518034e-10,1.0687538e-09,2.6301872e-10,3.5112246e-10,5.729097e-11,4.1433856e-10,1.4700081e-10,7.5838624e-10
IGSF11,6.211503e-11,3.4314185e-10,3.4035205e-10,4.2454554e-10,8.363789e-10,1.5069708e-10,3.0408454e-10,3.5966924e-10,5.360835e-10,8.27343e-10,2.6301017e-10,3.4446188e-10,5.7083612e-11,1.390638e-09,1.4699912e-10,6.294046e-10
ATG3,6.211503e-11,3.4314773e-10,3.4035205e-10,4.2454554e-10,8.363916e-10,1.5068875e-10,3.0407005e-10,3.5966788e-10,4.4008297e-10,8.2732093e-10,2.6300917e-10,0.0043437206,5.7083612e-11,3.2773564e-10,1.4699857e-10,6.293794e-10
BOC,6.211503e-11,3.431497e-10,3.4035205e-10,5.357881e-10,8.3639806e-10,1.5070054e-10,3.040544e-10,3.5966788e-10,4.4008214e-10,8.273683e-10,2.6300917e-10,3.4446057e-10,5.7083612e-11,3.2774064e-10,1.4699912e-10,6.29383e-10
SRPRB,7.8226266e-11,4.6489915e-10,3.6075273e-10,4.8561716e-10,3.6015273e-09,1.980517e-10,3.3414996e-10,3.849198e-10,5.8486405e-10,8.276792e-10,2.732829e-10,3.6262088e-10,5.9522415e-11,3.2770314e-10,1.9365101e-10,6.294346e-10
TMEM108,6.211503e-11,3.4315167e-10,3.6448616e-10,4.735976e-10,8.3635493e-10,1.5071261e-10,3.0404568e-10,3.5966788e-10,4.4008214e-10,8.2736673e-10,2.6300867e-10,3.4446124e-10,5.7135137e-11,3.2775566e-10,1.4699857e-10,6.29383e-10
MED12L,6.211503e-11,3.431484e-10,3.605498e-10,4.2454634e-10,8.461491e-10,1.5072353e-10,3.0407699e-10,3.5966924e-10,4.413161e-10,8.4536994e-10,2.6300967e-10,3.4446188e-10,5.7130016e-11,3.277869e-10,1.4699912e-10,6.2961586e-10
ALDH1L1,6.211503e-11,3.4314904e-10,3.403527e-10,4.2454232e-10,8.3643475e-10,1.5069249e-10,3.0408454e-10,3.5966924e-10,4.4023746e-10,8.273888e-10,2.6300967e-10,3.4446318e-10,5.7083727e-11,2.0971531e-09,1.4704456e-10,6.293926e-10
TRPC1,6.211503e-11,3.431569e-10,3.403527e-10,7.165932e-10,9.831952e-10,1.5071663e-10,3.0408107e-10,3.5980238e-10,4.4490292e-10,9.395916e-10,2.6300867e-10,3.4446254e-10,5.7379986e-11,3.482651e-10,1.4699912e-10,6.5843503e-10
NCEH1,6.211503e-11,3.431471e-10,3.4035205e-10,4.2454232e-10,8.364283e-10,1.5070513e-10,3.0407643e-10,0.0015445201,4.4008297e-10,8.2731305e-10,2.6300917e-10,3.4446057e-10,5.7083612e-11,5.699476e-10,1.4699857e-10,6.2938654e-10
LPP,6.211503e-11,3.431471e-10,3.4035333e-10,9.338474e-10,9.650377e-10,1.5069823e-10,3.040544e-10,3.5966788e-10,7.717188e-10,1.4419392e-09,0.00225031,3.4446124e-10,5.7643473e-11,4.5666784e-10,1.4699857e-10,6.29377e-10
TMEM44,6.211503e-11,3.4315364e-10,3.4035333e-10,5.950428e-10,8.416326e-10,1.5071261e-10,3.040857e-10,3.5967268e-10,5.2794547e-10,8.4132923e-10,2.6300967e-10,3.4446385e-10,5.7083727e-11,3.3044098e-10,1.4699912e-10,6.426821e-10
RUBCN,6.211503e-11,3.4314118e-10,7.837356e-10,4.4572085e-10,8.477564e-10,1.5071347e-10,3.0408337e-10,3.5966924e-10,4.4199588e-10,8.479877e-10,2.6300967e-10,3.4446188e-10,5.7875926e-11,3.2772002e-10,1.4699912e-10,6.293878e-10
DCAF1,6.211503e-11,3.431471e-10,3.415447e-10,4.246897e-10,8.3899765e-10,1.5071003e-10,3.040799e-10,3.5966854e-10,4.400855e-10,0.0020050425,2.6300817e-10,3.4446188e-10,5.7083612e-11,3.2859065e-10,1.4699857e-10,6.294946e-10
MANF,6.211503e-11,3.431497e-10,3.4035205e-10,4.245415e-10,8.3630236e-10,1.5072842e-10,3.040544e-10,3.5966788e-10,4.4008214e-10,8.273383e-10,2.6300967e-10,3.4446188e-10,5.7083612e-11,3.276594e-10,0.0019022044,6.2938654e-10
EAF2,6.2115264e-11,3.431497e-10,5.847213e-10,4.2454718e-10,8.3646023e-10,1.5069766e-10,3.0404512e-10,3.5967063e-10,4.5846044e-10,8.684035e-10,2.630117e-10,3.4446385e-10,5.733152e-11,3.2774128e-10,1.4699912e-10,6.2939615e-10
ILDR1,6.211503e-11,3.4314382e-10,3.4398193e-10,4.2454473e-10,8.3639806e-10,1.5068645e-10,3.0408745e-10,3.5966996e-10,4.774942e-10,8.3913687e-10,2.6301067e-10,3.4446254e-10,5.7083727e-11,3.7430872e-10,1.4699912e-10,6.3516553e-10
MUC4,6.211503e-11,3.4315104e-10,3.4035205e-10,4.245415e-10,8.3634855e-10,1.5072642e-10,3.0408048e-10,3.5966854e-10,6.4618394e-10,8.273446e-10,2.6300967e-10,3.4446188e-10,5.7083612e-11,3.277269e-10,1.4699912e-10,6.2938177e-10
SLIT2,6.219469e-11,3.431497e-10,3.4035205e-10,6.178331e-05,8.364315e-10,1.5071261e-10,3.0408454e-10,3.5966854e-10,4.4008297e-10,8.2732565e-10,2.6300867e-10,3.4446124e-10,5.7083612e-11,3.4091077e-10,1.4699912e-10,6.2938177e-10
EIF2B5,6.211503e-11,3.4314904e-10,0.0019105574,4.2454473e-10,8.364156e-10,1.5069537e-10,3.0408048e-10,3.5966788e-10,4.4008214e-10,8.2736035e-10,2.6300917e-10,3.444599e-10,5.7083612e-11,3.276938e-10,1.4699912e-10,6.2938055e-10
DGKQ,6.211503e-11,3.431772e-10,3.4154274e-10,4.265479e-10,8.530165e-10,1.50708e-10,3.040996e-10,3.598106e-10,4.5553952e-10,8.4272006e-10,2.630117e-10,3.4460382e-10,5.7084483e-11,3.304939e-10,1.4699912e-10,6.3811506e-10
LYAR,6.211881e-11,3.431589e-10,9.1652086e-10,4.5544482e-10,8.7090485e-10,1.5071319e-10,3.0409555e-10,3.5968298e-10,4.400964e-10,8.369118e-10,2.6302072e-10,3.4448092e-10,5.7718393e-11,3.277569e-10,1.4776598e-10,6.2941297e-10
CENPC,6.2173815e-11,3.4315234e-10,1.8213294e-09,5.906577e-10,1.9019808e-09,1.5071146e-10,3.0408223e-10,3.5968092e-10,4.400922e-10,2.784271e-09,2.630137e-10,3.4447173e-10,5.8016845e-11,4.64394e-10,1.4699912e-10,7.0536366e-10
CORIN,6.211503e-11,3.4462813e-10,3.4035205e-10,4.3552367e-10,8.4862034e-10,1.5071146e-10,3.040857e-10,3.6059106e-10,4.420515e-10,8.349762e-10,2.6300967e-10,3.4446385e-10,5.710485e-11,3.293901e-10,1.471147e-10,6.3274236e-10
ATP10D,6.211503e-11,3.4314904e-10,3.4035205e-10,4.2454312e-10,8.3636453e-10,1.5071146e-10,3.0408454e-10,3.5966854e-10,4.4008297e-10,0.002515719,2.6300967e-10,3.4446254e-10,5.7083612e-11,3.277319e-10,1.4699857e-10,6.293794e-10
OCIAD2,6.211503e-11,3.431497e-10,3.4035205e-10,4.2454312e-10,8.3652885e-10,1.5072181e-10,3.0405264e-10,3.5966788e-10,4.4008297e-10,8.2732093e-10,2.630117e-10,3.4446057e-10,5.7083612e-11,3.2770253e-10,0.0057612024,6.293794e-10
SLC10A6,6.211503e-11,3.4314904e-10,3.4035205e-10,4.698798e-10,8.364427e-10,1.507172e-10,3.040741e-10,3.5966788e-10,4.4008297e-10,8.273478e-10,2.6300967e-10,3.4446188e-10,5.7083612e-11,3.277513e-10,1.4699857e-10,6.2938654e-10
SCD5,6.211503e-11,3.4315104e-10,3.4035205e-10,4.2454473e-10,8.364012e-10,1.5075459e-10,3.0408395e-10,3.5966788e-10,4.4008214e-10,8.2735724e-10,2.6300867e-10,3.444599e-10,5.7083612e-11,0.0051556234,1.4699857e-10,6.2938055e-10
PLAC8,6.211503e-11,0.0063362624,3.4035205e-10,4.2454634e-10,8.364012e-10,1.5071548e-10,3.0406946e-10,3.5966788e-10,4.4008214e-10,8.2732887e-10,2.6301017e-10,3.4446124e-10,5.7083612e-11,3.2774752e-10,1.4699857e-10,6.29383e-10
ENOPH1,6.211503e-11,3.4314904e-10,3.4035205e-10,4.245415e-10,8.364012e-10,1.5070657e-10,3.0408395e-10,3.5966788e-10,0.0035433655,8.273193e-10,2.6301017e-10,3.4446057e-10,5.7083612e-11,3.2771877e-10,1.4699857e-10,6.2938177e-10
GC,6.211503e-11,3.4315234e-10,3.403527e-10,4.2454232e-10,8.364331e-10,1.5071433e-10,3.0408048e-10,3.5967063e-10,5.7549904e-10,8.273367e-10,2.6300967e-10,3.4446254e-10,5.7083727e-11,4.6381152e-10,1.4699912e-10,6.29395e-10
TRMT10A,6.2253556e-11,3.532384e-10,3.404637e-10,4.2454718e-10,8.944841e-10,1.5100668e-10,3.0585695e-10,3.6482e-10,4.5584025e-10,8.3127216e-10,2.641645e-10,3.5100464e-10,5.7184087e-11,3.4970957e-10,1.4863095e-10,6.611117e-10
KLHL8,6.211503e-11,3.431484e-10,3.4744438e-10,4.3401444e-10,8.3646184e-10,1.5071146e-10,3.0408395e-10,3.5966788e-10,4.4008297e-10,0.00085835403,2.6301017e-10,3.4446188e-10,5.7083612e-11,3.277494e-10,1.4699912e-10,6.2938055e-10
SNCA,6.211503e-11,3.431497e-10,4.03071e-10,4.5301551e-10,8.363996e-10,1.50708e-10,3.04066e-10,3.5966854e-10,4.6820237e-10,8.2879453e-10,2.630117e-10,3.4446057e-10,5.7083727e-11,3.2780692e-10,1.4699912e-10,6.2938654e-10
TBCK,6.211503e-11,3.4314254e-10,3.9599027e-10,4.2454634e-10,8.3643636e-10,1.507011e-10,3.0405495e-10,0.0005881522,4.552937e-10,8.273588e-10,2.6300817e-10,3.4446124e-10,5.7083727e-11,3.6275785e-10,1.4699912e-10,6.2938654e-10
CAMK2D,6.211503e-11,0.0011946851,4.54284e-10,4.6414872e-10,8.3630236e-10,1.5071089e-10,3.0407643e-10,3.5966788e-10,4.4008297e-10,8.2732887e-10,2.6301067e-10,3.4446057e-10,5.7083727e-11,3.276769e-10,1.4699912e-10,6.2938416e-10
CISD2,6.211503e-11,3.431484e-10,3.4035205e-10,4.2454473e-10,8.3630236e-10,0.0016905443,3.0408337e-10,3.5966788e-10,4.4008214e-10,8.2733514e-10,2.6300967e-10,3.4446124e-10,5.7083612e-11,3.2774253e-10,1.4699857e-10,6.2938177e-10
ANK2,6.211503e-11,3.4314054e-10,3.4035205e-10,5.67095e-05,8.3635654e-10,1.5072238e-10,3.0408337e-10,3.5966788e-10,4.4008297e-10,8.273509e-10,2.6300967e-10,3.4446057e-10,5.71286e-11,3.2781067e-10,1.4699912e-10,6.2938416e-10
SPATA5,6.216172e-11,3.431484e-10,3.9909148e-10,4.51941e-10,0.00044847906,1.5071376e-10,3.041147e-10,3.59672e-10,4.4008297e-10,9.579607e-10,2.6300917e-10,3.4447106e-10,5.7207218e-11,3.7497755e-10,1.4699912e-10,6.5810984e-10
METTL14,6.211621e-11,3.4709266e-10,3.814715e-10,4.379277e-10,1.1925471e-09,1.5070484e-10,3.0574437e-10,3.6549422e-10,4.7376203e-10,1.1528729e-09,2.630132e-10,3.492956e-10,5.7671295e-11,3.7862705e-10,1.4699969e-10,7.282806e-10
USP53,6.211503e-11,3.431484e-10,3.4035205e-10,4.2454232e-10,8.363821e-10,0.0016083628,3.0408745e-10,3.5966788e-10,4.4008297e-10,8.2732565e-10,2.6301067e-10,3.4446124e-10,5.7083612e-11,3.277144e-10,1.4699857e-10,6.293794e-10
SETD7,6.211503e-11,3.4314904e-10,3.4035205e-10,4.2454312e-10,8.3628954e-10,0.00051661633,3.0408337e-10,3.5966788e-10,4.4008297e-10,8.273509e-10,2.6300867e-10,3.4446057e-10,5.7083612e-11,5.484615e-10,1.4699912e-10,6.29383e-10
NAF1,6.211503e-11,3.4315167e-10,3.4714034e-10,4.339772e-10,8.4275864e-10,1.5072181e-10,3.0409789e-10,3.5967543e-10,4.400855e-10,8.3541585e-10,2.630127e-10,3.4446646e-10,5.7179834e-11,3.277588e-10,1.4700081e-10,6.293986e-10
MARCH1,6.214204e-11,3.431484e-10,0.00029797535,4.2454232e-10,8.363247e-10,1.5071835e-10,3.0409442e-10,3.5966788e-10,4.4008297e-10,8.273541e-10,2.6301017e-10,3.4446188e-10,5.7083612e-11,3.277269e-10,1.4699912e-10,6.2938177e-10
RNF175,6.211503e-11,3.4314904e-10,3.623692e-10,4.2454634e-10,8.364427e-10,1.5071835e-10,3.040422e-10,3.5966788e-10,4.4008297e-10,8.273588e-10,2.6300917e-10,3.444599e-10,5.7083612e-11,3.2771252e-10,1.4699912e-10,6.2938416e-10
PDGFC,6.211503e-11,3.4315234e-10,3.4300834e-10,4.2454312e-10,8.3645063e-10,1.5318032e-10,3.0405495e-10,3.5966788e-10,4.400964e-10,8.273383e-10,2.6300867e-10,3.4446188e-10,5.721016e-11,0.0023872221,1.4699912e-10,6.2938177e-10
CBR4,6.211503e-11,3.431497e-10,3.4035205e-10,4.2454554e-10,8.364443e-10,1.5069018e-10,3.040706e-10,0.0009717302,4.4008297e-10,8.273478e-10,2.6300867e-10,3.4445857e-10,5.7083612e-11,4.1380468e-10,1.4699912e-10,6.2938177e-10
CYP4V2,6.211503e-11,3.4314904e-10,0.0017993425,4.245415e-10,8.363422e-10,1.5070427e-10,3.04095e-10,3.5966788e-10,4.4008214e-10,8.2729884e-10,2.6301017e-10,3.4446057e-10,5.7083612e-11,3.2771003e-10,1.4699857e-10,6.293854e-10
ROPN1L,6.211503e-11,3.4314185e-10,3.4035205e-10,4.3318327e-10,8.3634855e-10,1.5071663e-10,3.0408337e-10,3.5966788e-10,4.4008297e-10,8.27343e-10,2.6300967e-10,3.4445924e-10,5.7083612e-11,3.883652e-10,1.4699912e-10,6.29383e-10
NDUFS6,6.211503e-11,3.4315104e-10,3.4035205e-10,4.2454554e-10,8.3646823e-10,1.5068616e-10,3.0409442e-10,3.5966788e-10,4.4008214e-10,8.273904e-10,2.6301067e-10,0.013698864,5.7083612e-11,3.2771566e-10,1.4699857e-10,6.293902e-10
MARCH6,6.211503e-11,3.4314904e-10,3.5309966e-10,4.2454634e-10,8.3644747e-10,1.5070858e-10,0.003630367,3.5966788e-10,4.4008214e-10,8.272878e-10,2.6300967e-10,3.4446124e-10,5.7083612e-11,3.2775063e-10,1.4699857e-10,6.2938416e-10
NKD2,6.211503e-11,3.4314904e-10,3.4035205e-10,4.900705e-10,8.364427e-10,1.507149e-10,3.0409614e-10,3.5966854e-10,4.4008297e-10,8.273509e-10,2.6300867e-10,3.4446188e-10,5.7083727e-11,3.418543e-10,1.4699912e-10,6.2938055e-10
ADAMTS16,6.211503e-11,3.431484e-10,3.4035205e-10,4.2454312e-10,8.3635976e-10,1.5072411e-10,3.0407643e-10,3.5966788e-10,4.4008214e-10,8.27343e-10,2.630117e-10,3.444599e-10,5.7083612e-11,0.0002797186,1.4699912e-10,6.2938416e-10
SRD5A1,6.211503e-11,3.4612152e-10,3.4826578e-10,4.2454232e-10,9.2452707e-10,1.5070917e-10,3.040996e-10,3.6037653e-10,5.944155e-10,9.234397e-10,2.630172e-10,3.4789333e-10,5.713045e-11,3.3007058e-10,1.4700081e-10,6.628883e-10
MYO10,6.211503e-11,3.4314254e-10,3.4035205e-10,5.2345744e-10,8.36422e-10,1.5069364e-10,3.0407643e-10,3.5966788e-10,1.9917614e-09,8.2736035e-10,2.630117e-10,3.4446057e-10,5.7083612e-11,0.000942211,1.4699912e-10,6.2938055e-10
FAM105A,6.213587e-11,3.4314773e-10,3.8603074e-10,4.2454473e-10,8.363853e-10,1.5071606e-10,3.040741e-10,3.5966788e-10,4.4027607e-10,8.5031837e-10,2.6300967e-10,3.4446057e-10,5.7137427e-11,3.277538e-10,1.4699912e-10,6.29383e-10
RPL37,0.024727117,3.431615e-10,3.4035205e-10,4.2455606e-10,8.365256e-10,1.5076781e-10,3.0410194e-10,3.5966924e-10,4.4008297e-10,8.2746454e-10,2.630142e-10,3.4446318e-10,5.7083612e-11,3.278207e-10,1.4699912e-10,6.2939737e-10
SKP2,6.2115264e-11,3.4321188e-10,3.4816683e-10,4.2485906e-10,8.58188e-10,1.5068645e-10,3.0442576e-10,3.599877e-10,4.401174e-10,8.5068336e-10,2.6302172e-10,3.4485498e-10,5.7121516e-11,3.283507e-10,1.4699969e-10,6.3367717e-10
OSMR,6.211503e-11,3.4314318e-10,3.4035205e-10,6.2654584e-09,8.3631824e-10,1.5071089e-10,0.0018122776,3.5966788e-10,4.4008214e-10,8.2737617e-10,2.6300767e-10,3.4445924e-10,5.7083612e-11,3.2772063e-10,1.4699857e-10,6.2938177e-10
PIK3R1,6.211503e-11,3.431497e-10,3.4035205e-10,4.2454634e-10,8.364427e-10,1.5071433e-10,3.0408048e-10,3.5966788e-10,4.4008297e-10,8.2736035e-10,0.0020438253,3.4445924e-10,5.7083612e-11,3.2770628e-10,1.4699857e-10,6.293746e-10
LHFPL2,6.211503e-11,3.4314904e-10,3.4525052e-10,0.0006677142,8.363039e-10,1.5070686e-10,3.0408107e-10,3.5966788e-10,1.2740176e-09,8.2732887e-10,2.6300867e-10,3.4446124e-10,5.7083727e-11,3.277613e-10,1.4699912e-10,6.2938654e-10
SSBP2,6.211503e-11,3.4314904e-10,3.4349545e-10,4.563448e-10,8.3635493e-10,1.5070341e-10,0.0020627913,3.5966788e-10,4.4008214e-10,8.2733986e-10,2.6300867e-10,3.4445924e-10,5.7083612e-11,3.3400466e-10,1.4699857e-10,6.2938055e-10
IQGAP2,6.211503e-11,3.4315104e-10,5.9281224e-10,4.245415e-10,8.3637247e-10,1.5070054e-10,3.0405495e-10,3.5966788e-10,4.4008214e-10,8.273509e-10,2.6300867e-10,0.0037473936,5.7083612e-11,3.4434955e-10,1.4699857e-10,6.2938654e-10
RASA1,6.697201e-11,3.4315104e-10,0.00035462828,4.2454798e-10,8.780738e-10,1.5069594e-10,3.0408337e-10,3.5966924e-10,4.4009807e-10,8.763036e-10,2.6300817e-10,3.4446188e-10,5.7083727e-11,4.7122156e-10,1.4699912e-10,6.3515826e-10
GIN1,6.211503e-11,3.4316083e-10,3.499985e-10,4.2884837e-10,9.265678e-10,1.5069708e-10,3.0410657e-10,3.598902e-10,4.459445e-10,9.475625e-10,2.630157e-10,3.447386e-10,5.7305615e-11,3.5354242e-10,1.4699912e-10,6.62293e-10
PPIP5K2,6.211503e-11,3.4314904e-10,5.3182136e-10,0.0018747102,8.364076e-10,1.5071462e-10,3.0405495e-10,3.5966788e-10,4.4008383e-10,8.27373e-10,2.6300967e-10,3.4446057e-10,5.7083727e-11,6.205443e-10,1.4699912e-10,6.29383e-10
PAM,6.211503e-11,3.431497e-10,3.9201187e-10,0.004569927,8.364044e-10,1.5071404e-10,3.0405553e-10,3.5966788e-10,4.4837783e-10,8.273414e-10,2.6300867e-10,3.4446124e-10,5.7083612e-11,3.2773692e-10,1.4699857e-10,6.2938416e-10
BDP1,6.211503e-11,3.4314904e-10,0.0011141925,4.3899145e-10,8.363422e-10,1.5070341e-10,3.0408337e-10,3.5966854e-10,4.5476342e-10,8.2734936e-10,2.6300867e-10,3.4446188e-10,5.7083727e-11,3.8882694e-10,1.4699912e-10,6.293854e-10
GTF2H2,6.2115264e-11,3.431844e-10,3.843798e-10,5.0113746e-10,1.436493e-09,1.5071261e-10,3.0410138e-10,3.5999112e-10,5.321471e-10,1.8434245e-09,2.630162e-10,3.4454795e-10,5.708405e-11,4.3098283e-10,1.4699912e-10,8.113361e-10
SLC30A5,6.211503e-11,3.431484e-10,3.4035205e-10,4.2454554e-10,8.363326e-10,1.5070772e-10,3.0408223e-10,3.5966718e-10,4.4008297e-10,8.2734614e-10,2.6300867e-10,0.0013576677,5.7083612e-11,3.2771127e-10,1.4699857e-10,6.29383e-10
BTF3,6.211503e-11,3.4315104e-10,3.4035205e-10,4.2454312e-10,8.3646184e-10,1.5071606e-10,3.0409555e-10,3.5966788e-10,4.4008214e-10,8.273683e-10,2.630117e-10,3.4446188e-10,0.0033813918,3.2778255e-10,1.4699857e-10,6.2939376e-10
FBXL17,8.795987e-11,3.431497e-10,4.3269194e-10,4.3614545e-10,8.3633905e-10,1.5071433e-10,3.040799e-10,3.5966718e-10,4.4008297e-10,8.2735563e-10,2.6300867e-10,3.444599e-10,5.7083612e-11,0.0009525845,1.4699912e-10,6.2938177e-10
TNFAIP8,6.211503e-11,3.4314904e-10,0.0024480019,4.2454232e-10,8.364587e-10,1.5069163e-10,3.0405553e-10,3.5966788e-10,4.4008214e-10,8.2734936e-10,2.6300867e-10,3.4446057e-10,5.7083612e-11,3.277019e-10,1.4699857e-10,6.2938055e-10
FEM1C,6.211503e-11,3.4433903e-10,3.4036565e-10,4.2454798e-10,8.518605e-10,1.5071376e-10,3.0423072e-10,3.5979414e-10,5.1834176e-10,8.369821e-10,2.6301972e-10,3.4531375e-10,5.7253282e-11,3.3236064e-10,1.4700362e-10,6.420083e-10
COMMD10,6.211503e-11,3.4314904e-10,1.121021e-09,6.0450095e-10,8.3635815e-10,1.5071779e-10,3.0405323e-10,3.5966788e-10,4.4008297e-10,8.27343e-10,2.6300817e-10,3.4446057e-10,5.7083727e-11,0.0017141044,1.4699912e-10,6.29383e-10
ATG12,6.211503e-11,0.0030000885,3.4035205e-10,4.2454473e-10,8.363948e-10,1.5068702e-10,3.0407005e-10,3.5966718e-10,4.4008214e-10,8.2735563e-10,2.6300867e-10,3.4446057e-10,5.7083612e-11,3.2771189e-10,1.4699857e-10,6.2938177e-10
